bin_id,zone,aisle,rack,bin,x_coord,y_coord,distance_from_dispatch
BIN_000042,A,0,4,2,-1.420092202903001,-0.870098101980867,-1.5251519959596704
BIN_000043,A,0,4,3,-1.420092202903001,-0.5220588611885202,-1.486780959354857
BIN_000044,A,0,4,4,-1.420092202903001,-0.17401962039617339,-1.4390334783699017
BIN_000045,A,0,4,5,-1.420092202903001,0.17401962039617339,-1.3847862658621537
BIN_000046,A,0,4,6,-1.420092202903001,0.5220588611885202,-1.3260534051252717
BIN_000047,A,0,4,7,-1.420092202903001,0.870098101980867,-1.2641819676897914
BIN_000048,A,0,4,8,-1.420092202903001,1.2181373427732138,-1.2000673571094271
BIN_000049,A,0,4,9,-1.420092202903001,1.5661765835655606,-1.1343119818473926
BIN_000050,A,0,5,0,-1.3508194125174888,-1.5661765835655606,-1.486780959354857
BIN_000051,A,0,5,1,-1.3508194125174888,-1.2181373427732138,-1.4795831185156376
BIN_000052,A,0,5,2,-1.3508194125174888,-0.870098101980867,-1.4587828923271395
BIN_000053,A,0,5,3,-1.3508194125174888,-0.5220588611885202,-1.4263781229125256
BIN_000054,A,0,5,4,-1.3508194125174888,-0.17401962039617339,-1.3847862658621537
BIN_000055,A,0,5,5,-1.3508194125174888,0.17401962039617339,-1.3362326892598988
BIN_000056,A,0,5,6,-1.3508194125174888,0.5220588611885202,-1.282500720524056
BIN_000057,A,0,5,7,-1.3508194125174888,0.870098101980867,-1.2249238467264982
BIN_000058,A,0,5,8,-1.3508194125174888,1.2181373427732138,-1.1644698378935356
BIN_000059,A,0,5,9,-1.3508194125174888,1.5661765835655606,-1.10183559338434
BIN_000060,A,0,6,0,-1.2815466221319765,-1.5661765835655606,-1.414089824263846
BIN_000061,A,0,6,1,-1.2815466221319765,-1.2181373427732138,-1.4080737219934643
BIN_000062,A,0,6,2,-1.2815466221319765,-0.870098101980867,-1.39049752962874
BIN_000063,A,0,6,3,-1.2815466221319765,-0.5220588611885202,-1.3626096765345488
BIN_000064,A,0,6,4,-1.2815466221319765,-0.17401962039617339,-1.3260534051252717
BIN_000065,A,0,6,5,-1.2815466221319765,0.17401962039617339,-1.282500720524056
BIN_000066,A,0,6,6,-1.2815466221319765,0.5220588611885202,-1.233431900149896
BIN_000067,A,0,6,7,-1.2815466221319765,0.870098101980867,-1.1800574831872517
BIN_000068,A,0,6,8,-1.2815466221319765,1.2181373427732138,-1.1233252838998007
BIN_000069,A,0,6,9,-1.2815466221319765,1.5661765835655606,-1.063961790282951
BIN_000070,A,0,7,0,-1.2122738317464643,-1.5661765835655606,-1.3413986891728347
BIN_000071,A,0,7,1,-1.2122738317464643,-1.2181373427732138,-1.3362326892598988
BIN_000072,A,0,7,2,-1.2122738317464643,-0.870098101980867,-1.3210371833708163
BIN_000073,A,0,7,3,-1.2122738317464643,-0.5220588611885202,-1.2966374431490697
BIN_000074,A,0,7,4,-1.2122738317464643,-0.17401962039617339,-1.2641819676897914
BIN_000075,A,0,7,5,-1.2122738317464643,0.17401962039617339,-1.2249238467264982
BIN_000076,A,0,7,6,-1.2122738317464643,0.5220588611885202,-1.1800574831872517
BIN_000077,A,0,7,7,-1.2122738317464643,0.870098101980867,-1.130631111039893
BIN_000078,A,0,7,8,-1.2122738317464643,1.2181373427732138,-1.0775192694992712
BIN_000079,A,0,7,9,-1.2122738317464643,1.5661765835655606,-1.0214301762765872
BIN_000080,A,0,8,0,-1.1430010413609522,-1.5661765835655606,-1.2687075540818233
BIN_000081,A,0,8,1,-1.1430010413609522,-1.2181373427732138,-1.2641819676897914
BIN_000082,A,0,8,2,-1.1430010413609522,-0.870098101980867,-1.2508101787573496
BIN_000083,A,0,8,3,-1.1430010413609522,-0.5220588611885202,-1.2291633043409305
BIN_000084,A,0,8,4,-1.1430010413609522,-0.17401962039617339,-1.2000673571094271
BIN_000085,A,0,8,5,-1.1430010413609522,0.17401962039617339,-1.1644698378935356
BIN_000086,A,0,8,6,-1.1430010413609522,0.5220588611885202,-1.1233252838998007
BIN_000087,A,0,8,7,-1.1430010413609522,0.870098101980867,-1.0775192694992712
BIN_000088,A,0,8,8,-1.1430010413609522,1.2181373427732138,-1.0278303219298899
BIN_000089,A,0,8,9,-1.1430010413609522,1.5661765835655606,-0.9749194565717337
BIN_000090,A,0,9,0,-1.0737282509754398,-1.5661765835655606,-1.196016418990812
BIN_000091,A,0,9,1,-1.0737282509754398,-1.2181373427732138,-1.1919904104324308
BIN_000092,A,0,9,2,-1.0737282509754398,-0.870098101980867,-1.1800574831872517
BIN_000093,A,0,9,3,-1.0737282509754398,-0.5220588611885202,-1.1606279770381533
BIN_000094,A,0,9,4,-1.0737282509754398,-0.17401962039617339,-1.1343119818473926
BIN_000095,A,0,9,5,-1.0737282509754398,0.17401962039617339,-1.10183559338434
BIN_000096,A,0,9,6,-1.0737282509754398,0.5220588611885202,-1.063961790282951
BIN_000097,A,0,9,7,-1.0737282509754398,0.870098101980867,-1.0214301762765872
BIN_000098,A,0,9,8,-1.0737282509754398,1.2181373427732138,-0.9749194565717337
BIN_000099,A,0,9,9,-1.0737282509754398,1.5661765835655606,-0.925029532819887
BIN_000100,A,1,0,0,-1.0044554605899276,-1.5661765835655606,-1.1233252838998007
BIN_000101,A,1,0,1,-1.0044554605899276,-1.2181373427732138,-1.1196997683871541
BIN_000102,A,1,0,2,-1.0044554605899276,-0.870098101980867,-1.1089296022213622
BIN_000103,A,1,0,3,-1.0044554605899276,-0.5220588611885202,-1.0913189039791324
BIN_000104,A,1,0,4,-1.0044554605899276,-0.17401962039617339,-1.0673291498443658
BIN_000105,A,1,0,5,-1.0044554605899276,0.17401962039617339,-1.0375250376843057
BIN_000106,A,1,0,6,-1.0044554605899276,0.5220588611885202,-1.0025196110151378
BIN_000107,A,1,0,7,-1.0044554605899276,0.870098101980867,-0.9629282515506726
BIN_000108,A,1,0,8,-1.0044554605899276,1.2181373427732138,-0.9193358969143941
BIN_000109,A,1,0,9,-1.0044554605899276,1.5661765835655606,-0.8722774317404006
BIN_000110,A,1,1,0,-0.9351826702044154,-1.5661765835655606,-1.0506341488087896
BIN_000111,A,1,1,1,-0.9351826702044154,-1.2181373427732138,-1.0473368049805647
BIN_000112,A,1,1,2,-0.9351826702044154,-0.870098101980867,-1.0375250376843057
BIN_000113,A,1,1,3,-0.9351826702044154,-0.5220588611885202,-1.0214301762765872
BIN_000114,A,1,1,4,-0.9351826702044154,-0.17401962039617339,-0.9994087124000456
BIN_000115,A,1,1,5,-0.9351826702044154,0.17401962039617339,-0.9719063076324506
BIN_000116,A,1,1,6,-0.9351826702044154,0.5220588611885202,-0.9394193227386699
BIN_000117,A,1,1,7,-0.9351826702044154,0.870098101980867,-0.9024601893654507
BIN_000118,A,1,1,8,-0.9351826702044154,1.2181373427732138,-0.8615303046230195
BIN_000119,A,1,1,9,-0.9351826702044154,1.5661765835655606,-0.817101490501305
BIN_000120,A,1,2,0,-0.8659098798189031,-1.5661765835655606,-0.9779430137177783
BIN_000121,A,1,2,1,-0.8659098798189031,-1.2181373427732138,-0.9749194565717337
BIN_000122,A,1,2,2,-0.8659098798189031,-0.870098101980867,-0.9659108091770146
BIN_000123,A,1,2,3,-0.8659098798189031,-0.5220588611885202,-0.9510969507310678
BIN_000124,A,1,2,4,-0.8659098798189031,-0.17401962039617339,-0.9307584244475666
BIN_000125,A,1,2,5,-0.8659098798189031,0.17401962039617339,-0.9052518786267669
BIN_000126,A,1,2,6,-0.8659098798189031,0.5220588611885202,-0.874982718259184
BIN_000127,A,1,2,7,-0.8659098798189031,0.870098101980867,-0.8403791120285102
BIN_000128,A,1,2,8,-0.8659098798189031,1.2181373427732138,-0.8018701754406301
BIN_000129,A,1,2,9,-0.8659098798189031,1.5661765835655606,-0.7598696084447444
BIN_000130,A,1,3,0,-0.7966370894333908,-1.5661765835655606,-0.9052518786267669
BIN_000131,A,1,3,1,-0.7966370894333908,-1.2181373427732138,-0.9024601893654507
BIN_000132,A,1,3,2,-0.7966370894333908,-0.870098101980867,-0.8941340284428985
BIN_000133,A,1,3,3,-0.7966370894333908,-0.5220588611885202,-0.8804159299856157
BIN_000134,A,1,3,4,-0.7966370894333908,-0.17401962039617339,-0.8615303046230195
BIN_000135,A,1,3,5,-0.7966370894333908,0.17401962039617339,-0.8377662809530649
BIN_000136,A,1,3,6,-0.7966370894333908,0.5220588611885202,-0.8094579696903655
BIN_000137,A,1,3,7,-0.7966370894333908,0.870098101980867,-0.7769648871436089
BIN_000138,A,1,3,8,-0.7966370894333908,1.2181373427732138,-0.740654613888982
BIN_000139,A,1,3,9,-0.7966370894333908,1.5661765835655606,-0.70088887185698
BIN_000140,A,1,4,0,-0.7273642990478786,-1.5661765835655606,-0.8325607435357557
BIN_000141,A,1,4,1,-0.7273642990478786,-1.2181373427732138,-0.8299679345150003
BIN_000142,A,1,4,2,-0.7273642990478786,-0.870098101980867,-0.8222287437098839
BIN_000143,A,1,4,3,-0.7273642990478786,-0.5220588611885202,-0.8094579696903655
BIN_000144,A,1,4,4,-0.7273642990478786,-0.17401962039617339,-0.7918377319317189
BIN_000145,A,1,4,5,-0.7273642990478786,0.17401962039617339,-0.7696052232263232
BIN_000146,A,1,4,6,-0.7273642990478786,0.5220588611885202,-0.7430382514882259
BIN_000147,A,1,4,7,-0.7273642990478786,0.870098101980867,-0.7124403988340624
BIN_000148,A,1,4,8,-0.7273642990478786,1.2181373427732138,-0.6781273005696691
BIN_000149,A,1,4,9,-0.7273642990478786,1.5661765835655606,-0.6404150320655074
BIN_000150,A,1,5,0,-0.6580915086623663,-1.5661765835655606,-0.7598696084447444
BIN_000151,A,1,5,1,-0.6580915086623663,-1.2181373427732138,-0.7574492569063979
BIN_000152,A,1,5,2,-0.6580915086623663,-0.870098101980867,-0.7502201546298664
BIN_000153,A,1,5,3,-0.6580915086623663,-0.5220588611885202,-0.7382760859270863
BIN_000154,A,1,5,4,-0.6580915086623663,-0.17401962039617339,-0.7217667547876172
BIN_000155,A,1,5,5,-0.6580915086623663,0.17401962039617339,-0.70088887185698
BIN_000156,A,1,5,6,-0.6580915086623663,0.5220588611885202,-0.6758754073615919
BIN_000157,A,1,5,7,-0.6580915086623663,0.870098101980867,-0.646984247692155
BIN_000158,A,1,5,8,-0.6580915086623663,1.2181373427732138,-0.6144873382627218
BIN_000159,A,1,5,9,-0.6580915086623663,1.5661765835655606,-0.5786610991177499
BIN_000160,A,1,6,0,-0.5888187182768541,-1.5661765835655606,-0.687178473353733
BIN_000161,A,1,6,1,-0.5888187182768541,-1.2181373427732138,-0.6849090894173528
BIN_000162,A,1,6,2,-0.5888187182768541,-0.870098101980867,-0.6781273005696691
BIN_000163,A,1,6,3,-0.5888187182768541,-0.5220588611885202,-0.6669106877364931
BIN_000164,A,1,6,4,-0.5888187182768541,-0.17401962039617339,-0.6513837227047858
BIN_000165,A,1,6,5,-0.5888187182768541,0.17401962039617339,-0.6317111673081784
BIN_000166,A,1,6,6,-0.5888187182768541,0.5220588611885202,-0.6080899738719477
BIN_000167,A,1,6,7,-0.5888187182768541,0.870098101980867,-0.580740537198742
BIN_000168,A,1,6,8,-0.5888187182768541,1.2181373427732138,-0.5498980794089409
BIN_000169,A,1,6,9,-0.5888187182768541,1.5661765835655606,-0.5158047790314993
BIN_000170,A,1,7,0,-0.5195459278913418,-1.5661765835655606,-0.6144873382627218
BIN_000171,A,1,7,1,-0.5195459278913418,-1.2181373427732138,-0.6123512099673318
BIN_000172,A,1,7,2,-0.5195459278913418,-0.870098101980867,-0.605964828330253
BIN_000173,A,1,7,3,-0.5195459278913418,-0.5220588611885202,-0.5953930851973509
BIN_000174,A,1,7,4,-0.5195459278913418,-0.17401962039617339,-0.580740537198742
BIN_000175,A,1,7,5,-0.5195459278913418,0.17401962039617339,-0.5621464392345531
BIN_000176,A,1,7,6,-0.5195459278913418,0.5220588611885202,-0.5397785605983095
BIN_000177,A,1,7,7,-0.5195459278913418,0.870098101980867,-0.5138263763798752
BIN_000178,A,1,7,8,-0.5195459278913418,1.2181373427732138,-0.4844942009486321
BIN_000179,A,1,7,9,-0.5195459278913418,1.5661765835655606,-0.4519947334554767
BIN_000180,A,1,8,0,-0.4502731375058296,-1.5661765835655606,-0.5417962031717105
BIN_000181,A,1,8,1,-0.4502731375058296,-1.2181373427732138,-0.5397785605983095
BIN_000182,A,1,8,2,-0.4502731375058296,-0.870098101980867,-0.5337441860549479
BIN_000183,A,1,8,3,-0.4502731375058296,-0.5220588611885202,-0.5237478963605652
BIN_000184,A,1,8,4,-0.4502731375058296,-0.17401962039617339,-0.5098783315645908
BIN_000185,A,1,8,5,-0.4502731375058296,0.17401962039617339,-0.4922541639487985
BIN_000186,A,1,8,6,-0.4502731375058296,0.5220588611885202,-0.47101931926639296
BIN_000187,A,1,8,7,-0.4502731375058296,0.870098101980867,-0.44633762915967445
BIN_000188,A,1,8,8,-0.4502731375058296,1.2181373427732138,-0.4183873288848716
BIN_000189,A,1,8,9,-0.4502731375058296,1.5661765835655606,-0.38735575998381927
BIN_000190,A,1,9,0,-0.38100034712031733,-1.5661765835655606,-0.46910506808069924
BIN_000191,A,1,9,1,-0.38100034712031733,-1.2181373427732138,-0.46719346638142467
BIN_000192,A,1,9,2,-0.38100034712031733,-0.870098101980867,-0.46147444886907635
BIN_000193,A,1,9,3,-0.38100034712031733,-0.5220588611885202,-0.4519947334554767
BIN_000194,A,1,9,4,-0.38100034712031733,-0.17401962039617339,-0.43883009431599596
BIN_000195,A,1,9,5,-0.38100034712031733,0.17401962039617339,-0.42208243002795615
BIN_000196,A,1,9,6,-0.38100034712031733,0.5220588611885202,-0.40187602882623713
BIN_000197,A,1,9,7,-0.38100034712031733,0.870098101980867,-0.3783533311692829
BIN_000198,A,1,9,8,-0.38100034712031733,1.2181373427732138,-0.3516704946785038
BIN_000199,A,1,9,9,-0.38100034712031733,1.5661765835655606,-0.32199303662201795
BIN_000200,A,2,0,0,-0.3117275567348051,-1.5661765835655606,-0.39641393298968797
BIN_000201,A,2,0,1,-0.3117275567348051,-1.2181373427732138,-0.3945977889938641
BIN_000202,A,2,0,2,-0.3117275567348051,-0.870098101980867,-0.38916290196439457
BIN_000203,A,2,0,3,-0.3117275567348051,-0.5220588611885202,-0.38014940664444263
BIN_000204,A,2,0,4,-0.3117275567348051,-0.17401962039617339,-0.3676225696328109
BIN_000205,A,2,0,5,-0.3117275567348051,0.17401962039617339,-0.3516704946785038
BIN_000206,A,2,0,6,-0.3117275567348051,0.5220588611885202,-0.33240117314835116
BIN_000207,A,2,0,7,-0.3117275567348051,0.870098101980867,-0.3099390975632868
BIN_000208,A,2,0,8,-0.3117275567348051,1.2181373427732138,-0.2844216648788182
BIN_000209,A,2,0,9,-0.3117275567348051,1.5661765835655606,-0.25599558054169147
BIN_000210,A,2,1,0,-0.24245476634929286,-1.5661765835655606,-0.3237227978986767
BIN_000211,A,2,1,1,-0.24245476634929286,-1.2181373427732138,-0.32199303662201795
BIN_000212,A,2,1,2,-0.24245476634929286,-0.870098101980867,-0.3168154601925989
BIN_000213,A,2,1,3,-0.24245476634929286,-0.5220588611885202,-0.30822479815986914
BIN_000214,A,2,1,4,-0.24245476634929286,-0.17401962039617339,-0.2962776545872758
BIN_000215,A,2,1,5,-0.24245476634929286,0.17401962039617339,-0.2810506922581846
BIN_000216,A,2,1,6,-0.24245476634929286,0.5220588611885202,-0.2626382804926216
BIN_000217,A,2,1,7,-0.24245476634929286,0.870098101980867,-0.24114976667580687
BIN_000218,A,2,1,8,-0.24245476634929286,1.2181373427732138,-0.21670654141893972
BIN_000219,A,2,1,9,-0.24245476634929286,1.5661765835655606,-0.18943905982738152
BIN_000220,A,2,2,0,-0.17318197596378063,-1.5661765835655606,-0.2510316628076654
BIN_000221,A,2,2,1,-0.17318197596378063,-1.2181373427732138,-0.24938044401777043
BIN_000222,A,2,2,2,-0.17318197596378063,-0.870098101980867,-0.24443697515121593
BIN_000223,A,2,2,3,-0.17318197596378063,-0.5220588611885202,-0.23623150701010132
BIN_000224,A,2,2,4,-0.17318197596378063,-0.17401962039617339,-0.22481344055869792
BIN_000225,A,2,2,5,-0.17318197596378063,0.17401962039617339,-0.21024987556543617
BIN_000226,A,2,2,6,-0.17318197596378063,0.5220588611885202,-0.19262371774326065
BIN_000227,A,2,2,7,-0.17318197596378063,0.870098101980867,-0.17203146338513386
BIN_000228,A,2,2,8,-0.17318197596378063,1.2181373427732138,-0.14858078999017763
BIN_000229,A,2,2,9,-0.17318197596378063,1.5661765835655606,-0.12238807858077973
BIN_000230,A,2,3,0,-0.10390918557826836,-1.5661765835655606,-0.17834052771665415
BIN_000231,A,2,3,1,-0.10390918557826836,-1.2181373427732138,-0.1767610317506951
BIN_000232,A,2,3,2,-0.10390918557826836,-0.870098101980867,-0.17203146338513386
BIN_000233,A,2,3,3,-0.10390918557826836,-0.5220588611885202,-0.1641783312507003
BIN_000234,A,2,3,4,-0.10390918557826836,-0.17401962039617339,-0.15324499934239894
BIN_000235,A,2,3,5,-0.10390918557826836,0.17401962039617339,-0.1392905161568197
BIN_000236,A,2,3,6,-0.10390918557826836,0.5220588611885202,-0.12238807858077973
BIN_000237,A,2,3,7,-0.10390918557826836,0.870098101980867,-0.10262321993986363
BIN_000238,A,2,3,8,-0.10390918557826836,1.2181373427732138,-0.08009182021251667
BIN_000239,A,2,3,9,-0.10390918557826836,1.5661765835655606,-0.05489803618847609
BIN_000240,A,2,4,0,-0.034636395192756124,-1.5661765835655606,-0.10564939262564287
BIN_000241,A,2,4,1,-0.034636395192756124,-1.2181373427732138,-0.10413565069904646
BIN_000242,A,2,4,2,-0.034636395192756124,-0.870098101980867,-0.0996022783335539
BIN_000243,A,2,4,3,-0.034636395192756124,-0.5220588611885202,-0.09207263344954683
BIN_000244,A,2,4,4,-0.034636395192756124,-0.17401962039617339,-0.08158498354411552
BIN_000245,A,2,4,5,-0.034636395192756124,0.17401962039617339,-0.06819155299727594
BIN_000246,A,2,4,6,-0.034636395192756124,0.5220588611885202,-0.051957266652222056
BIN_000247,A,2,4,7,-0.034636395192756124,0.870098101980867,-0.032958257534631594
BIN_000248,A,2,4,8,-0.034636395192756124,1.2181373427732138,-0.011280214085219446
BIN_000249,A,2,4,9,-0.034636395192756124,1.5661765835655606,0.0129833565970356
BIN_000250,A,2,5,0,0.034636395192756124,-1.5661765835655606,-0.032958257534631594
BIN_000251,A,2,5,1,0.034636395192756124,-1.2181373427732138,-0.0315050158971335
BIN_000252,A,2,5,2,0.034636395192756124,-0.870098101980867,-0.027152241536919437
BIN_000253,A,2,5,3,0.034636395192756124,-0.5220588611885202,-0.019920620947919524
BIN_000254,A,2,5,4,0.034636395192756124,-0.17401962039617339,-0.009844090148477242
BIN_000255,A,2,5,5,0.034636395192756124,0.17401962039617339,0.0030309466614651605
BIN_000256,A,2,5,6,0.034636395192756124,0.5220588611885202,0.018646652306162248
BIN_000257,A,2,5,7,0.034636395192756124,0.870098101980867,0.03693499369461791
BIN_000258,A,2,5,8,0.034636395192756124,1.2181373427732138,0.05781912230116733
BIN_000259,A,2,5,9,0.034636395192756124,1.5661765835655606,0.08121483786515062
BIN_000260,A,2,6,0,0.10390918557826836,-1.5661765835655606,0.039732877556379685
BIN_000261,A,2,6,1,0.10390918557826836,-1.2181373427732138,0.0411302674052289
BIN_000262,A,2,6,2,0.10390918557826836,-0.870098101980867,0.04531625607901237
BIN_000263,A,2,6,3,0.10390918557826836,-0.5220588611885202,0.05227243685346777
BIN_000264,A,2,6,4,0.10390918557826836,-0.17401962039617339,0.06196857792411689
BIN_000265,A,2,6,5,0.10390918557826836,0.17401962039617339,0.0743632679476896
BIN_000266,A,2,6,6,0.10390918557826836,0.5220588611885202,0.08940477483868228
BIN_000267,A,2,6,7,0.10390918557826836,0.870098101980867,0.10703207760395606
BIN_000268,A,2,6,8,0.10390918557826836,1.2181373427732138,0.12717602556387456
BIN_000269,A,2,6,9,0.10390918557826836,1.5661765835655606,0.14976057730326234
BIN_000270,A,2,7,0,0.17318197596378063,-1.5661765835655606,0.11242401264739096
BIN_000271,A,2,7,1,0.17318197596378063,-1.2181373427732138,0.11376968345852456
BIN_000272,A,2,7,2,0.17318197596378063,-0.870098101980867,0.11780117518277167
BIN_000273,A,2,7,3,0.17318197596378063,-0.5220588611885202,0.12450203832253467
BIN_000274,A,2,7,4,0.17318197596378063,-0.17401962039617339,0.13384522716318545
BIN_000275,A,2,7,5,0.17318197596378063,0.17401962039617339,0.14579363677867574
BIN_000276,A,2,7,6,0.17318197596378063,0.5220588611885202,0.160300820058071
BIN_000277,A,2,7,7,0.17318197596378063,0.870098101980867,0.17731185338899697
BIN_000278,A,2,7,8,0.17318197596378063,1.2181373427732138,0.1967643150701749
BIN_000279,A,2,7,9,0.17318197596378063,1.5661765835655606,0.21858933850536666
BIN_000280,A,2,8,0,0.24245476634929286,-1.5661765835655606,0.18511514773840224
BIN_000281,A,2,8,1,0.24245476634929286,-1.2181373427732138,0.18641279006502703
BIN_000282,A,2,8,2,0.24245476634929286,-0.870098101980867,0.1903007657799129
BIN_000283,A,2,8,3,0.24245476634929286,-0.5220588611885202,0.1967643150701749
BIN_000284,A,2,8,4,0.24245476634929286,-0.17401962039617339,0.2057791473901459
BIN_000285,A,2,8,5,0.24245476634929286,0.17401962039617339,0.21731189103974544
BIN_000286,A,2,8,6,0.24245476634929286,0.5220588611885202,0.23132069542918274
BIN_000287,A,2,8,7,0.24245476634929286,0.870098101980867,0.24775596137405995
BIN_000288,A,2,8,8,0.24245476634929286,1.2181373427732138,0.26656117094647563
BIN_000289,A,2,8,9,0.24245476634929286,1.5661765835655606,0.28767378649145564
BIN_000290,A,2,9,0,0.3117275567348051,-1.5661765835655606,0.25780628282941354
BIN_000291,A,2,9,1,0.3117275567348051,-1.2181373427732138,0.25905920592228354
BIN_000292,A,2,9,2,0.3117275567348051,-0.870098101980867,0.2628135177166671
BIN_000293,A,2,9,3,0.3117275567348051,-0.5220588611885202,0.2690559246770263
BIN_000294,A,2,9,4,0.3117275567348051,-0.17401962039617339,0.27776453073075413
BIN_000295,A,2,9,5,0.3117275567348051,0.17401962039617339,0.2889092159047629
BIN_000296,A,2,9,6,0.3117275567348051,0.5220588611885202,0.3024521450555907
BIN_000297,A,2,9,7,0.3117275567348051,0.870098101980867,0.3183483871639751
BIN_000298,A,2,9,8,0.3117275567348051,1.2181373427732138,0.3365466224750384
BIN_000299,A,2,9,9,0.3117275567348051,1.5661765835655606,0.3569899130088005
BIN_000300,A,3,0,0,0.38100034712031733,-1.5661765835655606,0.3304974179204248
BIN_000301,A,3,0,1,0.38100034712031733,-1.2181373427732138,0.3317086004924086
BIN_000302,A,3,0,2,0.38100034712031733,-0.870098101980867,0.3353381209971178
BIN_000303,A,3,0,3,0.38100034712031733,-0.5220588611885202,0.34137396445836493
BIN_000304,A,3,0,4,0.38100034712031733,-0.17401962039617339,0.34979632555018114
BIN_000305,A,3,0,5,0.38100034712031733,0.17401962039617339,0.3605779292723339
BIN_000306,A,3,0,6,0.38100034712031733,0.5220588611885202,0.373684462955741
BIN_000307,A,3,0,7,0.38100034712031733,0.870098101980867,0.389075104019196
BIN_000308,A,3,0,8,0.38100034712031733,1.2181373427732138,0.4067031252346793
BIN_000309,A,3,0,9,0.38100034712031733,1.5661765835655606,0.42651655768242985
BIN_000310,A,3,1,0,0.4502731375058296,-1.5661765835655606,0.4031885530114361
BIN_000311,A,3,1,1,0.4502731375058296,-1.2181373427732138,0.4043606858281876
BIN_000312,A,3,1,2,0.4502731375058296,-0.870098101980867,0.4078734337188469
BIN_000313,A,3,1,3,0.4502731375058296,-0.5220588611885202,0.4137159016172666
BIN_000314,A,3,1,4,0.4502731375058296,-0.17401962039617339,0.42187011775273836
BIN_000315,A,3,1,5,0.4502731375058296,0.17401962039617339,0.43231130666430145
BIN_000316,A,3,1,6,0.4502731375058296,0.5220588611885202,0.44500825788829096
BIN_000317,A,3,1,7,0.4502731375058296,0.870098101980867,0.4599237778081904
