sku_id,bin_id,on_hand_qty,reorder_point,safety_stock
SKU_00535,BIN_000660,1105,525,65
SKU_00276,BIN_000092,770,681,478
SKU_00861,BIN_000423,3075,961,498
SKU_00490,BIN_000754,198,218,419
SKU_00554,BIN_001298,1721,588,416
SKU_00444,BIN_001032,2794,225,267
SKU_00981,BIN_001002,2862,338,108
SKU_00364,BIN_000189,4542,530,318
SKU_00501,BIN_000077,352,347,480
SKU_00838,BIN_000367,4575,982,390
SKU_00399,BIN_000723,2667,224,159
SKU_00915,BIN_000777,3990,412,303
SKU_00258,BIN_001429,3852,542,405
SKU_00136,BIN_001408,2543,258,258
SKU_00778,BIN_000143,4839,884,411
SKU_00804,BIN_000962,2543,464,241
SKU_00017,BIN_000111,4625,588,269
SKU_00543,BIN_000887,4483,318,468
SKU_00890,BIN_001125,3183,578,210
SKU_00749,BIN_000857,248,433,269
SKU_00474,BIN_000299,4152,176,52
SKU_00695,BIN_000656,1911,564,321
SKU_00823,BIN_001183,1475,933,472
SKU_00191,BIN_000750,3218,299,89
SKU_00048,BIN_000924,1803,598,338
SKU_00159,BIN_000399,4479,255,470
SKU_00976,BIN_000199,1267,910,183
SKU_00027,BIN_000743,1085,851,234
SKU_00437,BIN_001259,2500,578,60
SKU_00116,BIN_000303,2244,172,313
SKU_00683,BIN_000821,2531,198,470
SKU_00296,BIN_000673,2781,404,78
SKU_00302,BIN_001252,2118,799,204
SKU_00081,BIN_001486,4833,596,423
SKU_00055,BIN_000051,2643,796,95
SKU_00054,BIN_000730,1453,299,78
SKU_00692,BIN_000058,1958,455,138
SKU_00913,BIN_001212,1987,643,371
SKU_00739,BIN_001440,2138,673,262
SKU_00717,BIN_000520,2210,470,407
SKU_00939,BIN_000642,1643,963,418
SKU_00363,BIN_000702,4501,641,158
SKU_00968,BIN_000311,2113,208,58
SKU_00921,BIN_000740,328,503,433
SKU_00408,BIN_000530,178,770,133
SKU_00525,BIN_001173,2123,275,77
SKU_00989,BIN_000383,1509,460,219
SKU_00738,BIN_001005,3113,700,71
SKU_00956,BIN_000756,2772,466,288
SKU_00521,BIN_000395,1242,969,464
SKU_00691,BIN_000451,3742,689,354
SKU_00162,BIN_000446,3002,542,119
SKU_00788,BIN_000775,2937,246,251
SKU_00993,BIN_000922,687,538,420
SKU_00677,BIN_001170,4777,452,197
SKU_00315,BIN_001356,176,325,496
SKU_00817,BIN_000019,1354,754,88
SKU_00248,BIN_000280,2800,285,482
SKU_00188,BIN_000903,2289,174,360
SKU_00865,BIN_001489,923,568,442
SKU_00415,BIN_000515,2886,159,107
SKU_00516,BIN_001410,4137,944,140
SKU_00578,BIN_000176,1841,195,271
SKU_00129,BIN_000576,1862,594,90
SKU_00533,BIN_001254,3448,830,168
SKU_00275,BIN_000707,4847,921,295
SKU_00742,BIN_000430,554,668,241
SKU_00423,BIN_000865,2209,472,338
SKU_00078,BIN_000006,4725,290,385
SKU_00160,BIN_000497,168,582,472
SKU_00504,BIN_000927,3518,441,169
SKU_00270,BIN_000096,1671,579,299
SKU_00994,BIN_000351,2877,134,145
SKU_00488,BIN_000584,236,549,176
SKU_00277,BIN_001335,4328,325,92
SKU_00103,BIN_000805,3180,218,403
SKU_00461,BIN_000215,2217,908,379
SKU_00303,BIN_001327,3405,128,370
SKU_00034,BIN_000938,4277,260,152
SKU_00848,BIN_001082,3214,525,216
SKU_00998,BIN_000804,3525,192,213
SKU_00274,BIN_000712,2556,779,434
SKU_00348,BIN_000181,551,747,184
SKU_00793,BIN_001475,2918,606,209
SKU_00732,BIN_000335,4669,414,357
SKU_00570,BIN_000326,386,394,121
SKU_00623,BIN_000682,4302,478,95
SKU_00255,BIN_001143,1998,821,392
SKU_00612,BIN_000930,1290,165,397
SKU_00751,BIN_001425,374,827,433
SKU_00674,BIN_001338,4752,618,340
SKU_00219,BIN_000177,4339,188,131
SKU_00263,BIN_000309,4340,503,294
SKU_00978,BIN_001449,4324,331,219
SKU_00545,BIN_000193,1130,843,122
SKU_00043,BIN_001407,1788,787,79
SKU_00417,BIN_000601,966,216,457
SKU_00999,BIN_000484,4135,290,452
SKU_00863,BIN_001026,4876,311,336
SKU_00268,BIN_001071,189,816,303
SKU_00125,BIN_001207,3338,978,92
SKU_00714,BIN_000838,2330,841,197
SKU_00560,BIN_001111,1934,526,497
SKU_00338,BIN_001211,188,429,61
SKU_00194,BIN_000097,2422,438,196
SKU_00039,BIN_000284,2323,348,391
SKU_00564,BIN_001163,916,761,348
SKU_00246,BIN_001036,1519,927,490
SKU_00499,BIN_000534,2389,300,366
SKU_00786,BIN_001194,4166,379,122
SKU_00395,BIN_000466,3451,305,159
SKU_00089,BIN_000376,2361,500,432
SKU_00484,BIN_001435,3447,214,204
SKU_00304,BIN_000618,2734,848,170
SKU_00607,BIN_000637,4195,214,483
SKU_00161,BIN_000283,713,209,263
SKU_00217,BIN_001400,2687,634,345
SKU_00174,BIN_000710,3167,788,457
SKU_00365,BIN_000192,4034,442,57
SKU_00910,BIN_000064,4568,767,346
SKU_00502,BIN_000984,4532,171,444
SKU_00639,BIN_000507,1456,142,329
SKU_00343,BIN_000286,2263,581,105
SKU_00553,BIN_001251,3850,720,330
SKU_00990,BIN_000343,1311,466,305
SKU_00069,BIN_000003,2054,302,371
SKU_00153,BIN_001316,347,982,216
SKU_00857,BIN_000004,3536,699,140
SKU_00003,BIN_000519,1131,731,341
SKU_00085,BIN_000928,4801,896,71
SKU_00657,BIN_001472,2618,420,128
SKU_00195,BIN_000277,1292,369,109
SKU_00853,BIN_000151,906,390,492
SKU_00785,BIN_000071,1815,397,429
SKU_00376,BIN_001401,3089,831,375
SKU_00451,BIN_000872,3006,329,395
SKU_00122,BIN_000498,1765,148,408
SKU_00045,BIN_001009,1676,578,50
SKU_00106,BIN_000042,4988,246,479
SKU_00906,BIN_001296,3269,591,249
SKU_00684,BIN_001013,3620,351,178
SKU_00157,BIN_000295,3260,389,148
SKU_00618,BIN_000433,3786,565,92
SKU_00452,BIN_000456,1996,289,315
SKU_00547,BIN_001333,1009,846,462
SKU_00102,BIN_000022,53,698,380
SKU_00526,BIN_000128,149,819,70
SKU_00660,BIN_001305,414,155,221
SKU_00572,BIN_000211,1837,761,193
SKU_00743,BIN_000557,4507,881,433
SKU_00896,BIN_000623,1622,204,218
SKU_00756,BIN_001095,2210,281,168
SKU_00566,BIN_001116,3260,865,62
SKU_00849,BIN_000489,2657,416,298
SKU_00734,BIN_001138,2422,994,237
SKU_00373,BIN_000634,333,758,257
SKU_00341,BIN_000473,207,651,57
SKU_00917,BIN_001375,3482,190,268
SKU_00685,BIN_001052,1700,385,194
SKU_00567,BIN_000836,611,796,453
SKU_00675,BIN_001314,1018,685,160
SKU_00082,BIN_000980,4912,593,490
SKU_00138,BIN_000944,4965,897,160
SKU_00584,BIN_001070,3678,202,477
SKU_00024,BIN_001422,3685,448,171
SKU_00279,BIN_000900,4302,756,301
SKU_00596,BIN_001436,2818,498,467
SKU_00012,BIN_000393,4606,159,447
SKU_00986,BIN_000079,1621,984,232
SKU_00529,BIN_001434,656,618,474
SKU_00115,BIN_000644,4942,569,180
SKU_00025,BIN_000717,3529,167,419
SKU_00843,BIN_000871,1006,769,279
SKU_00229,BIN_000017,4076,938,111
SKU_00232,BIN_000843,691,767,195
SKU_00455,BIN_001382,2767,776,249
SKU_00050,BIN_000200,2590,236,469
SKU_00091,BIN_000957,565,549,301
SKU_00344,BIN_000030,1934,277,64
SKU_00018,BIN_000971,1459,941,445
SKU_00765,BIN_000842,2522,747,75
SKU_00651,BIN_001098,512,779,413
SKU_00261,BIN_001239,3593,482,55
SKU_00051,BIN_000073,3546,667,281
SKU_00506,BIN_000224,2138,183,407
SKU_00062,BIN_000378,531,862,237
SKU_00375,BIN_000709,2933,892,227
SKU_00144,BIN_000054,2535,112,174
SKU_00624,BIN_000779,1494,537,368
SKU_00918,BIN_001343,3183,759,105
SKU_00349,BIN_000204,3299,194,220
SKU_00904,BIN_000570,4713,969,127
SKU_00611,BIN_001130,4178,732,53
SKU_00289,BIN_000185,2273,685,114
SKU_00522,BIN_001268,3678,615,86
SKU_00768,BIN_000663,4482,210,115
SKU_00061,BIN_000625,336,815,335
SKU_00808,BIN_000048,1047,758,102
SKU_00954,BIN_001007,4016,171,485
SKU_00538,BIN_001351,2108,838,454
SKU_00673,BIN_000675,946,357,431
SKU_00740,BIN_001158,799,988,413
SKU_00095,BIN_001423,1821,746,454
SKU_00394,BIN_000841,2578,275,111
SKU_00569,BIN_000614,3956,279,433
SKU_00457,BIN_001238,2625,660,415
SKU_00931,BIN_000327,4634,495,414
SKU_00280,BIN_000331,3322,939,332
SKU_00361,BIN_000491,2481,780,110
SKU_00310,BIN_001469,3223,686,94
SKU_00909,BIN_000854,3351,194,272
SKU_00329,BIN_001456,1568,408,298
SKU_00496,BIN_000803,1151,641,424
SKU_00907,BIN_000152,4471,994,415
SKU_00964,BIN_000513,1093,276,317
SKU_00088,BIN_001177,4915,642,149
SKU_00272,BIN_000103,2941,806,431
SKU_00822,BIN_000413,786,995,429
SKU_00416,BIN_001307,189,971,191
SKU_00301,BIN_000437,3012,828,468
SKU_00432,BIN_000402,2326,120,219
SKU_00216,BIN_000967,1523,360,394
SKU_00877,BIN_000608,1613,374,264
SKU_00184,BIN_001293,3692,792,234
SKU_00879,BIN_000121,1421,953,213
SKU_00140,BIN_000856,4672,783,323
SKU_00483,BIN_001063,908,733,202
SKU_00552,BIN_000342,4289,810,467
SKU_00108,BIN_000950,4920,258,335
SKU_00537,BIN_001010,1953,228,363
SKU_00067,BIN_000471,2945,551,456
SKU_00131,BIN_000788,2268,310,208
SKU_00544,BIN_000171,1618,582,100
SKU_00666,BIN_001282,1954,883,363
SKU_00527,BIN_000274,3299,782,362
SKU_00322,BIN_000580,3661,979,291
SKU_00911,BIN_000840,3743,198,157
SKU_00873,BIN_001424,328,324,180
SKU_00561,BIN_001430,3523,330,274
SKU_00962,BIN_001291,2544,906,285
SKU_00224,BIN_000083,3738,485,259
SKU_00327,BIN_000613,2216,818,447
SKU_00173,BIN_000158,1005,920,63
SKU_00591,BIN_000850,3091,241,432
SKU_00829,BIN_001418,3907,316,127
SKU_00410,BIN_001057,1388,549,79
SKU_00941,BIN_000250,3007,423,187
SKU_00540,BIN_000877,2218,336,205
SKU_00381,BIN_001488,3262,274,344
SKU_00155,BIN_001099,3020,942,404
SKU_00210,BIN_000919,1114,317,238
SKU_00169,BIN_000790,1828,851,216
SKU_00227,BIN_000252,1305,101,228
SKU_00826,BIN_000974,746,760,186
SKU_00638,BIN_001292,2860,886,129
SKU_00835,BIN_000533,2592,586,363
SKU_00307,BIN_000173,1159,668,464
SKU_00141,BIN_001301,3615,800,111
SKU_00185,BIN_000125,1811,232,91
SKU_00536,BIN_000629,3994,304,375
SKU_00251,BIN_001437,3811,616,318
SKU_00550,BIN_001178,1863,171,99
SKU_00234,BIN_000409,1159,650,287
SKU_00426,BIN_000100,2755,979,413
SKU_00594,BIN_000622,2703,357,378
SKU_00608,BIN_000168,4031,467,100
SKU_00328,BIN_000389,2523,406,299
SKU_00992,BIN_000493,962,695,292
SKU_00880,BIN_000729,2668,576,223
SKU_00007,BIN_000825,1699,569,453
SKU_00314,BIN_000869,2219,827,267
SKU_00935,BIN_001336,4320,198,356
SKU_00146,BIN_000062,2259,710,303
SKU_00041,BIN_001197,2255,174,83
SKU_00690,BIN_000727,2868,647,297
SKU_00929,BIN_001442,395,487,52
SKU_00845,BIN_001165,4087,728,377
SKU_00699,BIN_001492,319,110,409
SKU_00059,BIN_000556,3990,175,372
SKU_00733,BIN_000986,3521,210,372
SKU_00635,BIN_000068,3796,170,461
SKU_00385,BIN_000973,1425,866,170
SKU_00172,BIN_000734,3631,661,206
SKU_00800,BIN_001134,3777,103,415
SKU_00256,BIN_000547,1013,508,117
SKU_00026,BIN_001189,298,833,72
SKU_00362,BIN_000719,4886,437,489
SKU_00702,BIN_000488,3790,664,238
SKU_00721,BIN_001028,854,569,360
SKU_00036,BIN_000427,548,825,260
SKU_00762,BIN_001020,1920,137,485
SKU_00615,BIN_000661,4771,948,257
SKU_00652,BIN_000809,1303,208,199
SKU_00402,BIN_001243,1187,738,351
SKU_00360,BIN_001461,1359,371,129
SKU_00763,BIN_001332,2201,671,125
SKU_00713,BIN_000056,2737,987,252
SKU_00180,BIN_001392,1122,911,266
SKU_00744,BIN_000063,802,943,383
SKU_00783,BIN_000382,3035,840,410
SKU_00015,BIN_000514,3037,739,371
SKU_00658,BIN_000070,4526,746,281
SKU_00342,BIN_000417,2712,868,163
SKU_00198,BIN_000385,2189,210,375
SKU_00920,BIN_000426,1432,194,326
SKU_00269,BIN_000061,2639,601,459
SKU_00397,BIN_001368,3938,109,185
SKU_00495,BIN_000742,1823,904,133
SKU_00689,BIN_001447,759,721,426
SKU_00293,BIN_000577,4824,445,300
SKU_00142,BIN_000354,3753,958,239
SKU_00016,BIN_000543,892,351,249
SKU_00893,BIN_000483,2307,628,423
SKU_00406,BIN_000191,795,100,178
SKU_00477,BIN_000060,4195,508,159
SKU_00643,BIN_000691,246,196,482
SKU_00404,BIN_001053,2307,854,121
SKU_00143,BIN_001483,4631,824,276
SKU_00777,BIN_000732,2187,690,364
SKU_00796,BIN_001022,819,102,443
SKU_00469,BIN_001287,949,849,260
SKU_00225,BIN_000182,1455,206,89
SKU_00505,BIN_000025,4983,358,357
SKU_00105,BIN_001089,2561,199,358
SKU_00386,BIN_000990,4754,179,428
SKU_00092,BIN_000404,3789,344,435
SKU_00761,BIN_000436,344,308,499
SKU_00852,BIN_001198,120,818,283
SKU_00340,BIN_001027,891,463,467
SKU_00979,BIN_000846,2260,207,418
SKU_00585,BIN_001001,3351,433,434
SKU_00250,BIN_000246,3810,901,325
SKU_00663,BIN_000899,2235,854,116
SKU_00963,BIN_001310,4785,447,257
SKU_00175,BIN_000365,2903,806,480
SKU_00632,BIN_001394,1236,960,285
SKU_00842,BIN_000197,1714,236,50
SKU_00881,BIN_000968,3608,624,273
SKU_00819,BIN_000566,2127,121,273
SKU_00801,BIN_001255,3240,721,168
SKU_00605,BIN_000920,377,819,131
SKU_00064,BIN_000164,3977,828,251
SKU_00984,BIN_000822,1206,553,228
SKU_00000,BIN_000876,2756,194,389
SKU_00757,BIN_000626,284,811,251
SKU_00912,BIN_000603,4798,267,362
SKU_00670,BIN_001388,4970,721,406
SKU_00046,BIN_000138,4780,212,142
SKU_00033,BIN_000511,1662,312,283
SKU_00309,BIN_000494,3289,166,385
SKU_00693,BIN_000468,1102,207,280
SKU_00855,BIN_000969,4127,399,129
SKU_00597,BIN_000099,3306,425,198
SKU_00698,BIN_001242,2238,662,122
SKU_00124,BIN_000307,1288,935,300
SKU_00266,BIN_000455,283,680,112
SKU_00298,BIN_000948,4466,380,80
SKU_00110,BIN_001067,366,571,161
SKU_00779,BIN_000050,332,844,157
SKU_00642,BIN_000021,1232,919,475
SKU_00212,BIN_001362,1927,714,252
SKU_00507,BIN_000708,4242,342,355
SKU_00583,BIN_001191,3609,776,235
SKU_00075,BIN_000510,2659,126,127
SKU_00816,BIN_001128,3812,910,407
SKU_00934,BIN_000267,3403,527,62
SKU_00023,BIN_000429,2277,922,397
SKU_00167,BIN_001041,1037,593,363
SKU_00589,BIN_001397,3890,456,329
SKU_00987,BIN_001454,1652,395,497
SKU_00637,BIN_000814,2242,778,151
SKU_00389,BIN_001127,3627,381,248
SKU_00213,BIN_000550,2457,492,200
SKU_00430,BIN_001390,243,523,236
SKU_00951,BIN_000835,1501,681,195
SKU_00579,BIN_000414,3294,434,360
SKU_00478,BIN_000632,511,984,181
SKU_00286,BIN_000639,2404,863,85
SKU_00659,BIN_000387,549,755,238
SKU_00282,BIN_001241,296,593,410
SKU_00980,BIN_000105,3034,634,102
SKU_00511,BIN_000013,2231,812,296
SKU_00177,BIN_001220,3597,409,213
SKU_00582,BIN_000325,2413,277,437
SKU_00944,BIN_000941,4767,935,490
SKU_00600,BIN_000109,2680,509,386
SKU_00223,BIN_001471,1401,416,241
SKU_00806,BIN_000833,3736,853,189
SKU_00747,BIN_000065,3302,372,408
SKU_00022,BIN_001378,2460,431,128
SKU_00622,BIN_000127,4013,156,179
SKU_00629,BIN_000217,3710,560,254
SKU_00556,BIN_000474,3572,979,479
SKU_00531,BIN_000275,4739,267,348
SKU_00235,BIN_001441,1633,671,137
SKU_00317,BIN_001445,3520,721,428
SKU_00946,BIN_001324,4005,968,174
SKU_00715,BIN_000270,572,415,298
SKU_00215,BIN_000610,1067,899,334
SKU_00942,BIN_000755,1138,484,260
SKU_00703,BIN_000929,1674,632,199
SKU_00885,BIN_000178,1252,437,307
SKU_00482,BIN_000369,3710,874,216
SKU_00158,BIN_000645,2914,991,322
SKU_00892,BIN_000947,4841,539,393
SKU_00997,BIN_000239,3820,244,161
SKU_00130,BIN_000266,2213,650,407
SKU_00902,BIN_000479,3180,225,118
SKU_00870,BIN_000115,667,917,274
SKU_00319,BIN_000911,319,446,202
SKU_00625,BIN_000647,1274,931,244
SKU_00418,BIN_000221,4976,547,306
SKU_00049,BIN_000208,1079,598,227
SKU_00927,BIN_000229,3229,455,378
SKU_00866,BIN_000560,3501,434,180
SKU_00811,BIN_000198,3641,551,269
SKU_00445,BIN_000337,4855,306,298
SKU_00326,BIN_001290,1672,467,434
SKU_00350,BIN_000206,545,145,428
SKU_00887,BIN_001387,1900,733,407
SKU_00958,BIN_000220,1925,757,153
SKU_00730,BIN_000263,1558,428,350
SKU_00973,BIN_001474,1118,815,418
SKU_00636,BIN_000302,545,815,489
SKU_00767,BIN_001047,758,266,234
SKU_00380,BIN_000541,3199,778,129
SKU_00413,BIN_000310,1641,774,61
SKU_00366,BIN_000140,2010,811,183
SKU_00604,BIN_000954,4315,368,397
SKU_00405,BIN_000492,1429,427,353
SKU_00262,BIN_000443,2408,676,93
SKU_00519,BIN_000609,3380,736,492
SKU_00097,BIN_000989,808,742,108
SKU_00479,BIN_001438,1508,724,187
SKU_00087,BIN_000692,992,262,362
SKU_00316,BIN_001011,3330,181,423
SKU_00787,BIN_000086,876,195,172
SKU_00790,BIN_000180,3902,230,255
SKU_00588,BIN_000681,3735,112,425
SKU_00729,BIN_001016,1029,340,456
SKU_00028,BIN_000966,2618,517,433
SKU_00644,BIN_000521,4337,433,303
SKU_00493,BIN_000676,3414,435,75
SKU_00135,BIN_000668,4577,999,288
SKU_00555,BIN_000306,4946,160,453
SKU_00011,BIN_001120,440,765,425
SKU_00156,BIN_000119,4077,910,270
SKU_00206,BIN_001066,1081,114,196
SKU_00084,BIN_001431,543,977,242
SKU_00520,BIN_000396,4997,485,121
SKU_00546,BIN_000810,589,905,333
SKU_00133,BIN_000262,3281,470,199
SKU_00784,BIN_001245,864,964,490
SKU_00294,BIN_001186,3933,614,413
SKU_00425,BIN_001074,4977,375,297
