sku_id,assigned_bin,embedding_distance,physical_distance
SKU_00221,BIN_000003,1.2253736,3.0
SKU_00463,BIN_000512,0.06478703,2.23606797749979
SKU_00182,BIN_000003,1.4879886,3.0
SKU_00355,BIN_000707,1.3318222,21.18962010041709
SKU_00200,BIN_000510,1.0538615,1.0
SKU_00839,BIN_000520,0.92071843,2.0
SKU_00771,BIN_001179,0.14283541,19.235384061671343
SKU_00860,BIN_000010,1.1942334,1.0
SKU_00886,BIN_000003,1.5484114,3.0
SKU_00065,BIN_000510,1.0576485,1.0
SKU_00473,BIN_000000,1.3632759,0.0
SKU_00325,BIN_000006,0.0,6.0
SKU_00568,BIN_001115,0.00077204045,12.083045973594572
SKU_00295,BIN_000003,1.8086876,3.0
SKU_00401,BIN_000010,1.3818892,1.0
SKU_00774,BIN_000510,0.8453706,1.0
SKU_00807,BIN_000010,1.142397,1.0
SKU_00914,BIN_001179,0.29022807,19.235384061671343
SKU_00647,BIN_000510,1.1506115,1.0
SKU_00388,BIN_000677,0.65082467,18.384776310850235
SKU_00903,BIN_000003,1.352759,3.0
SKU_00247,BIN_000003,0.9413345,3.0
SKU_00154,BIN_000703,0.11874775,20.223748416156685
SKU_00549,BIN_001121,0.0,12.041594578792296
SKU_00532,BIN_000165,0.0,16.76305461424021
SKU_00949,BIN_000010,1.0587559,1.0
SKU_00396,BIN_000043,0.016238563,5.0
SKU_00020,BIN_000535,0.0044080736,5.830951894845301
SKU_00548,BIN_000003,1.8592134,3.0
SKU_00489,BIN_000006,0.0,6.0
SKU_00107,BIN_000010,1.1715922,1.0
SKU_00609,BIN_000010,1.1254711,1.0
SKU_00462,BIN_000187,1.2074145,19.313207915827967
SKU_00966,BIN_000032,0.043170802,3.605551275463989
SKU_00358,BIN_001012,1.0490067,2.23606797749979
SKU_00970,BIN_000510,0.7998125,1.0
SKU_00791,BIN_000170,0.00077204045,17.0
SKU_00755,BIN_000003,1.852496,3.0
SKU_00631,BIN_000713,0.32729015,21.213203435596427
SKU_00421,BIN_000139,0.0010918301,15.811388300841896
SKU_00534,BIN_000003,0.82096237,3.0
SKU_00720,BIN_000628,1.4264984,14.422205101855956
SKU_00467,BIN_000010,1.4001344,1.0
SKU_00233,BIN_000510,1.0647657,1.0
SKU_00688,BIN_000003,1.2264001,3.0
SKU_00336,BIN_000677,0.7768272,18.384776310850235
SKU_00510,BIN_000003,1.1823218,3.0
SKU_00781,BIN_000510,1.1315274,1.0
SKU_00824,BIN_000510,1.025329,1.0
SKU_00420,BIN_000530,1.6158894,3.0
SKU_00847,BIN_000530,1.7901213,3.0
SKU_00551,BIN_000006,0.0,6.0
SKU_00662,BIN_000636,0.94123065,14.317821063276352
SKU_00119,BIN_000510,1.6417155,1.0
SKU_00953,BIN_001012,1.2544429,2.23606797749979
SKU_00789,BIN_001197,0.90024275,20.248456731316587
SKU_00438,BIN_000032,0.06668034,3.605551275463989
SKU_00204,BIN_000010,1.1223348,1.0
SKU_00494,BIN_000649,0.04649709,16.64331697709324
SKU_00321,BIN_000091,0.0070336233,9.055385138137416
SKU_00453,BIN_000520,1.0696934,2.0
SKU_00337,BIN_000006,0.0,6.0
SKU_00700,BIN_000636,0.021517642,14.317821063276352
SKU_00104,BIN_000000,1.4192296,0.0
SKU_00716,BIN_000693,0.0,19.235384061671343
SKU_00661,BIN_000003,1.2471654,3.0
SKU_00894,BIN_000003,1.1144397,3.0
SKU_00176,BIN_000010,0.8669853,1.0
SKU_00187,BIN_000624,0.01429422,12.649110640673518
SKU_00815,BIN_000003,0.9838433,3.0
SKU_00831,BIN_000034,0.002629475,5.0
SKU_00725,BIN_000662,0.0,16.1245154965971
SKU_00359,BIN_000003,1.0185429,3.0
SKU_00595,BIN_000510,1.4755483,1.0
SKU_00523,BIN_000006,0.0,6.0
SKU_00802,BIN_000010,0.7382436,1.0
SKU_00766,BIN_000530,0.9822619,3.0
SKU_00086,BIN_000003,0.8694656,3.0
SKU_00884,BIN_000010,1.0295471,1.0
SKU_00723,BIN_000003,1.3766332,3.0
SKU_00972,BIN_000710,0.8620077,21.0
SKU_00076,BIN_000530,1.0547037,3.0
SKU_00851,BIN_000003,1.1335235,3.0
SKU_00196,BIN_000520,1.035516,2.0
SKU_00876,BIN_001041,0.028400177,4.123105625617661
SKU_00797,BIN_000010,0.9427002,1.0
SKU_00686,BIN_001201,0.2719345,20.024984394500787
SKU_00093,BIN_000510,1.0505081,1.0
SKU_00242,BIN_000000,1.2323073,0.0
SKU_00186,BIN_000510,1.7078375,1.0
SKU_00633,BIN_000000,1.0866444,0.0
SKU_00862,BIN_000688,0.46900755,19.697715603592208
SKU_00074,BIN_000003,1.0241117,3.0
SKU_00535,BIN_000660,0.0,16.0
SKU_00276,BIN_000000,1.0428,0.0
SKU_00861,BIN_000003,1.6395658,3.0
SKU_00490,BIN_000530,1.1129956,3.0
SKU_00554,BIN_000510,1.9908811,1.0
SKU_00444,BIN_000013,0.045613155,3.1622776601683795
SKU_00981,BIN_000002,0.110355884,2.0
SKU_00364,BIN_000000,1.6345412,0.0
SKU_00501,BIN_000111,0.0036702384,11.04536101718726
SKU_00838,BIN_000010,0.83347225,1.0
SKU_00399,BIN_000192,0.5789346,19.1049731745428
SKU_00915,BIN_001235,1.6054525,23.53720459187964
SKU_00258,BIN_000010,1.1196742,1.0
SKU_00136,BIN_000003,1.112382,3.0
SKU_00778,BIN_000143,0.0,14.317821063276352
SKU_00804,BIN_000003,1.1888759,3.0
SKU_00017,BIN_000111,0.0,11.04536101718726
SKU_00543,BIN_000520,0.98105025,2.0
SKU_00890,BIN_001125,0.003164424,13.0
SKU_00749,BIN_000003,0.9941616,3.0
SKU_00474,BIN_000520,1.0227021,2.0
SKU_00695,BIN_000530,0.9145284,3.0
SKU_00823,BIN_001183,0.06548432,18.24828759089466
SKU_00191,BIN_000000,1.4391018,0.0
SKU_00048,BIN_000003,0.89898455,3.0
SKU_00159,BIN_000010,1.1044167,1.0
SKU_00976,BIN_001158,0.4525672,17.0
SKU_00027,BIN_000712,0.91049933,21.095023109728988
SKU_00437,BIN_000199,0.8267203,21.02379604162864
SKU_00116,BIN_000530,1.4922848,3.0
SKU_00683,BIN_000530,0.8725195,3.0
SKU_00296,BIN_000673,0.0,17.26267650163207
SKU_00302,BIN_000530,1.0678117,3.0
SKU_00081,BIN_000625,0.74517477,13.0
SKU_00055,BIN_000523,0.037667345,3.605551275463989
SKU_00054,BIN_001201,0.84258586,20.024984394500787
SKU_00692,BIN_000006,0.0,6.0
SKU_00913,BIN_001212,0.4324383,21.095023109728988
SKU_00739,BIN_000510,0.91594094,1.0
SKU_00717,BIN_001001,0.076732434,1.0
SKU_00939,BIN_000003,0.9578322,3.0
SKU_00363,BIN_000702,0.17902485,20.09975124224178
SKU_00968,BIN_000003,1.8417575,3.0
SKU_00921,BIN_000710,0.8685291,21.0
SKU_00408,BIN_000502,0.08566588,2.0
SKU_00525,BIN_000510,1.4490399,1.0
SKU_00989,BIN_000510,1.6311854,1.0
SKU_00738,BIN_000510,1.1394912,1.0
SKU_00956,BIN_000128,1.243233,14.422205101855956
SKU_00521,BIN_000003,1.5289624,3.0
SKU_00691,BIN_000510,0.855936,1.0
SKU_00162,BIN_000003,1.3328848,3.0
SKU_00788,BIN_000010,0.8828391,1.0
SKU_00993,BIN_000010,1.099023,1.0
SKU_00677,BIN_001170,0.0,17.0
SKU_00315,BIN_000010,1.1742802,1.0
SKU_00817,BIN_000006,0.0,6.0
SKU_00248,BIN_000000,1.3324361,0.0
SKU_00188,BIN_000003,1.044253,3.0
SKU_00865,BIN_000003,1.2715884,3.0
SKU_00415,BIN_000034,0.009898991,5.0
SKU_00516,BIN_000510,1.842112,1.0
SKU_00578,BIN_000176,0.0045804842,18.027756377319943
SKU_00129,BIN_000510,1.2058613,1.0
SKU_00533,BIN_001140,0.87240195,14.0
SKU_00275,BIN_000677,0.53218377,18.384776310850235
SKU_00742,BIN_000510,0.9375679,1.0
SKU_00423,BIN_000510,1.0095568,1.0
SKU_00078,BIN_000006,0.0,6.0
SKU_00160,BIN_000003,1.3934289,3.0
SKU_00504,BIN_000003,1.0264876,3.0
SKU_00270,BIN_000603,0.0025837414,10.44030650891055
SKU_00994,BIN_000510,0.9115509,1.0
SKU_00488,BIN_000006,0.0,6.0
SKU_00277,BIN_000003,0.82981324,3.0
SKU_00103,BIN_000003,2.0421095,3.0
SKU_00461,BIN_000215,0.37651518,21.587033144922906
SKU_00303,BIN_000003,1.4214722,3.0
SKU_00034,BIN_000000,2.000701,0.0
SKU_00848,BIN_000565,0.0,7.810249675906654
SKU_00998,BIN_000000,2.1155112,0.0
SKU_00274,BIN_000702,0.3923734,20.09975124224178
SKU_00348,BIN_000510,1.5104373,1.0
SKU_00793,BIN_000003,1.5015502,3.0
SKU_00732,BIN_000530,0.9718379,3.0
SKU_00570,BIN_000003,0.70221,3.0
SKU_00623,BIN_000682,0.0,18.110770276274835
SKU_00255,BIN_001143,0.0009765625,14.317821063276352
SKU_00612,BIN_000520,1.1779714,2.0
SKU_00751,BIN_000000,1.9086719,0.0
SKU_00674,BIN_000003,0.98595095,3.0
SKU_00219,BIN_000177,0.110998906,18.384776310850235
SKU_00263,BIN_000143,1.3313174,14.317821063276352
SKU_00978,BIN_000510,0.96110934,1.0
SKU_00545,BIN_000193,0.0924194,19.235384061671343
SKU_00043,BIN_000000,1.6419758,0.0
SKU_00417,BIN_000510,1.1065774,1.0
SKU_00999,BIN_000003,1.3483882,3.0
SKU_00863,BIN_000003,1.1761941,3.0
SKU_00268,BIN_000006,0.0,6.0
SKU_00125,BIN_000510,0.852935,1.0
SKU_00714,BIN_000000,1.2220706,0.0
SKU_00560,BIN_001111,0.0,11.04536101718726
SKU_00338,BIN_000160,0.51784086,16.0
SKU_00194,BIN_000003,1.7714,3.0
SKU_00039,BIN_000510,0.91564167,1.0
SKU_00564,BIN_001163,0.00119604,16.278820596099706
SKU_00246,BIN_000003,1.2409004,3.0
SKU_00499,BIN_000043,0.016168673,5.0
SKU_00786,BIN_001194,0.12632526,19.4164878389476
SKU_00395,BIN_000003,1.576548,3.0
SKU_00089,BIN_000010,1.0034286,1.0
SKU_00484,BIN_000520,1.2983633,2.0
SKU_00304,BIN_000000,1.488623,0.0
SKU_00607,BIN_000510,1.5242914,1.0
SKU_00161,BIN_000520,0.9433648,2.0
SKU_00217,BIN_000003,1.1548737,3.0
SKU_00174,BIN_000710,0.57282984,21.0
SKU_00365,BIN_000003,1.5015386,3.0
SKU_00910,BIN_000006,0.0,6.0
SKU_00502,BIN_000003,1.3300846,3.0
SKU_00639,BIN_000006,0.0,6.0
SKU_00343,BIN_000510,1.4127574,1.0
SKU_00553,BIN_000140,0.92261136,14.0
SKU_00990,BIN_000010,1.0019728,1.0
SKU_00069,BIN_001022,0.07495634,2.8284271247461903
SKU_00153,BIN_000510,1.5780476,1.0
SKU_00857,BIN_000032,0.03350691,3.605551275463989
SKU_00003,BIN_000006,0.0,6.0
SKU_00085,BIN_000003,0.9890994,3.0
SKU_00657,BIN_000003,0.97892,3.0
SKU_00195,BIN_001012,1.2454973,2.23606797749979
SKU_00853,BIN_000000,1.5205668,0.0
SKU_00785,BIN_000005,0.008060339,5.0
SKU_00376,BIN_000010,1.2577989,1.0
SKU_00451,BIN_000010,1.017965,1.0
SKU_00122,BIN_000000,1.0687462,0.0
SKU_00045,BIN_001032,0.4927202,3.605551275463989
SKU_00106,BIN_000032,0.04756045,3.605551275463989
SKU_00906,BIN_001012,1.034836,2.23606797749979
SKU_00684,BIN_000013,0.0421254,3.1622776601683795
SKU_00157,BIN_000104,0.7477007,10.770329614269007
SKU_00618,BIN_000003,1.0725125,3.0
SKU_00452,BIN_000003,1.0216041,3.0
SKU_00547,BIN_000520,0.93829244,2.0
SKU_00102,BIN_000502,0.04150678,2.0
SKU_00526,BIN_000128,0.0,14.422205101855956
SKU_00660,BIN_000003,0.5911792,3.0
SKU_00572,BIN_000211,0.4766908,21.02379604162864
SKU_00743,BIN_000514,1.1398598,4.123105625617661
SKU_00896,BIN_000623,0.00069053395,12.36931687685298
SKU_00756,BIN_000003,0.77548677,3.0
SKU_00566,BIN_001099,0.009404961,12.727922061357855
SKU_00849,BIN_000003,1.4299916,3.0
SKU_00734,BIN_001138,0.00034526698,15.264337522473747
SKU_00373,BIN_000634,0.00048828125,13.601470508735444
SKU_00341,BIN_000003,1.744291,3.0
SKU_00917,BIN_000000,1.2940844,0.0
SKU_00685,BIN_000523,0.041006904,3.605551275463989
SKU_00567,BIN_000010,1.2436044,1.0
SKU_00675,BIN_000000,0.955293,0.0
SKU_00082,BIN_000003,1.068343,3.0
SKU_00138,BIN_000003,1.6001325,3.0
SKU_00584,BIN_000634,0.5353813,13.601470508735444
SKU_00024,BIN_001012,1.3716937,2.23606797749979
SKU_00279,BIN_000010,1.0677549,1.0
SKU_00596,BIN_001012,1.1320505,2.23606797749979
SKU_00012,BIN_000000,1.1019845,0.0
SKU_00986,BIN_000133,0.55975944,13.341664064126334
SKU_00529,BIN_000520,1.2572131,2.0
SKU_00115,BIN_000644,0.0,14.560219778561036
SKU_00025,BIN_000167,0.5414189,17.46424919657298
SKU_00843,BIN_000003,1.079867,3.0
SKU_00229,BIN_000006,0.0,6.0
SKU_00232,BIN_000003,1.0010033,3.0
SKU_00455,BIN_000003,1.1193713,3.0
SKU_00050,BIN_000200,0.51607007,20.0
SKU_00091,BIN_001012,1.1615514,2.23606797749979
SKU_00344,BIN_000002,0.10182098,2.0
SKU_00018,BIN_001012,1.3555464,2.23606797749979
SKU_00765,BIN_000003,1.039927,3.0
SKU_00651,BIN_000113,0.001582212,11.40175425099138
SKU_00261,BIN_000189,1.1558858,20.12461179749811
SKU_00051,BIN_000006,0.0,6.0
SKU_00506,BIN_000185,0.4998562,18.68154169226941
SKU_00062,BIN_000000,0.86180174,0.0
SKU_00375,BIN_000688,0.63716286,19.697715603592208
SKU_00144,BIN_000006,0.0,6.0
SKU_00624,BIN_001155,1.3909278,15.811388300841896
SKU_00918,BIN_000520,0.91489124,2.0
SKU_00349,BIN_000204,0.43468195,20.396078054371134
SKU_00904,BIN_000006,0.0,6.0
SKU_00611,BIN_001130,0.012582128,13.0
SKU_00289,BIN_000185,0.0008457279,18.68154169226941
SKU_00522,BIN_000000,1.9437068,0.0
SKU_00768,BIN_000663,0.0012918707,16.278820596099706
SKU_00061,BIN_000625,0.004312383,13.0
SKU_00808,BIN_000530,0.8170225,3.0
SKU_00954,BIN_000006,0.0,6.0
SKU_00538,BIN_001012,1.0732707,2.23606797749979
SKU_00673,BIN_000675,0.0,17.72004514666935
SKU_00740,BIN_001158,0.01497042,17.0
SKU_00095,BIN_000520,1.158832,2.0
SKU_00394,BIN_000010,0.7842719,1.0
SKU_00569,BIN_000614,0.0,11.704699910719626
SKU_00457,BIN_000699,1.2109876,21.02379604162864
SKU_00931,BIN_000010,0.9617928,1.0
SKU_00280,BIN_000000,1.0399486,0.0
SKU_00361,BIN_000003,1.4255024,3.0
SKU_00310,BIN_001012,1.2961198,2.23606797749979
SKU_00909,BIN_000003,1.1826673,3.0
SKU_00329,BIN_000003,1.4887655,3.0
SKU_00496,BIN_000520,1.0348932,2.0
SKU_00907,BIN_000152,0.00034526698,15.132745950421556
SKU_00964,BIN_000523,0.030658852,3.605551275463989
SKU_00088,BIN_001012,0.5324366,2.23606797749979
SKU_00272,BIN_000006,0.0,6.0
SKU_00822,BIN_000010,0.7784726,1.0
SKU_00416,BIN_000003,1.6459353,3.0
SKU_00301,BIN_000000,1.3200395,0.0
SKU_00432,BIN_000010,1.0262773,1.0
SKU_00216,BIN_000000,1.1808453,0.0
SKU_00877,BIN_000510,0.9785045,1.0
SKU_00184,BIN_000530,0.9258829,3.0
SKU_00879,BIN_000121,0.0,12.041594578792296
SKU_00140,BIN_000000,1.8919289,0.0
SKU_00483,BIN_000006,0.0,6.0
SKU_00552,BIN_000520,1.0890045,2.0
SKU_00108,BIN_000010,1.0698853,1.0
SKU_00537,BIN_001010,0.09069159,1.0
SKU_00067,BIN_000520,1.4360068,2.0
SKU_00131,BIN_000003,1.0688308,3.0
SKU_00544,BIN_000171,0.0,17.029386365926403
SKU_00666,BIN_000530,1.1926763,3.0
SKU_00527,BIN_001235,1.6852081,23.53720459187964
SKU_00322,BIN_000006,0.0,6.0
SKU_00911,BIN_000003,1.5619032,3.0
SKU_00873,BIN_000510,1.6401933,1.0
SKU_00561,BIN_000003,0.97511977,3.0
SKU_00962,BIN_000530,0.87172663,3.0
SKU_00224,BIN_000006,0.0,6.0
SKU_00327,BIN_000613,0.007242381,11.40175425099138
SKU_00173,BIN_000158,0.01852897,17.0
SKU_00591,BIN_000520,1.0513268,2.0
SKU_00829,BIN_000000,0.9946914,0.0
SKU_00410,BIN_000006,0.0,6.0
SKU_00941,BIN_000650,0.7120585,15.0
SKU_00540,BIN_001012,1.6161166,2.23606797749979
SKU_00381,BIN_001134,0.4004719,13.601470508735444
SKU_00155,BIN_001099,0.0,12.727922061357855
SKU_00210,BIN_001010,1.1296054,1.0
SKU_00169,BIN_000133,0.907519,13.341664064126334
SKU_00227,BIN_000211,1.1108279,21.02379604162864
SKU_00826,BIN_000003,1.0796057,3.0
SKU_00638,BIN_000520,0.7487688,2.0
SKU_00835,BIN_000504,0.031432573,4.0
SKU_00307,BIN_000173,0.0,17.26267650163207
SKU_00141,BIN_000530,0.8380439,3.0
SKU_00185,BIN_000125,0.005109485,13.0
SKU_00536,BIN_000629,0.0,15.0
SKU_00251,BIN_000510,1.237435,1.0
SKU_00550,BIN_001139,0.108317025,15.811388300841896
SKU_00234,BIN_000000,0.8075964,0.0
SKU_00426,BIN_000582,0.011820038,8.246211251235321
SKU_00594,BIN_000622,0.04359534,12.16552506059644
SKU_00608,BIN_001123,0.21263233,12.36931687685298
SKU_00328,BIN_000010,1.0401853,1.0
SKU_00992,BIN_000003,1.2186905,3.0
SKU_00880,BIN_000189,1.1109189,20.12461179749811
SKU_00007,BIN_000000,1.2029796,0.0
SKU_00314,BIN_000000,1.4766364,0.0
SKU_00935,BIN_000010,0.7323904,1.0
SKU_00146,BIN_001120,0.31221244,12.0
SKU_00041,BIN_001197,0.35220855,20.248456731316587
SKU_00690,BIN_001197,0.8605969,20.248456731316587
SKU_00929,BIN_000010,1.2249606,1.0
SKU_00845,BIN_001165,0.0,16.76305461424021
SKU_00699,BIN_001042,1.5361143,4.47213595499958
SKU_00059,BIN_000006,0.0,6.0
SKU_00733,BIN_000510,1.698091,1.0
SKU_00635,BIN_000003,0.72890556,3.0
SKU_00385,BIN_000520,1.3784429,2.0
SKU_00172,BIN_001194,0.8215153,19.4164878389476
SKU_00800,BIN_001134,0.0,13.601470508735444
SKU_00256,BIN_000006,0.0,6.0
SKU_00026,BIN_000530,1.2376735,3.0
SKU_00362,BIN_000148,1.0078863,16.1245154965971
SKU_00702,BIN_001157,1.6999357,16.55294535724685
SKU_00721,BIN_000006,0.0,6.0
SKU_00036,BIN_000010,1.1453439,1.0
SKU_00762,BIN_000021,0.04954792,2.23606797749979
SKU_00615,BIN_000661,0.00048828125,16.0312195418814
SKU_00652,BIN_001012,1.1416588,2.23606797749979
SKU_00402,BIN_001154,0.6932428,15.524174696260024
SKU_00360,BIN_000003,1.4782438,3.0
SKU_00763,BIN_000003,0.90183604,3.0
SKU_00713,BIN_000006,0.0,6.0
SKU_00180,BIN_000003,1.5241596,3.0
SKU_00744,BIN_000006,0.0,6.0
SKU_00783,BIN_001042,0.57732284,4.47213595499958
SKU_00015,BIN_000514,0.0052476036,4.123105625617661
SKU_00658,BIN_000006,0.0,6.0
SKU_00342,BIN_000510,1.1928358,1.0
SKU_00198,BIN_001012,1.713195,2.23606797749979
SKU_00920,BIN_000000,1.1509966,0.0
SKU_00269,BIN_000006,0.0,6.0
SKU_00397,BIN_000000,0.8174038,0.0
SKU_00495,BIN_000541,0.43491006,4.123105625617661
SKU_00689,BIN_001032,0.5958386,3.605551275463989
SKU_00293,BIN_000087,0.00077204045,10.63014581273465
SKU_00142,BIN_000530,0.8842107,3.0
SKU_00016,BIN_000043,0.016801417,5.0
SKU_00893,BIN_001032,0.67628956,3.605551275463989
SKU_00406,BIN_000675,0.5179702,17.72004514666935
SKU_00477,BIN_000510,1.7355807,1.0
SKU_00643,BIN_000003,1.2470702,3.0
SKU_00404,BIN_000006,0.0,6.0
SKU_00143,BIN_000003,1.2814978,3.0
SKU_00777,BIN_001212,0.85000736,21.095023109728988
SKU_00796,BIN_001022,0.0429632,2.8284271247461903
SKU_00469,BIN_000000,1.5555013,0.0
SKU_00225,BIN_000182,0.0009765625,18.110770276274835
SKU_00505,BIN_000006,0.0,6.0
SKU_00105,BIN_000614,0.002264067,11.704699910719626
SKU_00386,BIN_000514,1.625459,4.123105625617661
SKU_00092,BIN_000520,1.1162074,2.0
SKU_00761,BIN_000619,1.3387835,14.212670403551895
SKU_00852,BIN_000658,0.32693118,17.0
SKU_00340,BIN_001154,0.43505365,15.524174696260024
SKU_00979,BIN_000000,1.2787491,0.0
SKU_00585,BIN_001001,0.056313988,1.0
SKU_00250,BIN_001197,0.84240246,20.248456731316587
SKU_00663,BIN_000000,0.9796028,0.0
SKU_00963,BIN_000653,0.8869215,15.297058540778355
SKU_00175,BIN_000510,1.4560622,1.0
SKU_00632,BIN_000003,0.45916504,3.0
SKU_00842,BIN_001186,0.3544283,18.97366596101028
SKU_00881,BIN_000002,1.2350622,2.0
SKU_00819,BIN_000006,0.0,6.0
SKU_00801,BIN_001012,1.0014253,2.23606797749979
SKU_00605,BIN_001154,0.14839935,15.524174696260024
SKU_00064,BIN_000164,0.0009765625,16.492422502470642
