bin_id,x_coord,y_coord,distance_from_dispatch
BIN_000038,-1.4893649932885134,1.2181373427732138,-1.2291633043409305
BIN_000039,-1.4893649932885134,1.5661765835655606,-1.1606279770381533
BIN_000040,-1.420092202903001,-1.5661765835655606,-1.5594720944458684
BIN_000041,-1.420092202903001,-1.2181373427732138,-1.5505234067836315
BIN_000042,-1.420092202903001,-0.870098101980867,-1.5251519959596704
BIN_000043,-1.420092202903001,-0.5220588611885202,-1.486780959354857
BIN_000044,-1.420092202903001,-0.17401962039617339,-1.4390334783699017
BIN_000045,-1.420092202903001,0.17401962039617339,-1.3847862658621537
BIN_000046,-1.420092202903001,0.5220588611885202,-1.3260534051252717
BIN_000047,-1.420092202903001,0.870098101980867,-1.2641819676897914
BIN_000048,-1.420092202903001,1.2181373427732138,-1.2000673571094271
BIN_000049,-1.420092202903001,1.5661765835655606,-1.1343119818473926
BIN_000050,-1.3508194125174888,-1.5661765835655606,-1.486780959354857
BIN_000051,-1.3508194125174888,-1.2181373427732138,-1.4795831185156376
BIN_000052,-1.3508194125174888,-0.870098101980867,-1.4587828923271395
BIN_000053,-1.3508194125174888,-0.5220588611885202,-1.4263781229125256
BIN_000054,-1.3508194125174888,-0.17401962039617339,-1.3847862658621537
BIN_000055,-1.3508194125174888,0.17401962039617339,-1.3362326892598988
BIN_000056,-1.3508194125174888,0.5220588611885202,-1.282500720524056
BIN_000057,-1.3508194125174888,0.870098101980867,-1.2249238467264982
BIN_000058,-1.3508194125174888,1.2181373427732138,-1.1644698378935356
BIN_000059,-1.3508194125174888,1.5661765835655606,-1.10183559338434
BIN_000060,-1.2815466221319765,-1.5661765835655606,-1.414089824263846
BIN_000061,-1.2815466221319765,-1.2181373427732138,-1.4080737219934643
BIN_000062,-1.2815466221319765,-0.870098101980867,-1.39049752962874
BIN_000063,-1.2815466221319765,-0.5220588611885202,-1.3626096765345488
BIN_000064,-1.2815466221319765,-0.17401962039617339,-1.3260534051252717
BIN_000065,-1.2815466221319765,0.17401962039617339,-1.282500720524056
BIN_000066,-1.2815466221319765,0.5220588611885202,-1.233431900149896
BIN_000067,-1.2815466221319765,0.870098101980867,-1.1800574831872517
BIN_000068,-1.2815466221319765,1.2181373427732138,-1.1233252838998007
BIN_000069,-1.2815466221319765,1.5661765835655606,-1.063961790282951
BIN_000070,-1.2122738317464643,-1.5661765835655606,-1.3413986891728347
BIN_000071,-1.2122738317464643,-1.2181373427732138,-1.3362326892598988
BIN_000072,-1.2122738317464643,-0.870098101980867,-1.3210371833708163
BIN_000073,-1.2122738317464643,-0.5220588611885202,-1.2966374431490697
BIN_000074,-1.2122738317464643,-0.17401962039617339,-1.2641819676897914
BIN_000075,-1.2122738317464643,0.17401962039617339,-1.2249238467264982
BIN_000076,-1.2122738317464643,0.5220588611885202,-1.1800574831872517
BIN_000077,-1.2122738317464643,0.870098101980867,-1.130631111039893
BIN_000078,-1.2122738317464643,1.2181373427732138,-1.0775192694992712
BIN_000079,-1.2122738317464643,1.5661765835655606,-1.0214301762765872
BIN_000080,-1.1430010413609522,-1.5661765835655606,-1.2687075540818233
BIN_000081,-1.1430010413609522,-1.2181373427732138,-1.2641819676897914
BIN_000082,-1.1430010413609522,-0.870098101980867,-1.2508101787573496
BIN_000083,-1.1430010413609522,-0.5220588611885202,-1.2291633043409305
BIN_000084,-1.1430010413609522,-0.17401962039617339,-1.2000673571094271
BIN_000085,-1.1430010413609522,0.17401962039617339,-1.1644698378935356
BIN_000086,-1.1430010413609522,0.5220588611885202,-1.1233252838998007
BIN_000087,-1.1430010413609522,0.870098101980867,-1.0775192694992712
BIN_000088,-1.1430010413609522,1.2181373427732138,-1.0278303219298899
BIN_000089,-1.1430010413609522,1.5661765835655606,-0.9749194565717337
BIN_000090,-1.0737282509754398,-1.5661765835655606,-1.196016418990812
BIN_000091,-1.0737282509754398,-1.2181373427732138,-1.1919904104324308
BIN_000092,-1.0737282509754398,-0.870098101980867,-1.1800574831872517
BIN_000093,-1.0737282509754398,-0.5220588611885202,-1.1606279770381533
BIN_000094,-1.0737282509754398,-0.17401962039617339,-1.1343119818473926
BIN_000095,-1.0737282509754398,0.17401962039617339,-1.10183559338434
BIN_000096,-1.0737282509754398,0.5220588611885202,-1.063961790282951
BIN_000097,-1.0737282509754398,0.870098101980867,-1.0214301762765872
BIN_000098,-1.0737282509754398,1.2181373427732138,-0.9749194565717337
BIN_000099,-1.0737282509754398,1.5661765835655606,-0.925029532819887
BIN_000100,-1.0044554605899276,-1.5661765835655606,-1.1233252838998007
BIN_000101,-1.0044554605899276,-1.2181373427732138,-1.1196997683871541
BIN_000102,-1.0044554605899276,-0.870098101980867,-1.1089296022213622
BIN_000103,-1.0044554605899276,-0.5220588611885202,-1.0913189039791324
BIN_000104,-1.0044554605899276,-0.17401962039617339,-1.0673291498443658
BIN_000105,-1.0044554605899276,0.17401962039617339,-1.0375250376843057
BIN_000106,-1.0044554605899276,0.5220588611885202,-1.0025196110151378
BIN_000107,-1.0044554605899276,0.870098101980867,-0.9629282515506726
BIN_000108,-1.0044554605899276,1.2181373427732138,-0.9193358969143941
BIN_000109,-1.0044554605899276,1.5661765835655606,-0.8722774317404006
BIN_000110,-0.9351826702044154,-1.5661765835655606,-1.0506341488087896
BIN_000111,-0.9351826702044154,-1.2181373427732138,-1.0473368049805647
BIN_000112,-0.9351826702044154,-0.870098101980867,-1.0375250376843057
BIN_000113,-0.9351826702044154,-0.5220588611885202,-1.0214301762765872
BIN_000114,-0.9351826702044154,-0.17401962039617339,-0.9994087124000456
BIN_000115,-0.9351826702044154,0.17401962039617339,-0.9719063076324506
BIN_000116,-0.9351826702044154,0.5220588611885202,-0.9394193227386699
BIN_000117,-0.9351826702044154,0.870098101980867,-0.9024601893654507
BIN_000118,-0.9351826702044154,1.2181373427732138,-0.8615303046230195
BIN_000119,-0.9351826702044154,1.5661765835655606,-0.817101490501305
BIN_000120,-0.8659098798189031,-1.5661765835655606,-0.9779430137177783
BIN_000121,-0.8659098798189031,-1.2181373427732138,-0.9749194565717337
BIN_000122,-0.8659098798189031,-0.870098101980867,-0.9659108091770146
BIN_000123,-0.8659098798189031,-0.5220588611885202,-0.9510969507310678
BIN_000124,-0.8659098798189031,-0.17401962039617339,-0.9307584244475666
BIN_000125,-0.8659098798189031,0.17401962039617339,-0.9052518786267669
BIN_000126,-0.8659098798189031,0.5220588611885202,-0.874982718259184
BIN_000127,-0.8659098798189031,0.870098101980867,-0.8403791120285102
BIN_000128,-0.8659098798189031,1.2181373427732138,-0.8018701754406301
BIN_000129,-0.8659098798189031,1.5661765835655606,-0.7598696084447444
BIN_000130,-0.7966370894333908,-1.5661765835655606,-0.9052518786267669
BIN_000131,-0.7966370894333908,-1.2181373427732138,-0.9024601893654507
BIN_000132,-0.7966370894333908,-0.870098101980867,-0.8941340284428985
BIN_000133,-0.7966370894333908,-0.5220588611885202,-0.8804159299856157
BIN_000134,-0.7966370894333908,-0.17401962039617339,-0.8615303046230195
BIN_000135,-0.7966370894333908,0.17401962039617339,-0.8377662809530649
BIN_000136,-0.7966370894333908,0.5220588611885202,-0.8094579696903655
BIN_000137,-0.7966370894333908,0.870098101980867,-0.7769648871436089
BIN_000138,-0.7966370894333908,1.2181373427732138,-0.740654613888982
BIN_000139,-0.7966370894333908,1.5661765835655606,-0.70088887185698
BIN_000140,-0.7273642990478786,-1.5661765835655606,-0.8325607435357557
BIN_000141,-0.7273642990478786,-1.2181373427732138,-0.8299679345150003
BIN_000142,-0.7273642990478786,-0.870098101980867,-0.8222287437098839
BIN_000143,-0.7273642990478786,-0.5220588611885202,-0.8094579696903655
BIN_000144,-0.7273642990478786,-0.17401962039617339,-0.7918377319317189
BIN_000145,-0.7273642990478786,0.17401962039617339,-0.7696052232263232
BIN_000146,-0.7273642990478786,0.5220588611885202,-0.7430382514882259
BIN_000147,-0.7273642990478786,0.870098101980867,-0.7124403988340624
BIN_000148,-0.7273642990478786,1.2181373427732138,-0.6781273005696691
BIN_000149,-0.7273642990478786,1.5661765835655606,-0.6404150320655074
BIN_000150,-0.6580915086623663,-1.5661765835655606,-0.7598696084447444
BIN_000151,-0.6580915086623663,-1.2181373427732138,-0.7574492569063979
BIN_000152,-0.6580915086623663,-0.870098101980867,-0.7502201546298664
BIN_000153,-0.6580915086623663,-0.5220588611885202,-0.7382760859270863
BIN_000154,-0.6580915086623663,-0.17401962039617339,-0.7217667547876172
BIN_000155,-0.6580915086623663,0.17401962039617339,-0.70088887185698
BIN_000156,-0.6580915086623663,0.5220588611885202,-0.6758754073615919
BIN_000157,-0.6580915086623663,0.870098101980867,-0.646984247692155
BIN_000158,-0.6580915086623663,1.2181373427732138,-0.6144873382627218
BIN_000159,-0.6580915086623663,1.5661765835655606,-0.5786610991177499
BIN_000160,-0.5888187182768541,-1.5661765835655606,-0.687178473353733
BIN_000161,-0.5888187182768541,-1.2181373427732138,-0.6849090894173528
BIN_000162,-0.5888187182768541,-0.870098101980867,-0.6781273005696691
BIN_000163,-0.5888187182768541,-0.5220588611885202,-0.6669106877364931
BIN_000164,-0.5888187182768541,-0.17401962039617339,-0.6513837227047858
BIN_000165,-0.5888187182768541,0.17401962039617339,-0.6317111673081784
BIN_000166,-0.5888187182768541,0.5220588611885202,-0.6080899738719477
BIN_000167,-0.5888187182768541,0.870098101980867,-0.580740537198742
BIN_000168,-0.5888187182768541,1.2181373427732138,-0.5498980794089409
BIN_000169,-0.5888187182768541,1.5661765835655606,-0.5158047790314993
BIN_000170,-0.5195459278913418,-1.5661765835655606,-0.6144873382627218
BIN_000171,-0.5195459278913418,-1.2181373427732138,-0.6123512099673318
BIN_000172,-0.5195459278913418,-0.870098101980867,-0.605964828330253
BIN_000173,-0.5195459278913418,-0.5220588611885202,-0.5953930851973509
BIN_000174,-0.5195459278913418,-0.17401962039617339,-0.580740537198742
BIN_000175,-0.5195459278913418,0.17401962039617339,-0.5621464392345531
BIN_000176,-0.5195459278913418,0.5220588611885202,-0.5397785605983095
BIN_000177,-0.5195459278913418,0.870098101980867,-0.5138263763798752
BIN_000178,-0.5195459278913418,1.2181373427732138,-0.4844942009486321
BIN_000179,-0.5195459278913418,1.5661765835655606,-0.4519947334554767
BIN_000180,-0.4502731375058296,-1.5661765835655606,-0.5417962031717105
BIN_000181,-0.4502731375058296,-1.2181373427732138,-0.5397785605983095
BIN_000182,-0.4502731375058296,-0.870098101980867,-0.5337441860549479
BIN_000183,-0.4502731375058296,-0.5220588611885202,-0.5237478963605652
BIN_000184,-0.4502731375058296,-0.17401962039617339,-0.5098783315645908
BIN_000185,-0.4502731375058296,0.17401962039617339,-0.4922541639487985
BIN_000186,-0.4502731375058296,0.5220588611885202,-0.47101931926639296
BIN_000187,-0.4502731375058296,0.870098101980867,-0.44633762915967445
BIN_000188,-0.4502731375058296,1.2181373427732138,-0.4183873288848716
BIN_000189,-0.4502731375058296,1.5661765835655606,-0.38735575998381927
BIN_000190,-0.38100034712031733,-1.5661765835655606,-0.46910506808069924
BIN_000191,-0.38100034712031733,-1.2181373427732138,-0.46719346638142467
BIN_000192,-0.38100034712031733,-0.870098101980867,-0.46147444886907635
BIN_000193,-0.38100034712031733,-0.5220588611885202,-0.4519947334554767
BIN_000194,-0.38100034712031733,-0.17401962039617339,-0.43883009431599596
BIN_000195,-0.38100034712031733,0.17401962039617339,-0.42208243002795615
BIN_000196,-0.38100034712031733,0.5220588611885202,-0.40187602882623713
BIN_000197,-0.38100034712031733,0.870098101980867,-0.3783533311692829
BIN_000198,-0.38100034712031733,1.2181373427732138,-0.3516704946785038
BIN_000199,-0.38100034712031733,1.5661765835655606,-0.32199303662201795
BIN_000200,-0.3117275567348051,-1.5661765835655606,-0.39641393298968797
BIN_000201,-0.3117275567348051,-1.2181373427732138,-0.3945977889938641
BIN_000202,-0.3117275567348051,-0.870098101980867,-0.38916290196439457
BIN_000203,-0.3117275567348051,-0.5220588611885202,-0.38014940664444263
BIN_000204,-0.3117275567348051,-0.17401962039617339,-0.3676225696328109
BIN_000205,-0.3117275567348051,0.17401962039617339,-0.3516704946785038
BIN_000206,-0.3117275567348051,0.5220588611885202,-0.33240117314835116
BIN_000207,-0.3117275567348051,0.870098101980867,-0.3099390975632868
BIN_000208,-0.3117275567348051,1.2181373427732138,-0.2844216648788182
BIN_000209,-0.3117275567348051,1.5661765835655606,-0.25599558054169147
BIN_000210,-0.24245476634929286,-1.5661765835655606,-0.3237227978986767
BIN_000211,-0.24245476634929286,-1.2181373427732138,-0.32199303662201795
BIN_000212,-0.24245476634929286,-0.870098101980867,-0.3168154601925989
BIN_000213,-0.24245476634929286,-0.5220588611885202,-0.30822479815986914
BIN_000214,-0.24245476634929286,-0.17401962039617339,-0.2962776545872758
BIN_000215,-0.24245476634929286,0.17401962039617339,-0.2810506922581846
BIN_000216,-0.24245476634929286,0.5220588611885202,-0.2626382804926216
BIN_000217,-0.24245476634929286,0.870098101980867,-0.24114976667580687
BIN_000218,-0.24245476634929286,1.2181373427732138,-0.21670654141893972
BIN_000219,-0.24245476634929286,1.5661765835655606,-0.18943905982738152
BIN_000220,-0.17318197596378063,-1.5661765835655606,-0.2510316628076654
BIN_000221,-0.17318197596378063,-1.2181373427732138,-0.24938044401777043
BIN_000222,-0.17318197596378063,-0.870098101980867,-0.24443697515121593
BIN_000223,-0.17318197596378063,-0.5220588611885202,-0.23623150701010132
BIN_000224,-0.17318197596378063,-0.17401962039617339,-0.22481344055869792
BIN_000225,-0.17318197596378063,0.17401962039617339,-0.21024987556543617
BIN_000226,-0.17318197596378063,0.5220588611885202,-0.19262371774326065
BIN_000227,-0.17318197596378063,0.870098101980867,-0.17203146338513386
BIN_000228,-0.17318197596378063,1.2181373427732138,-0.14858078999017763
BIN_000229,-0.17318197596378063,1.5661765835655606,-0.12238807858077973
BIN_000230,-0.10390918557826836,-1.5661765835655606,-0.17834052771665415
BIN_000231,-0.10390918557826836,-1.2181373427732138,-0.1767610317506951
BIN_000232,-0.10390918557826836,-0.870098101980867,-0.17203146338513386
BIN_000233,-0.10390918557826836,-0.5220588611885202,-0.1641783312507003
BIN_000234,-0.10390918557826836,-0.17401962039617339,-0.15324499934239894
BIN_000235,-0.10390918557826836,0.17401962039617339,-0.1392905161568197
BIN_000236,-0.10390918557826836,0.5220588611885202,-0.12238807858077973
BIN_000237,-0.10390918557826836,0.870098101980867,-0.10262321993986363
BIN_000238,-0.10390918557826836,1.2181373427732138,-0.08009182021251667
BIN_000239,-0.10390918557826836,1.5661765835655606,-0.05489803618847609
BIN_000240,-0.034636395192756124,-1.5661765835655606,-0.10564939262564287
BIN_000241,-0.034636395192756124,-1.2181373427732138,-0.10413565069904646
BIN_000242,-0.034636395192756124,-0.870098101980867,-0.0996022783335539
BIN_000243,-0.034636395192756124,-0.5220588611885202,-0.09207263344954683
BIN_000244,-0.034636395192756124,-0.17401962039617339,-0.08158498354411552
BIN_000245,-0.034636395192756124,0.17401962039617339,-0.06819155299727594
BIN_000246,-0.034636395192756124,0.5220588611885202,-0.051957266652222056
BIN_000247,-0.034636395192756124,0.870098101980867,-0.032958257534631594
BIN_000248,-0.034636395192756124,1.2181373427732138,-0.011280214085219446
BIN_000249,-0.034636395192756124,1.5661765835655606,0.0129833565970356
BIN_000250,0.034636395192756124,-1.5661765835655606,-0.032958257534631594
BIN_000251,0.034636395192756124,-1.2181373427732138,-0.0315050158971335
BIN_000252,0.034636395192756124,-0.870098101980867,-0.027152241536919437
BIN_000253,0.034636395192756124,-0.5220588611885202,-0.019920620947919524
BIN_000254,0.034636395192756124,-0.17401962039617339,-0.009844090148477242
BIN_000255,0.034636395192756124,0.17401962039617339,0.0030309466614651605
BIN_000256,0.034636395192756124,0.5220588611885202,0.018646652306162248
BIN_000257,0.034636395192756124,0.870098101980867,0.03693499369461791
BIN_000258,0.034636395192756124,1.2181373427732138,0.05781912230116733
BIN_000259,0.034636395192756124,1.5661765835655606,0.08121483786515062
BIN_000260,0.10390918557826836,-1.5661765835655606,0.039732877556379685
BIN_000261,0.10390918557826836,-1.2181373427732138,0.0411302674052289
BIN_000262,0.10390918557826836,-0.870098101980867,0.04531625607901237
BIN_000263,0.10390918557826836,-0.5220588611885202,0.05227243685346777
BIN_000264,0.10390918557826836,-0.17401962039617339,0.06196857792411689
BIN_000265,0.10390918557826836,0.17401962039617339,0.0743632679476896
BIN_000266,0.10390918557826836,0.5220588611885202,0.08940477483868228
BIN_000267,0.10390918557826836,0.870098101980867,0.10703207760395606
BIN_000268,0.10390918557826836,1.2181373427732138,0.12717602556387456
BIN_000269,0.10390918557826836,1.5661765835655606,0.14976057730326234
BIN_000270,0.17318197596378063,-1.5661765835655606,0.11242401264739096
BIN_000271,0.17318197596378063,-1.2181373427732138,0.11376968345852456
BIN_000272,0.17318197596378063,-0.870098101980867,0.11780117518277167
BIN_000273,0.17318197596378063,-0.5220588611885202,0.12450203832253467
BIN_000274,0.17318197596378063,-0.17401962039617339,0.13384522716318545
BIN_000275,0.17318197596378063,0.17401962039617339,0.14579363677867574
BIN_000276,0.17318197596378063,0.5220588611885202,0.160300820058071
BIN_000277,0.17318197596378063,0.870098101980867,0.17731185338899697
BIN_000278,0.17318197596378063,1.2181373427732138,0.1967643150701749
BIN_000279,0.17318197596378063,1.5661765835655606,0.21858933850536666
BIN_000280,0.24245476634929286,-1.5661765835655606,0.18511514773840224
BIN_000281,0.24245476634929286,-1.2181373427732138,0.18641279006502703
BIN_000282,0.24245476634929286,-0.870098101980867,0.1903007657799129
BIN_000283,0.24245476634929286,-0.5220588611885202,0.1967643150701749
BIN_000284,0.24245476634929286,-0.17401962039617339,0.2057791473901459
BIN_000285,0.24245476634929286,0.17401962039617339,0.21731189103974544
BIN_000286,0.24245476634929286,0.5220588611885202,0.23132069542918274
BIN_000287,0.24245476634929286,0.870098101980867,0.24775596137405995
BIN_000288,0.24245476634929286,1.2181373427732138,0.26656117094647563
BIN_000289,0.24245476634929286,1.5661765835655606,0.28767378649145564
BIN_000290,0.3117275567348051,-1.5661765835655606,0.25780628282941354
BIN_000291,0.3117275567348051,-1.2181373427732138,0.25905920592228354
BIN_000292,0.3117275567348051,-0.870098101980867,0.2628135177166671
BIN_000293,0.3117275567348051,-0.5220588611885202,0.2690559246770263
BIN_000294,0.3117275567348051,-0.17401962039617339,0.27776453073075413
BIN_000295,0.3117275567348051,0.17401962039617339,0.2889092159047629
BIN_000296,0.3117275567348051,0.5220588611885202,0.3024521450555907
BIN_000297,0.3117275567348051,0.870098101980867,0.3183483871639751
BIN_000298,0.3117275567348051,1.2181373427732138,0.3365466224750384
BIN_000299,0.3117275567348051,1.5661765835655606,0.3569899130088005
BIN_000300,0.38100034712031733,-1.5661765835655606,0.3304974179204248
BIN_000301,0.38100034712031733,-1.2181373427732138,0.3317086004924086
BIN_000302,0.38100034712031733,-0.870098101980867,0.3353381209971178
BIN_000303,0.38100034712031733,-0.5220588611885202,0.34137396445836493
BIN_000304,0.38100034712031733,-0.17401962039617339,0.34979632555018114
BIN_000305,0.38100034712031733,0.17401962039617339,0.3605779292723339
BIN_000306,0.38100034712031733,0.5220588611885202,0.373684462955741
BIN_000307,0.38100034712031733,0.870098101980867,0.389075104019196
BIN_000308,0.38100034712031733,1.2181373427732138,0.4067031252346793
BIN_000309,0.38100034712031733,1.5661765835655606,0.42651655768242985
BIN_000310,0.4502731375058296,-1.5661765835655606,0.4031885530114361
BIN_000311,0.4502731375058296,-1.2181373427732138,0.4043606858281876
BIN_000312,0.4502731375058296,-0.870098101980867,0.4078734337188469
BIN_000313,0.4502731375058296,-0.5220588611885202,0.4137159016172666
BIN_000314,0.4502731375058296,-0.17401962039617339,0.42187011775273836
BIN_000315,0.4502731375058296,0.17401962039617339,0.43231130666430145
BIN_000316,0.4502731375058296,0.5220588611885202,0.44500825788829096
BIN_000317,0.4502731375058296,0.870098101980867,0.4599237778081904
BIN_000318,0.4502731375058296,1.2181373427732138,0.4770152099288853
BIN_000319,0.4502731375058296,1.5661765835655606,0.496235007442359
BIN_000320,0.5195459278913418,-1.5661765835655606,0.47587968810244735
BIN_000321,0.5195459278913418,-1.2181373427732138,0.4770152099288853
BIN_000322,0.5195459278913418,-0.870098101980867,0.4804184559752078
BIN_000323,0.5195459278913418,-0.5220588611885202,0.48607951627210544
BIN_000324,0.5195459278913418,-0.17401962039617339,0.4939820336705754
BIN_000325,0.5195459278913418,0.17401962039617339,0.5041034374268509
BIN_000326,0.5195459278913418,0.5220588611885202,0.5164152593369274
BIN_000327,0.5195459278913418,0.870098101980867,0.5308835223093119
BIN_000328,0.5195459278913418,1.2181373427732138,0.547469189400342
BIN_000329,0.5195459278913418,1.5661765835655606,0.566128660112548
BIN_000330,0.5888187182768541,-1.5661765835655606,0.5485708231934586
BIN_000331,0.5888187182768541,-1.2181373427732138,0.5496719513019449
BIN_000332,0.5888187182768541,-0.870098101980867,0.5529723084690266
BIN_000333,0.5888187182768541,-0.5220588611885202,0.5584628546781333
BIN_000334,0.5888187182768541,-0.17401962039617339,0.566128660112548
BIN_000335,0.5888187182768541,0.17401962039617339,0.5759491059348242
BIN_000336,0.5888187182768541,0.5220588611885202,0.58789815656691
BIN_000337,0.5888187182768541,0.870098101980867,0.6019446952496647
BIN_000338,0.5888187182768541,1.2181373427732138,0.618052913096705
BIN_000339,0.5888187182768541,1.5661765835655606,0.6361827407900662
BIN_000340,0.6580915086623663,-1.5661765835655606,0.62126195828447
BIN_000341,0.6580915086623663,-1.2181373427732138,0.6223307144827882
BIN_000342,0.6580915086623663,-0.870098101980867,0.62553421487525
BIN_000343,0.6580915086623663,-0.5220588611885202,0.6308641905808833
BIN_000344,0.6580915086623663,-0.17401962039617339,0.6383069781494076
BIN_000345,0.6580915086623663,0.17401962039617339,0.6478436928993471
BIN_000346,0.6580915086623663,0.5220588611885202,0.6594504644152117
BIN_000347,0.6580915086623663,0.870098101980867,0.6730987274809732
BIN_000348,0.6580915086623663,1.2181373427732138,0.6887555604124297
BIN_000349,0.6580915086623663,1.5661765835655606,0.7063840618234194
BIN_000350,0.7273642990478786,-1.5661765835655606,0.6939530933754812
BIN_000351,0.7273642990478786,-1.2181373427732138,0.6949913263214458
BIN_000352,0.7273642990478786,-0.870098101980867,0.6981034872082114
BIN_000353,0.7273642990478786,-0.5220588611885202,0.7032819931016688
BIN_000354,0.7273642990478786,-0.17401962039617339,0.7105143079678463
BIN_000355,0.7273642990478786,0.17401962039617339,0.7197830929401605
BIN_000356,0.7273642990478786,0.5220588611885202,0.731066410815218
BIN_000357,0.7273642990478786,0.870098101980867,0.7443379792500169
BIN_000358,0.7273642990478786,1.2181373427732138,0.7595674660253444
BIN_000359,0.7273642990478786,1.5661765835655606,0.776720818935857
BIN_000360,0.7966370894333908,-1.5661765835655606,0.7666442284664925
BIN_000361,0.7966370894333908,-1.2181373427732138,0.7676536328871663
BIN_000362,0.7966370894333908,-0.870098101980867,0.770679513613295
BIN_000363,0.7966370894333908,-0.5220588611885202,0.7757148999046252
BIN_000364,0.7966370894333908,-0.17401962039617339,0.7827482627000177
BIN_000365,0.7966370894333908,0.17401962039617339,0.7917636453949842
BIN_000366,0.7966370894333908,0.5220588611885202,0.8027408420887833
BIN_000367,0.7966370894333908,0.870098101980867,0.8156556187334346
BIN_000368,0.7966370894333908,1.2181373427732138,0.8304799716807325
BIN_000369,0.7966370894333908,1.5661765835655606,0.8471824174266245
BIN_000370,0.8659098798189031,-1.5661765835655606,0.8393353635575037
BIN_000371,0.8659098798189031,-1.2181373427732138,0.8403174968742864
BIN_000372,0.8659098798189031,-0.870098101980867,0.8432617481272995
BIN_000373,0.8659098798189031,-0.5220588611885202,0.848161694660641
BIN_000374,0.8659098798189031,-0.17401962039617339,0.8550067095743245
BIN_000375,0.8659098798189031,0.17401962039617339,0.8637820759624708
BIN_000376,0.8659098798189031,0.5220588611885202,0.8744691428386772
BIN_000377,0.8659098798189031,0.870098101980867,0.8870455189554347
BIN_000378,0.8659098798189031,1.2181373427732138,0.9014852999310516
BIN_000379,0.8659098798189031,1.5661765835655606,0.9177593234943061
BIN_000380,0.9351826702044154,-1.5661765835655606,0.912026498648515
BIN_000381,0.9351826702044154,-1.2181373427732138,0.9129827954171532
BIN_000382,0.9351826702044154,-0.870098101980867,0.9158497020470642
BIN_000383,0.9351826702044154,-0.5220588611885202,0.9206212880275163
BIN_000384,0.9351826702044154,-0.17401962039617339,0.9272877370717608
BIN_000385,0.9351826702044154,0.17401962039617339,0.9358354472590461
BIN_000386,0.9351826702044154,0.5220588611885202,0.9462471678989601
BIN_000387,0.9351826702044154,0.870098101980867,0.9585021699534875
BIN_000388,0.9351826702044154,1.2181373427732138,0.9725764461779216
BIN_000389,0.9351826702044154,1.5661765835655606,0.9884429366193747
BIN_000390,1.0044554605899276,-1.5661765835655606,0.9847176337395263
BIN_000391,1.0044554605899276,-1.2181373427732138,0.985649418240792
BIN_000392,1.0044554605899276,-0.870098101980867,0.9884429366193747
