sku_id,gmm_cluster,cluster_probability,second_best_cluster,second_best_probability,confidence_gap
SKU_00240,0,0.5837219015859435,1,0.4162780984140562,0.16744380317188728
SKU_00710,0,0.5300741002727816,1,0.4699258997272182,0.06014820054556336
SKU_00671,1,0.8804833028435621,0,0.11951669715643795,0.7609666056871242
SKU_00447,0,0.603634628310077,1,0.39636537168992303,0.20726925662015394
SKU_00308,1,0.7296008617614604,0,0.27039913823853945,0.459201723522921
SKU_00197,0,0.762209356642018,1,0.23779064335798183,0.5244187132840362
SKU_00937,1,0.6416885888767002,0,0.3583114111233001,0.2833771777534001
SKU_00869,1,0.7709925065783042,0,0.2290074934216962,0.541985013156608
SKU_00769,1,0.7737477088350889,0,0.22625229116491086,0.5474954176701781
SKU_00705,0,0.8740659468428839,1,0.12593405315711637,0.7481318936857675
SKU_00627,0,0.5739663956981295,1,0.42603360430187015,0.1479327913962593
SKU_00178,0,0.5461885388642403,1,0.4538114611357594,0.09237707772848097
SKU_00127,1,0.6909022488193372,0,0.3090977511806629,0.38180449763867425
SKU_00384,0,0.8052497267897344,1,0.1947502732102658,0.6104994535794686
SKU_00419,0,0.9447433729203204,1,0.05525662707967938,0.889486745840641
SKU_00996,0,0.967706770480633,1,0.03229322951936703,0.935413540961266
SKU_00120,0,0.7649990361650977,1,0.23500096383490235,0.5299980723301954
SKU_00991,0,0.9860449386086879,1,0.013955061391312243,0.9720898772173757
SKU_00070,1,0.6050213218715667,0,0.3949786781284338,0.21004264374313286
SKU_00905,1,0.8924617922724561,0,0.1075382077275438,0.7849235845449123
SKU_00431,1,0.7801435916611384,0,0.21985640833886133,0.5602871833222771
SKU_00795,0,0.9302421437614221,1,0.0697578562385778,0.8604842875228443
SKU_00271,1,0.7203033425068036,0,0.2796966574931962,0.4406066850136074
SKU_00403,0,0.9843293822485432,1,0.015670617751456666,0.9686587644970865
SKU_00378,0,0.9754074409513516,1,0.02459255904864861,0.9508148819027029
SKU_00932,0,0.7771871400478512,1,0.22281285995214906,0.5543742800957021
SKU_00035,0,0.6859797345395978,1,0.3140202654604023,0.3719594690791955
SKU_00891,0,0.8562981101914949,1,0.14370188980850507,0.7125962203829899
SKU_00737,0,0.977646566762236,1,0.022353433237763856,0.9552931335244722
SKU_00267,0,0.6117044750775974,1,0.3882955249224027,0.22340895015519469
SKU_00139,0,0.8792263755657791,1,0.12077362443422095,0.7584527511315582
SKU_00509,0,0.8615584835561977,1,0.13844151644380193,0.7231169671123958
SKU_00367,0,0.7571979773657009,1,0.2428020226342992,0.5143959547314018
SKU_00207,0,0.9179784591095289,1,0.08202154089047112,0.8359569182190578
SKU_00002,1,0.7861426070898169,0,0.21385739291018308,0.5722852141796337
SKU_00780,0,0.7130889391893132,1,0.28691106081068674,0.4261778783786264
SKU_00748,0,0.62996964354634,1,0.3700303564536599,0.2599392870926801
SKU_00471,1,0.7316804661275315,0,0.26831953387246865,0.4633609322550628
SKU_00352,0,0.9621569395458768,1,0.03784306045412288,0.9243138790917539
SKU_00614,0,0.9737690191766276,1,0.026230980823372205,0.9475380383532555
SKU_00464,1,0.5259310874045412,0,0.4740689125954587,0.051862174809082506
SKU_00558,0,0.6272129233193477,1,0.3727870766806522,0.25442584663869555
SKU_00745,1,0.5299188057285867,0,0.47008119427141354,0.0598376114571732
SKU_00759,1,0.7560597469482379,0,0.24394025305176226,0.5121194938964756
SKU_00798,0,0.8992538321804298,1,0.10074616781957049,0.7985076643608593
SKU_00645,0,0.8920622651412426,1,0.10793773485875731,0.7841245302824853
SKU_00226,0,0.8833593931527467,1,0.11664060684725319,0.7667187863054935
SKU_00680,0,0.5232960907723644,1,0.4767039092276352,0.04659218154472916
SKU_00574,0,0.9970254690944553,1,0.002974530905544961,0.9940509381889103
SKU_00450,0,0.5271550806941174,1,0.4728449193058824,0.05431016138823502
SKU_00238,0,0.71144004227253,1,0.28855995772746984,0.42288008454506015
SKU_00094,0,0.7489511277712897,1,0.2510488722287104,0.4979022555425793
SKU_00707,0,0.9785553426731183,1,0.021444657326881743,0.9571106853462366
SKU_00524,0,0.8006324703204869,1,0.1993675296795131,0.6012649406409738
SKU_00435,0,0.97516985202711,1,0.02483014797289006,0.95033970405422
SKU_00170,0,0.5055868655086496,1,0.4944131344913499,0.011173731017299737
SKU_00073,0,0.6842475938198057,1,0.3157524061801942,0.36849518763961153
SKU_00137,0,0.9718087135275323,1,0.028191286472467325,0.943617427055065
SKU_00573,1,0.7019175110017952,0,0.298082488998205,0.4038350220035902
SKU_00950,0,0.6874996701087215,1,0.3125003298912788,0.3749993402174427
SKU_00719,1,0.7312748557824617,0,0.26872514421753835,0.4625497115649233
SKU_00727,1,0.5729634481021821,0,0.4270365518978179,0.14592689620436422
SKU_00485,1,0.7707233048082887,0,0.22927669519171154,0.5414466096165771
SKU_00513,0,0.7638919262509145,1,0.23610807374908546,0.527783852501829
SKU_00357,0,0.8993694078107918,1,0.10063059218920799,0.7987388156215838
SKU_00113,1,0.7738684322194457,0,0.22613156778055446,0.5477368644388912
SKU_00752,1,0.6285334273706777,0,0.37146657262932226,0.2570668547413555
SKU_00803,1,0.7918656241995279,0,0.20813437580047187,0.583731248399056
SKU_00813,1,0.8180343788381561,0,0.18196562116184387,0.6360687576763122
SKU_00118,0,0.7785511691055704,1,0.2214488308944296,0.5571023382111409
SKU_00961,0,0.874870912044445,1,0.12512908795555475,0.7497418240888902
SKU_00252,0,0.907142067761209,1,0.09285793223879103,0.814284135522418
SKU_00480,0,0.9824217529986661,1,0.017578247001333543,0.9648435059973325
SKU_00165,0,0.9750832927647767,1,0.024916707235223247,0.9501665855295535
SKU_00820,0,0.7488694576528544,1,0.25113054234714544,0.49773891530570896
SKU_00052,1,0.8385703310841269,0,0.16142966891587313,0.6771406621682539
SKU_00709,0,0.8912060417681825,1,0.10879395823181745,0.782412083536365
SKU_00398,0,0.8805495449550693,1,0.11945045504493058,0.7610990899101387
SKU_00541,0,0.9868741803949183,1,0.013125819605081742,0.9737483607898365
SKU_00414,1,0.7350983495682492,0,0.2649016504317506,0.47019669913649853
SKU_00697,0,0.9200508595828382,1,0.07994914041716168,0.8401017191656764
SKU_00872,0,0.574269925214899,1,0.4257300747851014,0.14853985042979756
SKU_00508,0,0.5218103098921029,1,0.47818969010789747,0.043620619784205394
SKU_00947,1,0.5196679523359117,0,0.48033204766408827,0.03933590467182341
SKU_00221,0,0.628551176928412,1,0.3714488230715883,0.25710235385682373
SKU_00463,0,0.797144091496354,1,0.2028559085036461,0.5942881829927079
SKU_00182,0,0.9928143343178374,1,0.007185665682162793,0.9856286686356746
SKU_00355,1,0.8764190384145305,0,0.12358096158546937,0.7528380768290611
SKU_00200,0,0.8238108482749852,1,0.17618915172501498,0.6476216965499701
SKU_00839,0,0.5494605768617324,1,0.45053942313826745,0.098921153723465
SKU_00771,0,0.6205196138494565,1,0.37948038615054364,0.2410392276989129
SKU_00860,1,0.559803067574063,0,0.4401969324259371,0.11960613514812585
SKU_00886,0,0.9949258050813534,1,0.005074194918646493,0.989851610162707
SKU_00065,0,0.9507323095051695,1,0.04926769049483014,0.9014646190103394
SKU_00473,0,0.9511097421476504,1,0.048890257852349565,0.9022194842953009
SKU_00325,1,0.5615736302959973,0,0.43842636970400284,0.12314726059199443
SKU_00568,1,0.944203129212677,0,0.05579687078732309,0.8884062584253539
SKU_00295,0,0.9926066516288476,1,0.007393348371152422,0.9852133032576952
SKU_00401,0,0.9216106025886166,1,0.07838939741138333,0.8432212051772333
SKU_00774,0,0.7163437760544092,1,0.28365622394559065,0.4326875521088186
SKU_00807,0,0.5612525538974988,1,0.4387474461025013,0.12250510779499751
SKU_00914,1,0.934685045158496,0,0.06531495484150433,0.8693700903169918
SKU_00647,0,0.8732541873348024,1,0.12674581266519752,0.7465083746696048
SKU_00388,0,0.923519728215876,1,0.07648027178412414,0.8470394564317518
SKU_00903,0,0.9876756348725135,1,0.012324365127486423,0.9753512697450271
SKU_00247,0,0.8662145422641331,1,0.13378545773586695,0.7324290845282662
SKU_00154,1,0.8579008258319047,0,0.14209917416809512,0.7158016516638096
SKU_00549,0,0.9746775302259866,1,0.025322469774013194,0.9493550604519734
SKU_00532,0,0.8973348507212834,1,0.10266514927871674,0.7946697014425667
SKU_00949,1,0.5111541497587666,0,0.48884585024123356,0.022308299517533048
SKU_00396,1,0.6471776238666039,0,0.352822376133396,0.2943552477332079
SKU_00020,1,0.690057169092649,0,0.3099428309073508,0.3801143381852982
SKU_00548,0,0.9013079909336873,1,0.09869200906631265,0.8026159818673746
SKU_00489,1,0.8958709414099336,0,0.10412905859006652,0.7917418828198671
SKU_00107,1,0.7149452853302787,0,0.28505471466972115,0.4298905706605575
SKU_00609,0,0.7859889546718632,1,0.2140110453281369,0.5719779093437264
SKU_00462,0,0.8466375266311523,1,0.15336247336884745,0.6932750532623049
SKU_00966,0,0.7915285559458838,1,0.2084714440541163,0.5830571118917675
SKU_00358,0,0.9622413160799824,1,0.03775868392001765,0.9244826321599647
SKU_00970,0,0.8725214905078177,1,0.1274785094921824,0.7450429810156353
SKU_00791,0,0.9855108121875664,1,0.014489187812433791,0.9710216243751326
SKU_00755,0,0.9885513180237303,1,0.011448681976269843,0.9771026360474605
SKU_00631,0,0.9240581188574688,1,0.07594188114253118,0.8481162377149376
SKU_00421,0,0.9476886202041934,1,0.05231137979580646,0.895377240408387
SKU_00534,0,0.9797352876818135,1,0.020264712318186696,0.9594705753636268
SKU_00720,0,0.9927338432649072,1,0.007266156735092726,0.9854676865298145
SKU_00467,0,0.8897884188403182,1,0.11021158115968176,0.7795768376806365
SKU_00233,1,0.7795361399798855,0,0.22046386002011434,0.5590722799597712
SKU_00688,0,0.8868826508619178,1,0.11311734913808243,0.7737653017238353
SKU_00336,0,0.9188222989822094,1,0.08117770101779062,0.8376445979644187
SKU_00510,0,0.9937043495885589,1,0.006295650411441453,0.9874086991771175
SKU_00781,0,0.9390077606981031,1,0.06099223930189703,0.8780155213962061
SKU_00824,0,0.9951204749684829,1,0.004879525031517194,0.9902409499369657
SKU_00420,1,0.9642103256580025,0,0.03578967434199761,0.9284206513160048
SKU_00847,1,0.9757602715993975,0,0.024239728400602286,0.9515205431987952
SKU_00551,0,0.7774689998613106,1,0.22253100013868937,0.5549379997226211
SKU_00662,0,0.8055784971294385,1,0.19442150287056154,0.611156994258877
SKU_00119,1,0.5296787094215214,0,0.4703212905784787,0.059357418843042686
SKU_00953,0,0.7582917575155737,1,0.2417082424844262,0.5165835150311474
SKU_00789,0,0.6804624822464829,1,0.3195375177535172,0.3609249644929657
SKU_00438,0,0.7051315809601103,1,0.29486841903988953,0.4102631619202208
SKU_00204,1,0.8545258676893315,0,0.14547413231066866,0.7090517353786628
SKU_00494,1,0.9621633943677904,0,0.037836605632209724,0.9243267887355807
SKU_00321,0,0.9547558478519329,1,0.045244152148067034,0.9095116957038659
SKU_00453,1,0.6629245190687839,0,0.33707548093121614,0.32584903813756777
SKU_00337,0,0.6009937605109734,1,0.39900623948902664,0.20198752102194678
SKU_00700,0,0.9728852981344731,1,0.027114701865526794,0.9457705962689463
SKU_00104,0,0.9896554336106316,1,0.010344566389368353,0.9793108672212633
SKU_00716,1,0.5516306700418926,0,0.4483693299581076,0.10326134008378501
SKU_00661,1,0.5515364611781541,0,0.44846353882184575,0.10307292235630838
SKU_00894,0,0.8799692401354461,1,0.12003075986455382,0.7599384802708923
SKU_00176,1,0.5589006534967689,0,0.441099346503231,0.11780130699353786
SKU_00187,0,0.9403337134240525,1,0.05966628657594762,0.8806674268481048
SKU_00815,0,0.9852406943169156,1,0.014759305683084417,0.9704813886338313
SKU_00831,0,0.9882636830712853,1,0.011736316928714496,0.9765273661425709
SKU_00725,0,0.9249654330798381,1,0.07503456692016232,0.8499308661596758
SKU_00359,0,0.9870500213739137,1,0.012949978626086378,0.9741000427478274
SKU_00595,0,0.9697438942940082,1,0.030256105705991944,0.9394877885880163
SKU_00523,1,0.8910425652293207,0,0.10895743477067936,0.7820851304586414
SKU_00802,0,0.9702344318354331,1,0.029765568164566946,0.9404688636708661
SKU_00766,0,0.9819227375481201,1,0.01807726245188006,0.9638454750962401
SKU_00086,0,0.9627122527806016,1,0.0372877472193985,0.925424505561203
SKU_00884,0,0.9321993703210694,1,0.0678006296789308,0.8643987406421385
SKU_00723,1,0.9283012258020844,0,0.07169877419791519,0.8566024516041693
SKU_00972,0,0.9922901650539834,1,0.007709834946016589,0.9845803301079668
SKU_00076,1,0.7848392467513465,0,0.21516075324865344,0.5696784935026931
SKU_00851,0,0.9614289834935177,1,0.03857101650648236,0.9228579669870354
SKU_00196,1,0.8688980148434251,0,0.1311019851565748,0.7377960296868503
SKU_00876,0,0.9594700210184383,1,0.040529978981561875,0.9189400420368764
SKU_00797,0,0.9272808254790842,1,0.07271917452091581,0.8545616509581684
SKU_00686,1,0.638053533591173,0,0.3619464664088268,0.27610706718234623
SKU_00093,0,0.5918694758222582,1,0.40813052417774165,0.1837389516445166
SKU_00242,0,0.8958114473751482,1,0.10418855262485198,0.7916228947502962
SKU_00186,1,0.9565086331377578,0,0.04349136686224215,0.9130172662755156
SKU_00633,1,0.9140549631083523,0,0.08594503689164755,0.8281099262167048
SKU_00862,0,0.9275360936621629,1,0.07246390633783725,0.8550721873243257
SKU_00074,0,0.9856589017387852,1,0.014341098261214826,0.9713178034775704
SKU_00535,0,0.7932621934037764,1,0.20673780659622346,0.5865243868075529
SKU_00276,0,0.8707252864882036,1,0.12927471351179637,0.7414505729764072
SKU_00861,0,0.9703214739026219,1,0.029678526097378224,0.9406429478052437
SKU_00490,0,0.8284495521347893,1,0.1715504478652106,0.6568991042695788
SKU_00554,1,0.9953780685650847,0,0.004621931434915217,0.9907561371301695
SKU_00444,0,0.977576334413666,1,0.022423665586334185,0.9551526688273317
SKU_00981,0,0.9448545502170345,1,0.05514544978296568,0.8897091004340688
SKU_00364,1,0.9722983580828577,0,0.027701641917142625,0.9445967161657151
SKU_00501,0,0.9541532788321903,1,0.04584672116780965,0.9083065576643806
SKU_00838,0,0.7252279526952666,1,0.2747720473047334,0.4504559053905332
SKU_00399,1,0.7335052393781233,0,0.26649476062187694,0.46701047875624635
SKU_00915,0,0.6901966047735731,1,0.30980339522642725,0.3803932095471459
SKU_00258,0,0.8229406797366711,1,0.17705932026332868,0.6458813594733424
SKU_00136,0,0.9627291271128916,1,0.03727087288710832,0.9254582542257833
SKU_00778,0,0.8682155744912908,1,0.13178442550870906,0.7364311489825818
SKU_00804,0,0.7386689374998865,1,0.26133106250011334,0.47733787499977315
SKU_00017,0,0.7686531460598722,1,0.2313468539401281,0.5373062921197441
SKU_00543,0,0.6836732383122928,1,0.31632676168770707,0.3673464766245857
SKU_00890,1,0.5349472821469504,0,0.4650527178530496,0.06989456429390084
SKU_00749,0,0.9436212474119657,1,0.056378752588034195,0.8872424948239316
SKU_00474,0,0.9448976097926487,1,0.05510239020735124,0.8897952195852975
SKU_00695,0,0.8267093619515689,1,0.17329063804843126,0.6534187239031376
SKU_00823,0,0.6008294557955491,1,0.39917054420445053,0.2016589115910986
SKU_00191,0,0.9529293186877175,1,0.04707068131228257,0.9058586373754349
SKU_00048,0,0.6976581366115944,1,0.3023418633884056,0.3953162732231888
SKU_00159,0,0.6037025572676301,1,0.3962974427323698,0.20740511453526034
SKU_00976,0,0.9427721645800509,1,0.057227835419949004,0.8855443291601018
SKU_00027,0,0.970796284658887,1,0.02920371534111272,0.9415925693177742
SKU_00437,0,0.5127683430899567,1,0.48723165691004333,0.025536686179913337
SKU_00116,1,0.9910408571973702,0,0.008959142802629551,0.9820817143947407
SKU_00683,0,0.7803454829001832,1,0.21965451709981695,0.5606909658003663
SKU_00296,1,0.5894931242089593,0,0.4105068757910408,0.1789862484179185
SKU_00302,0,0.8731680632339001,1,0.12683193676610016,0.7463361264677999
SKU_00081,1,0.5504149963294591,0,0.44958500367054083,0.10082999265891829
SKU_00055,0,0.5768961076864623,1,0.42310389231353795,0.1537922153729243
SKU_00054,1,0.9581512998743895,0,0.04184870012561059,0.9163025997487789
SKU_00692,1,0.7830189910629596,0,0.2169810089370405,0.566037982125919
SKU_00913,1,0.7812960775205088,0,0.21870392247949139,0.5625921550410173
SKU_00739,0,0.7029733722331065,1,0.2970266277668938,0.4059467444662127
SKU_00717,0,0.9589955661207548,1,0.041004433879245364,0.9179911322415094
SKU_00939,0,0.8900613939316065,1,0.10993860606839355,0.780122787863213
SKU_00363,0,0.8535436408005856,1,0.14645635919941422,0.7070872816011714
SKU_00968,1,0.9917566938740963,0,0.008243306125903386,0.9835133877481929
SKU_00921,0,0.9642513449614992,1,0.03574865503850076,0.9285026899229984
SKU_00408,1,0.6236712784341556,0,0.3763287215658445,0.24734255686831108
SKU_00525,1,0.7427479840772457,0,0.25725201592275476,0.485495968154491
SKU_00989,1,0.7757851301033707,0,0.22421486989662961,0.551570260206741
SKU_00738,0,0.9120038946575909,1,0.08799610534240926,0.8240077893151816
SKU_00956,1,0.9251093253884644,0,0.07489067461153583,0.8502186507769285
SKU_00521,0,0.7183586969920981,1,0.281641303007902,0.43671739398419607
SKU_00691,0,0.9811478529131227,1,0.018852147086877054,0.9622957058262456
SKU_00162,0,0.9403681418574699,1,0.05963185814253028,0.8807362837149396
SKU_00788,0,0.8937439221247144,1,0.1062560778752858,0.7874878442494286
SKU_00993,0,0.5889582656319344,1,0.4110417343680656,0.1779165312638688
SKU_00677,0,0.8234350702498406,1,0.17656492975015922,0.6468701404996814
SKU_00315,0,0.6939673670899859,1,0.3060326329100143,0.38793473417997154
SKU_00817,1,0.5221274782818109,0,0.4778725217181889,0.04425495656362205
SKU_00248,1,0.6622038611923117,0,0.3377961388076881,0.32440772238462356
SKU_00188,1,0.8440465424964876,0,0.15595345750351255,0.6880930849929751
SKU_00865,0,0.9287240182552203,1,0.07127598174477966,0.8574480365104407
SKU_00415,0,0.9651833263862282,1,0.0348166736137718,0.9303666527724563
SKU_00516,0,0.6629684880016852,1,0.3370315119983148,0.32593697600337035
SKU_00578,1,0.7064617402197714,0,0.2935382597802287,0.4129234804395427
SKU_00129,0,0.5704351439385948,1,0.429564856061405,0.14087028787718986
SKU_00533,0,0.759457660285613,1,0.24054233971438693,0.518915320571226
SKU_00275,0,0.6584441024561263,1,0.34155589754387394,0.31688820491225234
SKU_00742,1,0.5602574568229938,0,0.4397425431770063,0.12051491364598749
SKU_00423,1,0.7285767781221071,0,0.2714232218778929,0.45715355624421417
SKU_00078,1,0.8131507597963901,0,0.18684924020360988,0.6263015195927801
SKU_00160,1,0.9760636339748943,0,0.023936366025105987,0.9521272679497883
SKU_00504,0,0.8056060012876157,1,0.19439399871238416,0.6112120025752316
SKU_00270,0,0.8916640309870518,1,0.10833596901294809,0.7833280619741038
SKU_00994,0,0.6266577202416049,1,0.3733422797583953,0.25331544048320964
SKU_00488,0,0.9929143183306284,1,0.0070856816693717455,0.9858286366612566
SKU_00277,0,0.8728694739993427,1,0.12713052600065763,0.745738947998685
SKU_00103,0,0.9904882474548388,1,0.009511752545161041,0.9809764949096778
SKU_00461,0,0.9535179673821768,1,0.04648203261782326,0.9070359347643535
SKU_00303,1,0.7486061241004017,0,0.2513938758995981,0.4972122482008036
SKU_00034,0,0.9350454992345556,1,0.06495450076544448,0.8700909984691111
SKU_00848,1,0.5127325476107055,0,0.4872674523892945,0.02546509522141105
SKU_00998,0,0.9956681909198277,1,0.004331809080172087,0.9913363818396557
SKU_00274,0,0.7153986004813586,1,0.2846013995186411,0.4307972009627175
SKU_00348,0,0.9100876097694157,1,0.08991239023058417,0.8201752195388315
SKU_00793,0,0.8479467052977214,1,0.15205329470227835,0.6958934105954431
SKU_00732,1,0.8642813191800112,0,0.1357186808199889,0.7285626383600223
SKU_00570,0,0.8863497713714245,1,0.11365022862857553,0.7726995427428489
SKU_00623,0,0.9036277300487119,1,0.0963722699512882,0.8072554600974237
SKU_00255,0,0.824389416510464,1,0.17561058348953573,0.6487788330209283
SKU_00612,0,0.7606629381931311,1,0.23933706180686903,0.521325876386262
SKU_00751,1,0.9887038027520423,0,0.011296197247957818,0.9774076055040845
SKU_00674,0,0.9895464737642496,1,0.01045352623575035,0.9790929475284993
SKU_00219,0,0.6555681750053898,1,0.34443182499461045,0.31113635001077933
SKU_00263,1,0.8410000705430033,0,0.158999929456997,0.6820001410860063
SKU_00978,1,0.8112684002099307,0,0.18873159979006943,0.6225368004198613
SKU_00545,0,0.8718575902750095,1,0.1281424097249907,0.7437151805500188
SKU_00043,0,0.964202794618237,1,0.03579720538176261,0.9284055892364744
SKU_00417,0,0.79979761042851,1,0.20020238957148975,0.5995952208570203
SKU_00999,1,0.8965478955829418,0,0.10345210441705809,0.7930957911658837
SKU_00863,0,0.7631487538788044,1,0.2368512461211954,0.5262975077576091
SKU_00268,0,0.8438809098850376,1,0.1561190901149625,0.6877618197700751
SKU_00125,0,0.6135881546506499,1,0.3864118453493501,0.22717630930129978
SKU_00714,0,0.7378680786026902,1,0.2621319213973099,0.4757361572053803
SKU_00560,0,0.992812333730731,1,0.007187666269268598,0.9856246674614624
SKU_00338,1,0.5913127526565638,0,0.40868724734343614,0.18262550531312766
SKU_00194,1,0.9377718849009967,0,0.06222811509900295,0.8755437698019938
SKU_00039,0,0.7886115149191412,1,0.21138848508085883,0.5772230298382823
SKU_00564,0,0.9332886269903897,1,0.06671137300961036,0.8665772539807793
SKU_00246,0,0.9794212715524223,1,0.020578728447577632,0.9588425431048446
SKU_00499,0,0.7297377450310866,1,0.2702622549689133,0.45947549006217325
SKU_00786,0,0.9661938469757496,1,0.03380615302425043,0.9323876939514992
SKU_00395,0,0.6121231450100385,1,0.38787685498996133,0.22424629002007718
SKU_00089,0,0.8599881472587417,1,0.14001185274125827,0.7199762945174835
SKU_00484,0,0.9680430684968899,1,0.03195693150311,0.93608613699378
SKU_00304,1,0.8399926036906582,0,0.1600073963093415,0.6799852073813167
SKU_00607,0,0.9958162042587552,1,0.004183795741244759,0.9916324085175104
SKU_00161,1,0.6692863564263872,0,0.33071364357361305,0.3385727128527742
SKU_00217,1,0.7227098409365605,0,0.2772901590634397,0.44541968187312087
SKU_00174,0,0.963095030053376,1,0.03690496994662382,0.9261900601067522
SKU_00365,0,0.9972085883814962,1,0.0027914116185039496,0.9944171767629922
SKU_00910,1,0.8841942780607688,0,0.11580572193923167,0.7683885561215371
SKU_00502,1,0.8350983994014257,0,0.16490160059857437,0.6701967988028513
SKU_00639,0,0.9786668999104617,1,0.021333100089538284,0.9573337998209235
SKU_00343,1,0.9135858432878097,0,0.08641415671219027,0.8271716865756193
SKU_00553,0,0.9721169485842396,1,0.027883051415760578,0.944233897168479
SKU_00990,0,0.6870415648381022,1,0.31295843516189775,0.37408312967620444
SKU_00069,0,0.9908708703589778,1,0.009129129641022131,0.9817417407179557
SKU_00153,1,0.9461344575528535,0,0.05386554244714623,0.8922689151057073
SKU_00857,0,0.8703499835695943,1,0.12965001643040566,0.7406999671391886
SKU_00003,0,0.6060839359889979,1,0.3939160640110024,0.21216787197799553
SKU_00085,0,0.8555961404977155,1,0.14440385950228454,0.711192280995431
SKU_00657,0,0.9914158352889327,1,0.00858416471106742,0.9828316705778654
SKU_00195,0,0.8826967551636385,1,0.11730324483636155,0.765393510327277
SKU_00853,0,0.631843997948612,1,0.3681560020513881,0.2636879958972239
SKU_00785,0,0.9769719446276914,1,0.023028055372308485,0.953943889255383
SKU_00376,1,0.6192255214916251,0,0.38077447850837515,0.23845104298324998
SKU_00451,0,0.7000245251045346,1,0.29997547489546555,0.40004905020906906
SKU_00122,1,0.5971254162516796,0,0.4028745837483206,0.194250832503359
SKU_00045,1,0.91408822803755,0,0.08591177196245008,0.8281764560750999
SKU_00106,0,0.9539843566945123,1,0.04601564330548756,0.9079687133890247
SKU_00906,0,0.9497209702256699,1,0.05027902977433012,0.8994419404513398
SKU_00684,0,0.9212842674464696,1,0.07871573255353052,0.8425685348929391
SKU_00157,0,0.6559803222203449,1,0.34401967777965503,0.3119606444406898
SKU_00618,0,0.5846191527157223,1,0.4153808472842776,0.1692383054314447
SKU_00452,0,0.9589991036097237,1,0.041000896390276396,0.9179982072194474
SKU_00547,1,0.9830596793473049,0,0.01694032065269537,0.9661193586946095
SKU_00102,0,0.7871089536959669,1,0.21289104630403308,0.5742179073919338
SKU_00526,0,0.990330845597,1,0.00966915440300035,0.9806616911939997
SKU_00660,0,0.8734245001405553,1,0.1265754998594448,0.7468490002811105
SKU_00572,0,0.9649893033563199,1,0.035010696643679916,0.92997860671264
SKU_00743,1,0.6521830062117446,0,0.3478169937882556,0.30436601242348904
SKU_00896,0,0.9864765455294493,1,0.013523454470550976,0.9729530910588984
SKU_00756,1,0.7119686574475765,0,0.28803134255242313,0.4239373148951534
SKU_00566,0,0.9491630350878739,1,0.05083696491212585,0.8983260701757481
SKU_00849,0,0.5856622390674493,1,0.4143377609325508,0.17132447813489848
