sku_id,gmm_cluster,cluster_probability
SKU_00802,1,0.9812133536369272
SKU_00766,1,0.934348118570272
SKU_00086,2,0.5904701821610818
SKU_00884,2,0.772600360935802
SKU_00723,2,0.6815341821781703
SKU_00972,2,0.5303590711104855
SKU_00076,2,0.7584023130876427
SKU_00851,2,0.7207750495107961
SKU_00196,2,0.8093017583899464
SKU_00876,2,0.5133378764572705
SKU_00797,1,0.9839151713525096
SKU_00686,1,0.9052210648318568
SKU_00093,1,0.9631538756688034
SKU_00242,2,0.7216962751271979
SKU_00186,2,0.5792325328132494
SKU_00633,1,0.9647452251813836
SKU_00862,1,0.9966842993758106
SKU_00074,2,0.617338711485929
SKU_00535,2,0.9359292025294654
SKU_00276,2,0.8818498338632859
SKU_00861,1,0.9973408278772619
SKU_00490,1,0.9989999210105703
SKU_00554,2,0.9927181226310045
SKU_00444,2,0.9089609042564475
SKU_00981,2,0.7556845052703028
SKU_00364,2,0.984512077496472
SKU_00501,1,0.9990110921569648
SKU_00838,1,0.89914908540955
SKU_00399,2,0.9224072941840867
SKU_00915,1,0.9964294326119106
SKU_00258,1,0.9938345565985642
SKU_00136,1,0.994560142006552
SKU_00778,2,0.583215997519287
SKU_00804,1,0.999441680174622
SKU_00017,1,0.9726710765284864
SKU_00543,2,0.6389889913956474
SKU_00890,2,0.7841044425184218
SKU_00749,1,0.772208080201617
SKU_00474,1,0.9783428774409947
SKU_00695,1,0.688421802037432
SKU_00823,1,0.9998117558098915
SKU_00191,2,0.9547070562411386
SKU_00048,1,0.9753302657563604
SKU_00159,2,0.8417068976376586
SKU_00976,1,0.7252544734275779
SKU_00027,1,0.8568399520541308
SKU_00437,2,0.9641449474749946
SKU_00116,2,0.9857519871402586
SKU_00683,2,0.7142145823898804
SKU_00296,2,0.9595519171086678
SKU_00302,1,0.8971304182103529
SKU_00081,1,0.8130793143338331
SKU_00055,2,0.9739062269978231
SKU_00054,1,0.5902206020019272
SKU_00692,1,0.919275703953952
SKU_00913,1,0.9999849232652969
SKU_00739,1,0.999742882531253
SKU_00717,2,0.9139845276995797
SKU_00939,1,0.9166362496764651
SKU_00363,1,0.8850276566085377
SKU_00968,1,0.6215167819509716
SKU_00921,1,0.9632326188015518
SKU_00408,2,0.9763075336912568
SKU_00525,1,0.9996260134859047
SKU_00989,2,0.982239093055453
SKU_00738,1,0.996661474412079
SKU_00956,1,0.7833878329198872
SKU_00521,1,0.9996600554811811
SKU_00691,1,0.9974610721451312
SKU_00162,2,0.7501930826610806
SKU_00788,1,0.9883377408596743
SKU_00993,1,0.6217142553964572
SKU_00677,1,0.9999998953515404
SKU_00315,1,0.6209139089006441
SKU_00817,1,0.9986729302680581
SKU_00248,2,0.8952790152965457
SKU_00188,1,0.6691582068878215
SKU_00865,1,0.7310107971573756
SKU_00415,1,0.9895182785380939
SKU_00516,1,0.9999461247757079
SKU_00578,1,0.9991882441211986
SKU_00129,1,0.9998624043067491
SKU_00533,1,0.5532965849211552
SKU_00275,1,0.9745831621890025
SKU_00742,2,0.7445039561988428
SKU_00423,1,0.7842312248861004
SKU_00078,1,0.9996323816906975
SKU_00160,1,0.9980508509676315
SKU_00504,2,0.8573302809072841
SKU_00270,2,0.9722694136007085
SKU_00994,1,0.9994806497687602
SKU_00488,2,0.9837065009379702
SKU_00277,2,0.8121575629459381
SKU_00103,1,0.7122593804173947
SKU_00461,2,0.7897195427496834
SKU_00303,2,0.8669048102117204
SKU_00034,2,0.8624193267899724
SKU_00848,1,0.9646628880068493
SKU_00998,2,0.8244408782611183
SKU_00274,1,0.8008970594072776
SKU_00348,1,0.9954798796249291
SKU_00793,2,0.8637361860660896
SKU_00732,2,0.9503793837927167
SKU_00570,1,0.7057626819250837
SKU_00623,1,0.9604774102249863
SKU_00255,1,0.6387509438882256
SKU_00612,2,0.6157039623655419
SKU_00751,2,0.9821071893058338
SKU_00674,1,0.9964074855212263
SKU_00219,2,0.9903980797864138
SKU_00263,2,0.541860358924965
SKU_00978,1,0.9230326457117823
SKU_00545,1,0.9987559565003105
SKU_00043,2,0.7052719101811591
SKU_00417,1,0.999813090935768
SKU_00999,1,0.868322937728295
SKU_00863,1,0.9922093933841083
SKU_00268,1,0.9986161650788177
SKU_00125,1,0.9589313162469868
SKU_00714,1,0.9992888444687571
SKU_00560,2,0.9675438940187763
SKU_00338,1,0.6501795083179717
SKU_00194,1,0.9994258819184806
SKU_00039,1,0.9575670551414058
SKU_00564,1,0.9989824059116738
SKU_00246,1,0.9535964500415608
SKU_00499,2,0.8084387018742824
SKU_00786,2,0.8201348142022994
SKU_00395,2,0.9941911475709339
SKU_00089,1,0.7712739461527333
SKU_00484,2,0.7604287217184973
SKU_00304,2,0.9787339445742158
SKU_00607,1,0.9974885596527461
SKU_00161,2,0.9571092941108982
SKU_00217,2,0.9828018751997136
SKU_00174,2,0.9274692419328137
SKU_00365,1,0.988573026509149
SKU_00910,2,0.9572738929383678
SKU_00502,1,0.9999999964695823
SKU_00639,1,0.9933941569084546
SKU_00343,1,0.7019321314097628
SKU_00553,2,0.8029481335625769
SKU_00990,2,0.9308601768337164
SKU_00069,2,0.9369505014143763
SKU_00153,1,0.999849461999133
SKU_00857,1,0.5976267028538254
SKU_00003,2,0.9386891952121812
SKU_00085,1,0.99916946834389
SKU_00657,1,0.9994702415530429
SKU_00195,1,0.9962060248430106
SKU_00853,2,0.9858269869745481
SKU_00785,2,0.5950717608442357
SKU_00376,2,0.9680558433248989
SKU_00451,2,0.9288860065994441
SKU_00122,1,0.9993312826354552
SKU_00045,2,0.984524404692922
SKU_00106,1,0.9166653840487591
SKU_00906,2,0.987653879882298
SKU_00684,2,0.6176725526425539
SKU_00157,2,0.9497188347811246
SKU_00618,2,0.990787633122684
SKU_00452,1,0.7200939846247545
SKU_00547,2,0.9915683155380648
SKU_00102,1,0.996813304121438
SKU_00526,1,0.8175856479649792
SKU_00660,1,0.9915104810127318
SKU_00572,1,0.9042991760290985
SKU_00743,2,0.7425911798133215
SKU_00896,1,0.9997380969477441
SKU_00756,2,0.9788490733322969
SKU_00566,1,0.8819825953293721
SKU_00849,2,0.9694536299455095
SKU_00734,1,0.9941771528733169
SKU_00373,2,0.9799405258465503
SKU_00341,1,0.7740501317238392
SKU_00917,0,0.5836504747874761
SKU_00685,2,0.9493726799066083
SKU_00567,2,0.5546731050518393
SKU_00675,2,0.9279447019677446
SKU_00082,1,0.9999676278332795
SKU_00138,1,0.8048072666627465
SKU_00584,2,0.9215112938864193
SKU_00024,2,0.693257758191577
SKU_00279,2,0.995641750387484
SKU_00596,2,0.8905946355565979
SKU_00012,0,0.5856295696895927
SKU_00986,2,0.9885787088394524
SKU_00529,2,0.9966561073505323
SKU_00115,2,0.6857969910513374
SKU_00025,2,0.9990101736385666
SKU_00843,2,0.7834374819290395
SKU_00229,2,0.9849075891685761
SKU_00232,2,0.9285127249242318
SKU_00455,2,0.6459046576732712
SKU_00050,0,0.613484075166484
SKU_00091,2,0.8448238173549302
SKU_00344,1,0.702369820805169
SKU_00018,1,0.8539288725054682
SKU_00765,2,0.9468832318418896
SKU_00651,2,0.9810953059540299
SKU_00261,2,0.9892897094898749
SKU_00051,2,0.8507630419414789
SKU_00506,2,0.5949400872767694
SKU_00062,0,0.5028271257693082
SKU_00375,1,0.9828832521062008
SKU_00144,1,0.9981735378539044
SKU_00624,2,0.9664871788923212
SKU_00918,2,0.9978723847845858
SKU_00349,2,0.9834089120302691
SKU_00904,2,0.5770558561634923
SKU_00611,2,0.5778862957256573
SKU_00289,2,0.9803730511570088
SKU_00522,0,0.9054584830692031
SKU_00768,1,0.8807195545373012
SKU_00061,1,0.9987115906080485
SKU_00808,2,0.8604308183692158
SKU_00954,2,0.6065067682188214
SKU_00538,2,0.9013032886461301
SKU_00673,2,0.9737102759982478
SKU_00740,2,0.8482313944119818
SKU_00095,2,0.9595231002931296
SKU_00394,1,0.8657533306123689
SKU_00569,1,0.8942241974955669
SKU_00457,2,0.8232588148475631
SKU_00931,2,0.8484725714737197
SKU_00280,2,0.5969487660525843
SKU_00361,2,0.8141158676290559
SKU_00310,2,0.7819274441217566
SKU_00909,1,0.5626960287999707
SKU_00329,1,0.996952920775341
SKU_00496,2,0.9832629519018471
SKU_00907,1,0.9352020835408852
SKU_00964,1,0.9883421738121332
SKU_00088,0,0.8352488826495545
SKU_00272,0,0.8108538733435711
SKU_00822,1,0.8639544394294273
SKU_00416,1,0.935839588620918
SKU_00301,2,0.9804296662338928
SKU_00432,2,0.9840946605861849
SKU_00216,1,0.9633876229751319
SKU_00877,2,0.6881271542118537
SKU_00184,1,0.9997473597836538
SKU_00879,1,0.9999996673387532
SKU_00140,0,0.8909552453958148
SKU_00483,2,0.9475885565354806
SKU_00552,2,0.994516118943817
SKU_00108,1,0.9999306256843349
SKU_00537,1,0.9987432966125704
SKU_00067,0,0.8057142306126647
SKU_00131,1,0.9998558599085687
SKU_00544,2,0.9975906039905029
SKU_00666,1,0.9939360414053775
SKU_00527,1,0.9269406652456921
SKU_00322,2,0.9861624361103775
SKU_00911,1,0.995847460517458
SKU_00873,2,0.7273143256588662
SKU_00561,1,0.9999961718920376
SKU_00962,1,0.9999989467280677
SKU_00224,1,0.9857007712017037
SKU_00327,2,0.9205148700668843
SKU_00173,1,0.9987514257607181
SKU_00591,2,0.8338513118673294
SKU_00829,2,0.9510850373227879
SKU_00410,2,0.5055290409967648
SKU_00941,2,0.9872306625264503
SKU_00540,0,0.9641791524862434
SKU_00381,2,0.9950680828466231
SKU_00155,1,0.9999941456191013
SKU_00210,2,0.9732978181716704
SKU_00169,2,0.9019737065744424
SKU_00227,2,0.7609106519273491
SKU_00826,2,0.5623717352620302
SKU_00638,1,0.9793935088990182
SKU_00835,2,0.9391302953052609
SKU_00307,1,0.5631218235096653
SKU_00141,1,0.9931456941768524
SKU_00185,2,0.7067300457561818
SKU_00536,0,0.8567815182535307
SKU_00251,2,0.9326980989742026
SKU_00550,2,0.9934551107918255
SKU_00234,1,0.9998128895360822
SKU_00426,2,0.9357276542754538
SKU_00594,0,0.8405960243859786
SKU_00608,2,0.9790695179100918
SKU_00328,2,0.9499384944870658
SKU_00992,1,0.9630328156848432
SKU_00880,1,0.9904024417314008
SKU_00007,0,0.9260039481776748
SKU_00314,0,0.935092810649026
SKU_00935,1,0.8670423125504606
SKU_00146,0,0.519333644997092
SKU_00041,2,0.9862382428054519
SKU_00690,1,0.7735886177684673
SKU_00929,1,0.9953011302335814
SKU_00845,2,0.9631037182417505
SKU_00699,2,0.9877339283122661
SKU_00059,2,0.8126966038009235
SKU_00733,2,0.807676033161303
SKU_00635,2,0.9725356419760148
SKU_00385,0,0.9248542734710651
SKU_00172,2,0.5610682885734617
SKU_00800,0,0.8947083181673842
SKU_00256,0,0.9600957275270043
SKU_00026,1,0.9983178541115869
SKU_00362,2,0.9943473086727204
SKU_00702,2,0.8053793500487705
SKU_00721,1,0.9996482121209586
SKU_00036,2,0.5539065138820772
SKU_00762,1,0.8458825216787873
SKU_00615,0,0.9598528328413973
SKU_00652,2,0.9562343545400132
SKU_00402,2,0.93991914873643
SKU_00360,2,0.9049270369699589
SKU_00763,0,0.6479196650454837
SKU_00713,2,0.9221282027875504
SKU_00180,2,0.9109965739632997
SKU_00744,1,0.9749785753486119
SKU_00783,2,0.7949550200649437
SKU_00015,1,0.9999501012357437
SKU_00658,0,0.6372593566630111
SKU_00342,1,0.9998545481968755
SKU_00198,0,0.9799524473411657
SKU_00920,0,0.8700640230447705
SKU_00269,2,0.586559251479656
SKU_00397,2,0.9476989839999443
SKU_00495,2,0.9547798311094354
SKU_00689,1,0.9999692454827207
SKU_00293,2,0.9814855809907362
SKU_00142,2,0.9941240117820476
SKU_00016,2,0.7991445951325705
SKU_00893,2,0.937477457440858
SKU_00406,2,0.9728652807618116
SKU_00477,2,0.9092919528480071
SKU_00643,2,0.9433943425198446
SKU_00404,2,0.7653460184922276
SKU_00143,2,0.5907855078687767
SKU_00777,0,0.7388959173785818
SKU_00796,0,0.9110599997434384
SKU_00469,0,0.96493154370449
SKU_00225,1,0.7464470747277038
SKU_00505,1,0.9998383986657232
SKU_00105,1,0.9765048232246601
SKU_00386,2,0.6503937900064011
SKU_00092,0,0.894676957935989
SKU_00761,2,0.8617653655320966
SKU_00852,1,0.9770929232302962
SKU_00340,2,0.9943854431831843
SKU_00979,2,0.8376764641459915
SKU_00585,1,0.984918287919086
SKU_00250,2,0.6552725262946911
SKU_00663,2,0.5272760379028057
SKU_00963,2,0.9151612923759698
SKU_00175,1,0.9989524607762571
SKU_00632,2,0.5843594867231907
SKU_00842,1,0.9979662418872665
SKU_00881,2,0.8771492024021523
SKU_00819,2,0.9683083438986887
SKU_00801,1,0.9999999678994002
SKU_00605,2,0.5952815011488032
SKU_00064,2,0.8548793037647806
SKU_00984,2,0.8247570945376816
SKU_00000,2,0.9651623579103282
SKU_00757,0,0.550808238529675
SKU_00912,2,0.7133050226230105
SKU_00670,1,0.9998335136588343
SKU_00046,2,0.9704783935833461
SKU_00033,0,0.972856538134329
SKU_00309,2,0.7414294220669726
SKU_00693,1,0.5506860781771576
SKU_00855,1,0.9744975039682369
SKU_00597,1,0.9997810957076436
SKU_00698,1,0.999360219596493
SKU_00124,1,0.9926125705540038
SKU_00266,0,0.8399085491455558
SKU_00298,2,0.6586157369518368
SKU_00110,2,0.9452959722317659
SKU_00779,0,0.8910781566942165
SKU_00642,1,0.9956585534403776
SKU_00212,2,0.9795875463210039
SKU_00507,0,0.8712002573456765
SKU_00583,2,0.9855074066626114
SKU_00075,0,0.8106075909915779
SKU_00816,2,0.916187364229731
SKU_00934,1,0.9966200258753336
SKU_00023,2,0.93972126507874
SKU_00167,1,0.9744540956019714
SKU_00589,1,0.99893720890795
SKU_00987,2,0.5593990362870966
SKU_00637,1,0.7042989957333626
SKU_00389,0,0.979531485334793
SKU_00213,2,0.5046222474143391
SKU_00430,1,0.9999939946066287
SKU_00951,0,0.9595297251360899
SKU_00579,1,0.7835799918796279
SKU_00478,0,0.9877924765747895
SKU_00286,2,0.6170212265938683
SKU_00659,0,0.9128501478713955
SKU_00282,2,0.5392217705596289
SKU_00980,2,0.9539721473814893
SKU_00511,2,0.88220867427963
SKU_00177,2,0.7955485511634611
SKU_00582,2,0.9757064565194283
SKU_00944,1,0.6555740561750869
SKU_00600,1,0.9600053030446662
SKU_00223,2,0.9818937173220037
SKU_00806,0,0.9768191686183673
SKU_00747,2,0.986578416735274
SKU_00022,2,0.936701120662126
SKU_00622,2,0.9656903090446919
SKU_00629,2,0.9366003702270788
SKU_00556,1,0.9999999999916813
SKU_00531,0,0.9840347315326413
SKU_00235,0,0.9753943685391028
SKU_00317,1,0.9884056512155253
SKU_00946,1,0.9991078466261599
SKU_00715,0,0.988504782187404
SKU_00215,2,0.8877737209921427
SKU_00942,0,0.8772737698967626
SKU_00703,1,0.99929521086299
SKU_00885,1,0.8844895855581093
SKU_00482,2,0.960436714066968
SKU_00158,2,0.954284564492308
SKU_00892,0,0.8855676556837272
SKU_00997,1,0.9997627203418499
SKU_00130,0,0.7433379238699979
SKU_00902,1,0.7691996714574802
SKU_00870,2,0.6078186050485737
SKU_00319,2,0.9800614105835044
SKU_00625,2,0.5239589422162313
SKU_00418,0,0.9514883120435483
SKU_00049,1,0.9067925857267554
SKU_00927,2,0.9974455832385993
SKU_00866,1,0.929458921693327
SKU_00811,0,0.9914190942324701
SKU_00445,0,0.9917728014418425
SKU_00326,0,0.9072973476368796
SKU_00350,0,0.7133802227211704
SKU_00887,2,0.934114466072867
SKU_00958,1,0.8141103358577584
SKU_00730,1,0.738068558078216
SKU_00973,2,0.9137234786737445
SKU_00636,0,0.9080840016415961
SKU_00767,0,0.9903288178588636
SKU_00380,1,0.9997123211167604
SKU_00413,0,0.9582992750617775
SKU_00366,0,0.9938374495509964
SKU_00604,1,0.9980192640304993
SKU_00405,0,0.9923836983311912
SKU_00262,1,0.8748999847313679
SKU_00519,1,0.9108891154359292
SKU_00097,0,0.7188901775286758
SKU_00479,0,0.93252044685118
SKU_00087,0,0.9833660724162585
SKU_00316,0,0.7737329013192237
SKU_00787,2,0.6001497922017378
SKU_00790,1,0.8509805553224703
SKU_00588,1,0.9957158329960863
SKU_00729,2,0.6466700875155131
SKU_00028,0,0.9592194206862965
SKU_00644,1,0.9595375186241889
SKU_00493,2,0.9366392099780225
SKU_00135,0,0.508843874887326
SKU_00555,0,0.8401028732646445
SKU_00011,0,0.9949490030794789
SKU_00156,0,0.954664620821893
SKU_00206,1,0.9996182273737468
SKU_00084,2,0.7173182708903338
SKU_00520,0,0.8697391457251518
SKU_00546,1,0.9882297813987091
SKU_00133,0,0.5750573413235631
SKU_00784,2,0.8517759902677009
SKU_00294,1,0.937413091593616
SKU_00425,0,0.9811426576216957
SKU_00975,2,0.860903252349228
SKU_00653,0,0.9584712255285361
SKU_00900,2,0.9972945178180855
SKU_00123,1,0.9885602339312543
SKU_00587,1,0.9086863355633024
SKU_00047,0,0.9387345162812966
SKU_00590,1,0.8326880837801165
SKU_00985,0,0.9539085600927097
SKU_00422,1,0.9997477473369536
SKU_00967,2,0.8728824379316271
SKU_00372,1,0.9995734966369051
SKU_00218,0,0.9805112684071884
SKU_00330,0,0.6171090433531922
SKU_00750,1,0.9391573714248982
SKU_00562,1,0.8007962874746228
SKU_00346,0,0.9633396650393375
SKU_00014,2,0.9573811205107086
SKU_00297,2,0.9710967238426063
SKU_00283,1,0.9997465406694229
SKU_00038,0,0.9843390154117441
SKU_00919,1,0.9226602789594461
SKU_00353,2,0.6682363980756079
SKU_00676,1,0.9722890512848785
SKU_00805,0,0.9870434983183749
SKU_00837,0,0.921993741876975
SKU_00708,2,0.9641245544222182
SKU_00214,0,0.9918600590424914
SKU_00287,0,0.7789629004959915
SKU_00867,2,0.9597862134648937
SKU_00460,1,0.9370875145893226
SKU_00809,1,0.9624946548041351
SKU_00694,1,0.9999869446413173
SKU_00243,0,0.8064526144296965
SKU_00933,0,0.9758465888064497
SKU_00284,0,0.9900239081812999
SKU_00454,1,0.958622436101829
SKU_00434,1,0.9998063524111485
SKU_00260,0,0.9833512095873631
SKU_00830,2,0.9981761499362022
SKU_00602,2,0.9138889215309796
SKU_00650,1,0.9990507590754548
SKU_00163,0,0.9793223418796703
SKU_00066,2,0.6925886668407847
SKU_00147,0,0.9583667756351616
SKU_00339,1,0.9645050604609028
SKU_00111,2,0.9755018143215474
SKU_00754,2,0.8089598472217696
SKU_00681,2,0.9947526972092787
SKU_00306,0,0.9774642731375299
SKU_00265,0,0.9928314232265414
SKU_00696,0,0.7736802807974745
SKU_00682,2,0.9655941319424403
SKU_00617,2,0.9923838450476897
SKU_00601,2,0.8567331444295032
SKU_00897,0,0.9971506650226127
SKU_00965,0,0.9433737145503306
SKU_00530,0,0.991994737648335
SKU_00776,2,0.9969640698923742
SKU_00391,0,0.9663536948581984
SKU_00254,2,0.9758862471215219
SKU_00099,1,0.9724073649518266
SKU_00672,1,0.995396148376344
SKU_00468,2,0.5679199820777523
SKU_00895,2,0.9937057744057305
SKU_00712,0,0.7867142207124156
SKU_00841,0,0.9945616509405516
SKU_00571,0,0.9943002421352677
SKU_00320,0,0.9825132643529443
SKU_00832,2,0.9217349951329468
SKU_00411,0,0.9966561537410855
SKU_00192,0,0.9837134293004811
SKU_00037,1,0.997471773541173
SKU_00202,2,0.9692993814011047
SKU_00278,0,0.9773032474243958
SKU_00858,0,0.9877335382817839
SKU_00969,0,0.9837766132449444
SKU_00539,2,0.9043363685407532
SKU_00746,0,0.6166237810741403
SKU_00345,0,0.9958892066382466
SKU_00620,2,0.959095741872166
SKU_00181,2,0.905755408223364
SKU_00109,1,0.9982111509362304
SKU_00711,0,0.980635083511509
SKU_00429,2,0.8890069354837712
SKU_00443,0,0.9025366214626868
SKU_00775,2,0.9802329195762146
SKU_00466,0,0.7872993704943889
SKU_00193,0,0.9930772724621956
SKU_00179,2,0.9727394098707983
SKU_00259,1,0.7971692058315277
SKU_00166,0,0.9061715450659265
SKU_00080,0,0.9947363473611646
SKU_00400,1,0.8683606201554888
SKU_00040,2,0.9385513296074424
SKU_00735,0,0.9965367038774758
SKU_00253,0,0.9165536227253598
SKU_00834,0,0.9872729645251559
SKU_00222,1,0.6077849033540184
SKU_00528,1,0.999778381140799
SKU_00770,2,0.7871388398788952
SKU_00459,2,0.9587584631114427
SKU_00209,2,0.8859689829427144
SKU_00132,2,0.9515722418429573
SKU_00441,0,0.9977537724865204
SKU_00753,0,0.5614992070332301
SKU_00641,0,0.8752206047544104
SKU_00230,0,0.9957121325246978
SKU_00083,1,0.9956942050251187
SKU_00899,1,0.7308689893633556
SKU_00409,2,0.6048357964828026
SKU_00669,0,0.9594998335470559
