order_id,sku_id,bin_id,pick_qty
ORD_0000015,SKU_00130,BIN_001254,8
ORD_0000015,SKU_00307,BIN_001246,19
ORD_0000015,SKU_00275,BIN_000750,6
ORD_0000015,SKU_00194,BIN_000700,15
ORD_0000016,SKU_00872,BIN_000032,10
ORD_0000016,SKU_00828,BIN_000379,13
ORD_0000016,SKU_00901,BIN_000350,10
ORD_0000016,SKU_00138,BIN_000624,14
ORD_0000016,SKU_00967,BIN_000651,12
ORD_0000016,SKU_00764,BIN_000033,1
ORD_0000016,SKU_00598,BIN_000022,7
ORD_0000016,SKU_00339,BIN_000368,9
ORD_0000017,SKU_00338,BIN_000682,18
ORD_0000017,SKU_00702,BIN_000105,18
ORD_0000017,SKU_00634,BIN_000016,13
ORD_0000017,SKU_00101,BIN_001352,8
ORD_0000017,SKU_00031,BIN_000512,12
ORD_0000017,SKU_00035,BIN_000772,1
ORD_0000017,SKU_00333,BIN_000401,18
ORD_0000017,SKU_00689,BIN_000034,3
ORD_0000018,SKU_00044,BIN_000391,4
ORD_0000018,SKU_00050,BIN_000601,18
ORD_0000018,SKU_00473,BIN_000069,14
ORD_0000018,SKU_00347,BIN_001277,2
ORD_0000019,SKU_00482,BIN_001489,9
ORD_0000019,SKU_00314,BIN_000964,3
ORD_0000019,SKU_00857,BIN_000126,15
ORD_0000019,SKU_00352,BIN_001170,4
ORD_0000019,SKU_00484,BIN_000739,13
ORD_0000020,SKU_00873,BIN_000170,17
ORD_0000020,SKU_00152,BIN_000665,8
ORD_0000020,SKU_00711,BIN_001487,12
ORD_0000020,SKU_00125,BIN_001251,15
ORD_0000020,SKU_00785,BIN_001189,4
ORD_0000020,SKU_00570,BIN_001376,6
ORD_0000021,SKU_00397,BIN_000652,14
ORD_0000021,SKU_00278,BIN_000573,14
ORD_0000021,SKU_00901,BIN_000350,12
ORD_0000021,SKU_00319,BIN_001415,6
ORD_0000021,SKU_00340,BIN_000695,13
ORD_0000021,SKU_00929,BIN_001447,16
ORD_0000021,SKU_00704,BIN_000239,9
ORD_0000021,SKU_00835,BIN_001322,2
ORD_0000022,SKU_00360,BIN_000990,10
ORD_0000022,SKU_00009,BIN_001095,7
ORD_0000022,SKU_00518,BIN_001328,10
ORD_0000022,SKU_00471,BIN_000597,1
ORD_0000022,SKU_00310,BIN_001285,14
ORD_0000022,SKU_00250,BIN_000889,3
ORD_0000023,SKU_00492,BIN_000008,14
ORD_0000023,SKU_00566,BIN_001266,14
ORD_0000023,SKU_00185,BIN_001269,13
ORD_0000023,SKU_00215,BIN_000020,16
ORD_0000023,SKU_00278,BIN_000573,8
ORD_0000024,SKU_00137,BIN_000418,1
ORD_0000024,SKU_00697,BIN_000425,5
ORD_0000024,SKU_00846,BIN_000478,5
ORD_0000024,SKU_00579,BIN_001008,7
ORD_0000024,SKU_00803,BIN_000424,16
ORD_0000024,SKU_00278,BIN_000573,18
ORD_0000024,SKU_00041,BIN_000138,6
ORD_0000024,SKU_00418,BIN_000190,2
ORD_0000025,SKU_00926,BIN_000339,6
ORD_0000025,SKU_00031,BIN_000512,13
ORD_0000025,SKU_00746,BIN_000855,11
ORD_0000025,SKU_00186,BIN_000805,8
ORD_0000025,SKU_00148,BIN_000585,2
ORD_0000025,SKU_00872,BIN_000032,15
ORD_0000025,SKU_00150,BIN_000472,10
ORD_0000026,SKU_00533,BIN_000511,5
ORD_0000026,SKU_00847,BIN_000495,17
ORD_0000026,SKU_00947,BIN_000809,10
ORD_0000026,SKU_00711,BIN_001487,4
ORD_0000026,SKU_00841,BIN_001272,14
ORD_0000026,SKU_00085,BIN_000174,5
ORD_0000026,SKU_00251,BIN_000818,2
ORD_0000026,SKU_00621,BIN_000388,14
ORD_0000027,SKU_00912,BIN_001411,14
ORD_0000027,SKU_00410,BIN_000127,5
ORD_0000027,SKU_00399,BIN_000230,11
ORD_0000027,SKU_00157,BIN_000320,12
ORD_0000027,SKU_00913,BIN_000092,18
ORD_0000027,SKU_00679,BIN_001232,4
ORD_0000027,SKU_00595,BIN_001076,13
ORD_0000027,SKU_00616,BIN_000232,13
ORD_0000028,SKU_00375,BIN_001366,5
ORD_0000028,SKU_00889,BIN_000929,13
ORD_0000028,SKU_00706,BIN_001244,8
ORD_0000028,SKU_00453,BIN_000612,6
ORD_0000029,SKU_00659,BIN_001475,10
ORD_0000029,SKU_00782,BIN_000833,13
ORD_0000029,SKU_00114,BIN_000485,2
ORD_0000030,SKU_00636,BIN_000997,1
ORD_0000030,SKU_00983,BIN_001196,19
ORD_0000030,SKU_00443,BIN_001185,5
ORD_0000030,SKU_00006,BIN_001202,2
ORD_0000030,SKU_00915,BIN_000293,1
ORD_0000030,SKU_00116,BIN_000344,16
ORD_0000031,SKU_00704,BIN_000239,6
ORD_0000032,SKU_00382,BIN_000366,10
ORD_0000032,SKU_00394,BIN_001473,8
ORD_0000032,SKU_00885,BIN_000635,18
ORD_0000032,SKU_00446,BIN_001466,10
ORD_0000032,SKU_00589,BIN_000000,9
ORD_0000033,SKU_00562,BIN_000403,7
ORD_0000033,SKU_00458,BIN_000991,3
ORD_0000033,SKU_00699,BIN_000591,16
ORD_0000033,SKU_00550,BIN_000662,12
ORD_0000034,SKU_00403,BIN_001382,3
ORD_0000034,SKU_00445,BIN_000147,13
ORD_0000034,SKU_00227,BIN_000374,8
ORD_0000034,SKU_00745,BIN_000890,17
ORD_0000034,SKU_00890,BIN_000426,5
ORD_0000035,SKU_00784,BIN_000860,12
ORD_0000035,SKU_00330,BIN_000046,1
ORD_0000035,SKU_00031,BIN_000512,4
ORD_0000035,SKU_00951,BIN_001452,9
ORD_0000035,SKU_00371,BIN_000693,7
ORD_0000035,SKU_00107,BIN_001402,10
ORD_0000036,SKU_00425,BIN_001340,13
ORD_0000036,SKU_00986,BIN_000079,1
ORD_0000036,SKU_00029,BIN_000410,16
ORD_0000036,SKU_00007,BIN_000787,8
ORD_0000036,SKU_00478,BIN_000604,6
ORD_0000037,SKU_00738,BIN_000155,18
ORD_0000037,SKU_00294,BIN_001229,7
ORD_0000037,SKU_00727,BIN_000521,6
ORD_0000038,SKU_00287,BIN_001336,4
ORD_0000038,SKU_00580,BIN_000515,17
ORD_0000038,SKU_00543,BIN_001264,2
ORD_0000038,SKU_00084,BIN_000416,10
ORD_0000038,SKU_00793,BIN_000254,12
ORD_0000038,SKU_00017,BIN_000676,13
ORD_0000039,SKU_00152,BIN_000665,6
ORD_0000039,SKU_00228,BIN_000093,12
ORD_0000039,SKU_00119,BIN_000068,1
ORD_0000040,SKU_00461,BIN_001359,18
ORD_0000040,SKU_00767,BIN_000037,15
ORD_0000040,SKU_00626,BIN_000736,2
ORD_0000041,SKU_00272,BIN_000985,7
ORD_0000041,SKU_00103,BIN_000914,14
ORD_0000041,SKU_00117,BIN_000946,15
ORD_0000041,SKU_00884,BIN_000289,16
ORD_0000041,SKU_00329,BIN_000714,8
ORD_0000041,SKU_00833,BIN_000373,16
ORD_0000042,SKU_00294,BIN_001229,1
ORD_0000042,SKU_00318,BIN_000283,2
ORD_0000042,SKU_00133,BIN_000459,12
ORD_0000042,SKU_00337,BIN_000491,6
ORD_0000042,SKU_00816,BIN_000562,19
ORD_0000043,SKU_00047,BIN_000557,16
ORD_0000043,SKU_00580,BIN_000515,14
ORD_0000043,SKU_00787,BIN_001188,7
ORD_0000043,SKU_00018,BIN_001414,12
ORD_0000043,SKU_00156,BIN_000331,1
ORD_0000043,SKU_00007,BIN_000787,16
ORD_0000043,SKU_00141,BIN_001332,3
ORD_0000043,SKU_00612,BIN_000243,1
ORD_0000044,SKU_00231,BIN_000396,19
ORD_0000044,SKU_00045,BIN_000616,15
ORD_0000044,SKU_00071,BIN_000346,12
ORD_0000044,SKU_00843,BIN_000568,12
ORD_0000044,SKU_00687,BIN_000742,2
ORD_0000044,SKU_00973,BIN_000940,9
ORD_0000045,SKU_00848,BIN_000064,11
ORD_0000045,SKU_00969,BIN_000973,19
ORD_0000045,SKU_00140,BIN_000376,11
ORD_0000046,SKU_00035,BIN_000772,10
ORD_0000047,SKU_00330,BIN_000046,10
ORD_0000047,SKU_00116,BIN_000344,13
ORD_0000047,SKU_00389,BIN_000850,14
ORD_0000047,SKU_00737,BIN_001053,12
ORD_0000048,SKU_00667,BIN_000840,8
ORD_0000048,SKU_00530,BIN_000692,2
ORD_0000048,SKU_00372,BIN_000413,18
ORD_0000048,SKU_00249,BIN_001296,19
ORD_0000048,SKU_00413,BIN_000582,9
ORD_0000048,SKU_00487,BIN_001299,12
ORD_0000048,SKU_00916,BIN_001258,19
ORD_0000049,SKU_00828,BIN_000379,11
ORD_0000049,SKU_00829,BIN_000300,7
ORD_0000049,SKU_00765,BIN_001220,10
ORD_0000049,SKU_00938,BIN_000134,9
ORD_0000049,SKU_00363,BIN_001439,2
ORD_0000049,SKU_00124,BIN_001401,5
ORD_0000050,SKU_00922,BIN_000476,4
ORD_0000050,SKU_00046,BIN_000133,12
ORD_0000051,SKU_00200,BIN_001451,15
ORD_0000051,SKU_00774,BIN_001200,11
ORD_0000051,SKU_00288,BIN_000009,2
ORD_0000051,SKU_00895,BIN_000972,18
ORD_0000052,SKU_00342,BIN_000150,3
ORD_0000052,SKU_00049,BIN_000353,4
ORD_0000052,SKU_00746,BIN_000855,13
ORD_0000052,SKU_00498,BIN_000201,14
ORD_0000052,SKU_00712,BIN_000496,4
ORD_0000052,SKU_00273,BIN_001134,12
ORD_0000053,SKU_00040,BIN_000827,1
ORD_0000053,SKU_00129,BIN_000808,14
ORD_0000053,SKU_00583,BIN_000085,11
ORD_0000053,SKU_00062,BIN_001257,18
ORD_0000053,SKU_00071,BIN_000346,7
ORD_0000053,SKU_00024,BIN_000364,6
ORD_0000053,SKU_00738,BIN_000155,12
ORD_0000053,SKU_00793,BIN_000254,2
ORD_0000054,SKU_00486,BIN_001461,12
ORD_0000054,SKU_00816,BIN_000562,5
ORD_0000054,SKU_00226,BIN_000806,11
ORD_0000054,SKU_00006,BIN_001202,2
ORD_0000054,SKU_00382,BIN_000366,4
ORD_0000055,SKU_00333,BIN_000401,9
ORD_0000055,SKU_00487,BIN_001299,11
ORD_0000056,SKU_00065,BIN_001427,16
ORD_0000056,SKU_00167,BIN_001288,11
ORD_0000056,SKU_00470,BIN_001384,14
ORD_0000056,SKU_00043,BIN_001423,3
ORD_0000056,SKU_00495,BIN_001499,7
ORD_0000056,SKU_00537,BIN_000131,8
ORD_0000057,SKU_00093,BIN_000871,13
ORD_0000057,SKU_00352,BIN_001170,12
ORD_0000057,SKU_00399,BIN_000230,12
ORD_0000057,SKU_00664,BIN_000158,12
ORD_0000057,SKU_00731,BIN_000962,11
ORD_0000058,SKU_00943,BIN_000529,15
ORD_0000058,SKU_00916,BIN_001258,12
ORD_0000058,SKU_00074,BIN_000989,17
ORD_0000058,SKU_00755,BIN_000381,6
ORD_0000058,SKU_00646,BIN_000828,13
ORD_0000058,SKU_00610,BIN_001362,16
ORD_0000059,SKU_00538,BIN_000231,11
ORD_0000059,SKU_00650,BIN_000767,7
ORD_0000059,SKU_00830,BIN_000058,9
ORD_0000060,SKU_00453,BIN_000612,17
ORD_0000060,SKU_00384,BIN_001205,1
ORD_0000060,SKU_00040,BIN_000827,14
ORD_0000060,SKU_00536,BIN_000312,15
ORD_0000061,SKU_00385,BIN_001163,1
ORD_0000061,SKU_00713,BIN_000087,8
ORD_0000061,SKU_00743,BIN_001150,14
ORD_0000061,SKU_00587,BIN_000618,4
ORD_0000061,SKU_00320,BIN_001293,4
ORD_0000061,SKU_00479,BIN_000858,16
ORD_0000061,SKU_00384,BIN_001205,11
ORD_0000062,SKU_00343,BIN_000785,17
ORD_0000062,SKU_00339,BIN_000368,7
ORD_0000062,SKU_00338,BIN_000682,11
ORD_0000062,SKU_00665,BIN_001292,13
ORD_0000062,SKU_00541,BIN_000755,17
ORD_0000062,SKU_00426,BIN_000490,5
ORD_0000063,SKU_00152,BIN_000665,3
ORD_0000063,SKU_00799,BIN_000483,4
ORD_0000063,SKU_00578,BIN_001313,15
ORD_0000063,SKU_00994,BIN_001234,14
ORD_0000064,SKU_00386,BIN_000813,6
ORD_0000065,SKU_00264,BIN_000234,3
ORD_0000065,SKU_00967,BIN_000651,4
ORD_0000065,SKU_00993,BIN_001143,4
ORD_0000065,SKU_00204,BIN_000782,11
ORD_0000065,SKU_00855,BIN_000952,3
ORD_0000065,SKU_00437,BIN_000017,17
ORD_0000066,SKU_00209,BIN_000679,7
ORD_0000067,SKU_00562,BIN_000403,6
ORD_0000068,SKU_00970,BIN_001482,15
ORD_0000068,SKU_00570,BIN_001376,16
ORD_0000069,SKU_00725,BIN_000546,14
ORD_0000069,SKU_00687,BIN_000742,6
ORD_0000069,SKU_00731,BIN_000962,11
ORD_0000069,SKU_00340,BIN_000695,19
ORD_0000069,SKU_00423,BIN_000360,8
ORD_0000069,SKU_00258,BIN_000913,5
ORD_0000070,SKU_00711,BIN_001487,19
ORD_0000070,SKU_00365,BIN_001274,6
ORD_0000071,SKU_00463,BIN_000593,15
ORD_0000071,SKU_00159,BIN_000712,9
ORD_0000071,SKU_00705,BIN_000605,6
ORD_0000071,SKU_00840,BIN_001114,17
ORD_0000071,SKU_00842,BIN_000947,5
ORD_0000071,SKU_00942,BIN_001419,3
ORD_0000071,SKU_00504,BIN_000696,16
ORD_0000071,SKU_00506,BIN_000505,2
ORD_0000072,SKU_00693,BIN_000900,12
ORD_0000072,SKU_00738,BIN_000155,11
ORD_0000072,SKU_00406,BIN_000846,9
ORD_0000072,SKU_00580,BIN_000515,19
ORD_0000073,SKU_00562,BIN_000403,13
ORD_0000073,SKU_00354,BIN_000164,5
ORD_0000073,SKU_00220,BIN_000641,3
ORD_0000073,SKU_00015,BIN_000128,12
ORD_0000073,SKU_00109,BIN_000945,10
ORD_0000073,SKU_00265,BIN_001351,9
ORD_0000073,SKU_00629,BIN_000292,17
ORD_0000073,SKU_00728,BIN_000722,6
ORD_0000074,SKU_00156,BIN_000331,9
ORD_0000074,SKU_00597,BIN_001148,18
ORD_0000074,SKU_00996,BIN_001255,16
ORD_0000074,SKU_00233,BIN_001141,17
ORD_0000074,SKU_00368,BIN_000948,17
ORD_0000074,SKU_00592,BIN_001435,16
ORD_0000075,SKU_00114,BIN_000485,18
ORD_0000075,SKU_00146,BIN_001017,3
ORD_0000076,SKU_00234,BIN_000664,17
ORD_0000077,SKU_00472,BIN_000544,13
ORD_0000077,SKU_00748,BIN_001132,7
ORD_0000077,SKU_00630,BIN_001059,9
ORD_0000077,SKU_00673,BIN_001081,14
ORD_0000078,SKU_00735,BIN_000014,19
ORD_0000078,SKU_00619,BIN_000349,3
ORD_0000078,SKU_00474,BIN_000207,2
ORD_0000078,SKU_00779,BIN_000417,7
ORD_0000078,SKU_00799,BIN_000483,12
ORD_0000078,SKU_00974,BIN_000088,19
ORD_0000078,SKU_00892,BIN_001403,13
ORD_0000079,SKU_00582,BIN_000114,9
ORD_0000079,SKU_00356,BIN_001093,1
ORD_0000079,SKU_00581,BIN_000987,15
ORD_0000080,SKU_00093,BIN_000871,1
ORD_0000080,SKU_00164,BIN_000694,8
ORD_0000080,SKU_00036,BIN_001168,2
ORD_0000081,SKU_00071,BIN_000346,3
ORD_0000082,SKU_00372,BIN_000413,15
ORD_0000082,SKU_00603,BIN_000558,17
ORD_0000082,SKU_00708,BIN_000960,5
ORD_0000082,SKU_00036,BIN_001168,10
ORD_0000082,SKU_00199,BIN_001101,15
ORD_0000082,SKU_00097,BIN_000006,4
ORD_0000082,SKU_00978,BIN_001172,4
ORD_0000082,SKU_00204,BIN_000782,7
ORD_0000083,SKU_00957,BIN_001422,1
ORD_0000083,SKU_00594,BIN_001365,13
ORD_0000083,SKU_00389,BIN_000850,7
ORD_0000083,SKU_00355,BIN_001207,2
ORD_0000083,SKU_00151,BIN_000213,9
ORD_0000084,SKU_00857,BIN_000126,10
ORD_0000084,SKU_00178,BIN_000123,17
ORD_0000084,SKU_00491,BIN_000156,4
ORD_0000084,SKU_00539,BIN_000863,1
ORD_0000084,SKU_00751,BIN_000768,6
ORD_0000084,SKU_00054,BIN_001177,8
ORD_0000084,SKU_00188,BIN_000966,4
ORD_0000085,SKU_00774,BIN_001200,5
ORD_0000085,SKU_00732,BIN_000825,13
ORD_0000085,SKU_00521,BIN_000153,14
ORD_0000085,SKU_00336,BIN_000906,8
ORD_0000085,SKU_00826,BIN_001256,11
ORD_0000085,SKU_00128,BIN_001279,8
ORD_0000085,SKU_00344,BIN_001126,12
ORD_0000085,SKU_00901,BIN_000350,11
ORD_0000086,SKU_00177,BIN_000919,5
ORD_0000087,SKU_00569,BIN_001175,18
ORD_0000087,SKU_00372,BIN_000413,6
ORD_0000087,SKU_00592,BIN_001435,14
ORD_0000087,SKU_00844,BIN_000493,13
ORD_0000088,SKU_00634,BIN_000016,3
ORD_0000088,SKU_00818,BIN_000441,15
ORD_0000089,SKU_00007,BIN_000787,13
ORD_0000089,SKU_00673,BIN_001081,12
ORD_0000089,SKU_00600,BIN_001450,18
ORD_0000089,SKU_00714,BIN_000247,7
ORD_0000090,SKU_00900,BIN_000842,17
ORD_0000090,SKU_00800,BIN_000713,17
ORD_0000090,SKU_00595,BIN_001076,10
ORD_0000090,SKU_00587,BIN_000618,2
ORD_0000090,SKU_00739,BIN_001026,10
ORD_0000091,SKU_00609,BIN_000975,15
ORD_0000091,SKU_00775,BIN_000044,17
ORD_0000091,SKU_00388,BIN_001262,10
ORD_0000091,SKU_00972,BIN_001492,16
ORD_0000092,SKU_00659,BIN_001475,1
ORD_0000092,SKU_00262,BIN_000607,17
ORD_0000092,SKU_00382,BIN_000366,18
ORD_0000092,SKU_00936,BIN_001194,17
ORD_0000092,SKU_00067,BIN_001393,16
ORD_0000092,SKU_00246,BIN_001263,3
ORD_0000092,SKU_00182,BIN_000098,9
ORD_0000092,SKU_00386,BIN_000813,12
ORD_0000093,SKU_00831,BIN_000063,1
ORD_0000093,SKU_00990,BIN_000192,13
ORD_0000093,SKU_00822,BIN_000422,10
ORD_0000093,SKU_00415,BIN_000878,17
ORD_0000093,SKU_00927,BIN_001465,17
ORD_0000093,SKU_00399,BIN_000230,11
ORD_0000093,SKU_00446,BIN_001466,9
ORD_0000094,SKU_00714,BIN_000247,17
ORD_0000094,SKU_00142,BIN_001165,4
ORD_0000094,SKU_00700,BIN_000065,3
ORD_0000094,SKU_00778,BIN_000274,4
ORD_0000094,SKU_00819,BIN_001347,14
ORD_0000094,SKU_00116,BIN_000344,9
ORD_0000094,SKU_00344,BIN_001126,18
ORD_0000095,SKU_00512,BIN_001353,17
ORD_0000095,SKU_00453,BIN_000612,9
ORD_0000096,SKU_00215,BIN_000020,5
ORD_0000096,SKU_00509,BIN_001478,19
ORD_0000096,SKU_00169,BIN_000955,5
ORD_0000096,SKU_00719,BIN_001193,13
ORD_0000096,SKU_00109,BIN_000945,15
ORD_0000097,SKU_00470,BIN_001384,10
ORD_0000097,SKU_00890,BIN_000426,19
ORD_0000098,SKU_00286,BIN_000061,6
ORD_0000098,SKU_00486,BIN_001461,7
ORD_0000098,SKU_00244,BIN_000012,12
ORD_0000098,SKU_00080,BIN_001497,15
ORD_0000098,SKU_00620,BIN_000638,16
ORD_0000098,SKU_00007,BIN_000787,3
ORD_0000098,SKU_00995,BIN_001456,16
ORD_0000098,SKU_00779,BIN_000417,8
ORD_0000099,SKU_00290,BIN_000025,7
ORD_0000099,SKU_00468,BIN_000242,6
ORD_0000099,SKU_00185,BIN_001269,17
ORD_0000099,SKU_00009,BIN_001095,13
ORD_0000099,SKU_00060,BIN_000780,15
ORD_0000099,SKU_00455,BIN_000843,4
ORD_0000100,SKU_00732,BIN_000825,8
ORD_0000100,SKU_00435,BIN_000980,11
ORD_0000101,SKU_00802,BIN_000633,8
ORD_0000101,SKU_00598,BIN_000022,4
ORD_0000101,SKU_00163,BIN_000148,18
ORD_0000101,SKU_00716,BIN_000563,3
ORD_0000101,SKU_00730,BIN_001009,13
ORD_0000101,SKU_00715,BIN_000352,6
ORD_0000102,SKU_00970,BIN_001482,10
ORD_0000102,SKU_00368,BIN_000948,19
ORD_0000102,SKU_00383,BIN_000457,10
ORD_0000103,SKU_00596,BIN_000542,15
ORD_0000103,SKU_00042,BIN_000715,15
ORD_0000103,SKU_00073,BIN_001312,6
ORD_0000103,SKU_00425,BIN_001340,18
ORD_0000103,SKU_00805,BIN_001360,16
ORD_0000103,SKU_00556,BIN_000357,9
ORD_0000103,SKU_00855,BIN_000952,3
ORD_0000104,SKU_00038,BIN_001178,15
ORD_0000104,SKU_00978,BIN_001172,16
ORD_0000104,SKU_00952,BIN_001432,14
ORD_0000104,SKU_00107,BIN_001402,1
ORD_0000104,SKU_00806,BIN_001369,7
ORD_0000104,SKU_00977,BIN_001055,8
ORD_0000105,SKU_00985,BIN_001225,16
ORD_0000105,SKU_00797,BIN_001065,15
ORD_0000105,SKU_00719,BIN_001193,8
ORD_0000105,SKU_00732,BIN_000825,2
ORD_0000105,SKU_00945,BIN_001375,14
ORD_0000105,SKU_00193,BIN_001041,4
ORD_0000105,SKU_00088,BIN_000559,11
ORD_0000105,SKU_00639,BIN_000588,17
ORD_0000106,SKU_00093,BIN_000871,11
ORD_0000106,SKU_00308,BIN_000409,17
ORD_0000106,SKU_00694,BIN_000687,14
ORD_0000106,SKU_00541,BIN_000755,14
ORD_0000106,SKU_00232,BIN_000706,8
ORD_0000107,SKU_00494,BIN_000405,11
ORD_0000108,SKU_00623,BIN_000642,6
ORD_0000108,SKU_00477,BIN_000797,14
ORD_0000108,SKU_00793,BIN_000254,17
ORD_0000109,SKU_00745,BIN_000890,1
ORD_0000109,SKU_00254,BIN_000214,17
ORD_0000110,SKU_00363,BIN_001439,12
ORD_0000110,SKU_00369,BIN_001061,15
ORD_0000110,SKU_00707,BIN_000735,14
ORD_0000110,SKU_00940,BIN_001078,10
ORD_0000110,SKU_00113,BIN_001261,6
ORD_0000111,SKU_00900,BIN_000842,19
ORD_0000111,SKU_00214,BIN_000666,9
ORD_0000111,SKU_00138,BIN_000624,10
ORD_0000111,SKU_00561,BIN_001085,9
ORD_0000112,SKU_00782,BIN_000833,16
ORD_0000112,SKU_00072,BIN_001333,15
ORD_0000112,SKU_00071,BIN_000346,14
ORD_0000112,SKU_00467,BIN_000390,3
ORD_0000112,SKU_00917,BIN_000428,6
ORD_0000113,SKU_00274,BIN_000753,17
ORD_0000113,SKU_00380,BIN_000887,17
ORD_0000113,SKU_00832,BIN_001441,4
ORD_0000114,SKU_00916,BIN_001258,7
ORD_0000114,SKU_00570,BIN_001376,2
ORD_0000114,SKU_00022,BIN_000549,2
ORD_0000114,SKU_00452,BIN_001485,12
ORD_0000114,SKU_00042,BIN_000715,2
ORD_0000114,SKU_00205,BIN_001030,1
ORD_0000114,SKU_00521,BIN_000153,2
ORD_0000114,SKU_00987,BIN_001020,5
ORD_0000115,SKU_00343,BIN_000785,6
ORD_0000116,SKU_00356,BIN_001093,10
ORD_0000116,SKU_00240,BIN_001449,16
ORD_0000117,SKU_00180,BIN_001470,7
ORD_0000117,SKU_00452,BIN_001485,18
ORD_0000117,SKU_00271,BIN_000240,1
ORD_0000117,SKU_00646,BIN_000828,18
ORD_0000117,SKU_00284,BIN_000874,9
ORD_0000117,SKU_00514,BIN_001154,8
ORD_0000118,SKU_00945,BIN_001375,1
ORD_0000119,SKU_00769,BIN_000795,6
ORD_0000120,SKU_00559,BIN_000865,5
ORD_0000120,SKU_00439,BIN_000811,12
ORD_0000120,SKU_00893,BIN_000290,13
ORD_0000120,SKU_00373,BIN_000096,9
ORD_0000120,SKU_00110,BIN_000815,16
ORD_0000120,SKU_00752,BIN_000089,6
ORD_0000121,SKU_00010,BIN_000531,3
ORD_0000121,SKU_00587,BIN_000618,15
ORD_0000122,SKU_00250,BIN_000889,9
ORD_0000122,SKU_00756,BIN_001005,16
ORD_0000122,SKU_00577,BIN_000895,7
ORD_0000122,SKU_00079,BIN_000116,13
ORD_0000122,SKU_00508,BIN_001231,19
ORD_0000122,SKU_00381,BIN_000517,15
ORD_0000122,SKU_00920,BIN_000773,19
ORD_0000123,SKU_00871,BIN_000324,8
ORD_0000124,SKU_00284,BIN_000874,8
ORD_0000124,SKU_00233,BIN_001141,19
ORD_0000124,SKU_00839,BIN_000469,1
ORD_0000124,SKU_00450,BIN_000119,16
ORD_0000124,SKU_00178,BIN_000123,3
ORD_0000124,SKU_00814,BIN_001334,11
ORD_0000124,SKU_00194,BIN_000700,16
ORD_0000124,SKU_00457,BIN_001233,5
ORD_0000125,SKU_00303,BIN_001104,2
ORD_0000125,SKU_00266,BIN_000071,6
ORD_0000125,SKU_00392,BIN_000466,12
ORD_0000125,SKU_00670,BIN_000587,15
