sku_id,bin_id,on_hand_qty,reorder_point,safety_stock
SKU_00200,BIN_001451,4914,444,307
SKU_00839,BIN_000469,2286,411,499
SKU_00771,BIN_000996,4982,255,129
SKU_00860,BIN_001290,291,187,173
SKU_00886,BIN_000499,1474,370,134
SKU_00065,BIN_001427,3438,923,372
SKU_00473,BIN_000069,1752,399,217
SKU_00325,BIN_001025,3615,873,188
SKU_00568,BIN_001160,910,371,453
SKU_00295,BIN_000572,4816,218,375
SKU_00401,BIN_000968,691,666,488
SKU_00774,BIN_001200,3388,424,483
SKU_00807,BIN_000362,1513,250,349
SKU_00914,BIN_000167,4331,681,134
SKU_00647,BIN_000439,4185,886,348
SKU_00388,BIN_001262,1244,104,99
SKU_00903,BIN_000090,3092,748,171
SKU_00247,BIN_000160,3796,181,446
SKU_00154,BIN_001389,633,214,339
SKU_00549,BIN_000208,2817,802,134
SKU_00532,BIN_001367,337,561,70
SKU_00949,BIN_000522,1435,104,56
SKU_00396,BIN_000821,343,527,413
SKU_00020,BIN_001063,1436,669,274
SKU_00548,BIN_000904,941,700,205
SKU_00489,BIN_001242,4003,572,72
SKU_00107,BIN_001402,1264,749,387
SKU_00609,BIN_000975,4206,975,225
SKU_00462,BIN_000291,1578,739,130
SKU_00966,BIN_001158,1862,681,320
SKU_00358,BIN_001426,4746,716,94
SKU_00970,BIN_001482,1128,624,128
SKU_00791,BIN_000924,1816,889,165
SKU_00755,BIN_000381,4175,797,113
SKU_00631,BIN_000193,3887,798,97
SKU_00421,BIN_001004,885,831,254
SKU_00534,BIN_000626,1340,162,149
SKU_00720,BIN_001033,4746,614,73
SKU_00467,BIN_000390,4239,554,327
SKU_00233,BIN_001141,4580,997,445
SKU_00688,BIN_001147,4332,877,63
SKU_00336,BIN_000906,4901,840,138
SKU_00510,BIN_000407,4258,807,95
SKU_00781,BIN_000117,4069,453,376
SKU_00824,BIN_000620,1090,217,57
SKU_00420,BIN_000260,630,104,404
SKU_00847,BIN_000495,4372,412,219
SKU_00551,BIN_001310,758,998,234
SKU_00662,BIN_000163,4288,101,483
SKU_00119,BIN_000068,116,809,130
SKU_00953,BIN_000870,515,607,93
SKU_00789,BIN_000288,458,343,403
SKU_00438,BIN_000754,3784,187,420
SKU_00204,BIN_000782,197,120,117
SKU_00494,BIN_000405,2116,496,97
SKU_00321,BIN_000423,2565,614,471
SKU_00453,BIN_000612,1958,942,52
SKU_00337,BIN_000491,4063,655,376
SKU_00700,BIN_000065,737,670,305
SKU_00104,BIN_000908,2464,314,141
SKU_00716,BIN_000563,265,141,277
SKU_00661,BIN_000535,317,158,214
SKU_00894,BIN_000835,1233,121,441
SKU_00176,BIN_001097,1175,528,342
SKU_00187,BIN_001094,3318,837,437
SKU_00815,BIN_001253,2214,544,441
SKU_00831,BIN_000063,320,518,248
SKU_00725,BIN_000546,2626,930,121
SKU_00359,BIN_001037,1448,774,92
SKU_00595,BIN_001076,1382,730,146
SKU_00523,BIN_001479,3130,442,300
SKU_00802,BIN_000633,2418,393,236
SKU_00766,BIN_000689,2210,660,90
SKU_00086,BIN_000296,54,694,135
SKU_00884,BIN_000289,4746,431,423
SKU_00723,BIN_000007,1001,689,449
SKU_00972,BIN_001492,540,754,413
SKU_00076,BIN_000802,4501,407,379
SKU_00851,BIN_000435,3818,327,275
SKU_00196,BIN_000578,4470,718,419
SKU_00876,BIN_000648,1986,192,475
SKU_00797,BIN_001065,3489,875,347
SKU_00686,BIN_000285,3932,979,459
SKU_00093,BIN_000871,321,418,133
SKU_00242,BIN_001309,2909,391,491
SKU_00186,BIN_000805,3912,292,356
SKU_00633,BIN_000817,4323,136,358
SKU_00862,BIN_000018,3400,428,282
SKU_00074,BIN_000989,821,381,56
SKU_00535,BIN_000619,585,603,460
SKU_00276,BIN_000659,1869,468,248
SKU_00861,BIN_001453,1962,939,442
SKU_00490,BIN_000486,888,749,297
SKU_00554,BIN_000611,418,200,420
SKU_00444,BIN_000343,4051,476,339
SKU_00981,BIN_001192,4558,298,130
SKU_00364,BIN_000465,1008,828,231
SKU_00501,BIN_000394,1499,565,235
SKU_00838,BIN_000956,4996,311,82
SKU_00399,BIN_000230,887,381,486
SKU_00915,BIN_000293,1896,589,222
SKU_00258,BIN_000913,4874,524,183
SKU_00136,BIN_000995,1285,662,167
SKU_00778,BIN_000274,1850,830,251
SKU_00804,BIN_000539,57,510,227
SKU_00017,BIN_000676,2634,521,344
SKU_00543,BIN_001264,4620,224,448
SKU_00890,BIN_000426,1218,178,100
SKU_00749,BIN_001230,175,959,143
SKU_00474,BIN_000207,3705,381,268
SKU_00695,BIN_001436,4266,233,248
SKU_00823,BIN_000540,4504,957,240
SKU_00191,BIN_001380,4872,541,405
SKU_00048,BIN_000280,714,257,308
SKU_00159,BIN_000712,4548,589,483
SKU_00976,BIN_000221,599,950,208
SKU_00027,BIN_000513,3952,255,278
SKU_00437,BIN_000017,3745,314,106
SKU_00116,BIN_000344,172,786,169
SKU_00683,BIN_000873,644,174,483
SKU_00296,BIN_000347,2753,943,400
SKU_00302,BIN_001472,1854,856,259
SKU_00081,BIN_000791,1513,709,132
SKU_00055,BIN_000570,2588,889,482
SKU_00054,BIN_001177,2518,422,124
SKU_00692,BIN_000786,2788,655,431
SKU_00913,BIN_000092,4703,590,266
SKU_00739,BIN_001026,3170,382,402
SKU_00717,BIN_000957,3476,356,199
SKU_00939,BIN_000779,4183,507,304
SKU_00363,BIN_001439,4265,668,425
SKU_00968,BIN_000892,1089,148,333
SKU_00921,BIN_000708,3678,183,283
SKU_00408,BIN_001247,1910,742,317
SKU_00525,BIN_000926,2739,692,63
SKU_00989,BIN_001424,4637,291,397
SKU_00738,BIN_000155,4756,763,253
SKU_00956,BIN_001174,4680,515,408
SKU_00521,BIN_000153,3550,377,266
SKU_00691,BIN_001374,2741,943,341
SKU_00162,BIN_001087,612,921,405
SKU_00788,BIN_000258,1579,185,115
SKU_00993,BIN_001143,2358,467,363
SKU_00677,BIN_000367,3181,110,62
SKU_00315,BIN_001113,3510,453,227
SKU_00817,BIN_000337,904,908,234
SKU_00248,BIN_001153,4254,342,345
SKU_00188,BIN_000966,2619,374,132
SKU_00865,BIN_001368,292,270,404
SKU_00415,BIN_000878,684,804,51
SKU_00516,BIN_000796,170,291,326
SKU_00578,BIN_001313,1726,763,415
SKU_00129,BIN_000808,815,122,375
SKU_00533,BIN_000511,4278,308,135
SKU_00275,BIN_000750,2594,313,84
SKU_00742,BIN_000702,1017,458,101
SKU_00423,BIN_000360,4582,785,91
SKU_00078,BIN_001418,3578,945,130
SKU_00160,BIN_001116,4676,520,451
SKU_00504,BIN_000696,4990,214,436
SKU_00270,BIN_000002,287,206,259
SKU_00994,BIN_001234,3476,467,193
SKU_00488,BIN_000070,3239,970,148
SKU_00277,BIN_000939,2025,184,468
SKU_00103,BIN_000914,4640,917,349
SKU_00461,BIN_001359,4176,484,111
SKU_00303,BIN_001104,405,634,459
SKU_00034,BIN_001286,4040,135,413
SKU_00848,BIN_000064,1843,181,415
SKU_00998,BIN_001302,4314,517,180
SKU_00274,BIN_000753,4504,480,173
SKU_00348,BIN_001265,2378,122,72
SKU_00793,BIN_000254,4238,358,466
SKU_00732,BIN_000825,1564,700,268
SKU_00570,BIN_001376,1626,400,420
SKU_00623,BIN_000642,600,119,458
SKU_00255,BIN_000510,751,555,314
SKU_00612,BIN_000243,2650,769,405
SKU_00751,BIN_000768,3680,847,436
SKU_00674,BIN_000181,425,691,437
SKU_00219,BIN_000481,4592,539,157
SKU_00263,BIN_000514,3608,409,217
SKU_00978,BIN_001172,2270,289,242
SKU_00545,BIN_001324,1559,548,165
SKU_00043,BIN_001423,3303,909,118
SKU_00417,BIN_000710,144,129,395
SKU_00999,BIN_000639,4232,111,125
SKU_00863,BIN_000287,2731,276,73
SKU_00268,BIN_001049,3003,396,259
SKU_00125,BIN_001251,1849,578,318
SKU_00714,BIN_000247,1109,164,438
SKU_00560,BIN_000455,1885,500,377
SKU_00338,BIN_000682,1848,461,115
SKU_00194,BIN_000700,2901,221,358
SKU_00039,BIN_000752,4430,999,264
SKU_00564,BIN_001468,2521,789,434
SKU_00246,BIN_001263,4925,678,424
SKU_00499,BIN_001195,899,930,275
SKU_00786,BIN_000524,4560,952,463
SKU_00395,BIN_001162,2442,442,484
SKU_00089,BIN_001476,419,989,383
SKU_00484,BIN_000739,4926,571,435
SKU_00304,BIN_000615,1432,757,52
SKU_00607,BIN_000097,1393,768,495
SKU_00161,BIN_000623,2732,372,376
SKU_00217,BIN_000606,3667,299,240
SKU_00174,BIN_001023,3172,873,365
SKU_00365,BIN_001274,3188,944,316
SKU_00910,BIN_000217,4537,197,413
SKU_00502,BIN_001129,148,535,57
SKU_00639,BIN_000588,1671,987,85
SKU_00343,BIN_000785,762,431,79
SKU_00553,BIN_000451,2400,792,449
SKU_00990,BIN_000192,2042,915,170
SKU_00069,BIN_001047,4071,195,117
SKU_00153,BIN_001001,3378,677,394
SKU_00857,BIN_000126,2864,185,252
SKU_00003,BIN_001011,336,363,107
SKU_00085,BIN_000174,3881,416,373
SKU_00657,BIN_000852,2639,567,262
SKU_00195,BIN_000057,2886,725,492
SKU_00853,BIN_001454,53,676,250
SKU_00785,BIN_001189,2763,380,303
SKU_00376,BIN_000999,740,846,416
SKU_00451,BIN_000943,4546,356,427
SKU_00122,BIN_000777,650,999,105
SKU_00045,BIN_000616,1821,673,422
SKU_00106,BIN_000733,2314,733,263
SKU_00906,BIN_001320,711,736,146
SKU_00684,BIN_001431,3062,285,150
SKU_00157,BIN_000320,1214,893,477
SKU_00618,BIN_000561,4808,407,289
SKU_00452,BIN_001485,3111,399,212
SKU_00547,BIN_000135,3297,282,124
SKU_00102,BIN_000151,3510,523,446
SKU_00526,BIN_000723,4042,594,413
SKU_00660,BIN_000896,1982,453,431
SKU_00572,BIN_000845,1352,108,238
SKU_00743,BIN_001150,3356,804,192
SKU_00896,BIN_000446,2507,550,412
SKU_00756,BIN_001005,294,791,153
SKU_00566,BIN_001266,89,658,281
SKU_00849,BIN_001273,4720,660,265
SKU_00734,BIN_001408,4448,680,373
SKU_00373,BIN_000096,4227,291,160
SKU_00341,BIN_001039,4190,457,352
SKU_00917,BIN_000428,2699,350,136
SKU_00685,BIN_001096,2237,115,249
SKU_00567,BIN_000176,508,435,99
SKU_00675,BIN_000356,205,694,153
SKU_00082,BIN_000621,3822,603,217
SKU_00138,BIN_000624,2096,850,318
SKU_00584,BIN_001046,3986,301,89
SKU_00024,BIN_000364,4155,514,465
SKU_00279,BIN_000599,4900,877,419
SKU_00596,BIN_000542,407,396,101
SKU_00012,BIN_000204,3758,142,376
SKU_00986,BIN_000079,2269,980,354
SKU_00529,BIN_001395,1682,776,462
SKU_00115,BIN_000382,724,442,87
SKU_00025,BIN_000210,96,374,120
SKU_00843,BIN_000568,3564,264,459
SKU_00229,BIN_000445,4376,733,277
SKU_00232,BIN_000706,869,641,320
SKU_00455,BIN_000843,2995,546,310
SKU_00050,BIN_000601,4920,583,286
SKU_00091,BIN_000045,1796,875,450
SKU_00344,BIN_001126,4395,863,310
SKU_00018,BIN_001414,151,233,311
SKU_00765,BIN_001220,1353,908,308
SKU_00651,BIN_001050,1851,482,477
SKU_00261,BIN_000963,2645,460,81
SKU_00051,BIN_000205,3595,750,57
SKU_00506,BIN_000505,4733,628,204
SKU_00062,BIN_001257,3216,649,298
SKU_00375,BIN_001366,581,535,177
SKU_00144,BIN_000961,1379,948,405
SKU_00624,BIN_001035,3888,481,349
SKU_00918,BIN_001346,1233,342,212
SKU_00349,BIN_001361,2338,597,152
SKU_00904,BIN_000251,2159,377,154
SKU_00611,BIN_001167,1842,363,420
SKU_00289,BIN_000263,2071,728,464
SKU_00522,BIN_001356,4861,218,280
SKU_00768,BIN_000678,3689,328,86
SKU_00061,BIN_000115,1939,943,284
SKU_00808,BIN_000281,4644,605,352
SKU_00954,BIN_000286,1278,314,211
SKU_00538,BIN_000231,3834,528,235
SKU_00673,BIN_001081,762,140,499
SKU_00740,BIN_000625,1613,593,433
SKU_00095,BIN_000804,1711,214,345
SKU_00394,BIN_001473,4911,926,125
SKU_00569,BIN_001175,1497,380,264
SKU_00457,BIN_001233,4760,427,129
SKU_00931,BIN_000004,2601,580,101
SKU_00280,BIN_000398,3307,251,50
SKU_00361,BIN_000236,2573,293,498
SKU_00310,BIN_001285,948,806,287
SKU_00909,BIN_001031,1606,568,72
SKU_00329,BIN_000714,3393,268,120
SKU_00496,BIN_000130,4350,779,287
SKU_00907,BIN_000161,3520,629,315
SKU_00964,BIN_001179,3093,536,270
SKU_00088,BIN_000559,873,950,363
SKU_00272,BIN_000985,4234,257,408
SKU_00822,BIN_000422,4871,132,82
SKU_00416,BIN_001169,4059,825,256
SKU_00301,BIN_000574,4309,337,382
SKU_00432,BIN_000157,3783,269,320
SKU_00216,BIN_000294,753,564,107
SKU_00877,BIN_001060,2734,448,191
SKU_00184,BIN_000137,285,233,494
SKU_00879,BIN_001371,4509,275,237
SKU_00140,BIN_000376,3436,560,464
SKU_00483,BIN_000250,1866,435,392
SKU_00552,BIN_000443,4487,147,162
SKU_00108,BIN_000212,3141,351,162
SKU_00537,BIN_000131,4054,567,424
SKU_00067,BIN_001393,2952,124,483
SKU_00131,BIN_000336,158,906,56
SKU_00544,BIN_000272,200,924,272
SKU_00666,BIN_001176,2100,352,343
SKU_00527,BIN_000450,3483,988,344
SKU_00322,BIN_001218,891,883,235
SKU_00911,BIN_000647,3286,146,320
SKU_00873,BIN_000170,278,367,117
SKU_00561,BIN_001085,1961,320,303
SKU_00962,BIN_001281,971,614,313
SKU_00224,BIN_000576,3246,582,250
SKU_00327,BIN_000699,4593,385,366
SKU_00173,BIN_001236,1430,246,113
SKU_00591,BIN_000104,3736,881,229
SKU_00829,BIN_000300,1230,369,214
SKU_00410,BIN_000127,2656,405,475
SKU_00941,BIN_001235,4386,323,230
SKU_00540,BIN_001209,4991,756,289
SKU_00381,BIN_000517,2451,824,206
SKU_00155,BIN_000189,3373,355,333
SKU_00210,BIN_000342,3948,662,247
SKU_00169,BIN_000955,1752,534,361
SKU_00227,BIN_000374,4759,654,400
SKU_00826,BIN_001256,1425,888,339
SKU_00638,BIN_000667,2715,436,461
SKU_00835,BIN_001322,4011,794,296
SKU_00307,BIN_001246,4347,656,91
SKU_00141,BIN_001332,3608,749,256
SKU_00185,BIN_001269,1700,873,390
SKU_00536,BIN_000312,971,624,174
SKU_00251,BIN_000818,4536,429,129
SKU_00550,BIN_000662,3307,372,468
SKU_00234,BIN_000664,3786,769,490
SKU_00426,BIN_000490,62,938,187
SKU_00594,BIN_001365,3810,454,297
SKU_00608,BIN_000730,4114,232,259
SKU_00328,BIN_000333,4415,349,160
SKU_00992,BIN_000273,4727,198,134
SKU_00880,BIN_000431,3960,282,399
SKU_00007,BIN_000787,1534,920,157
SKU_00314,BIN_000964,1037,448,484
SKU_00935,BIN_001378,3726,383,147
SKU_00146,BIN_001017,350,937,348
SKU_00041,BIN_000138,4261,283,369
SKU_00690,BIN_001128,905,777,419
SKU_00929,BIN_001447,3673,749,277
SKU_00845,BIN_000509,2866,516,234
SKU_00699,BIN_000591,3506,827,234
SKU_00059,BIN_000345,287,630,296
SKU_00733,BIN_000923,1100,546,58
SKU_00635,BIN_000059,3502,740,115
SKU_00385,BIN_001163,1510,701,279
SKU_00172,BIN_000903,787,536,163
SKU_00800,BIN_000713,4432,716,222
SKU_00256,BIN_000039,2479,423,91
SKU_00026,BIN_000794,757,574,403
SKU_00362,BIN_001130,2628,359,236
SKU_00702,BIN_000105,1059,630,436
SKU_00721,BIN_001493,4032,441,263
SKU_00036,BIN_001168,3660,562,350
SKU_00762,BIN_000393,4554,487,298
SKU_00615,BIN_001187,2475,294,63
SKU_00652,BIN_000475,1004,268,442
SKU_00402,BIN_001448,3922,890,370
SKU_00360,BIN_000990,1506,386,135
SKU_00763,BIN_000323,470,512,85
SKU_00713,BIN_000087,4921,470,333
SKU_00180,BIN_001470,1031,931,397
SKU_00744,BIN_000497,3929,298,209
SKU_00783,BIN_001217,2799,562,390
SKU_00015,BIN_000128,611,843,388
SKU_00658,BIN_000011,171,756,444
SKU_00342,BIN_000150,4889,324,494
SKU_00198,BIN_000595,1703,220,191
SKU_00920,BIN_000773,1959,935,432
SKU_00269,BIN_001329,4693,373,247
SKU_00397,BIN_000652,311,632,158
SKU_00495,BIN_001499,2854,400,321
SKU_00689,BIN_000034,1382,261,143
SKU_00293,BIN_000365,3644,391,382
SKU_00142,BIN_001165,2401,658,157
SKU_00016,BIN_000102,3784,188,217
SKU_00893,BIN_000290,836,250,499
SKU_00406,BIN_000846,3925,276,258
SKU_00477,BIN_000797,2661,387,158
SKU_00643,BIN_001102,1205,374,116
SKU_00404,BIN_000707,2920,868,136
SKU_00143,BIN_000610,656,306,362
SKU_00777,BIN_001342,3177,708,391
SKU_00796,BIN_000631,564,774,186
SKU_00469,BIN_000709,1247,595,177
SKU_00225,BIN_000600,2433,654,223
SKU_00505,BIN_000727,1581,660,338
SKU_00105,BIN_000440,446,775,303
SKU_00386,BIN_000813,3725,828,357
SKU_00092,BIN_000013,1161,802,392
SKU_00761,BIN_001007,4062,165,285
SKU_00852,BIN_000907,4924,567,90
SKU_00340,BIN_000695,3143,905,231
SKU_00979,BIN_000731,3829,630,386
SKU_00585,BIN_000461,2513,942,376
SKU_00250,BIN_000889,242,316,335
SKU_00663,BIN_000781,1414,953,241
SKU_00963,BIN_000653,4096,717,212
SKU_00175,BIN_000122,579,970,282
SKU_00632,BIN_000801,3864,151,146
SKU_00842,BIN_000947,542,913,473
SKU_00881,BIN_000076,3449,118,414
SKU_00819,BIN_001347,4725,399,309
SKU_00801,BIN_000655,3941,929,59
SKU_00605,BIN_001370,1586,784,280
SKU_00064,BIN_000883,1327,821,225
SKU_00984,BIN_000789,2420,507,371
SKU_00000,BIN_001067,1597,124,449
SKU_00757,BIN_000810,250,717,399
SKU_00912,BIN_001411,4248,222,455
SKU_00670,BIN_000587,1541,308,108
SKU_00046,BIN_000133,4933,980,126
SKU_00033,BIN_001305,675,856,306
SKU_00309,BIN_000311,1248,857,445
SKU_00693,BIN_000900,357,152,174
SKU_00855,BIN_000952,4250,806,206
SKU_00597,BIN_001148,4035,516,397
SKU_00698,BIN_001227,893,691,409
SKU_00124,BIN_001401,2514,250,160
SKU_00266,BIN_000071,1730,990,158
SKU_00298,BIN_000614,2584,982,65
SKU_00110,BIN_000815,2480,791,420
SKU_00779,BIN_000417,2993,855,302
SKU_00642,BIN_000820,1492,356,440
SKU_00212,BIN_000979,3886,954,482
SKU_00507,BIN_001006,1810,783,445
SKU_00583,BIN_000085,58,914,286
SKU_00075,BIN_000571,2113,295,343
SKU_00816,BIN_000562,2533,167,473
SKU_00934,BIN_000144,2554,628,95
SKU_00023,BIN_000458,490,728,406
SKU_00167,BIN_001288,60,144,96
SKU_00589,BIN_000000,202,512,307
SKU_00987,BIN_001020,577,367,180
SKU_00637,BIN_001474,3599,905,67
SKU_00389,BIN_000850,439,796,149
SKU_00213,BIN_000361,821,534,128
SKU_00430,BIN_001491,2578,747,248
SKU_00951,BIN_001452,1436,315,299
SKU_00579,BIN_001008,1831,837,464
SKU_00478,BIN_000604,4416,402,489
SKU_00286,BIN_000061,3218,505,329
SKU_00659,BIN_001475,4435,939,488
SKU_00282,BIN_000152,3120,546,281
SKU_00980,BIN_000592,354,862,250
SKU_00511,BIN_000271,843,484,206
SKU_00177,BIN_000919,4574,612,264
SKU_00582,BIN_000114,1582,578,306
SKU_00944,BIN_001287,362,336,377
SKU_00600,BIN_001450,4759,418,187
SKU_00223,BIN_000270,219,104,111
SKU_00806,BIN_001369,1516,501,129
SKU_00747,BIN_000748,2396,732,230
SKU_00022,BIN_000549,2429,443,294
SKU_00622,BIN_001149,4707,169,362
SKU_00629,BIN_000292,1879,848,51
SKU_00556,BIN_000357,1553,483,109
SKU_00531,BIN_001471,144,700,175
SKU_00235,BIN_001392,4346,452,371
SKU_00317,BIN_000246,3038,622,264
SKU_00946,BIN_000449,643,286,131
SKU_00715,BIN_000352,1210,685,463
SKU_00215,BIN_000020,4122,403,436
SKU_00942,BIN_001419,4475,163,436
SKU_00703,BIN_000793,311,849,373
SKU_00885,BIN_000635,2507,443,424
SKU_00482,BIN_001489,1803,979,303
SKU_00158,BIN_000252,1348,303,497
SKU_00892,BIN_001403,2429,376,359
SKU_00997,BIN_001082,753,408,104
SKU_00130,BIN_001254,4301,114,315
SKU_00902,BIN_000245,4295,249,365
SKU_00870,BIN_000005,1106,500,394
SKU_00319,BIN_001415,997,323,426
SKU_00625,BIN_000675,1302,879,372
SKU_00418,BIN_000190,807,688,416
SKU_00049,BIN_000353,4794,838,139
SKU_00927,BIN_001465,3465,928,160
SKU_00866,BIN_000608,4875,470,233
SKU_00811,BIN_001190,2208,986,312
SKU_00445,BIN_000147,3307,822,240
SKU_00326,BIN_000200,4693,222,469
SKU_00350,BIN_001421,3092,936,116
SKU_00887,BIN_000185,1958,139,324
SKU_00958,BIN_000792,4599,976,191
SKU_00730,BIN_001009,3395,474,397
SKU_00973,BIN_000940,4952,870,310
SKU_00636,BIN_000997,879,456,173
SKU_00767,BIN_000037,1357,506,79
SKU_00380,BIN_000887,2470,985,482
SKU_00413,BIN_000582,4996,165,96
SKU_00366,BIN_001337,2426,301,365
SKU_00604,BIN_000893,3865,875,345
SKU_00405,BIN_001024,698,910,341
SKU_00262,BIN_000607,3588,709,136
SKU_00519,BIN_000681,4324,959,195
SKU_00097,BIN_000006,4565,194,315
SKU_00479,BIN_000858,3973,605,257
SKU_00087,BIN_001300,4492,678,182
SKU_00316,BIN_001284,4457,775,186
SKU_00787,BIN_001188,2436,841,493
SKU_00790,BIN_001298,2073,260,338
SKU_00588,BIN_001022,1356,940,108
SKU_00729,BIN_000494,917,831,230
SKU_00028,BIN_001477,4932,395,456
SKU_00644,BIN_000051,1135,988,378
SKU_00493,BIN_000594,2141,762,94
SKU_00135,BIN_000776,3692,357,477
SKU_00555,BIN_000965,2503,448,439
SKU_00011,BIN_001349,562,655,145
SKU_00156,BIN_000331,57,929,267
SKU_00206,BIN_000590,581,647,405
SKU_00084,BIN_000416,2398,944,100
SKU_00520,BIN_001462,2025,847,191
SKU_00546,BIN_001066,4327,546,465
SKU_00133,BIN_000459,3676,246,438
SKU_00784,BIN_000860,2236,343,283
SKU_00294,BIN_001229,2797,313,490
SKU_00425,BIN_001340,2360,635,473
SKU_00975,BIN_000882,2101,328,278
