sku_id,assigned_bin
SKU_00558,BIN_000020
SKU_00745,BIN_000030
SKU_00759,BIN_000010
SKU_00798,BIN_000020
SKU_00645,BIN_000010
SKU_00226,BIN_000000
SKU_00680,BIN_000010
SKU_00574,BIN_000000
SKU_00450,BIN_000020
SKU_00238,BIN_000020
SKU_00094,BIN_000020
SKU_00707,BIN_000010
SKU_00524,BIN_000020
SKU_00435,BIN_000010
SKU_00170,BIN_000020
SKU_00073,BIN_000020
SKU_00137,BIN_000000
SKU_00573,BIN_000010
SKU_00950,BIN_000020
SKU_00719,BIN_000020
SKU_00727,BIN_000020
SKU_00485,BIN_000020
SKU_00513,BIN_000020
SKU_00357,BIN_000020
SKU_00113,BIN_000020
SKU_00752,BIN_000020
SKU_00803,BIN_000010
SKU_00813,BIN_000030
SKU_00118,BIN_000030
SKU_00961,BIN_000010
SKU_00252,BIN_000000
SKU_00480,BIN_000010
SKU_00165,BIN_000010
SKU_00820,BIN_000030
SKU_00052,BIN_000030
SKU_00709,BIN_000010
SKU_00398,BIN_000020
SKU_00541,BIN_000010
SKU_00414,BIN_000010
SKU_00697,BIN_000020
SKU_00872,BIN_000020
SKU_00508,BIN_000010
SKU_00947,BIN_000030
SKU_00221,BIN_000010
SKU_00463,BIN_000020
SKU_00182,BIN_000000
SKU_00355,BIN_000020
SKU_00200,BIN_000020
SKU_00839,BIN_000020
SKU_00771,BIN_000030
SKU_00860,BIN_000089
SKU_00886,BIN_000000
SKU_00065,BIN_000010
SKU_00473,BIN_000000
SKU_00325,BIN_000030
SKU_00568,BIN_000020
SKU_00295,BIN_000010
SKU_00401,BIN_000000
SKU_00774,BIN_000010
SKU_00807,BIN_000010
SKU_00914,BIN_000010
SKU_00647,BIN_000020
SKU_00388,BIN_000010
SKU_00903,BIN_000010
SKU_00247,BIN_000000
SKU_00154,BIN_000020
SKU_00549,BIN_000000
SKU_00532,BIN_000000
SKU_00949,BIN_000020
SKU_00396,BIN_000020
SKU_00020,BIN_000000
SKU_00548,BIN_000010
SKU_00489,BIN_000010
SKU_00107,BIN_000020
SKU_00609,BIN_000030
SKU_00462,BIN_000000
SKU_00966,BIN_000030
SKU_00358,BIN_000000
SKU_00970,BIN_000010
SKU_00791,BIN_000010
SKU_00755,BIN_000000
SKU_00631,BIN_000020
SKU_00421,BIN_000000
SKU_00534,BIN_000010
SKU_00720,BIN_000000
SKU_00467,BIN_000000
SKU_00233,BIN_000020
SKU_00688,BIN_000020
SKU_00336,BIN_000000
SKU_00510,BIN_000010
SKU_00781,BIN_000020
SKU_00824,BIN_000020
SKU_00420,BIN_000020
SKU_00847,BIN_000000
SKU_00551,BIN_000010
SKU_00662,BIN_000020
SKU_00119,BIN_000010
SKU_00953,BIN_000000
SKU_00789,BIN_000010
SKU_00438,BIN_000030
SKU_00204,BIN_000020
SKU_00494,BIN_000020
SKU_00321,BIN_000122
SKU_00453,BIN_000020
SKU_00337,BIN_000114
SKU_00700,BIN_000020
SKU_00104,BIN_000000
SKU_00716,BIN_000010
SKU_00661,BIN_000010
SKU_00894,BIN_000020
SKU_00176,BIN_000030
SKU_00187,BIN_000020
SKU_00815,BIN_000020
SKU_00831,BIN_000010
SKU_00725,BIN_000000
SKU_00359,BIN_000020
SKU_00595,BIN_000020
SKU_00523,BIN_000030
SKU_00802,BIN_000030
SKU_00766,BIN_000000
SKU_00086,BIN_000000
SKU_00884,BIN_000010
SKU_00723,BIN_000010
SKU_00972,BIN_000000
SKU_00076,BIN_000030
SKU_00851,BIN_000020
SKU_00196,BIN_000020
SKU_00876,BIN_000010
SKU_00797,BIN_000020
SKU_00686,BIN_000020
SKU_00093,BIN_000020
SKU_00242,BIN_000000
SKU_00186,BIN_000010
SKU_00633,BIN_000020
SKU_00862,BIN_000020
SKU_00074,BIN_000000
SKU_00535,BIN_000000
SKU_00276,BIN_000000
SKU_00861,BIN_000010
SKU_00490,BIN_000020
SKU_00554,BIN_000010
SKU_00444,BIN_000000
SKU_00981,BIN_000030
SKU_00364,BIN_000000
SKU_00501,BIN_000020
SKU_00838,BIN_000132
SKU_00399,BIN_000010
SKU_00915,BIN_000010
SKU_00258,BIN_000020
SKU_00136,BIN_000020
SKU_00778,BIN_000000
SKU_00804,BIN_000010
SKU_00017,BIN_000020
SKU_00543,BIN_000120
SKU_00890,BIN_000020
SKU_00749,BIN_000020
SKU_00474,BIN_000020
SKU_00695,BIN_000020
SKU_00823,BIN_000010
SKU_00191,BIN_000000
SKU_00048,BIN_000030
SKU_00159,BIN_000121
SKU_00976,BIN_000030
SKU_00027,BIN_000010
SKU_00437,BIN_000120
SKU_00116,BIN_000000
SKU_00683,BIN_000030
SKU_00296,BIN_000030
SKU_00302,BIN_000020
SKU_00081,BIN_000122
SKU_00055,BIN_000010
SKU_00054,BIN_000020
SKU_00692,BIN_000020
SKU_00913,BIN_000010
SKU_00739,BIN_000020
SKU_00717,BIN_000000
SKU_00939,BIN_000020
SKU_00363,BIN_000000
SKU_00968,BIN_000010
SKU_00921,BIN_000020
SKU_00408,BIN_000030
SKU_00525,BIN_000010
SKU_00989,BIN_000010
SKU_00738,BIN_000020
SKU_00956,BIN_000020
SKU_00521,BIN_000020
SKU_00691,BIN_000020
SKU_00162,BIN_000000
SKU_00788,BIN_000030
SKU_00993,BIN_000020
SKU_00677,BIN_000020
SKU_00315,BIN_000020
SKU_00817,BIN_000020
SKU_00248,BIN_000000
SKU_00188,BIN_000020
SKU_00865,BIN_000020
SKU_00415,BIN_000010
SKU_00516,BIN_000020
SKU_00578,BIN_000020
SKU_00129,BIN_000010
SKU_00533,BIN_000122
SKU_00275,BIN_000030
SKU_00742,BIN_000020
SKU_00423,BIN_000030
SKU_00078,BIN_000020
SKU_00160,BIN_000020
SKU_00504,BIN_000020
SKU_00270,BIN_000000
SKU_00994,BIN_000020
SKU_00488,BIN_000000
SKU_00277,BIN_000020
SKU_00103,BIN_000000
SKU_00461,BIN_000030
SKU_00303,BIN_000010
SKU_00034,BIN_000000
SKU_00848,BIN_000030
SKU_00998,BIN_000000
SKU_00274,BIN_000010
SKU_00348,BIN_000010
SKU_00793,BIN_000010
SKU_00732,BIN_000030
SKU_00570,BIN_000020
SKU_00623,BIN_000010
SKU_00255,BIN_000020
SKU_00612,BIN_000020
SKU_00751,BIN_000000
SKU_00674,BIN_000010
SKU_00219,BIN_000000
SKU_00263,BIN_000020
SKU_00978,BIN_000020
SKU_00545,BIN_000010
SKU_00043,BIN_000000
SKU_00417,BIN_000010
SKU_00999,BIN_000010
SKU_00863,BIN_000010
SKU_00268,BIN_000020
SKU_00125,BIN_000030
SKU_00714,BIN_000020
SKU_00560,BIN_000000
SKU_00338,BIN_000020
SKU_00194,BIN_000020
SKU_00039,BIN_000010
SKU_00564,BIN_000020
SKU_00246,BIN_000010
SKU_00499,BIN_000000
SKU_00786,BIN_000020
SKU_00395,BIN_000000
SKU_00089,BIN_000030
SKU_00484,BIN_000010
SKU_00304,BIN_000000
SKU_00607,BIN_000020
SKU_00161,BIN_000030
SKU_00217,BIN_000010
SKU_00174,BIN_000010
SKU_00365,BIN_000010
SKU_00910,BIN_000010
SKU_00502,BIN_000010
SKU_00639,BIN_000020
SKU_00343,BIN_000010
SKU_00553,BIN_000020
SKU_00990,BIN_000020
SKU_00069,BIN_000000
SKU_00153,BIN_000020
SKU_00857,BIN_000010
SKU_00003,BIN_000030
SKU_00085,BIN_000020
SKU_00657,BIN_000020
SKU_00195,BIN_000020
SKU_00853,BIN_000000
SKU_00785,BIN_000000
SKU_00376,BIN_000000
SKU_00451,BIN_000040
SKU_00122,BIN_000020
SKU_00045,BIN_000040
SKU_00106,BIN_000120
SKU_00906,BIN_000010
SKU_00684,BIN_000010
SKU_00157,BIN_000024
SKU_00618,BIN_000091
SKU_00452,BIN_000098
SKU_00547,BIN_000020
SKU_00102,BIN_000020
SKU_00526,BIN_000113
SKU_00660,BIN_000020
SKU_00572,BIN_000020
SKU_00743,BIN_000040
SKU_00896,BIN_000020
SKU_00756,BIN_000010
SKU_00566,BIN_000020
SKU_00849,BIN_000040
SKU_00734,BIN_000030
SKU_00373,BIN_000000
SKU_00341,BIN_000020
SKU_00917,BIN_000000
SKU_00685,BIN_000152
SKU_00567,BIN_000030
SKU_00675,BIN_000000
SKU_00082,BIN_000030
SKU_00138,BIN_000010
SKU_00584,BIN_000140
SKU_00024,BIN_000147
SKU_00279,BIN_000030
SKU_00596,BIN_000140
SKU_00012,BIN_000010
SKU_00986,BIN_000140
SKU_00529,BIN_000000
SKU_00115,BIN_000000
SKU_00025,BIN_000020
SKU_00843,BIN_000010
SKU_00229,BIN_000010
SKU_00232,BIN_000000
SKU_00455,BIN_000020
SKU_00050,BIN_000010
SKU_00091,BIN_000140
SKU_00344,BIN_000127
SKU_00018,BIN_000122
SKU_00765,BIN_000000
SKU_00651,BIN_000020
SKU_00261,BIN_000000
SKU_00051,BIN_000005
SKU_00506,BIN_000000
SKU_00062,BIN_000030
SKU_00375,BIN_000030
SKU_00144,BIN_000020
SKU_00624,BIN_000020
SKU_00918,BIN_000086
SKU_00349,BIN_000000
SKU_00904,BIN_000113
SKU_00611,BIN_000020
SKU_00289,BIN_000140
SKU_00522,BIN_000000
SKU_00768,BIN_000099
SKU_00061,BIN_000040
SKU_00808,BIN_000030
SKU_00954,BIN_000040
SKU_00538,BIN_000040
SKU_00673,BIN_000134
SKU_00740,BIN_000122
SKU_00095,BIN_000030
SKU_00394,BIN_000132
SKU_00569,BIN_000020
SKU_00457,BIN_000000
SKU_00931,BIN_000020
SKU_00280,BIN_000000
SKU_00361,BIN_000024
SKU_00310,BIN_000124
SKU_00909,BIN_000020
SKU_00329,BIN_000020
SKU_00496,BIN_000030
SKU_00907,BIN_000098
SKU_00964,BIN_000030
SKU_00088,BIN_000020
SKU_00272,BIN_000000
SKU_00822,BIN_000030
SKU_00416,BIN_000010
SKU_00301,BIN_000000
SKU_00432,BIN_000140
SKU_00216,BIN_000123
SKU_00877,BIN_000010
SKU_00184,BIN_000020
SKU_00879,BIN_000020
SKU_00140,BIN_000000
SKU_00483,BIN_000000
SKU_00552,BIN_000020
SKU_00108,BIN_000020
SKU_00537,BIN_000096
SKU_00067,BIN_000010
SKU_00131,BIN_000020
SKU_00544,BIN_000020
SKU_00666,BIN_000020
SKU_00527,BIN_000020
SKU_00322,BIN_000010
SKU_00911,BIN_000020
SKU_00873,BIN_000010
SKU_00561,BIN_000020
SKU_00962,BIN_000112
SKU_00224,BIN_000020
SKU_00327,BIN_000020
SKU_00173,BIN_000020
SKU_00591,BIN_000020
SKU_00829,BIN_000134
SKU_00410,BIN_000030
SKU_00941,BIN_000062
SKU_00540,BIN_000000
SKU_00381,BIN_000140
SKU_00155,BIN_000020
SKU_00210,BIN_000020
SKU_00169,BIN_000140
SKU_00227,BIN_000020
SKU_00826,BIN_000111
SKU_00638,BIN_000122
SKU_00835,BIN_000154
SKU_00307,BIN_000020
SKU_00141,BIN_000122
SKU_00185,BIN_000020
SKU_00536,BIN_000000
SKU_00251,BIN_000020
SKU_00550,BIN_000130
SKU_00234,BIN_000020
SKU_00426,BIN_000154
SKU_00594,BIN_000000
SKU_00608,BIN_000130
SKU_00328,BIN_000130
SKU_00992,BIN_000020
SKU_00880,BIN_000010
SKU_00007,BIN_000000
SKU_00314,BIN_000000
SKU_00935,BIN_000123
SKU_00146,BIN_000062
SKU_00041,BIN_000130
SKU_00690,BIN_000123
SKU_00929,BIN_000106
SKU_00845,BIN_000130
SKU_00699,BIN_000030
SKU_00059,BIN_000123
SKU_00733,BIN_000020
SKU_00635,BIN_000030
SKU_00385,BIN_000030
SKU_00172,BIN_000010
SKU_00800,BIN_000000
SKU_00256,BIN_000000
SKU_00026,BIN_000020
SKU_00362,BIN_000010
SKU_00702,BIN_000153
SKU_00721,BIN_000020
SKU_00036,BIN_000132
SKU_00762,BIN_000030
SKU_00615,BIN_000000
SKU_00652,BIN_000010
SKU_00402,BIN_000135
SKU_00360,BIN_000020
SKU_00763,BIN_000020
SKU_00713,BIN_000030
SKU_00180,BIN_000000
SKU_00744,BIN_000040
SKU_00783,BIN_000052
SKU_00015,BIN_000010
SKU_00658,BIN_000000
SKU_00342,BIN_000020
SKU_00198,BIN_000000
SKU_00920,BIN_000000
SKU_00269,BIN_000123
SKU_00397,BIN_000134
SKU_00495,BIN_000130
SKU_00689,BIN_000040
SKU_00293,BIN_000030
SKU_00142,BIN_000150
SKU_00016,BIN_000143
SKU_00893,BIN_000040
SKU_00406,BIN_000135
SKU_00477,BIN_000000
SKU_00643,BIN_000020
SKU_00404,BIN_000030
SKU_00143,BIN_000030
SKU_00777,BIN_000010
SKU_00796,BIN_000000
SKU_00469,BIN_000000
SKU_00225,BIN_000122
SKU_00505,BIN_000020
SKU_00105,BIN_000030
SKU_00386,BIN_000030
SKU_00092,BIN_000000
SKU_00761,BIN_000133
SKU_00852,BIN_000020
SKU_00340,BIN_000135
SKU_00979,BIN_000000
SKU_00585,BIN_000020
SKU_00250,BIN_000099
SKU_00663,BIN_000020
SKU_00963,BIN_000150
SKU_00175,BIN_000020
SKU_00632,BIN_000030
SKU_00842,BIN_000020
SKU_00881,BIN_000000
SKU_00819,BIN_000123
SKU_00801,BIN_000020
SKU_00605,BIN_000150
SKU_00064,BIN_000030
SKU_00984,BIN_000000
SKU_00000,BIN_000030
SKU_00757,BIN_000020
SKU_00912,BIN_000010
SKU_00670,BIN_000020
SKU_00046,BIN_000000
SKU_00033,BIN_000000
SKU_00309,BIN_000121
SKU_00693,BIN_000123
SKU_00855,BIN_000020
SKU_00597,BIN_000020
SKU_00698,BIN_000010
SKU_00124,BIN_000123
SKU_00266,BIN_000010
SKU_00298,BIN_000000
SKU_00110,BIN_000133
SKU_00779,BIN_000140
SKU_00642,BIN_000020
SKU_00212,BIN_000000
SKU_00507,BIN_000000
SKU_00583,BIN_000105
SKU_00075,BIN_000010
SKU_00816,BIN_000010
SKU_00934,BIN_000030
SKU_00023,BIN_000106
SKU_00167,BIN_000020
SKU_00589,BIN_000020
SKU_00987,BIN_000040
SKU_00637,BIN_000106
SKU_00389,BIN_000000
SKU_00213,BIN_000099
SKU_00430,BIN_000001
SKU_00951,BIN_000020
SKU_00579,BIN_000021
SKU_00478,BIN_000000
SKU_00286,BIN_000125
SKU_00659,BIN_000000
SKU_00282,BIN_000000
SKU_00980,BIN_000107
SKU_00511,BIN_000030
SKU_00177,BIN_000020
SKU_00582,BIN_000030
SKU_00944,BIN_000030
SKU_00600,BIN_000020
SKU_00223,BIN_000043
SKU_00806,BIN_000000
SKU_00747,BIN_000062
SKU_00022,BIN_000000
SKU_00622,BIN_000116
SKU_00629,BIN_000001
SKU_00556,BIN_000011
SKU_00531,BIN_000000
SKU_00235,BIN_000000
SKU_00317,BIN_000030
SKU_00946,BIN_000001
SKU_00715,BIN_000000
SKU_00215,BIN_000011
SKU_00942,BIN_000010
SKU_00703,BIN_000010
SKU_00885,BIN_000011
SKU_00482,BIN_000011
SKU_00158,BIN_000001
SKU_00892,BIN_000000
SKU_00997,BIN_000001
SKU_00130,BIN_000020
SKU_00902,BIN_000000
SKU_00870,BIN_000000
SKU_00319,BIN_000030
SKU_00625,BIN_000043
SKU_00418,BIN_000010
SKU_00049,BIN_000132
SKU_00927,BIN_000014
SKU_00866,BIN_000021
SKU_00811,BIN_000000
SKU_00445,BIN_000000
SKU_00326,BIN_000000
SKU_00350,BIN_000000
SKU_00887,BIN_000123
SKU_00958,BIN_000010
SKU_00730,BIN_000132
SKU_00973,BIN_000010
SKU_00636,BIN_000000
SKU_00767,BIN_000000
SKU_00380,BIN_000000
SKU_00413,BIN_000020
SKU_00366,BIN_000000
SKU_00604,BIN_000001
SKU_00405,BIN_000000
SKU_00262,BIN_000001
SKU_00519,BIN_000020
SKU_00097,BIN_000000
SKU_00479,BIN_000020
SKU_00087,BIN_000000
SKU_00316,BIN_000000
SKU_00787,BIN_000010
SKU_00790,BIN_000122
SKU_00588,BIN_000020
SKU_00729,BIN_000123
SKU_00028,BIN_000000
SKU_00644,BIN_000001
SKU_00493,BIN_000010
SKU_00135,BIN_000001
SKU_00555,BIN_000032
SKU_00011,BIN_000000
SKU_00156,BIN_000000
SKU_00206,BIN_000000
SKU_00084,BIN_000020
SKU_00520,BIN_000000
SKU_00546,BIN_000010
SKU_00133,BIN_000010
SKU_00784,BIN_000109
SKU_00294,BIN_000000
SKU_00425,BIN_000000
SKU_00975,BIN_000001
SKU_00653,BIN_000000
SKU_00900,BIN_000000
SKU_00123,BIN_000011
SKU_00587,BIN_000020
SKU_00047,BIN_000000
SKU_00590,BIN_000030
SKU_00985,BIN_000032
SKU_00422,BIN_000001
SKU_00967,BIN_000020
SKU_00372,BIN_000011
SKU_00218,BIN_000000
SKU_00330,BIN_000000
SKU_00750,BIN_000001
SKU_00562,BIN_000001
SKU_00346,BIN_000000
SKU_00014,BIN_000000
SKU_00297,BIN_000030
SKU_00283,BIN_000001
SKU_00038,BIN_000000
SKU_00919,BIN_000010
SKU_00353,BIN_000021
SKU_00676,BIN_000001
SKU_00805,BIN_000000
SKU_00837,BIN_000010
SKU_00708,BIN_000126
SKU_00214,BIN_000000
SKU_00287,BIN_000000
SKU_00867,BIN_000000
SKU_00460,BIN_000000
SKU_00809,BIN_000000
SKU_00694,BIN_000021
SKU_00243,BIN_000000
SKU_00933,BIN_000000
SKU_00284,BIN_000000
SKU_00454,BIN_000011
SKU_00434,BIN_000001
SKU_00260,BIN_000000
SKU_00830,BIN_000011
SKU_00602,BIN_000020
SKU_00650,BIN_000000
SKU_00163,BIN_000000
SKU_00066,BIN_000132
SKU_00147,BIN_000000
SKU_00339,BIN_000010
SKU_00111,BIN_000001
SKU_00754,BIN_000000
SKU_00681,BIN_000032
SKU_00306,BIN_000010
SKU_00265,BIN_000000
SKU_00696,BIN_000000
SKU_00682,BIN_000099
SKU_00617,BIN_000000
SKU_00601,BIN_000020
SKU_00897,BIN_000000
SKU_00965,BIN_000031
SKU_00530,BIN_000000
SKU_00776,BIN_000000
SKU_00391,BIN_000021
SKU_00254,BIN_000099
SKU_00099,BIN_000010
SKU_00672,BIN_000001
SKU_00468,BIN_000000
SKU_00895,BIN_000000
SKU_00712,BIN_000000
SKU_00841,BIN_000000
SKU_00571,BIN_000000
SKU_00320,BIN_000000
SKU_00832,BIN_000001
SKU_00411,BIN_000000
SKU_00192,BIN_000000
SKU_00037,BIN_000011
SKU_00202,BIN_000020
SKU_00278,BIN_000000
SKU_00858,BIN_000000
SKU_00969,BIN_000000
SKU_00539,BIN_000000
SKU_00746,BIN_000000
SKU_00345,BIN_000000
SKU_00620,BIN_000010
SKU_00181,BIN_000000
SKU_00109,BIN_000001
SKU_00711,BIN_000000
SKU_00429,BIN_000001
SKU_00443,BIN_000020
SKU_00775,BIN_000000
SKU_00466,BIN_000031
SKU_00193,BIN_000000
SKU_00179,BIN_000001
SKU_00259,BIN_000001
SKU_00166,BIN_000000
SKU_00080,BIN_000000
SKU_00400,BIN_000011
SKU_00040,BIN_000000
SKU_00735,BIN_000000
SKU_00253,BIN_000000
SKU_00834,BIN_000000
SKU_00222,BIN_000001
SKU_00528,BIN_000010
SKU_00770,BIN_000000
SKU_00459,BIN_000000
SKU_00209,BIN_000000
SKU_00132,BIN_000001
SKU_00441,BIN_000000
SKU_00753,BIN_000000
SKU_00641,BIN_000000
SKU_00230,BIN_000000
SKU_00083,BIN_000001
SKU_00899,BIN_000011
SKU_00409,BIN_000011
SKU_00669,BIN_000000
SKU_00864,BIN_000010
SKU_00667,BIN_000021
SKU_00924,BIN_000000
SKU_00114,BIN_000000
SKU_00383,BIN_000000
SKU_00875,BIN_000021
SKU_00654,BIN_000010
SKU_00542,BIN_000000
SKU_00908,BIN_000021
SKU_00888,BIN_000000
SKU_00151,BIN_000000
SKU_00152,BIN_000001
SKU_00565,BIN_000000
SKU_00818,BIN_000010
SKU_00063,BIN_000000
SKU_00828,BIN_000000
SKU_00333,BIN_000001
SKU_00053,BIN_000000
SKU_00722,BIN_000001
SKU_00859,BIN_000000
SKU_00960,BIN_000000
SKU_00288,BIN_000000
SKU_00241,BIN_000000
SKU_00656,BIN_000000
SKU_00060,BIN_000000
SKU_00030,BIN_000000
SKU_00013,BIN_000000
SKU_00057,BIN_000010
SKU_00311,BIN_000132
SKU_00090,BIN_000000
SKU_00433,BIN_000020
SKU_00387,BIN_000031
SKU_00827,BIN_000000
SKU_00077,BIN_000132
SKU_00374,BIN_000000
SKU_00334,BIN_000001
SKU_00281,BIN_000000
SKU_00503,BIN_000000
SKU_00613,BIN_000001
SKU_00599,BIN_000001
SKU_00199,BIN_000000
SKU_00331,BIN_000000
SKU_00335,BIN_000001
SKU_00299,BIN_000000
SKU_00916,BIN_000000
SKU_00239,BIN_000021
SKU_00318,BIN_000020
SKU_00959,BIN_000000
SKU_00889,BIN_000000
SKU_00792,BIN_000000
SKU_00291,BIN_000000
SKU_00428,BIN_000000
SKU_00056,BIN_000132
SKU_00922,BIN_000000
SKU_00854,BIN_000000
SKU_00603,BIN_000020
SKU_00058,BIN_000020
SKU_00782,BIN_000000
SKU_00285,BIN_000001
SKU_00592,BIN_000000
SKU_00593,BIN_000000
SKU_00292,BIN_000000
SKU_00031,BIN_000000
SKU_00392,BIN_000000
SKU_00773,BIN_000000
SKU_00201,BIN_000000
SKU_00995,BIN_000000
SKU_00096,BIN_000000
SKU_00616,BIN_000000
SKU_00883,BIN_000000
SKU_00021,BIN_000021
SKU_00764,BIN_000001
SKU_00760,BIN_000001
SKU_00812,BIN_000000
SKU_00117,BIN_000000
SKU_00009,BIN_000000
SKU_00351,BIN_000000
SKU_00071,BIN_000000
SKU_00844,BIN_000000
SKU_00168,BIN_000000
SKU_00079,BIN_000001
SKU_00874,BIN_000000
SKU_00121,BIN_000000
SKU_00449,BIN_000109
SKU_00974,BIN_000000
SKU_00237,BIN_000000
SKU_00379,BIN_000000
SKU_00514,BIN_000001
SKU_00728,BIN_000000
SKU_00042,BIN_000000
SKU_00928,BIN_000000
SKU_00833,BIN_000001
SKU_00354,BIN_000001
SKU_00440,BIN_000001
SKU_00491,BIN_000000
SKU_00190,BIN_000021
SKU_00940,BIN_000000
SKU_00988,BIN_000000
SKU_00220,BIN_000000
SKU_00019,BIN_000000
SKU_00846,BIN_000000
SKU_00926,BIN_000000
SKU_00487,BIN_000000
SKU_00664,BIN_000000
SKU_00273,BIN_000000
SKU_00492,BIN_000000
SKU_00619,BIN_000000
SKU_00101,BIN_000000
SKU_00001,BIN_000000
SKU_00706,BIN_000000
SKU_00029,BIN_000000
SKU_00300,BIN_000000
SKU_00606,BIN_000000
SKU_00957,BIN_000001
SKU_00231,BIN_000000
SKU_00377,BIN_000000
SKU_00436,BIN_000011
SKU_00476,BIN_000000
SKU_00598,BIN_000000
SKU_00936,BIN_000001
SKU_00010,BIN_000000
SKU_00628,BIN_000000
SKU_00741,BIN_000000
SKU_00211,BIN_000000
SKU_00901,BIN_000123
SKU_00481,BIN_000000
SKU_00472,BIN_000000
SKU_00032,BIN_000011
SKU_00008,BIN_000000
SKU_00486,BIN_000001
SKU_00938,BIN_000000
SKU_00312,BIN_000001
SKU_00586,BIN_000000
SKU_00189,BIN_000000
SKU_00518,BIN_000000
SKU_00580,BIN_000000
SKU_00724,BIN_000000
SKU_00977,BIN_000000
SKU_00323,BIN_000000
SKU_00005,BIN_000000
SKU_00370,BIN_000000
SKU_00264,BIN_000000
SKU_00439,BIN_000000
SKU_00983,BIN_000000
SKU_00244,BIN_000000
SKU_00458,BIN_000000
SKU_00640,BIN_000000
SKU_00497,BIN_000000
SKU_00668,BIN_000000
SKU_00871,BIN_000000
SKU_00407,BIN_000000
SKU_00257,BIN_000000
SKU_00236,BIN_000000
SKU_00006,BIN_000001
SKU_00100,BIN_000021
SKU_00701,BIN_000011
SKU_00646,BIN_000000
SKU_00068,BIN_000000
SKU_00448,BIN_000000
SKU_00470,BIN_000001
SKU_00126,BIN_000000
SKU_00164,BIN_000000
SKU_00850,BIN_000000
SKU_00347,BIN_000000
SKU_00368,BIN_000000
SKU_00369,BIN_000000
SKU_00145,BIN_000000
SKU_00563,BIN_000000
SKU_00898,BIN_000000
SKU_00930,BIN_000000
SKU_00952,BIN_000000
SKU_00356,BIN_000000
SKU_00726,BIN_000000
SKU_00576,BIN_000000
SKU_00794,BIN_000021
SKU_00424,BIN_000000
SKU_00704,BIN_000000
SKU_00736,BIN_000000
SKU_00982,BIN_000000
SKU_00878,BIN_000000
SKU_00500,BIN_000000
SKU_00128,BIN_000021
SKU_00840,BIN_000021
SKU_00626,BIN_000000
SKU_00371,BIN_000001
SKU_00171,BIN_000000
SKU_00290,BIN_000000
SKU_00856,BIN_000000
SKU_00655,BIN_000000
SKU_00557,BIN_000000
SKU_00148,BIN_000000
SKU_00382,BIN_000000
SKU_00559,BIN_000000
SKU_00098,BIN_000000
SKU_00465,BIN_000000
SKU_00665,BIN_000000
SKU_00821,BIN_000000
SKU_00610,BIN_000000
SKU_00332,BIN_000000
SKU_00630,BIN_000000
SKU_00515,BIN_000000
SKU_00149,BIN_000000
SKU_00868,BIN_000000
SKU_00044,BIN_000000
SKU_00205,BIN_000000
SKU_00772,BIN_000000
SKU_00621,BIN_000000
SKU_00634,BIN_000000
SKU_00925,BIN_000000
SKU_00955,BIN_000000
SKU_00687,BIN_000000
SKU_00649,BIN_000000
SKU_00882,BIN_000000
SKU_00718,BIN_000000
SKU_00442,BIN_000000
SKU_00456,BIN_000000
SKU_00004,BIN_000000
SKU_00208,BIN_000000
