sku_id,gmm_cluster,confidence
SKU_00848,1,0.9304636636086598
SKU_00998,0,0.642863035354514
SKU_00274,7,0.9028799965261267
SKU_00348,2,0.9943148731194583
SKU_00793,2,0.7921201487063588
SKU_00732,4,0.3187240458626247
SKU_00570,7,0.884851546108206
SKU_00623,7,0.6902525350174732
SKU_00255,3,0.8259891773510138
SKU_00612,3,0.5508563303484981
SKU_00751,4,0.9953979467459501
SKU_00674,7,0.8933467184531049
SKU_00219,5,0.9139185142535736
SKU_00263,2,0.7741592727188665
SKU_00978,3,0.8619130662812535
SKU_00545,7,0.969826682424868
SKU_00043,6,0.8600408154501106
SKU_00417,7,0.6346279790431331
SKU_00999,7,0.5554159895729156
SKU_00863,7,0.9914273532495775
SKU_00268,3,0.9794775866084863
SKU_00125,1,0.5145373497334612
SKU_00714,1,0.9982531262037871
SKU_00560,2,0.5300398331748967
SKU_00338,2,0.7247883064114599
SKU_00194,7,0.9071752159023946
SKU_00039,7,0.9806169622734437
SKU_00564,3,0.8803819042387312
SKU_00246,7,0.9891748102318272
SKU_00499,4,0.8479498371013643
SKU_00786,7,0.5228033501076053
SKU_00395,5,0.9625920606379192
SKU_00089,1,0.960970797345225
SKU_00484,3,0.6134209676236229
SKU_00304,6,0.8609586432308026
SKU_00607,3,0.9521330943452827
SKU_00161,0,0.6377058383260178
SKU_00217,6,0.8400194153360384
SKU_00174,4,0.6189000667354415
SKU_00365,7,0.8831470311945979
SKU_00910,5,0.6897928816600487
SKU_00502,3,0.8425495965117982
SKU_00639,1,0.6052528632691987
SKU_00343,3,0.8537391905537829
SKU_00553,7,0.6543802831704277
SKU_00990,6,0.807446386973288
SKU_00069,5,0.6767091710581316
SKU_00153,1,0.763095883898363
SKU_00857,3,0.8741606547428521
SKU_00003,4,0.47671514374225904
SKU_00085,2,0.6274494753410899
SKU_00657,1,0.7642895674331176
SKU_00195,3,0.9626605254946168
SKU_00853,4,0.9323377204144565
SKU_00785,4,0.9693612250256988
SKU_00376,0,0.9638899466641676
SKU_00451,1,0.6711571991943445
SKU_00122,3,0.9977099126225225
SKU_00045,6,0.82298072058669
SKU_00106,3,0.9415270533199214
SKU_00906,4,0.5383413132429393
SKU_00684,5,0.690286174553386
SKU_00157,0,0.916774298777573
SKU_00618,5,0.7844902266512128
SKU_00452,2,0.8941597272608478
SKU_00547,6,0.7330573123412186
SKU_00102,2,0.9818867942540132
SKU_00526,1,0.9781788590766959
SKU_00660,7,0.980860818905046
SKU_00572,7,0.9906581109818475
SKU_00743,1,0.6333864428794737
SKU_00896,7,0.9982403973843859
SKU_00756,5,0.8169970917272688
SKU_00566,7,0.9892663480639616
SKU_00849,5,0.6984655022801403
SKU_00734,7,0.8571204726918952
SKU_00373,4,0.9249797747165204
SKU_00341,5,0.6202937052558021
SKU_00917,5,0.6440145159995436
SKU_00685,4,0.5741336377584086
SKU_00567,1,0.9370756209897623
SKU_00675,6,0.989072581002741
SKU_00082,3,0.6895418655225506
SKU_00138,2,0.9932178457687434
SKU_00584,4,0.6428873112782322
SKU_00024,1,0.4144734217518073
SKU_00279,5,0.5803771557385453
SKU_00596,4,0.4348560197063858
SKU_00012,6,0.6973345398608134
SKU_00986,0,0.7504141651540026
SKU_00529,4,0.990509876267097
SKU_00115,6,0.6435452689038131
SKU_00025,0,0.9501526634539688
SKU_00843,5,0.49503510620961344
SKU_00229,5,0.5786720788954315
SKU_00232,7,0.610954608091549
SKU_00455,2,0.7678454735547242
SKU_00050,0,0.9088608340163905
SKU_00091,0,0.8410015640714368
SKU_00344,1,0.8279907733346505
SKU_00018,1,0.9425928727107512
SKU_00765,6,0.6206732963920004
SKU_00651,5,0.8305204517194125
SKU_00261,5,0.9739259478180893
SKU_00051,6,0.829790781532043
SKU_00506,5,0.9809494668119241
SKU_00062,5,0.9450812688328445
SKU_00375,1,0.9939387351188389
SKU_00144,3,0.9967946581810725
SKU_00624,5,0.8221679816892302
SKU_00918,0,0.804017623989576
SKU_00349,6,0.9549893853920497
SKU_00904,7,0.844064110493268
SKU_00611,4,0.9701184254011864
SKU_00289,5,0.6874425852697349
SKU_00522,4,0.983478126317931
SKU_00768,7,0.4027992476126381
SKU_00061,3,0.8311542430036553
SKU_00808,4,0.6675430744431075
SKU_00954,3,0.7803943250411917
SKU_00538,1,0.5094000960284952
SKU_00673,5,0.8274034589390431
SKU_00740,0,0.545139093132006
SKU_00095,0,0.545312407168372
SKU_00394,1,0.9732344738698693
SKU_00569,7,0.9824703631371914
SKU_00457,7,0.6226506210639048
SKU_00931,0,0.508628767542911
SKU_00280,6,0.9179157410003299
SKU_00361,6,0.8850683992627971
SKU_00310,7,0.3836784040553321
SKU_00909,2,0.9577459440777363
SKU_00329,2,0.9965791145897832
SKU_00496,4,0.9004440390676013
SKU_00907,1,0.80862509634168
SKU_00964,3,0.6939150398795761
SKU_00088,4,0.555865735874
SKU_00272,5,0.7897252114709468
SKU_00822,3,0.8318669630774798
SKU_00416,7,0.9838363024112091
SKU_00301,6,0.864018860166969
SKU_00432,0,0.8503519075363654
SKU_00216,3,0.677596214463016
SKU_00877,5,0.9158576000117774
SKU_00184,2,0.9075481000116368
SKU_00879,3,0.9983173905659173
SKU_00140,0,0.5784875668270874
SKU_00483,6,0.8619260369019415
SKU_00552,4,0.9535444212432685
SKU_00108,3,0.9453318118736498
SKU_00537,2,0.7204681117665247
SKU_00067,0,0.9908433983863649
SKU_00131,7,0.6634867113606585
SKU_00544,0,0.9854265815905583
SKU_00666,3,0.9697441512327198
SKU_00527,7,0.983414345632329
SKU_00322,6,0.5600206496332018
SKU_00911,2,0.9983617618431114
SKU_00873,5,0.8442259861489867
SKU_00561,1,0.8127821105084552
SKU_00962,1,0.4263499671431054
SKU_00224,2,0.9435263688134903
SKU_00327,6,0.9370232706375934
SKU_00173,7,0.7484760652019029
SKU_00591,0,0.9473466739958751
SKU_00829,6,0.3412701713316887
SKU_00410,3,0.8597084003576693
SKU_00941,0,0.9238802891529706
SKU_00540,4,0.9870852278966034
SKU_00381,4,0.39509630790854133
SKU_00155,3,0.9931923826747475
SKU_00210,4,0.9830811143447263
SKU_00169,5,0.5120190598999458
SKU_00227,7,0.7483299390270381
SKU_00826,3,0.7156504335278644
SKU_00638,1,0.7771456998149492
SKU_00835,1,0.3475628902482056
SKU_00307,7,0.6626849307796553
SKU_00141,2,0.6819968321417109
SKU_00185,4,0.8964021775649383
SKU_00536,5,0.9764805583330325
SKU_00251,6,0.38771040684202623
SKU_00550,6,0.623101310235971
SKU_00234,3,0.5091121267661612
SKU_00426,0,0.4666557471011073
SKU_00594,6,0.8159260141142534
SKU_00608,6,0.8536740358859061
SKU_00328,6,0.42126193665462264
SKU_00992,1,0.611724714749188
SKU_00880,7,0.9968562684294962
SKU_00007,5,0.8073867072748038
SKU_00314,6,0.9748247120178234
SKU_00935,7,0.828661491959541
SKU_00146,6,0.8779495153099157
SKU_00041,4,0.7706269265957291
SKU_00690,1,0.8633141371328263
SKU_00929,1,0.9779141501192731
SKU_00845,1,0.560422825389145
SKU_00699,4,0.9608453301267315
SKU_00059,1,0.732482282300372
SKU_00733,0,0.9588916043302185
SKU_00635,0,0.3483110917992239
SKU_00385,4,0.4908702047880366
SKU_00172,4,0.9532211957872134
SKU_00800,4,0.6039569713369394
SKU_00256,5,0.7850104298526659
SKU_00026,3,0.9573128119557163
SKU_00362,0,0.8474762880328692
SKU_00702,1,0.37978938713553795
SKU_00721,7,0.9242426949639236
SKU_00036,3,0.511381121841189
SKU_00762,2,0.9060464449042513
SKU_00615,0,0.7650795197836594
SKU_00652,4,0.9331404032084137
SKU_00402,5,0.6230769080269954
SKU_00360,5,0.5216727440683142
SKU_00763,6,0.5799181413910116
SKU_00713,0,0.45484511104956615
SKU_00180,2,0.8817664624880479
SKU_00744,3,0.9791876008729341
SKU_00783,7,0.5176876448203934
SKU_00015,7,0.9987612372433368
SKU_00658,6,0.971843024449063
SKU_00342,7,0.9830439953449468
SKU_00198,4,0.9819499685074073
SKU_00920,0,0.9701695414833322
SKU_00269,1,0.7895322149304317
SKU_00397,5,0.513825227245819
SKU_00495,5,0.5112424303101994
SKU_00689,3,0.6549068283066541
SKU_00293,4,0.8543192276238512
SKU_00142,0,0.6692104031126375
SKU_00016,1,0.7778778153440347
SKU_00893,6,0.64626375595669
SKU_00406,0,0.7059490833124733
SKU_00477,4,0.9969444961820088
SKU_00643,5,0.5175564973266183
SKU_00404,4,0.43563542191943816
SKU_00143,7,0.6596886034890603
SKU_00777,4,0.9904859129452671
SKU_00796,5,0.9939789199551065
SKU_00469,4,0.9153953556840277
SKU_00225,3,0.7706998938713235
SKU_00505,2,0.9777909234468558
SKU_00105,2,0.9089393628880256
SKU_00386,7,0.8042482668251062
SKU_00092,4,0.9937712501530211
SKU_00761,1,0.5227877245104346
SKU_00852,2,0.7255525717230394
SKU_00340,5,0.49006101507012817
SKU_00979,4,0.9948452012222091
SKU_00585,7,0.9371853895241207
SKU_00250,1,0.3463035053142938
SKU_00663,1,0.7817561261820454
SKU_00963,5,0.3904556514250849
SKU_00175,1,0.997357819764417
SKU_00632,6,0.8766988371046319
SKU_00842,7,0.9947260525358009
SKU_00881,4,0.997328869758634
SKU_00819,4,0.7991253443676031
SKU_00801,1,0.9386158331186127
SKU_00605,0,0.7011641764735188
SKU_00064,7,0.5809116769371022
SKU_00984,0,0.9849839590648319
SKU_00000,4,0.8417088858795176
SKU_00757,5,0.9462381325055352
SKU_00912,4,0.718966791813326
SKU_00670,3,0.9295757003459217
SKU_00046,2,0.758112740884375
SKU_00033,4,0.9295638992956428
SKU_00309,7,0.7771418384170754
SKU_00693,1,0.9604520807665475
SKU_00855,7,0.9710991680560576
SKU_00597,2,0.995308535566395
SKU_00698,7,0.7357538964353624
SKU_00124,2,0.38092845978380707
SKU_00266,6,0.8522309907232076
SKU_00298,6,0.6665327722337966
SKU_00110,0,0.4146348990118739
SKU_00779,5,0.5181913105198612
SKU_00642,2,0.8123166630683117
SKU_00212,5,0.6857130030277497
SKU_00507,6,0.9775054159806384
SKU_00583,6,0.7311988104790856
SKU_00075,0,0.7599098640062294
SKU_00816,4,0.9820651864988845
SKU_00934,3,0.9923318531086189
SKU_00023,4,0.7613014119424432
SKU_00167,2,0.9329801280185774
SKU_00589,7,0.996125144437937
SKU_00987,4,0.48773368079113794
SKU_00637,7,0.49467696985826987
SKU_00389,0,0.8598922779901529
SKU_00213,1,0.8642779205080874
SKU_00430,1,0.5558751663289537
SKU_00951,0,0.9669535363817005
SKU_00579,7,0.6104680921051107
SKU_00478,5,0.9155633625339488
SKU_00286,0,0.8847678704325495
SKU_00659,6,0.9751731310852056
SKU_00282,4,0.7080459483080892
SKU_00980,0,0.8880816100148841
SKU_00511,4,0.9539505329692317
SKU_00177,0,0.5394598431808119
SKU_00582,0,0.9596453443330758
SKU_00944,1,0.6106363276015353
SKU_00600,1,0.9912269784013685
SKU_00223,5,0.6689899730453344
SKU_00806,0,0.9056367629904272
SKU_00747,6,0.5553741599033781
SKU_00022,6,0.5498725458522031
SKU_00622,6,0.7413959499215652
SKU_00629,5,0.39470140267231346
SKU_00556,3,0.8815236714172587
SKU_00531,4,0.9949387409373303
SKU_00235,6,0.6951436994178336
SKU_00317,1,0.9857846462551428
SKU_00946,3,0.9901883217128414
SKU_00715,6,0.4210990456773741
SKU_00215,4,0.7326296083511498
SKU_00942,5,0.800560022338517
SKU_00703,1,0.9814918637147758
SKU_00885,7,0.9507345775548574
SKU_00482,4,0.9857745295820817
SKU_00158,4,0.756896733498036
SKU_00892,4,0.7150310094763987
SKU_00997,7,0.9872331259018443
SKU_00130,0,0.9905915702295919
SKU_00902,2,0.5079122498331146
SKU_00870,6,0.9420721962247605
SKU_00319,0,0.5643217704673352
SKU_00625,5,0.5312002618761402
SKU_00418,4,0.8831733756161048
SKU_00049,2,0.6488434445133388
SKU_00927,4,0.3514500585866819
SKU_00866,3,0.6583061684590992
SKU_00811,6,0.9349974714314582
SKU_00445,4,0.5213760669738658
SKU_00326,6,0.855496619341942
SKU_00350,5,0.9850151460655818
SKU_00887,4,0.7971646372644311
SKU_00958,7,0.9664959135647867
SKU_00730,7,0.4767236216600062
SKU_00973,2,0.8251726182840591
SKU_00636,4,0.9948194583593366
SKU_00767,5,0.5987420363979715
SKU_00380,7,0.988973419105037
SKU_00413,6,0.9623125576572142
SKU_00366,0,0.720660965394958
SKU_00604,3,0.9887246249341676
SKU_00405,0,0.6441080047999939
SKU_00262,2,0.9172731401472225
SKU_00519,1,0.4985443988632641
SKU_00097,5,0.8572484990333563
SKU_00479,0,0.9822802326132336
SKU_00087,4,0.7076716818045391
SKU_00316,6,0.9916118036091259
SKU_00787,0,0.9919761841403576
SKU_00790,1,0.9590513247354352
SKU_00588,3,0.6488582075977338
SKU_00729,3,0.6250351385002636
SKU_00028,4,0.9802133767404209
SKU_00644,2,0.9435962344508662
SKU_00493,1,0.42644460253356753
SKU_00135,6,0.9617144948507539
SKU_00555,6,0.7302532124385289
SKU_00011,0,0.5125006135507557
SKU_00156,4,0.8541129894235091
SKU_00206,7,0.9521546841987881
SKU_00084,0,0.968454558911677
SKU_00520,0,0.9616521381769617
SKU_00546,2,0.7635050718116794
SKU_00133,5,0.7034836301806154
SKU_00784,1,0.43899597588294886
SKU_00294,7,0.9840109577016748
SKU_00425,6,0.9904859790550186
SKU_00975,5,0.9406341643603922
SKU_00653,5,0.7454518889167768
SKU_00900,5,0.7623328386996429
SKU_00123,3,0.6192752197232303
SKU_00587,1,0.8537587727951693
SKU_00047,5,0.6009827292827037
SKU_00590,3,0.6622997443157945
SKU_00985,0,0.5720125911206155
SKU_00422,1,0.8939739848642181
SKU_00967,0,0.7856591722984178
SKU_00372,1,0.8701894279847452
SKU_00218,5,0.9729320404094969
SKU_00330,0,0.9890866031189239
SKU_00750,2,0.8650715421197068
SKU_00562,2,0.6983984507554659
SKU_00346,4,0.9330527687381798
SKU_00014,5,0.7369090952207977
SKU_00297,6,0.7053501566417371
SKU_00283,2,0.9940256436433795
SKU_00038,5,0.9776218562935101
SKU_00919,3,0.6720789249089308
SKU_00353,2,0.404933418593753
SKU_00676,7,0.9629723701150146
SKU_00805,6,0.9952450889591099
SKU_00837,4,0.9494834815960748
SKU_00708,5,0.4344747398497339
SKU_00214,0,0.9158032466561966
SKU_00287,5,0.9923009128359105
SKU_00867,6,0.7290476196683345
SKU_00460,7,0.9793557252973092
SKU_00809,7,0.9924413620723713
SKU_00694,3,0.6828643455557266
SKU_00243,6,0.988690359408436
SKU_00933,0,0.6535339804584192
SKU_00284,4,0.6172982659869027
SKU_00454,3,0.977282036202738
SKU_00434,1,0.842361267115681
SKU_00260,0,0.9940784604207862
SKU_00830,4,0.5633886279264642
SKU_00602,0,0.7350341300081238
SKU_00650,7,0.94446192281611
SKU_00163,0,0.9948259243060799
SKU_00066,3,0.705422702965987
SKU_00147,0,0.9687610355210471
SKU_00339,1,0.9948518409671184
SKU_00111,4,0.8883606288057083
SKU_00754,6,0.3034545824728497
SKU_00681,0,0.49018313416898357
SKU_00306,4,0.6305971299270734
SKU_00265,0,0.9374515084998469
SKU_00696,6,0.7211381796432801
SKU_00682,0,0.6084494196659337
SKU_00617,5,0.910781831027032
SKU_00601,0,0.9668898534654247
SKU_00897,4,0.9282826723363482
SKU_00965,4,0.9385070920751618
SKU_00530,6,0.9656635644005342
SKU_00776,4,0.8153143996345703
SKU_00391,0,0.8673760709812787
SKU_00254,4,0.7799086269262471
SKU_00099,3,0.8814890903546518
SKU_00672,3,0.9211817436798676
SKU_00468,6,0.9256356262407122
SKU_00895,5,0.8946650887934086
SKU_00712,6,0.9938021683006789
SKU_00841,6,0.9223762245878856
SKU_00571,5,0.8970072787926382
SKU_00320,6,0.5919021127792861
SKU_00832,5,0.4212399749063191
SKU_00411,0,0.9113093014306318
SKU_00192,4,0.9981405386935078
SKU_00037,2,0.48275222774225685
SKU_00202,5,0.7022664397332987
SKU_00278,4,0.837451843377067
SKU_00858,5,0.679367418867118
SKU_00969,6,0.9193744337032717
SKU_00539,2,0.5647638557753166
SKU_00746,6,0.9972104850566484
SKU_00345,0,0.9091394265402594
SKU_00620,5,0.5021235291486675
SKU_00181,6,0.45720560953802586
SKU_00109,3,0.9944273090635644
SKU_00711,0,0.9446396481431582
SKU_00429,1,0.625213610702204
SKU_00443,4,0.6274461675640278
SKU_00775,0,0.6642875037606175
SKU_00466,0,0.8479169017804843
SKU_00193,0,0.9956660800361469
SKU_00179,0,0.6024813760914478
SKU_00259,1,0.9417718437772256
SKU_00166,4,0.9955525502602353
SKU_00080,5,0.9883156297004775
SKU_00400,7,0.7408951840495236
SKU_00040,2,0.5631685290776299
SKU_00735,4,0.9437442186587625
SKU_00253,5,0.798854486463879
SKU_00834,4,0.8285767404438251
SKU_00222,3,0.7799245243618947
SKU_00528,1,0.998906959837718
SKU_00770,7,0.7080549132508007
SKU_00459,2,0.8047674299717783
SKU_00209,5,0.7435384464625983
SKU_00132,5,0.4591580295311498
SKU_00441,6,0.7431003617066737
SKU_00753,4,0.9988123380064138
SKU_00641,0,0.9963557922435304
SKU_00230,0,0.9914339078332928
SKU_00083,1,0.985801809315103
SKU_00899,3,0.9038732451058703
SKU_00409,7,0.5748467651679493
SKU_00669,6,0.9846116694884027
