sku_id,demand_qty,cum_percent,abc_class
SKU_00915,45537,0.17462650527960963,A
SKU_00650,45448,0.1764152575277018,A
SKU_00714,45406,0.17820235673067822,A
SKU_00752,45375,0.17998823582892637,A
SKU_00283,45357,0.18177340647926776,A
SKU_00936,45261,0.1835547987407732,A
SKU_00085,45261,0.18533619100227863,A
SKU_00380,45220,0.1871159695768854,A
SKU_00102,45208,0.18889527585288765,A
SKU_00913,45144,0.19067206320299926,A
SKU_00677,45086,0.19244656777652247,A
SKU_00061,45029,0.19421882893167433,A
SKU_00026,45025,0.19599093265395803,A
SKU_00817,45018,0.19776276086872244,A
SKU_00541,45008,0.19953419550131643,A
SKU_00703,44983,0.2013046461784844,A
SKU_00798,44903,0.20307194819828905,A
SKU_00799,44874,0.20483810882979953,A
SKU_00490,44833,0.20660265577441128,A
SKU_00170,44832,0.20836716336080602,A
SKU_00946,44793,0.21013013597673613,A
SKU_00348,44767,0.2118920852790232,A
SKU_00545,44756,0.21365360164092279,A
SKU_00313,44740,0.2154144882713497,A
SKU_00564,44716,0.21717443030456765,A
SKU_00758,44630,0.21893098753112006,A
SKU_00431,44619,0.22068711181728498,A
SKU_00589,44579,0.22244166177476826,A
SKU_00861,44570,0.22419585750829818,A
SKU_00903,44548,0.22594918736105318,A
SKU_00334,44466,0.2276992898400108,A
SKU_00689,44452,0.22944884130392987,A
SKU_00070,44228,0.23118957652723165,A
SKU_00781,44180,0.23292842255611548,A
SKU_00175,44089,0.23466368698724852,A
SKU_00824,44018,0.23639615698497166,A
SKU_00769,44017,0.23812858762447775,A
SKU_00414,43995,0.23986015238320893,A
SKU_00002,43908,0.2415882929770575,A
SKU_00818,43845,0.2433139540032325,A
SKU_00666,43715,0.2450344984611921,A
SKU_00305,43660,0.24675287821721445,A
SKU_00480,43512,0.2484654329571147,A
SKU_00435,43476,0.2501765708012014,A
SKU_00144,43439,0.25188625239125767,A
SKU_00581,43429,0.2535955403991435,A
SKU_00962,43344,0.2553014829585808,A
SKU_00119,43170,0.2570005771882529,A
SKU_00184,43119,0.2586976641488559,A
SKU_00671,43044,0.26039179924318084,A
SKU_00604,43015,0.26208479294921155,A
SKU_00268,42949,0.2637751890129176,A
SKU_00537,42841,0.2654613343891831,A
SKU_00810,42710,0.26714232383901626,A
SKU_00842,42646,0.26882079436295875,A
SKU_00691,42629,0.2704985957972115,A
SKU_00155,42620,0.2721760430075109,A
SKU_00597,42605,0.27385289984455474,A
SKU_00949,42558,0.2755279068453976,A
SKU_00271,42539,0.27720216604011666,A
SKU_00607,42534,0.27887622844375054,A
SKU_00670,42508,0.2805492675337413,A
SKU_00245,42443,0.28221974833962443,A
SKU_00872,42433,0.28388983556333713,A
SKU_00120,42411,0.2855590569062749,A
SKU_00815,42373,0.2872267826369651,A
SKU_00764,42370,0.28889439029300423,A
SKU_00672,42347,0.29056109271005137,A
SKU_00195,42250,0.2922239773800455,A
SKU_00035,42208,0.29388520900492393,A
SKU_00839,42150,0.2955441578532139,A
SKU_00355,42146,0.2972029492686358,A
SKU_00378,42144,0.29886166196762354,A
SKU_00997,42070,0.30051746215855024,A
SKU_00324,42041,0.3021721209611828,A
SKU_00546,41969,0.3038239459721883,A
SKU_00700,41963,0.3054755348338916,A
SKU_00791,41897,0.3071245260532702,A
SKU_00836,41850,0.3087716674364478,A
SKU_00123,41840,0.310418415237455,A
SKU_00137,41839,0.3120651236802452,A
SKU_00200,41787,0.31370978549574924,A
SKU_00083,41652,0.3153491339519527,A
SKU_00020,41618,0.3169871442287767,A
SKU_00558,41565,0.3186230685200976,A
SKU_00403,41438,0.32025399431785423,A
SKU_00058,41437,0.3218848807573938,A
SKU_00974,41413,0.32351482259972436,A
SKU_00575,41331,0.3251415370682576,A
SKU_00407,41317,0.3267677005217522,A
SKU_00737,41107,0.32838559874966816,A
SKU_00880,41102,0.3300033001864989,A
SKU_00934,41052,0.3316190337124776,A
SKU_00738,41044,0.33323445237272,A
SKU_00141,40901,0.3348442428079254,A
SKU_00709,40899,0.3364539545266968,A
SKU_00644,40870,0.338062524857174,A
SKU_00109,40769,0.33966712000773,A
SKU_00197,40755,0.3412711641432474,A
SKU_00886,40674,0.3428720202631845,A
SKU_00911,40444,0.344463823993202,A
SKU_00082,40416,0.3460545256931425,A
SKU_00657,40371,0.34764345627331605,A
SKU_00674,40347,0.3492314422562806,A
SKU_00498,40159,0.35081202889444146,A
SKU_00639,40050,0.35238832548694476,A
SKU_00127,40005,0.3539628509596812,A
SKU_00937,39908,0.3555335586853647,A
SKU_00240,39902,0.3571040302617459,A
SKU_00964,39881,0.35867367531556926,A
SKU_00187,39876,0.3602431235783074,A
SKU_00759,39854,0.3618117059602706,A
SKU_00365,39843,0.3633798554018464,A
SKU_00094,39823,0.36494721767908134,A
SKU_00862,39749,0.36651166744825525,A
SKU_00719,39718,0.36807489711270086,A
SKU_00010,39709,0.36963777255319313,A
SKU_00224,39646,0.3711981684260118,A
SKU_00633,39612,0.372757226119451,A
SKU_00450,39523,0.37431278093157355,A
SKU_00660,39437,0.3758649509370306,A
SKU_00415,39427,0.3774167273603172,A
SKU_00588,39425,0.3789684250671697,A
SKU_00891,39298,0.380515124280458,A
SKU_00375,39239,0.38205950135894085,A
SKU_00446,39182,0.3836016350190523,A
SKU_00662,39164,0.38514306023125705,A
SKU_00788,39125,0.3866829504729972,A
SKU_00525,39103,0.3882219748339624,A
SKU_00339,39077,0.3897599758812846,A
SKU_00377,38857,0.39128931812085765,A
SKU_00750,38816,0.39281704667353207,A
SKU_00510,38555,0.3943345027315587,A
SKU_00905,38443,0.3958475506692766,A
SKU_00647,38378,0.39735804032288696,A
SKU_00136,38345,0.3988672311553349,A
SKU_00359,38268,0.4003733914050706,A
SKU_00795,38225,0.4018778592514736,A
SKU_00600,38219,0.40338209094857436,A
SKU_00416,38200,0.4048855748395513,A
SKU_00527,38170,0.40638787798401704,A
SKU_00734,38158,0.40788970882987824,A
SKU_00390,38014,0.4093858720924855,A
SKU_00707,37866,0.41087621033897065,A
SKU_00125,37735,0.41236139265902344,A
SKU_00204,37661,0.4138436624710151,A
SKU_00869,37636,0.4153249483275808,A
SKU_00680,37610,0.4168052108705034,A
SKU_00676,37605,0.4182852766223408,A
SKU_00970,37576,0.41976420098588396,A
SKU_00996,37567,0.4212427711254738,A
SKU_00638,37554,0.4227208296082421,A
SKU_00855,37543,0.42419845515062293,A
SKU_00073,37490,0.42567399470750056,A
SKU_00167,37484,0.42714929811507596,A
SKU_00178,37477,0.42862432601513206,A
SKU_00921,37476,0.4300993145569711,A
SKU_00692,37468,0.43157398823307386,A
SKU_00852,37387,0.43304547389359627,A
SKU_00744,37372,0.434516369180863,A
SKU_00294,37328,0.43598553270657997,A
SKU_00802,37296,0.4374534367693516,A
SKU_00017,37224,0.4389185070404963,A
SKU_00027,37220,0.4403834198787728,A
SKU_00042,37184,0.44184691582123575,A
SKU_00262,36917,0.44329990311974876,A
SKU_00093,36909,0.4447525755525254,A
SKU_00246,36908,0.446205208627085,A
SKU_00501,36871,0.4476563854476141,A
SKU_00367,36838,0.44910626344698085,A
SKU_00797,36806,0.45055488198340227,A
SKU_00863,36678,0.4519984626680424,A
SKU_00686,36678,0.4534420433526825,A
SKU_00474,36631,0.4548837742011217,A
SKU_00614,36436,0.4563178301972378,A
SKU_00398,36420,0.45775125646188125,A
SKU_00244,36366,0.4591825573828045,A
SKU_00039,36294,0.4606110245121008,A
SKU_00587,36277,0.46203882255170736,A
SKU_00454,36257,0.4634658334269731,A
SKU_00138,36237,0.464892057137898,A
SKU_00809,36185,0.4663162342215368,A
SKU_00727,36126,0.46773808917037013,A
SKU_00705,36114,0.469159471820599,A
SKU_00578,36038,0.47057786324633266,A
SKU_00999,36016,0.47199538879129144,A
SKU_00762,36001,0.4734123239629946,A
SKU_00956,35962,0.4748277241642332,A
SKU_00524,35951,0.4762426914250843,A
SKU_00722,35949,0.4776575799695013,A
SKU_00574,35904,0.4790706973941515,A
SKU_00325,35903,0.48048377546058463,A
SKU_00317,35804,0.48189295706353064,A
SKU_00113,35711,0.48329847835229184,A
SKU_00048,35595,0.48469943408787625,A
SKU_00768,35564,0.4860991697187324,A
SKU_00866,35549,0.48749831497633295,A
SKU_00460,35481,0.48889478387517465,A
SKU_00929,35471,0.4902908591918459,A
SKU_00748,35437,0.49168559632913783,A
SKU_00859,35418,0.4930795856603059,A
SKU_00694,35415,0.49447345691682293,A
SKU_00609,35398,0.4958666590836502,A
SKU_00302,35329,0.49725714553350164,A
SKU_00394,35322,0.49864735647583375,A
SKU_00106,35278,0.5000358356566161,A
SKU_00572,35214,0.5014217959115078,A
SKU_00820,35144,0.5028050010912065,A
SKU_00275,35083,0.5041858054196658,A
SKU_00129,35081,0.505566531031691,A
SKU_00645,35070,0.5069468237033288,A
SKU_00423,35053,0.5083264472852769,A
SKU_00745,35042,0.5097056379268374,A
SKU_00168,35024,0.5110841201204912,A
SKU_00519,34997,0.512461539642285,A
SKU_00566,34982,0.5138383687908231,A
SKU_00992,34957,0.5152142139839352,A
SKU_00935,34805,0.516584076728057,A
SKU_00037,34799,0.5179537033228765,A
SKU_00966,34708,0.5193197483199453,A
SKU_00258,34645,0.5206833137493405,A
SKU_00838,34628,0.522046210089046,A
SKU_00623,34558,0.5234063513535586,A
SKU_00388,34529,0.524765351229777,A
SKU_00343,34423,0.5261201791349891,A
SKU_00569,34418,0.5274748102491159,A
SKU_00216,34377,0.528827827676344,A
SKU_00363,34346,0.5301796249988439,A
SKU_00932,34250,0.5315276439325077,A
SKU_00848,34105,0.5328699559247007,A
SKU_00139,33984,0.5342075055726315,A
SKU_00452,33798,0.5355377345921928,A
SKU_00274,33790,0.5368676487460177,A
SKU_00642,33783,0.5381972873923233,A
SKU_00165,33770,0.5395264143818074,A
SKU_00860,33738,0.5408542819083462,A
SKU_00790,33712,0.5421811261212418,A
SKU_00822,33629,0.5435047036021231,A
SKU_00470,33615,0.5448277300679657,A
SKU_00907,33607,0.546150441668072,A
SKU_00549,33576,0.5474719331634501,A
SKU_00526,33557,0.5487926768527044,A
SKU_00188,33542,0.550112830168703,A
SKU_00338,33542,0.5514329834847017,A
SKU_00590,33516,0.5527521134870573,A
SKU_00471,33422,0.5540675438170111,A
SKU_00958,33318,0.5553788808923925,A
SKU_00103,33313,0.5566900211766886,A
SKU_00774,33297,0.5580005317295123,A
SKU_00107,33293,0.5593108848494676,A
SKU_00099,33244,0.560619309416788,A
SKU_00462,33239,0.5619275371930231,A
SKU_00885,33238,0.5632357256110413,A
SKU_00978,33223,0.5645433236558037,A
SKU_00730,33179,0.5658491899390165,A
SKU_00968,33151,0.567153954192152,A
SKU_00225,33104,0.5684568686090865,A
SKU_00894,33060,0.5697580512644713,A
SKU_00337,32996,0.5710567149939654,A
SKU_00252,32982,0.5723548277084209,A
SKU_00513,32967,0.5736523500496209,A
SKU_00089,32948,0.574949124584697,A
SKU_00464,32910,0.5762444035075256,A
SKU_00562,32853,0.5775374390119828,A
SKU_00570,32808,0.5788287033966731,A
SKU_00901,32678,0.5801148512131482,A
SKU_00438,32595,0.5813977322976087,A
SKU_00865,32568,0.5826795507102092,A
SKU_00226,32557,0.5839609361824222,A
SKU_00105,32544,0.5852418099978136,A
SKU_00663,32504,0.5865211094845235,A
SKU_00939,32463,0.5877987952843345,A
SKU_00585,32443,0.5890756939198049,A
SKU_00902,32440,0.590352474480624,A
SKU_00321,32423,0.5916285859517535,A
SKU_00410,32363,0.5929023359298605,A
SKU_00944,32344,0.5941753381018438,A
SKU_00976,32268,0.5954453490493318,A
SKU_00485,32264,0.5967152025639517,A
SKU_00259,32132,0.5979798607939222,A
SKU_00899,32103,0.5992433776355984,A
SKU_00176,32051,0.6005048478499885,A
SKU_00124,31964,0.601762893899496,A
SKU_00054,31772,0.6030133831713317,A
SKU_00118,31761,0.6042634395027797,A
SKU_00533,31748,0.6055129841774064,A
SKU_00688,31727,0.6067617023294751,A
SKU_00344,31676,0.6080084132124748,A
SKU_00695,31526,0.6092492203629182,A
SKU_00263,31490,0.6104886106175481,A
SKU_00307,31467,0.6117270956331862,A
SKU_00749,31426,0.6129639669619255,A
SKU_00534,31422,0.6142006808577966,A
SKU_00857,31258,0.615430940006073,A
SKU_00771,31250,0.616660884288613,A
SKU_00153,31219,0.6178896084664248,A
SKU_00421,31158,0.6191159317929971,A
SKU_00729,31080,0.6203391851786401,A
SKU_00813,31005,0.621559486698005,A
SKU_00693,30999,0.6227795520680677,A
SKU_00374,30916,0.6239963507061159,A
SKU_00400,30849,0.6252105123436225,A
SKU_00909,30793,0.6264224699209746,A
SKU_00213,30740,0.6276323415128235,A
SKU_00255,30621,0.6288375294768447,A
SKU_00222,30582,0.6300411824704012,A
SKU_00567,30571,0.6312444025235702,A
SKU_00993,30568,0.6324475045020881,A
SKU_00919,30510,0.6336483237040176,A
SKU_00049,30505,0.6348489461148619,A
SKU_00312,30242,0.6360392173146243,A
SKU_00755,30211,0.6372282684096584,A
SKU_00947,30089,0.6384125178022135,A
SKU_00640,30058,0.6395955470900404,A
SKU_00077,30037,0.6407777498553093,A
SKU_00052,30025,0.6419594803219738,A
SKU_00409,29831,0.6431335752945323,A
SKU_00036,29721,0.6443033408632163,A
SKU_00420,29709,0.6454726341332957,A
SKU_00081,29693,0.6466412976719024,A
SKU_00514,29624,0.6478072454935333,A
SKU_00543,29603,0.6489723667926064,A
SKU_00018,29560,0.6501357956883467,A
SKU_00396,29541,0.6512984767779632,A
SKU_00826,29522,0.6524604100614559,A
SKU_00128,29473,0.6536204147923136,A
SKU_00904,29467,0.654780183373869,A
SKU_00311,29409,0.6559376691788361,A
SKU_00162,29386,0.6570942497448111,A
SKU_00473,29304,0.6582476029369889,A
SKU_00196,29236,0.6593982797704078,A
SKU_00960,29220,0.660548326872354,A
SKU_00086,29217,0.6616982558996491,A
SKU_00568,29196,0.6628473584043864,A
SKU_00723,29047,0.6639905965347845,A
SKU_00181,29030,0.6651331655754928,A
SKU_00972,28985,0.6662739634964344,A
SKU_00876,28968,0.6674140923276863,A
SKU_00269,28958,0.6685538275767677,A
SKU_00074,28938,0.6696927756615083,A
SKU_00898,28797,0.6708261742376461,A
SKU_00954,28786,0.6719591398733964,A
SKU_00637,28729,0.6730898620907754,A
SKU_00508,28688,0.6742189706212557,A
SKU_00766,28685,0.6753479610770848,A
SKU_00690,28685,0.676476951532914,A
SKU_00182,28682,0.6776058239140921,A
SKU_00059,28632,0.678732728384418,A
SKU_00467,28579,0.6798575468692408,A
SKU_00024,28540,0.6809808303835989,A
SKU_00683,28527,0.6821036022411356,A
SKU_00066,28448,0.683223264799526,A
SKU_00386,28430,0.6843422189100096,A
SKU_00807,28286,0.6854555054372393,A
SKU_00401,28248,0.6865672963522214,A
SKU_00341,28234,0.6876785362521649,A
SKU_00851,28172,0.688787335942652,A
SKU_00754,28146,0.6898951123194959,A
SKU_00336,28073,0.6910000155464957,A
SKU_00489,28065,0.6921046039077593,A
SKU_00309,27941,0.6932043118501098,A
SKU_00551,27911,0.6943028390459489,A
SKU_00778,27888,0.6954004610027962,A
SKU_00076,27830,0.696495800183055,A
SKU_00016,27826,0.6975909819304458,A
SKU_00793,27820,0.6986859275285342,A
SKU_00743,27801,0.6997801253204989,A
SKU_00064,27427,0.7008596031392901,A
SKU_00631,27399,0.7019379789280041,A
SKU_00884,27257,0.7030107658498984,A
SKU_00310,27236,0.7040827262492347,A
SKU_00808,27172,0.7051521677226804,A
SKU_00553,27171,0.7062215698379091,A
SKU_00429,27156,0.7072903815798821,A
SKU_00890,27125,0.7083579732171269,A
SKU_00143,27059,0.7094229672120469,A
SKU_00303,27024,0.7104865836693706,A
SKU_00784,26927,0.7115463823796411,A
SKU_00484,26873,0.7126040557461915,A
SKU_00215,26790,0.7136584623807274,A
SKU_00461,26768,0.7147120031344885,A
SKU_00247,26753,0.7157649535149938,A
SKU_00702,26726,0.7168168412236391,A
SKU_00612,26726,0.7178687289322844,A
SKU_00786,26721,0.7189204198498444,A
SKU_00399,26653,0.7199694344086457,A
SKU_00563,26646,0.7210181734599277,A
SKU_00716,26604,0.722065259466094,A
SKU_00250,26523,0.7231091574566799,A
SKU_00493,26517,0.7241528192979636,A
SKU_00579,26463,0.7251943557955269,A
SKU_00613,26433,0.7262347115465791,A
SKU_00353,26387,0.7272732568196475,A
SKU_00538,26384,0.7283116840180647,A
SKU_00770,26341,0.729348418813149,A
SKU_00455,26337,0.7303849961753652,A
SKU_00227,26328,0.7314212193136281,A
SKU_00740,26325,0.7324573243772399,A
SKU_00725,26229,0.7334896510520156,A
SKU_00981,26188,0.7345203640398927,A
SKU_00315,26183,0.7355508802366846,A
SKU_00277,26173,0.736581002851306,A
SKU_00180,26154,0.7376103776598038,A
SKU_00404,26130,0.7386388078710924,A
SKU_00159,26081,0.7396653095297461,A
SKU_00358,26070,0.7406913782480122,A
SKU_00873,25975,0.7417137079356595,A
SKU_00251,25874,0.7427320624433856,A
SKU_00973,25867,0.7437501414435925,A
SKU_00616,25853,0.7447676694287607,A
SKU_00276,25837,0.7457845676824564,A
SKU_00154,25814,0.7468005606971599,A
SKU_00953,25763,0.7478145464427945,A
SKU_00539,25747,0.7488279024569564,A
SKU_00720,25736,0.7498408255307308,A
SKU_00186,25685,0.7508517413354361,A
SKU_00888,25683,0.7518625784237073,A
SKU_00643,25636,0.7528715656757776,A
SKU_00761,25548,0.7538770894047483,A
SKU_00532,25515,0.7548813143125566,A
SKU_00040,25502,0.7558850275635434,A
SKU_00451,25480,0.7568878749337552,A
SKU_00523,25478,0.757890643587533,A
SKU_00628,25458,0.7588926250769699,A
SKU_00457,25439,0.759893858760283,A
SKU_00629,25426,0.7608945807867747,A
SKU_00783,25422,0.7618951453803982,A
SKU_00110,25400,0.7628948440932467,A
SKU_00504,25254,0.7638887965064072,A
SKU_00732,25044,0.764874483693989,A
SKU_00158,25036,0.7658598560158346,A
SKU_00299,24967,0.7668425126207042,A
SKU_00453,24929,0.7678236736133264,A
SKU_00910,24913,0.7688042048744759,A
SKU_00111,24820,0.7697810758214404,A
SKU_00459,24803,0.7707572776787154,A
SKU_00003,24767,0.7717320626401768,A
SKU_00835,24720,0.7727049977654372,A
SKU_00444,24700,0.7736771457263569,A
SKU_00104,24640,0.7746469321942541,A
SKU_00832,24621,0.7756159708560274,A
SKU_00789,24607,0.7765844585027623,A
SKU_00161,24580,0.7775518834776369,A
SKU_00014,24463,0.7785147035411178,A
SKU_00132,24320,0.7794718953795617,A
SKU_00296,24261,0.7804267650832003,A
SKU_00095,24255,0.7813813986375366,A
SKU_00046,24155,0.7823320963701688,A
SKU_00116,24144,0.7832823611624135,A
SKU_00029,24084,0.7842302644616357,A
SKU_00495,24045,0.7851766327903933,A
SKU_00685,24009,0.7861215842233374,A
SKU_00651,23910,0.7870626391927944,A
SKU_00174,23770,0.7879981840118657,A
SKU_00319,23670,0.7889297930092328,A
SKU_00829,23619,0.7898593947375309,A
SKU_00056,23474,0.790783289524358,A
SKU_00602,23456,0.7917064758632782,A
SKU_00867,23443,0.792629150545377,A
SKU_00293,23372,0.7935490307940658,A
SKU_00887,23317,0.7944667463408174,A
SKU_00847,23313,0.7953843044547008,A
SKU_00437,23285,0.796300760538507,A
SKU_00742,23264,0.7972163900997554,A
SKU_00849,23148,0.7981274541078269,A
SKU_00900,23148,0.7990385181158985,A
SKU_00328,23131,0.7999489130342804,A
SKU_00179,23058,0.8008564348028183,B
SKU_00673,23049,0.8017636023474027,B
SKU_00433,23030,0.8026700220858635,B
SKU_00957,23000,0.803575261077813,B
SKU_00560,22948,0.8044784534424763,B
SKU_00819,22899,0.8053797172545046,B
SKU_00360,22886,0.8062804694097113,B
SKU_00554,22879,0.8071809460573989,B
SKU_00603,22859,0.8080806355407455,B
SKU_00242,22734,0.808975405246962,B
SKU_00232,22676,0.80986789217659,B
SKU_00989,22656,0.8107595919418774,B
SKU_00845,22642,0.8116507406921261,B
SKU_00661,22622,0.8125411022780339,B
SKU_00682,22575,0.8134296140277408,B
SKU_00756,22467,0.8143138750900073,B
SKU_00765,22276,0.815190618732819,B
SKU_00426,22210,0.8160647647333058,B
SKU_00535,22145,0.816936352449685,B
SKU_00022,22057,0.8178044766429645,B
SKU_00840,22032,0.818671616880818,B
SKU_00583,21931,0.8195347819387504,B
SKU_00333,21903,0.8203968449666056,B
SKU_00191,21757,0.8212531616947727,B
SKU_00270,21724,0.8221081796017775,B
SKU_00893,21695,0.8229620561204881,B
SKU_00045,21633,0.8238134924297421,B
SKU_00300,21620,0.8246644170821746,B
SKU_00713,21586,0.8255140035552277,B
SKU_00775,21568,0.8263628815803741,B
SKU_00794,21436,0.827206564320871,B
SKU_00202,21430,0.8280500109120656,B
SKU_00406,21333,0.8288896397562073,B
SKU_00364,21326,0.8297289930928297,B
SKU_00254,21271,0.8305661817275148,B
SKU_00304,21240,0.8314021502574717,B
SKU_00821,21174,0.8322355211451037,B
SKU_00547,20984,0.8330614139714979,B
SKU_00301,20859,0.833882387020762,B
SKU_00217,20855,0.834703202637158,B
SKU_00297,20845,0.8355236246713835,B
SKU_00635,20793,0.8363420000783228,B
SKU_00472,20790,0.8371602574106111,B
SKU_00201,20769,0.8379776882203415,B
SKU_00229,20752,0.8387944499403821,B
SKU_00289,20599,0.8396051898532155,B
SKU_00584,20487,0.8404115216457402,B
SKU_00496,20437,0.8412158855274129,B
SKU_00000,20300,0.8420148573333509,B
SKU_00963,20294,0.8428135929899867,B
SKU_00055,20250,0.8436105968850727,B
SKU_00408,20241,0.8444072465562052,B
SKU_00980,20179,0.8452014560178812,B
SKU_00624,20137,0.8459940124344415,B
SKU_00486,20052,0.8467832234025533,B
SKU_00397,19933,0.8475677507428372,B
SKU_00373,19883,0.8483503101722689,B
SKU_00349,19871,0.8491323973030962,B
SKU_00090,19750,0.8499097220896615,B
SKU_00100,19673,0.8506840162935146,B
SKU_00608,19636,0.8514568542433373,B
SKU_00354,19635,0.8522296528349429,B
SKU_00362,19620,0.8530018610532928,B
SKU_00023,19583,0.8537726130176122,B
SKU_00552,19526,0.8545411215635603,B
SKU_00699,19498,0.8553085280794311,B
SKU_00596,19495,0.856075816520651,B
SKU_00219,19466,0.8568419635735766,B
SKU_00717,19392,0.857605198118441,B
SKU_00041,19369,0.8583675274243137,B
SKU_00550,19129,0.8591204107580963,B
SKU_00986,18992,0.8598679020161444,B
SKU_00941,18978,0.8606148422591537,B
SKU_00210,18924,0.861359657158443,B
SKU_00990,18867,0.8621022286393608,B
SKU_00157,18826,0.86284318643338,B
SKU_00995,18722,0.8635800509728269,B
SKU_00209,18721,0.8643168761540567,B
SKU_00361,18658,0.865051221767613,B
SKU_00248,18623,0.8657841898435727,B
SKU_00975,18533,0.8665136156799988,B
SKU_00830,18462,0.867240247083015,B
SKU_00091,18170,0.867955385886655,B
SKU_00449,18121,0.8686685961376601,B
SKU_00488,18090,0.8693805862839369,B
SKU_00432,18078,0.8700921041316092,B
SKU_00998,18042,0.870802205083468,B
SKU_00223,18011,0.8715110859305985,B
SKU_00152,18008,0.8722198487030779,B
SKU_00620,17995,0.8729280998187358,B
SKU_00034,17977,0.8736356424864868,B
SKU_00875,17926,0.8743411778851689,B
SKU_00282,17903,0.8750458080448589,B
SKU_00402,17902,0.875750398846332,B
SKU_00177,17842,0.8764526281547825,B
SKU_00172,17833,0.8771545032392797,B
SKU_00906,17771,0.8778539381143202,B
SKU_00171,17763,0.8785530581236246,B
SKU_00483,17730,0.8792508793117665,B
SKU_00043,17713,0.8799480314102187,B
SKU_00733,17699,0.8806446324936323,B
SKU_00544,17624,0.8813382817107679,B
SKU_00618,17613,0.882031497987516,B
SKU_00169,17609,0.882724556831396,B
SKU_00895,17602,0.8834173401677565,B
SKU_00751,17587,0.8841095331308615,B
SKU_00327,17577,0.8848013325117962,B
SKU_00622,17522,0.8854909671907935,B
