from_bin,to_bin,distance
BIN_000008,BIN_001007,1.0
BIN_000008,BIN_001008,0.0
BIN_000008,BIN_001009,1.0
BIN_000008,BIN_001017,1.4142135623730951
BIN_000008,BIN_001018,1.0
BIN_000008,BIN_001019,1.4142135623730951
BIN_000009,BIN_000008,1.0
BIN_000009,BIN_000018,1.4142135623730951
BIN_000009,BIN_000019,1.0
BIN_000009,BIN_000508,1.0
BIN_000009,BIN_000509,0.0
BIN_000009,BIN_000518,1.4142135623730951
BIN_000009,BIN_000519,1.0
BIN_000009,BIN_001008,1.0
BIN_000009,BIN_001009,0.0
BIN_000009,BIN_001018,1.4142135623730951
BIN_000009,BIN_001019,1.0
BIN_000010,BIN_000000,1.0
BIN_000010,BIN_000001,1.4142135623730951
BIN_000010,BIN_000011,1.0
BIN_000010,BIN_000020,1.0
BIN_000010,BIN_000021,1.4142135623730951
BIN_000010,BIN_000500,1.0
BIN_000010,BIN_000501,1.4142135623730951
BIN_000010,BIN_000510,0.0
BIN_000010,BIN_000511,1.0
BIN_000010,BIN_000520,1.0
BIN_000010,BIN_000521,1.4142135623730951
BIN_000010,BIN_001000,1.0
BIN_000010,BIN_001001,1.4142135623730951
BIN_000010,BIN_001010,0.0
BIN_000010,BIN_001011,1.0
BIN_000010,BIN_001020,1.0
BIN_000010,BIN_001021,1.4142135623730951
BIN_000011,BIN_000000,1.4142135623730951
BIN_000011,BIN_000001,1.0
BIN_000011,BIN_000002,1.4142135623730951
BIN_000011,BIN_000010,1.0
BIN_000011,BIN_000012,1.0
BIN_000011,BIN_000020,1.4142135623730951
BIN_000011,BIN_000021,1.0
BIN_000011,BIN_000022,1.4142135623730951
BIN_000011,BIN_000500,1.4142135623730951
BIN_000011,BIN_000501,1.0
BIN_000011,BIN_000502,1.4142135623730951
BIN_000011,BIN_000510,1.0
BIN_000011,BIN_000511,0.0
BIN_000011,BIN_000512,1.0
BIN_000011,BIN_000520,1.4142135623730951
BIN_000011,BIN_000521,1.0
BIN_000011,BIN_000522,1.4142135623730951
BIN_000011,BIN_001000,1.4142135623730951
BIN_000011,BIN_001001,1.0
BIN_000011,BIN_001002,1.4142135623730951
BIN_000011,BIN_001010,1.0
BIN_000011,BIN_001011,0.0
BIN_000011,BIN_001012,1.0
BIN_000011,BIN_001020,1.4142135623730951
BIN_000011,BIN_001021,1.0
BIN_000011,BIN_001022,1.4142135623730951
BIN_000012,BIN_000001,1.4142135623730951
BIN_000012,BIN_000002,1.0
BIN_000012,BIN_000003,1.4142135623730951
BIN_000012,BIN_000011,1.0
BIN_000012,BIN_000013,1.0
BIN_000012,BIN_000021,1.4142135623730951
BIN_000012,BIN_000022,1.0
BIN_000012,BIN_000023,1.4142135623730951
BIN_000012,BIN_000501,1.4142135623730951
BIN_000012,BIN_000502,1.0
BIN_000012,BIN_000503,1.4142135623730951
BIN_000012,BIN_000511,1.0
BIN_000012,BIN_000512,0.0
BIN_000012,BIN_000513,1.0
BIN_000012,BIN_000521,1.4142135623730951
BIN_000012,BIN_000522,1.0
BIN_000012,BIN_000523,1.4142135623730951
BIN_000012,BIN_001001,1.4142135623730951
BIN_000012,BIN_001002,1.0
BIN_000012,BIN_001003,1.4142135623730951
BIN_000012,BIN_001011,1.0
BIN_000012,BIN_001012,0.0
BIN_000012,BIN_001013,1.0
BIN_000012,BIN_001021,1.4142135623730951
BIN_000012,BIN_001022,1.0
BIN_000012,BIN_001023,1.4142135623730951
BIN_000013,BIN_000002,1.4142135623730951
BIN_000013,BIN_000003,1.0
BIN_000013,BIN_000004,1.4142135623730951
BIN_000013,BIN_000012,1.0
BIN_000013,BIN_000014,1.0
BIN_000013,BIN_000022,1.4142135623730951
BIN_000013,BIN_000023,1.0
BIN_000013,BIN_000024,1.4142135623730951
BIN_000013,BIN_000502,1.4142135623730951
BIN_000013,BIN_000503,1.0
BIN_000013,BIN_000504,1.4142135623730951
BIN_000013,BIN_000512,1.0
BIN_000013,BIN_000513,0.0
BIN_000013,BIN_000514,1.0
BIN_000013,BIN_000522,1.4142135623730951
BIN_000013,BIN_000523,1.0
BIN_000013,BIN_000524,1.4142135623730951
BIN_000013,BIN_001002,1.4142135623730951
BIN_000013,BIN_001003,1.0
BIN_000013,BIN_001004,1.4142135623730951
BIN_000013,BIN_001012,1.0
BIN_000013,BIN_001013,0.0
BIN_000013,BIN_001014,1.0
BIN_000013,BIN_001022,1.4142135623730951
BIN_000013,BIN_001023,1.0
BIN_000013,BIN_001024,1.4142135623730951
BIN_000014,BIN_000003,1.4142135623730951
BIN_000014,BIN_000004,1.0
BIN_000014,BIN_000005,1.4142135623730951
BIN_000014,BIN_000013,1.0
BIN_000014,BIN_000015,1.0
BIN_000014,BIN_000023,1.4142135623730951
BIN_000014,BIN_000024,1.0
BIN_000014,BIN_000025,1.4142135623730951
BIN_000014,BIN_000503,1.4142135623730951
BIN_000014,BIN_000504,1.0
BIN_000014,BIN_000505,1.4142135623730951
BIN_000014,BIN_000513,1.0
BIN_000014,BIN_000514,0.0
BIN_000014,BIN_000515,1.0
BIN_000014,BIN_000523,1.4142135623730951
BIN_000014,BIN_000524,1.0
BIN_000014,BIN_000525,1.4142135623730951
BIN_000014,BIN_001003,1.4142135623730951
BIN_000014,BIN_001004,1.0
BIN_000014,BIN_001005,1.4142135623730951
BIN_000014,BIN_001013,1.0
BIN_000014,BIN_001014,0.0
BIN_000014,BIN_001015,1.0
BIN_000014,BIN_001023,1.4142135623730951
BIN_000014,BIN_001024,1.0
BIN_000014,BIN_001025,1.4142135623730951
BIN_000015,BIN_000004,1.4142135623730951
BIN_000015,BIN_000005,1.0
BIN_000015,BIN_000006,1.4142135623730951
BIN_000015,BIN_000014,1.0
BIN_000015,BIN_000016,1.0
BIN_000015,BIN_000024,1.4142135623730951
BIN_000015,BIN_000025,1.0
BIN_000015,BIN_000026,1.4142135623730951
BIN_000015,BIN_000504,1.4142135623730951
BIN_000015,BIN_000505,1.0
BIN_000015,BIN_000506,1.4142135623730951
BIN_000015,BIN_000514,1.0
BIN_000015,BIN_000515,0.0
BIN_000015,BIN_000516,1.0
BIN_000015,BIN_000524,1.4142135623730951
BIN_000015,BIN_000525,1.0
BIN_000015,BIN_000526,1.4142135623730951
BIN_000015,BIN_001004,1.4142135623730951
BIN_000015,BIN_001005,1.0
BIN_000015,BIN_001006,1.4142135623730951
BIN_000015,BIN_001014,1.0
BIN_000015,BIN_001015,0.0
BIN_000015,BIN_001016,1.0
BIN_000015,BIN_001024,1.4142135623730951
BIN_000015,BIN_001025,1.0
BIN_000015,BIN_001026,1.4142135623730951
BIN_000016,BIN_000005,1.4142135623730951
BIN_000016,BIN_000006,1.0
BIN_000016,BIN_000007,1.4142135623730951
BIN_000016,BIN_000015,1.0
BIN_000016,BIN_000017,1.0
BIN_000016,BIN_000025,1.4142135623730951
BIN_000016,BIN_000026,1.0
BIN_000016,BIN_000027,1.4142135623730951
BIN_000016,BIN_000505,1.4142135623730951
BIN_000016,BIN_000506,1.0
BIN_000016,BIN_000507,1.4142135623730951
BIN_000016,BIN_000515,1.0
BIN_000016,BIN_000516,0.0
BIN_000016,BIN_000517,1.0
BIN_000016,BIN_000525,1.4142135623730951
BIN_000016,BIN_000526,1.0
BIN_000016,BIN_000527,1.4142135623730951
BIN_000016,BIN_001005,1.4142135623730951
BIN_000016,BIN_001006,1.0
BIN_000016,BIN_001007,1.4142135623730951
BIN_000016,BIN_001015,1.0
BIN_000016,BIN_001016,0.0
BIN_000016,BIN_001017,1.0
BIN_000016,BIN_001025,1.4142135623730951
BIN_000016,BIN_001026,1.0
BIN_000016,BIN_001027,1.4142135623730951
BIN_000017,BIN_000006,1.4142135623730951
BIN_000017,BIN_000007,1.0
BIN_000017,BIN_000008,1.4142135623730951
BIN_000017,BIN_000016,1.0
BIN_000017,BIN_000018,1.0
BIN_000017,BIN_000026,1.4142135623730951
BIN_000017,BIN_000027,1.0
BIN_000017,BIN_000028,1.4142135623730951
BIN_000017,BIN_000506,1.4142135623730951
BIN_000017,BIN_000507,1.0
BIN_000017,BIN_000508,1.4142135623730951
BIN_000017,BIN_000516,1.0
BIN_000017,BIN_000517,0.0
BIN_000017,BIN_000518,1.0
BIN_000017,BIN_000526,1.4142135623730951
BIN_000017,BIN_000527,1.0
BIN_000017,BIN_000528,1.4142135623730951
BIN_000017,BIN_001006,1.4142135623730951
BIN_000017,BIN_001007,1.0
BIN_000017,BIN_001008,1.4142135623730951
BIN_000017,BIN_001016,1.0
BIN_000017,BIN_001017,0.0
BIN_000017,BIN_001018,1.0
BIN_000017,BIN_001026,1.4142135623730951
BIN_000017,BIN_001027,1.0
BIN_000017,BIN_001028,1.4142135623730951
BIN_000018,BIN_000007,1.4142135623730951
BIN_000018,BIN_000008,1.0
BIN_000018,BIN_000009,1.4142135623730951
BIN_000018,BIN_000017,1.0
BIN_000018,BIN_000019,1.0
BIN_000018,BIN_000027,1.4142135623730951
BIN_000018,BIN_000028,1.0
BIN_000018,BIN_000029,1.4142135623730951
BIN_000018,BIN_000507,1.4142135623730951
BIN_000018,BIN_000508,1.0
BIN_000018,BIN_000509,1.4142135623730951
BIN_000018,BIN_000517,1.0
BIN_000018,BIN_000518,0.0
BIN_000018,BIN_000519,1.0
BIN_000018,BIN_000527,1.4142135623730951
BIN_000018,BIN_000528,1.0
BIN_000018,BIN_000529,1.4142135623730951
BIN_000018,BIN_001007,1.4142135623730951
BIN_000018,BIN_001008,1.0
BIN_000018,BIN_001009,1.4142135623730951
BIN_000018,BIN_001017,1.0
BIN_000018,BIN_001018,0.0
BIN_000018,BIN_001019,1.0
BIN_000018,BIN_001027,1.4142135623730951
BIN_000018,BIN_001028,1.0
BIN_000018,BIN_001029,1.4142135623730951
BIN_000019,BIN_000008,1.4142135623730951
BIN_000019,BIN_000009,1.0
BIN_000019,BIN_000018,1.0
BIN_000019,BIN_000028,1.4142135623730951
BIN_000019,BIN_000029,1.0
BIN_000019,BIN_000508,1.4142135623730951
BIN_000019,BIN_000509,1.0
BIN_000019,BIN_000518,1.0
BIN_000019,BIN_000519,0.0
BIN_000019,BIN_000528,1.4142135623730951
BIN_000019,BIN_000529,1.0
BIN_000019,BIN_001008,1.4142135623730951
BIN_000019,BIN_001009,1.0
BIN_000019,BIN_001018,1.0
BIN_000019,BIN_001019,0.0
BIN_000019,BIN_001028,1.4142135623730951
BIN_000019,BIN_001029,1.0
BIN_000020,BIN_000010,1.0
BIN_000020,BIN_000011,1.4142135623730951
BIN_000020,BIN_000021,1.0
BIN_000020,BIN_000030,1.0
BIN_000020,BIN_000031,1.4142135623730951
BIN_000020,BIN_000510,1.0
BIN_000020,BIN_000511,1.4142135623730951
BIN_000020,BIN_000520,0.0
BIN_000020,BIN_000521,1.0
BIN_000020,BIN_000530,1.0
BIN_000020,BIN_000531,1.4142135623730951
BIN_000020,BIN_001010,1.0
BIN_000020,BIN_001011,1.4142135623730951
BIN_000020,BIN_001020,0.0
BIN_000020,BIN_001021,1.0
BIN_000020,BIN_001030,1.0
BIN_000020,BIN_001031,1.4142135623730951
BIN_000021,BIN_000010,1.4142135623730951
BIN_000021,BIN_000011,1.0
BIN_000021,BIN_000012,1.4142135623730951
BIN_000021,BIN_000020,1.0
BIN_000021,BIN_000022,1.0
BIN_000021,BIN_000030,1.4142135623730951
BIN_000021,BIN_000031,1.0
BIN_000021,BIN_000032,1.4142135623730951
BIN_000021,BIN_000510,1.4142135623730951
BIN_000021,BIN_000511,1.0
BIN_000021,BIN_000512,1.4142135623730951
BIN_000021,BIN_000520,1.0
BIN_000021,BIN_000521,0.0
BIN_000021,BIN_000522,1.0
BIN_000021,BIN_000530,1.4142135623730951
BIN_000021,BIN_000531,1.0
BIN_000021,BIN_000532,1.4142135623730951
BIN_000021,BIN_001010,1.4142135623730951
BIN_000021,BIN_001011,1.0
BIN_000021,BIN_001012,1.4142135623730951
BIN_000021,BIN_001020,1.0
BIN_000021,BIN_001021,0.0
BIN_000021,BIN_001022,1.0
BIN_000021,BIN_001030,1.4142135623730951
BIN_000021,BIN_001031,1.0
BIN_000021,BIN_001032,1.4142135623730951
BIN_000022,BIN_000011,1.4142135623730951
BIN_000022,BIN_000012,1.0
BIN_000022,BIN_000013,1.4142135623730951
BIN_000022,BIN_000021,1.0
BIN_000022,BIN_000023,1.0
BIN_000022,BIN_000031,1.4142135623730951
BIN_000022,BIN_000032,1.0
BIN_000022,BIN_000033,1.4142135623730951
BIN_000022,BIN_000511,1.4142135623730951
BIN_000022,BIN_000512,1.0
BIN_000022,BIN_000513,1.4142135623730951
BIN_000022,BIN_000521,1.0
BIN_000022,BIN_000522,0.0
BIN_000022,BIN_000523,1.0
BIN_000022,BIN_000531,1.4142135623730951
BIN_000022,BIN_000532,1.0
BIN_000022,BIN_000533,1.4142135623730951
BIN_000022,BIN_001011,1.4142135623730951
BIN_000022,BIN_001012,1.0
BIN_000022,BIN_001013,1.4142135623730951
BIN_000022,BIN_001021,1.0
BIN_000022,BIN_001022,0.0
BIN_000022,BIN_001023,1.0
BIN_000022,BIN_001031,1.4142135623730951
BIN_000022,BIN_001032,1.0
BIN_000022,BIN_001033,1.4142135623730951
BIN_000023,BIN_000012,1.4142135623730951
BIN_000023,BIN_000013,1.0
BIN_000023,BIN_000014,1.4142135623730951
BIN_000023,BIN_000022,1.0
BIN_000023,BIN_000024,1.0
BIN_000023,BIN_000032,1.4142135623730951
BIN_000023,BIN_000033,1.0
BIN_000023,BIN_000034,1.4142135623730951
BIN_000023,BIN_000512,1.4142135623730951
BIN_000023,BIN_000513,1.0
BIN_000023,BIN_000514,1.4142135623730951
BIN_000023,BIN_000522,1.0
BIN_000023,BIN_000523,0.0
BIN_000023,BIN_000524,1.0
BIN_000023,BIN_000532,1.4142135623730951
BIN_000023,BIN_000533,1.0
BIN_000023,BIN_000534,1.4142135623730951
BIN_000023,BIN_001012,1.4142135623730951
BIN_000023,BIN_001013,1.0
BIN_000023,BIN_001014,1.4142135623730951
BIN_000023,BIN_001022,1.0
BIN_000023,BIN_001023,0.0
BIN_000023,BIN_001024,1.0
BIN_000023,BIN_001032,1.4142135623730951
BIN_000023,BIN_001033,1.0
BIN_000023,BIN_001034,1.4142135623730951
BIN_000024,BIN_000013,1.4142135623730951
BIN_000024,BIN_000014,1.0
BIN_000024,BIN_000015,1.4142135623730951
BIN_000024,BIN_000023,1.0
BIN_000024,BIN_000025,1.0
BIN_000024,BIN_000033,1.4142135623730951
BIN_000024,BIN_000034,1.0
BIN_000024,BIN_000035,1.4142135623730951
BIN_000024,BIN_000513,1.4142135623730951
BIN_000024,BIN_000514,1.0
BIN_000024,BIN_000515,1.4142135623730951
BIN_000024,BIN_000523,1.0
BIN_000024,BIN_000524,0.0
BIN_000024,BIN_000525,1.0
BIN_000024,BIN_000533,1.4142135623730951
BIN_000024,BIN_000534,1.0
BIN_000024,BIN_000535,1.4142135623730951
BIN_000024,BIN_001013,1.4142135623730951
BIN_000024,BIN_001014,1.0
BIN_000024,BIN_001015,1.4142135623730951
BIN_000024,BIN_001023,1.0
BIN_000024,BIN_001024,0.0
BIN_000024,BIN_001025,1.0
BIN_000024,BIN_001033,1.4142135623730951
BIN_000024,BIN_001034,1.0
BIN_000024,BIN_001035,1.4142135623730951
BIN_000025,BIN_000014,1.4142135623730951
BIN_000025,BIN_000015,1.0
BIN_000025,BIN_000016,1.4142135623730951
BIN_000025,BIN_000024,1.0
BIN_000025,BIN_000026,1.0
BIN_000025,BIN_000034,1.4142135623730951
BIN_000025,BIN_000035,1.0
BIN_000025,BIN_000036,1.4142135623730951
BIN_000025,BIN_000514,1.4142135623730951
BIN_000025,BIN_000515,1.0
BIN_000025,BIN_000516,1.4142135623730951
BIN_000025,BIN_000524,1.0
BIN_000025,BIN_000525,0.0
BIN_000025,BIN_000526,1.0
BIN_000025,BIN_000534,1.4142135623730951
BIN_000025,BIN_000535,1.0
BIN_000025,BIN_000536,1.4142135623730951
BIN_000025,BIN_001014,1.4142135623730951
BIN_000025,BIN_001015,1.0
BIN_000025,BIN_001016,1.4142135623730951
BIN_000025,BIN_001024,1.0
BIN_000025,BIN_001025,0.0
BIN_000025,BIN_001026,1.0
BIN_000025,BIN_001034,1.4142135623730951
BIN_000025,BIN_001035,1.0
BIN_000025,BIN_001036,1.4142135623730951
BIN_000026,BIN_000015,1.4142135623730951
BIN_000026,BIN_000016,1.0
BIN_000026,BIN_000017,1.4142135623730951
BIN_000026,BIN_000025,1.0
BIN_000026,BIN_000027,1.0
BIN_000026,BIN_000035,1.4142135623730951
BIN_000026,BIN_000036,1.0
BIN_000026,BIN_000037,1.4142135623730951
BIN_000026,BIN_000515,1.4142135623730951
BIN_000026,BIN_000516,1.0
BIN_000026,BIN_000517,1.4142135623730951
BIN_000026,BIN_000525,1.0
BIN_000026,BIN_000526,0.0
BIN_000026,BIN_000527,1.0
BIN_000026,BIN_000535,1.4142135623730951
BIN_000026,BIN_000536,1.0
BIN_000026,BIN_000537,1.4142135623730951
BIN_000026,BIN_001015,1.4142135623730951
BIN_000026,BIN_001016,1.0
BIN_000026,BIN_001017,1.4142135623730951
BIN_000026,BIN_001025,1.0
BIN_000026,BIN_001026,0.0
BIN_000026,BIN_001027,1.0
BIN_000026,BIN_001035,1.4142135623730951
BIN_000026,BIN_001036,1.0
BIN_000026,BIN_001037,1.4142135623730951
BIN_000027,BIN_000016,1.4142135623730951
BIN_000027,BIN_000017,1.0
BIN_000027,BIN_000018,1.4142135623730951
BIN_000027,BIN_000026,1.0
BIN_000027,BIN_000028,1.0
BIN_000027,BIN_000036,1.4142135623730951
BIN_000027,BIN_000037,1.0
BIN_000027,BIN_000038,1.4142135623730951
BIN_000027,BIN_000516,1.4142135623730951
BIN_000027,BIN_000517,1.0
BIN_000027,BIN_000518,1.4142135623730951
BIN_000027,BIN_000526,1.0
BIN_000027,BIN_000527,0.0
BIN_000027,BIN_000528,1.0
BIN_000027,BIN_000536,1.4142135623730951
BIN_000027,BIN_000537,1.0
BIN_000027,BIN_000538,1.4142135623730951
BIN_000027,BIN_001016,1.4142135623730951
BIN_000027,BIN_001017,1.0
BIN_000027,BIN_001018,1.4142135623730951
BIN_000027,BIN_001026,1.0
BIN_000027,BIN_001027,0.0
BIN_000027,BIN_001028,1.0
BIN_000027,BIN_001036,1.4142135623730951
BIN_000027,BIN_001037,1.0
BIN_000027,BIN_001038,1.4142135623730951
BIN_000028,BIN_000017,1.4142135623730951
BIN_000028,BIN_000018,1.0
BIN_000028,BIN_000019,1.4142135623730951
BIN_000028,BIN_000027,1.0
BIN_000028,BIN_000029,1.0
BIN_000028,BIN_000037,1.4142135623730951
BIN_000028,BIN_000038,1.0
BIN_000028,BIN_000039,1.4142135623730951
BIN_000028,BIN_000517,1.4142135623730951
BIN_000028,BIN_000518,1.0
BIN_000028,BIN_000519,1.4142135623730951
BIN_000028,BIN_000527,1.0
BIN_000028,BIN_000528,0.0
BIN_000028,BIN_000529,1.0
BIN_000028,BIN_000537,1.4142135623730951
BIN_000028,BIN_000538,1.0
BIN_000028,BIN_000539,1.4142135623730951
BIN_000028,BIN_001017,1.4142135623730951
BIN_000028,BIN_001018,1.0
BIN_000028,BIN_001019,1.4142135623730951
BIN_000028,BIN_001027,1.0
BIN_000028,BIN_001028,0.0
BIN_000028,BIN_001029,1.0
BIN_000028,BIN_001037,1.4142135623730951
BIN_000028,BIN_001038,1.0
BIN_000028,BIN_001039,1.4142135623730951
BIN_000029,BIN_000018,1.4142135623730951
BIN_000029,BIN_000019,1.0
BIN_000029,BIN_000028,1.0
BIN_000029,BIN_000038,1.4142135623730951
BIN_000029,BIN_000039,1.0
BIN_000029,BIN_000518,1.4142135623730951
BIN_000029,BIN_000519,1.0
BIN_000029,BIN_000528,1.0
BIN_000029,BIN_000529,0.0
BIN_000029,BIN_000538,1.4142135623730951
BIN_000029,BIN_000539,1.0
BIN_000029,BIN_001018,1.4142135623730951
BIN_000029,BIN_001019,1.0
BIN_000029,BIN_001028,1.0
BIN_000029,BIN_001029,0.0
BIN_000029,BIN_001038,1.4142135623730951
BIN_000029,BIN_001039,1.0
BIN_000030,BIN_000020,1.0
BIN_000030,BIN_000021,1.4142135623730951
BIN_000030,BIN_000031,1.0
BIN_000030,BIN_000040,1.0
BIN_000030,BIN_000041,1.4142135623730951
BIN_000030,BIN_000520,1.0
BIN_000030,BIN_000521,1.4142135623730951
BIN_000030,BIN_000530,0.0
BIN_000030,BIN_000531,1.0
BIN_000030,BIN_000540,1.0
BIN_000030,BIN_000541,1.4142135623730951
BIN_000030,BIN_001020,1.0
BIN_000030,BIN_001021,1.4142135623730951
BIN_000030,BIN_001030,0.0
BIN_000030,BIN_001031,1.0
BIN_000030,BIN_001040,1.0
BIN_000030,BIN_001041,1.4142135623730951
BIN_000031,BIN_000020,1.4142135623730951
BIN_000031,BIN_000021,1.0
BIN_000031,BIN_000022,1.4142135623730951
BIN_000031,BIN_000030,1.0
BIN_000031,BIN_000032,1.0
BIN_000031,BIN_000040,1.4142135623730951
BIN_000031,BIN_000041,1.0
BIN_000031,BIN_000042,1.4142135623730951
BIN_000031,BIN_000520,1.4142135623730951
BIN_000031,BIN_000521,1.0
BIN_000031,BIN_000522,1.4142135623730951
BIN_000031,BIN_000530,1.0
BIN_000031,BIN_000531,0.0
BIN_000031,BIN_000532,1.0
BIN_000031,BIN_000540,1.4142135623730951
BIN_000031,BIN_000541,1.0
BIN_000031,BIN_000542,1.4142135623730951
BIN_000031,BIN_001020,1.4142135623730951
BIN_000031,BIN_001021,1.0
BIN_000031,BIN_001022,1.4142135623730951
BIN_000031,BIN_001030,1.0
BIN_000031,BIN_001031,0.0
BIN_000031,BIN_001032,1.0
BIN_000031,BIN_001040,1.4142135623730951
BIN_000031,BIN_001041,1.0
BIN_000031,BIN_001042,1.4142135623730951
BIN_000032,BIN_000021,1.4142135623730951
BIN_000032,BIN_000022,1.0
BIN_000032,BIN_000023,1.4142135623730951
BIN_000032,BIN_000031,1.0
BIN_000032,BIN_000033,1.0
BIN_000032,BIN_000041,1.4142135623730951
BIN_000032,BIN_000042,1.0
BIN_000032,BIN_000043,1.4142135623730951
BIN_000032,BIN_000521,1.4142135623730951
