sku_id,date,demand_qty,promotion_flag
SKU_00678,2024-08-30,101,0
SKU_00678,2024-08-31,111,0
SKU_00678,2024-09-01,57,0
SKU_00678,2024-09-02,131,0
SKU_00678,2024-09-03,138,0
SKU_00678,2024-09-04,100,0
SKU_00678,2024-09-05,151,0
SKU_00678,2024-09-06,142,0
SKU_00678,2024-09-07,113,0
SKU_00678,2024-09-08,132,0
SKU_00678,2024-09-09,123,0
SKU_00678,2024-09-10,48,0
SKU_00678,2024-09-11,87,0
SKU_00678,2024-09-12,113,0
SKU_00678,2024-09-13,137,0
SKU_00678,2024-09-14,57,1
SKU_00678,2024-09-15,49,0
SKU_00678,2024-09-16,92,1
SKU_00678,2024-09-17,39,0
SKU_00678,2024-09-18,91,0
SKU_00678,2024-09-19,103,0
SKU_00678,2024-09-20,68,0
SKU_00678,2024-09-21,91,0
SKU_00678,2024-09-22,118,0
SKU_00678,2024-09-23,79,0
SKU_00678,2024-09-24,72,0
SKU_00678,2024-09-25,90,0
SKU_00678,2024-09-26,65,0
SKU_00678,2024-09-27,145,0
SKU_00678,2024-09-28,93,0
SKU_00678,2024-09-29,74,0
SKU_00678,2024-09-30,98,1
SKU_00678,2024-10-01,89,0
SKU_00678,2024-10-02,87,0
SKU_00678,2024-10-03,78,0
SKU_00678,2024-10-04,77,0
SKU_00678,2024-10-05,52,0
SKU_00678,2024-10-06,129,0
SKU_00678,2024-10-07,108,0
SKU_00678,2024-10-08,101,0
SKU_00678,2024-10-09,89,0
SKU_00678,2024-10-10,68,0
SKU_00678,2024-10-11,73,0
SKU_00678,2024-10-12,55,0
SKU_00678,2024-10-13,76,0
SKU_00678,2024-10-14,65,0
SKU_00678,2024-10-15,138,0
SKU_00678,2024-10-16,117,0
SKU_00678,2024-10-17,96,0
SKU_00678,2024-10-18,71,0
SKU_00678,2024-10-19,67,0
SKU_00678,2024-10-20,89,0
SKU_00678,2024-10-21,119,0
SKU_00678,2024-10-22,146,1
SKU_00678,2024-10-23,58,0
SKU_00678,2024-10-24,110,0
SKU_00678,2024-10-25,79,0
SKU_00678,2024-10-26,83,0
SKU_00678,2024-10-27,98,0
SKU_00678,2024-10-28,75,1
SKU_00678,2024-10-29,91,1
SKU_00678,2024-10-30,73,0
SKU_00678,2024-10-31,82,0
SKU_00678,2024-11-01,118,0
SKU_00678,2024-11-02,101,0
SKU_00678,2024-11-03,119,0
SKU_00678,2024-11-04,81,0
SKU_00678,2024-11-05,115,0
SKU_00678,2024-11-06,57,0
SKU_00678,2024-11-07,102,0
SKU_00678,2024-11-08,118,0
SKU_00678,2024-11-09,57,0
SKU_00678,2024-11-10,84,0
SKU_00678,2024-11-11,103,0
SKU_00678,2024-11-12,129,0
SKU_00678,2024-11-13,88,0
SKU_00678,2024-11-14,117,0
SKU_00678,2024-11-15,142,0
SKU_00678,2024-11-16,120,0
SKU_00678,2024-11-17,99,1
SKU_00678,2024-11-18,115,1
SKU_00678,2024-11-19,90,0
SKU_00678,2024-11-20,109,0
SKU_00678,2024-11-21,103,0
SKU_00678,2024-11-22,116,0
SKU_00678,2024-11-23,97,0
SKU_00678,2024-11-24,119,0
SKU_00678,2024-11-25,98,0
SKU_00678,2024-11-26,133,0
SKU_00678,2024-11-27,102,0
SKU_00678,2024-11-28,57,0
SKU_00678,2024-11-29,85,0
SKU_00678,2024-11-30,112,0
SKU_00678,2024-12-01,157,0
SKU_00678,2024-12-02,135,1
SKU_00678,2024-12-03,55,0
SKU_00678,2024-12-04,75,0
SKU_00678,2024-12-05,145,0
SKU_00678,2024-12-06,132,0
SKU_00678,2024-12-07,176,0
SKU_00678,2024-12-08,105,0
SKU_00678,2024-12-09,95,0
SKU_00678,2024-12-10,120,0
SKU_00678,2024-12-11,106,0
SKU_00678,2024-12-12,147,0
SKU_00678,2024-12-13,106,0
SKU_00678,2024-12-14,114,0
SKU_00678,2024-12-15,95,0
SKU_00678,2024-12-16,142,0
SKU_00678,2024-12-17,98,0
SKU_00678,2024-12-18,134,0
SKU_00678,2024-12-19,174,0
SKU_00678,2024-12-20,77,0
SKU_00678,2024-12-21,165,1
SKU_00678,2024-12-22,133,0
SKU_00678,2024-12-23,97,0
SKU_00678,2024-12-24,130,0
SKU_00678,2024-12-25,147,1
SKU_00678,2024-12-26,108,0
SKU_00678,2024-12-27,142,0
SKU_00678,2024-12-28,172,1
SKU_00678,2024-12-29,117,1
SKU_00678,2024-12-30,105,1
SKU_00134,2024-01-01,131,0
SKU_00134,2024-01-02,136,0
SKU_00134,2024-01-03,165,0
SKU_00134,2024-01-04,132,0
SKU_00134,2024-01-05,125,0
SKU_00134,2024-01-06,110,0
SKU_00134,2024-01-07,94,1
SKU_00134,2024-01-08,104,0
SKU_00134,2024-01-09,105,0
SKU_00134,2024-01-10,133,0
SKU_00134,2024-01-11,100,0
SKU_00134,2024-01-12,69,1
SKU_00134,2024-01-13,141,0
SKU_00134,2024-01-14,193,0
SKU_00134,2024-01-15,174,0
SKU_00134,2024-01-16,137,0
SKU_00134,2024-01-17,115,1
SKU_00134,2024-01-18,215,0
SKU_00134,2024-01-19,148,0
SKU_00134,2024-01-20,152,0
SKU_00134,2024-01-21,144,0
SKU_00134,2024-01-22,147,0
SKU_00134,2024-01-23,134,0
SKU_00134,2024-01-24,143,0
SKU_00134,2024-01-25,191,0
SKU_00134,2024-01-26,184,0
SKU_00134,2024-01-27,96,0
SKU_00134,2024-01-28,114,0
SKU_00134,2024-01-29,132,0
SKU_00134,2024-01-30,178,0
SKU_00134,2024-01-31,188,0
SKU_00134,2024-02-01,174,0
SKU_00134,2024-02-02,125,0
SKU_00134,2024-02-03,142,0
SKU_00134,2024-02-04,169,0
SKU_00134,2024-02-05,150,0
SKU_00134,2024-02-06,147,0
SKU_00134,2024-02-07,148,0
SKU_00134,2024-02-08,190,0
SKU_00134,2024-02-09,175,0
SKU_00134,2024-02-10,151,0
SKU_00134,2024-02-11,169,0
SKU_00134,2024-02-12,127,0
SKU_00134,2024-02-13,147,0
SKU_00134,2024-02-14,190,0
SKU_00134,2024-02-15,120,0
SKU_00134,2024-02-16,179,0
SKU_00134,2024-02-17,107,0
SKU_00134,2024-02-18,209,1
SKU_00134,2024-02-19,149,0
SKU_00134,2024-02-20,175,0
SKU_00134,2024-02-21,168,0
SKU_00134,2024-02-22,170,0
SKU_00134,2024-02-23,174,0
SKU_00134,2024-02-24,120,0
SKU_00134,2024-02-25,171,1
SKU_00134,2024-02-26,162,0
SKU_00134,2024-02-27,153,0
SKU_00134,2024-02-28,147,1
SKU_00134,2024-02-29,174,0
SKU_00134,2024-03-01,142,0
SKU_00134,2024-03-02,197,0
SKU_00134,2024-03-03,182,0
SKU_00134,2024-03-04,177,0
SKU_00134,2024-03-05,196,0
SKU_00134,2024-03-06,121,0
SKU_00134,2024-03-07,136,0
SKU_00134,2024-03-08,185,0
SKU_00134,2024-03-09,152,0
SKU_00134,2024-03-10,155,0
SKU_00134,2024-03-11,134,0
SKU_00134,2024-03-12,146,0
SKU_00134,2024-03-13,200,0
SKU_00134,2024-03-14,186,0
SKU_00134,2024-03-15,178,0
SKU_00134,2024-03-16,157,0
SKU_00134,2024-03-17,176,0
SKU_00134,2024-03-18,204,0
SKU_00134,2024-03-19,154,0
SKU_00134,2024-03-20,172,0
SKU_00134,2024-03-21,221,0
SKU_00134,2024-03-22,193,0
SKU_00134,2024-03-23,159,0
SKU_00134,2024-03-24,191,0
SKU_00134,2024-03-25,132,0
SKU_00134,2024-03-26,172,0
SKU_00134,2024-03-27,191,0
SKU_00134,2024-03-28,184,0
SKU_00134,2024-03-29,191,0
SKU_00134,2024-03-30,197,0
SKU_00134,2024-03-31,187,0
SKU_00134,2024-04-01,186,0
SKU_00134,2024-04-02,180,0
SKU_00134,2024-04-03,145,1
SKU_00134,2024-04-04,203,1
SKU_00134,2024-04-05,173,0
SKU_00134,2024-04-06,193,0
SKU_00134,2024-04-07,199,0
SKU_00134,2024-04-08,160,0
SKU_00134,2024-04-09,162,0
SKU_00134,2024-04-10,166,0
SKU_00134,2024-04-11,208,0
SKU_00134,2024-04-12,150,0
SKU_00134,2024-04-13,212,0
SKU_00134,2024-04-14,179,0
SKU_00134,2024-04-15,180,0
SKU_00134,2024-04-16,197,0
SKU_00134,2024-04-17,175,1
SKU_00134,2024-04-18,201,0
SKU_00134,2024-04-19,159,0
SKU_00134,2024-04-20,210,0
SKU_00134,2024-04-21,160,0
SKU_00134,2024-04-22,211,0
SKU_00134,2024-04-23,160,0
SKU_00134,2024-04-24,164,0
SKU_00134,2024-04-25,144,0
SKU_00134,2024-04-26,150,0
SKU_00134,2024-04-27,170,0
SKU_00134,2024-04-28,176,0
SKU_00134,2024-04-29,196,1
SKU_00134,2024-04-30,164,0
SKU_00134,2024-05-01,139,1
SKU_00134,2024-05-02,179,0
SKU_00134,2024-05-03,173,0
SKU_00134,2024-05-04,181,0
SKU_00134,2024-05-05,151,0
SKU_00134,2024-05-06,153,0
SKU_00134,2024-05-07,150,0
SKU_00134,2024-05-08,199,1
SKU_00134,2024-05-09,204,0
SKU_00134,2024-05-10,150,0
SKU_00134,2024-05-11,150,0
SKU_00134,2024-05-12,182,0
SKU_00134,2024-05-13,206,0
SKU_00134,2024-05-14,212,0
SKU_00134,2024-05-15,147,0
SKU_00134,2024-05-16,153,1
SKU_00134,2024-05-17,170,0
SKU_00134,2024-05-18,171,0
SKU_00134,2024-05-19,157,0
SKU_00134,2024-05-20,139,0
SKU_00134,2024-05-21,160,0
SKU_00134,2024-05-22,208,0
SKU_00134,2024-05-23,145,0
SKU_00134,2024-05-24,165,0
SKU_00134,2024-05-25,226,0
SKU_00134,2024-05-26,143,0
SKU_00134,2024-05-27,175,0
SKU_00134,2024-05-28,206,0
SKU_00134,2024-05-29,172,0
SKU_00134,2024-05-30,185,0
SKU_00134,2024-05-31,177,0
SKU_00134,2024-06-01,168,0
SKU_00134,2024-06-02,191,0
SKU_00134,2024-06-03,170,0
SKU_00134,2024-06-04,148,0
SKU_00134,2024-06-05,156,0
SKU_00134,2024-06-06,161,0
SKU_00134,2024-06-07,140,0
SKU_00134,2024-06-08,155,0
SKU_00134,2024-06-09,150,0
SKU_00134,2024-06-10,166,0
SKU_00134,2024-06-11,206,0
SKU_00134,2024-06-12,154,1
SKU_00134,2024-06-13,189,0
SKU_00134,2024-06-14,162,0
SKU_00134,2024-06-15,150,1
SKU_00134,2024-06-16,133,0
SKU_00134,2024-06-17,149,0
SKU_00134,2024-06-18,147,0
SKU_00134,2024-06-19,124,0
SKU_00134,2024-06-20,127,0
SKU_00134,2024-06-21,151,0
SKU_00134,2024-06-22,183,0
SKU_00134,2024-06-23,138,0
SKU_00134,2024-06-24,100,0
SKU_00134,2024-06-25,79,0
SKU_00134,2024-06-26,110,0
SKU_00134,2024-06-27,156,0
SKU_00134,2024-06-28,102,1
SKU_00134,2024-06-29,159,0
SKU_00134,2024-06-30,153,0
SKU_00134,2024-07-01,132,0
SKU_00134,2024-07-02,93,1
SKU_00134,2024-07-03,114,0
SKU_00134,2024-07-04,126,0
SKU_00134,2024-07-05,141,0
SKU_00134,2024-07-06,97,0
SKU_00134,2024-07-07,169,0
SKU_00134,2024-07-08,139,0
SKU_00134,2024-07-09,141,0
SKU_00134,2024-07-10,145,0
SKU_00134,2024-07-11,163,0
SKU_00134,2024-07-12,132,0
SKU_00134,2024-07-13,145,0
SKU_00134,2024-07-14,107,0
SKU_00134,2024-07-15,173,0
SKU_00134,2024-07-16,127,0
SKU_00134,2024-07-17,105,0
SKU_00134,2024-07-18,111,0
SKU_00134,2024-07-19,71,0
SKU_00134,2024-07-20,109,0
SKU_00134,2024-07-21,56,0
SKU_00134,2024-07-22,141,0
SKU_00134,2024-07-23,131,0
SKU_00134,2024-07-24,93,0
SKU_00134,2024-07-25,117,1
SKU_00134,2024-07-26,117,0
SKU_00134,2024-07-27,86,0
SKU_00134,2024-07-28,110,0
SKU_00134,2024-07-29,116,0
SKU_00134,2024-07-30,108,0
SKU_00134,2024-07-31,96,0
SKU_00134,2024-08-01,87,0
SKU_00134,2024-08-02,106,0
SKU_00134,2024-08-03,97,0
SKU_00134,2024-08-04,127,0
SKU_00134,2024-08-05,149,0
SKU_00134,2024-08-06,136,1
SKU_00134,2024-08-07,112,0
SKU_00134,2024-08-08,92,0
SKU_00134,2024-08-09,133,0
SKU_00134,2024-08-10,126,0
SKU_00134,2024-08-11,144,0
SKU_00134,2024-08-12,113,0
SKU_00134,2024-08-13,154,0
SKU_00134,2024-08-14,112,0
SKU_00134,2024-08-15,88,0
SKU_00134,2024-08-16,93,0
SKU_00134,2024-08-17,119,0
SKU_00134,2024-08-18,89,0
SKU_00134,2024-08-19,151,0
SKU_00134,2024-08-20,115,1
SKU_00134,2024-08-21,104,0
SKU_00134,2024-08-22,106,0
SKU_00134,2024-08-23,95,0
SKU_00134,2024-08-24,57,0
SKU_00134,2024-08-25,88,0
SKU_00134,2024-08-26,143,0
SKU_00134,2024-08-27,107,0
SKU_00134,2024-08-28,128,0
SKU_00134,2024-08-29,129,1
SKU_00134,2024-08-30,98,0
SKU_00134,2024-08-31,117,1
SKU_00134,2024-09-01,56,0
SKU_00134,2024-09-02,138,0
SKU_00134,2024-09-03,135,0
SKU_00134,2024-09-04,111,0
SKU_00134,2024-09-05,105,0
SKU_00134,2024-09-06,97,0
SKU_00134,2024-09-07,129,0
SKU_00134,2024-09-08,117,0
SKU_00134,2024-09-09,20,0
SKU_00134,2024-09-10,86,1
SKU_00134,2024-09-11,66,0
SKU_00134,2024-09-12,61,0
SKU_00134,2024-09-13,127,0
SKU_00134,2024-09-14,94,0
SKU_00134,2024-09-15,108,0
SKU_00134,2024-09-16,97,0
SKU_00134,2024-09-17,60,0
SKU_00134,2024-09-18,53,0
SKU_00134,2024-09-19,83,0
SKU_00134,2024-09-20,85,0
SKU_00134,2024-09-21,85,0
SKU_00134,2024-09-22,85,0
SKU_00134,2024-09-23,150,0
SKU_00134,2024-09-24,122,0
SKU_00134,2024-09-25,100,0
SKU_00134,2024-09-26,92,0
SKU_00134,2024-09-27,93,1
SKU_00134,2024-09-28,113,0
SKU_00134,2024-09-29,91,0
SKU_00134,2024-09-30,118,0
SKU_00134,2024-10-01,103,0
SKU_00134,2024-10-02,150,0
SKU_00134,2024-10-03,90,0
SKU_00134,2024-10-04,124,0
SKU_00134,2024-10-05,66,0
SKU_00134,2024-10-06,77,0
SKU_00134,2024-10-07,145,0
SKU_00134,2024-10-08,117,1
SKU_00134,2024-10-09,107,0
SKU_00134,2024-10-10,159,0
SKU_00134,2024-10-11,93,0
SKU_00134,2024-10-12,124,0
SKU_00134,2024-10-13,126,0
SKU_00134,2024-10-14,139,0
SKU_00134,2024-10-15,64,0
SKU_00134,2024-10-16,93,0
SKU_00134,2024-10-17,104,0
SKU_00134,2024-10-18,139,0
SKU_00134,2024-10-19,108,0
SKU_00134,2024-10-20,128,0
SKU_00134,2024-10-21,63,0
SKU_00134,2024-10-22,88,0
SKU_00134,2024-10-23,134,0
SKU_00134,2024-10-24,92,0
SKU_00134,2024-10-25,98,0
SKU_00134,2024-10-26,140,0
SKU_00134,2024-10-27,75,0
SKU_00134,2024-10-28,81,0
SKU_00134,2024-10-29,63,0
SKU_00134,2024-10-30,143,0
SKU_00134,2024-10-31,126,0
SKU_00134,2024-11-01,126,0
SKU_00134,2024-11-02,91,0
SKU_00134,2024-11-03,63,0
SKU_00134,2024-11-04,56,0
SKU_00134,2024-11-05,138,0
SKU_00134,2024-11-06,116,0
SKU_00134,2024-11-07,122,0
SKU_00134,2024-11-08,110,1
SKU_00134,2024-11-09,82,0
SKU_00134,2024-11-10,95,0
SKU_00134,2024-11-11,77,0
SKU_00134,2024-11-12,74,0
SKU_00134,2024-11-13,129,0
SKU_00134,2024-11-14,63,0
SKU_00134,2024-11-15,79,0
SKU_00134,2024-11-16,100,0
SKU_00134,2024-11-17,109,0
SKU_00134,2024-11-18,71,0
SKU_00134,2024-11-19,64,1
SKU_00134,2024-11-20,120,0
SKU_00134,2024-11-21,114,0
SKU_00134,2024-11-22,146,0
SKU_00134,2024-11-23,113,0
SKU_00134,2024-11-24,125,0
SKU_00134,2024-11-25,92,0
SKU_00134,2024-11-26,93,0
SKU_00134,2024-11-27,78,0
SKU_00134,2024-11-28,94,0
SKU_00134,2024-11-29,105,0
SKU_00134,2024-11-30,147,0
SKU_00134,2024-12-01,92,0
SKU_00134,2024-12-02,172,0
SKU_00134,2024-12-03,132,0
SKU_00134,2024-12-04,127,0
SKU_00134,2024-12-05,118,0
SKU_00134,2024-12-06,113,0
SKU_00134,2024-12-07,103,0
SKU_00134,2024-12-08,82,0
SKU_00134,2024-12-09,97,0
SKU_00134,2024-12-10,164,0
SKU_00134,2024-12-11,136,0
SKU_00134,2024-12-12,165,0
SKU_00134,2024-12-13,106,0
SKU_00134,2024-12-14,95,0
SKU_00134,2024-12-15,124,0
SKU_00134,2024-12-16,103,0
SKU_00134,2024-12-17,131,0
SKU_00134,2024-12-18,83,0
SKU_00134,2024-12-19,72,0
SKU_00134,2024-12-20,136,0
SKU_00134,2024-12-21,172,0
SKU_00134,2024-12-22,139,0
SKU_00134,2024-12-23,143,0
SKU_00134,2024-12-24,131,0
SKU_00134,2024-12-25,134,0
SKU_00134,2024-12-26,92,0
SKU_00134,2024-12-27,111,0
SKU_00134,2024-12-28,165,0
SKU_00134,2024-12-29,103,1
SKU_00134,2024-12-30,125,1
SKU_00475,2024-01-01,157,0
SKU_00475,2024-01-02,130,0
SKU_00475,2024-01-03,132,0
SKU_00475,2024-01-04,120,0
SKU_00475,2024-01-05,146,0
SKU_00475,2024-01-06,153,0
SKU_00475,2024-01-07,110,0
SKU_00475,2024-01-08,97,1
SKU_00475,2024-01-09,85,0
SKU_00475,2024-01-10,145,0
SKU_00475,2024-01-11,142,1
SKU_00475,2024-01-12,196,0
SKU_00475,2024-01-13,136,0
SKU_00475,2024-01-14,132,0
SKU_00475,2024-01-15,142,0
SKU_00475,2024-01-16,144,0
SKU_00475,2024-01-17,132,0
SKU_00475,2024-01-18,118,0
SKU_00475,2024-01-19,138,0
SKU_00475,2024-01-20,138,0
SKU_00475,2024-01-21,138,0
SKU_00475,2024-01-22,160,0
SKU_00475,2024-01-23,140,0
SKU_00475,2024-01-24,107,0
SKU_00475,2024-01-25,126,0
SKU_00475,2024-01-26,137,0
SKU_00475,2024-01-27,144,1
SKU_00475,2024-01-28,156,0
SKU_00475,2024-01-29,145,0
SKU_00475,2024-01-30,94,0
SKU_00475,2024-01-31,114,0
SKU_00475,2024-02-01,160,0
SKU_00475,2024-02-02,140,0
SKU_00475,2024-02-03,184,1
SKU_00475,2024-02-04,151,1
SKU_00475,2024-02-05,139,0
SKU_00475,2024-02-06,132,0
SKU_00475,2024-02-07,141,0
SKU_00475,2024-02-08,153,0
SKU_00475,2024-02-09,150,0
SKU_00475,2024-02-10,174,0
SKU_00475,2024-02-11,113,0
SKU_00475,2024-02-12,116,0
SKU_00475,2024-02-13,146,0
SKU_00475,2024-02-14,166,0
