sku_id,bin_id,edge_type
SKU_00020,BIN_001063,stored_in
SKU_00548,BIN_000904,stored_in
SKU_00489,BIN_001242,stored_in
SKU_00107,BIN_001402,stored_in
SKU_00609,BIN_000975,stored_in
SKU_00462,BIN_000291,stored_in
SKU_00966,BIN_001158,stored_in
SKU_00358,BIN_001426,stored_in
SKU_00970,BIN_001482,stored_in
SKU_00791,BIN_000924,stored_in
SKU_00755,BIN_000381,stored_in
SKU_00631,BIN_000193,stored_in
SKU_00421,BIN_001004,stored_in
SKU_00534,BIN_000626,stored_in
SKU_00720,BIN_001033,stored_in
SKU_00467,BIN_000390,stored_in
SKU_00233,BIN_001141,stored_in
SKU_00688,BIN_001147,stored_in
SKU_00336,BIN_000906,stored_in
SKU_00510,BIN_000407,stored_in
SKU_00781,BIN_000117,stored_in
SKU_00824,BIN_000620,stored_in
SKU_00420,BIN_000260,stored_in
SKU_00847,BIN_000495,stored_in
SKU_00551,BIN_001310,stored_in
SKU_00662,BIN_000163,stored_in
SKU_00119,BIN_000068,stored_in
SKU_00953,BIN_000870,stored_in
SKU_00789,BIN_000288,stored_in
SKU_00438,BIN_000754,stored_in
SKU_00204,BIN_000782,stored_in
SKU_00494,BIN_000405,stored_in
SKU_00321,BIN_000423,stored_in
SKU_00453,BIN_000612,stored_in
SKU_00337,BIN_000491,stored_in
SKU_00700,BIN_000065,stored_in
SKU_00104,BIN_000908,stored_in
SKU_00716,BIN_000563,stored_in
SKU_00661,BIN_000535,stored_in
SKU_00894,BIN_000835,stored_in
SKU_00176,BIN_001097,stored_in
SKU_00187,BIN_001094,stored_in
SKU_00815,BIN_001253,stored_in
SKU_00831,BIN_000063,stored_in
SKU_00725,BIN_000546,stored_in
SKU_00359,BIN_001037,stored_in
SKU_00595,BIN_001076,stored_in
SKU_00523,BIN_001479,stored_in
SKU_00802,BIN_000633,stored_in
SKU_00766,BIN_000689,stored_in
SKU_00086,BIN_000296,stored_in
SKU_00884,BIN_000289,stored_in
SKU_00723,BIN_000007,stored_in
SKU_00972,BIN_001492,stored_in
SKU_00076,BIN_000802,stored_in
SKU_00851,BIN_000435,stored_in
SKU_00196,BIN_000578,stored_in
SKU_00876,BIN_000648,stored_in
SKU_00797,BIN_001065,stored_in
SKU_00686,BIN_000285,stored_in
SKU_00093,BIN_000871,stored_in
SKU_00242,BIN_001309,stored_in
SKU_00186,BIN_000805,stored_in
SKU_00633,BIN_000817,stored_in
SKU_00862,BIN_000018,stored_in
SKU_00074,BIN_000989,stored_in
SKU_00535,BIN_000619,stored_in
SKU_00276,BIN_000659,stored_in
SKU_00861,BIN_001453,stored_in
SKU_00490,BIN_000486,stored_in
SKU_00554,BIN_000611,stored_in
SKU_00444,BIN_000343,stored_in
SKU_00981,BIN_001192,stored_in
SKU_00364,BIN_000465,stored_in
SKU_00501,BIN_000394,stored_in
SKU_00838,BIN_000956,stored_in
SKU_00399,BIN_000230,stored_in
SKU_00915,BIN_000293,stored_in
SKU_00258,BIN_000913,stored_in
SKU_00136,BIN_000995,stored_in
SKU_00778,BIN_000274,stored_in
SKU_00804,BIN_000539,stored_in
SKU_00017,BIN_000676,stored_in
SKU_00543,BIN_001264,stored_in
SKU_00890,BIN_000426,stored_in
SKU_00749,BIN_001230,stored_in
SKU_00474,BIN_000207,stored_in
SKU_00695,BIN_001436,stored_in
SKU_00823,BIN_000540,stored_in
SKU_00191,BIN_001380,stored_in
SKU_00048,BIN_000280,stored_in
SKU_00159,BIN_000712,stored_in
SKU_00976,BIN_000221,stored_in
SKU_00027,BIN_000513,stored_in
SKU_00437,BIN_000017,stored_in
SKU_00116,BIN_000344,stored_in
SKU_00683,BIN_000873,stored_in
SKU_00296,BIN_000347,stored_in
SKU_00302,BIN_001472,stored_in
SKU_00081,BIN_000791,stored_in
SKU_00055,BIN_000570,stored_in
SKU_00054,BIN_001177,stored_in
SKU_00692,BIN_000786,stored_in
SKU_00913,BIN_000092,stored_in
SKU_00739,BIN_001026,stored_in
SKU_00717,BIN_000957,stored_in
SKU_00939,BIN_000779,stored_in
SKU_00363,BIN_001439,stored_in
SKU_00968,BIN_000892,stored_in
SKU_00921,BIN_000708,stored_in
SKU_00408,BIN_001247,stored_in
SKU_00525,BIN_000926,stored_in
SKU_00989,BIN_001424,stored_in
SKU_00738,BIN_000155,stored_in
SKU_00956,BIN_001174,stored_in
SKU_00521,BIN_000153,stored_in
SKU_00691,BIN_001374,stored_in
SKU_00162,BIN_001087,stored_in
SKU_00788,BIN_000258,stored_in
SKU_00993,BIN_001143,stored_in
SKU_00677,BIN_000367,stored_in
SKU_00315,BIN_001113,stored_in
SKU_00817,BIN_000337,stored_in
SKU_00248,BIN_001153,stored_in
SKU_00188,BIN_000966,stored_in
SKU_00865,BIN_001368,stored_in
SKU_00415,BIN_000878,stored_in
SKU_00516,BIN_000796,stored_in
SKU_00578,BIN_001313,stored_in
SKU_00129,BIN_000808,stored_in
SKU_00533,BIN_000511,stored_in
SKU_00275,BIN_000750,stored_in
SKU_00742,BIN_000702,stored_in
SKU_00423,BIN_000360,stored_in
SKU_00078,BIN_001418,stored_in
SKU_00160,BIN_001116,stored_in
SKU_00504,BIN_000696,stored_in
SKU_00270,BIN_000002,stored_in
SKU_00994,BIN_001234,stored_in
SKU_00488,BIN_000070,stored_in
SKU_00277,BIN_000939,stored_in
SKU_00103,BIN_000914,stored_in
SKU_00461,BIN_001359,stored_in
SKU_00303,BIN_001104,stored_in
SKU_00034,BIN_001286,stored_in
SKU_00848,BIN_000064,stored_in
SKU_00998,BIN_001302,stored_in
SKU_00274,BIN_000753,stored_in
SKU_00348,BIN_001265,stored_in
SKU_00793,BIN_000254,stored_in
SKU_00732,BIN_000825,stored_in
SKU_00570,BIN_001376,stored_in
SKU_00623,BIN_000642,stored_in
SKU_00255,BIN_000510,stored_in
SKU_00612,BIN_000243,stored_in
SKU_00751,BIN_000768,stored_in
SKU_00674,BIN_000181,stored_in
SKU_00219,BIN_000481,stored_in
SKU_00263,BIN_000514,stored_in
SKU_00978,BIN_001172,stored_in
SKU_00545,BIN_001324,stored_in
SKU_00043,BIN_001423,stored_in
SKU_00417,BIN_000710,stored_in
SKU_00999,BIN_000639,stored_in
SKU_00863,BIN_000287,stored_in
SKU_00268,BIN_001049,stored_in
SKU_00125,BIN_001251,stored_in
SKU_00714,BIN_000247,stored_in
SKU_00560,BIN_000455,stored_in
SKU_00338,BIN_000682,stored_in
SKU_00194,BIN_000700,stored_in
SKU_00039,BIN_000752,stored_in
SKU_00564,BIN_001468,stored_in
SKU_00246,BIN_001263,stored_in
SKU_00499,BIN_001195,stored_in
SKU_00786,BIN_000524,stored_in
SKU_00395,BIN_001162,stored_in
SKU_00089,BIN_001476,stored_in
SKU_00484,BIN_000739,stored_in
SKU_00304,BIN_000615,stored_in
SKU_00607,BIN_000097,stored_in
SKU_00161,BIN_000623,stored_in
SKU_00217,BIN_000606,stored_in
SKU_00174,BIN_001023,stored_in
SKU_00365,BIN_001274,stored_in
SKU_00910,BIN_000217,stored_in
SKU_00502,BIN_001129,stored_in
SKU_00639,BIN_000588,stored_in
SKU_00343,BIN_000785,stored_in
SKU_00553,BIN_000451,stored_in
SKU_00990,BIN_000192,stored_in
SKU_00069,BIN_001047,stored_in
SKU_00153,BIN_001001,stored_in
SKU_00857,BIN_000126,stored_in
SKU_00003,BIN_001011,stored_in
SKU_00085,BIN_000174,stored_in
SKU_00657,BIN_000852,stored_in
SKU_00195,BIN_000057,stored_in
SKU_00853,BIN_001454,stored_in
SKU_00785,BIN_001189,stored_in
SKU_00376,BIN_000999,stored_in
SKU_00451,BIN_000943,stored_in
SKU_00122,BIN_000777,stored_in
SKU_00045,BIN_000616,stored_in
SKU_00106,BIN_000733,stored_in
SKU_00906,BIN_001320,stored_in
SKU_00684,BIN_001431,stored_in
SKU_00157,BIN_000320,stored_in
SKU_00618,BIN_000561,stored_in
SKU_00452,BIN_001485,stored_in
SKU_00547,BIN_000135,stored_in
SKU_00102,BIN_000151,stored_in
SKU_00526,BIN_000723,stored_in
SKU_00660,BIN_000896,stored_in
SKU_00572,BIN_000845,stored_in
SKU_00743,BIN_001150,stored_in
SKU_00896,BIN_000446,stored_in
SKU_00756,BIN_001005,stored_in
SKU_00566,BIN_001266,stored_in
SKU_00849,BIN_001273,stored_in
SKU_00734,BIN_001408,stored_in
SKU_00373,BIN_000096,stored_in
SKU_00341,BIN_001039,stored_in
SKU_00917,BIN_000428,stored_in
SKU_00685,BIN_001096,stored_in
SKU_00567,BIN_000176,stored_in
SKU_00675,BIN_000356,stored_in
SKU_00082,BIN_000621,stored_in
SKU_00138,BIN_000624,stored_in
SKU_00584,BIN_001046,stored_in
SKU_00024,BIN_000364,stored_in
SKU_00279,BIN_000599,stored_in
SKU_00596,BIN_000542,stored_in
SKU_00012,BIN_000204,stored_in
SKU_00986,BIN_000079,stored_in
SKU_00529,BIN_001395,stored_in
SKU_00115,BIN_000382,stored_in
SKU_00025,BIN_000210,stored_in
SKU_00843,BIN_000568,stored_in
SKU_00229,BIN_000445,stored_in
SKU_00232,BIN_000706,stored_in
SKU_00455,BIN_000843,stored_in
SKU_00050,BIN_000601,stored_in
SKU_00091,BIN_000045,stored_in
SKU_00344,BIN_001126,stored_in
SKU_00018,BIN_001414,stored_in
SKU_00765,BIN_001220,stored_in
SKU_00651,BIN_001050,stored_in
SKU_00261,BIN_000963,stored_in
SKU_00051,BIN_000205,stored_in
SKU_00506,BIN_000505,stored_in
SKU_00062,BIN_001257,stored_in
SKU_00375,BIN_001366,stored_in
SKU_00144,BIN_000961,stored_in
SKU_00624,BIN_001035,stored_in
SKU_00918,BIN_001346,stored_in
SKU_00349,BIN_001361,stored_in
SKU_00904,BIN_000251,stored_in
SKU_00611,BIN_001167,stored_in
SKU_00289,BIN_000263,stored_in
SKU_00522,BIN_001356,stored_in
SKU_00768,BIN_000678,stored_in
SKU_00061,BIN_000115,stored_in
SKU_00808,BIN_000281,stored_in
SKU_00954,BIN_000286,stored_in
SKU_00538,BIN_000231,stored_in
SKU_00673,BIN_001081,stored_in
SKU_00740,BIN_000625,stored_in
SKU_00095,BIN_000804,stored_in
SKU_00394,BIN_001473,stored_in
SKU_00569,BIN_001175,stored_in
SKU_00457,BIN_001233,stored_in
SKU_00931,BIN_000004,stored_in
SKU_00280,BIN_000398,stored_in
SKU_00361,BIN_000236,stored_in
SKU_00310,BIN_001285,stored_in
SKU_00909,BIN_001031,stored_in
SKU_00329,BIN_000714,stored_in
SKU_00496,BIN_000130,stored_in
SKU_00907,BIN_000161,stored_in
SKU_00964,BIN_001179,stored_in
SKU_00088,BIN_000559,stored_in
SKU_00272,BIN_000985,stored_in
SKU_00822,BIN_000422,stored_in
SKU_00416,BIN_001169,stored_in
SKU_00301,BIN_000574,stored_in
SKU_00432,BIN_000157,stored_in
SKU_00216,BIN_000294,stored_in
SKU_00877,BIN_001060,stored_in
SKU_00184,BIN_000137,stored_in
SKU_00879,BIN_001371,stored_in
SKU_00140,BIN_000376,stored_in
SKU_00483,BIN_000250,stored_in
SKU_00552,BIN_000443,stored_in
SKU_00108,BIN_000212,stored_in
SKU_00537,BIN_000131,stored_in
SKU_00067,BIN_001393,stored_in
SKU_00131,BIN_000336,stored_in
SKU_00544,BIN_000272,stored_in
SKU_00666,BIN_001176,stored_in
SKU_00527,BIN_000450,stored_in
SKU_00322,BIN_001218,stored_in
SKU_00911,BIN_000647,stored_in
SKU_00873,BIN_000170,stored_in
SKU_00561,BIN_001085,stored_in
SKU_00962,BIN_001281,stored_in
SKU_00224,BIN_000576,stored_in
SKU_00327,BIN_000699,stored_in
SKU_00173,BIN_001236,stored_in
SKU_00591,BIN_000104,stored_in
SKU_00829,BIN_000300,stored_in
SKU_00410,BIN_000127,stored_in
SKU_00941,BIN_001235,stored_in
SKU_00540,BIN_001209,stored_in
SKU_00381,BIN_000517,stored_in
SKU_00155,BIN_000189,stored_in
SKU_00210,BIN_000342,stored_in
SKU_00169,BIN_000955,stored_in
SKU_00227,BIN_000374,stored_in
SKU_00826,BIN_001256,stored_in
SKU_00638,BIN_000667,stored_in
SKU_00835,BIN_001322,stored_in
SKU_00307,BIN_001246,stored_in
SKU_00141,BIN_001332,stored_in
SKU_00185,BIN_001269,stored_in
SKU_00536,BIN_000312,stored_in
SKU_00251,BIN_000818,stored_in
SKU_00550,BIN_000662,stored_in
SKU_00234,BIN_000664,stored_in
SKU_00426,BIN_000490,stored_in
SKU_00594,BIN_001365,stored_in
SKU_00608,BIN_000730,stored_in
SKU_00328,BIN_000333,stored_in
SKU_00992,BIN_000273,stored_in
SKU_00880,BIN_000431,stored_in
SKU_00007,BIN_000787,stored_in
SKU_00314,BIN_000964,stored_in
SKU_00935,BIN_001378,stored_in
SKU_00146,BIN_001017,stored_in
SKU_00041,BIN_000138,stored_in
SKU_00690,BIN_001128,stored_in
SKU_00929,BIN_001447,stored_in
SKU_00845,BIN_000509,stored_in
SKU_00699,BIN_000591,stored_in
SKU_00059,BIN_000345,stored_in
SKU_00733,BIN_000923,stored_in
SKU_00635,BIN_000059,stored_in
SKU_00385,BIN_001163,stored_in
SKU_00172,BIN_000903,stored_in
SKU_00800,BIN_000713,stored_in
SKU_00256,BIN_000039,stored_in
SKU_00026,BIN_000794,stored_in
SKU_00362,BIN_001130,stored_in
SKU_00702,BIN_000105,stored_in
SKU_00721,BIN_001493,stored_in
SKU_00036,BIN_001168,stored_in
SKU_00762,BIN_000393,stored_in
SKU_00615,BIN_001187,stored_in
SKU_00652,BIN_000475,stored_in
SKU_00402,BIN_001448,stored_in
SKU_00360,BIN_000990,stored_in
SKU_00763,BIN_000323,stored_in
SKU_00713,BIN_000087,stored_in
SKU_00180,BIN_001470,stored_in
SKU_00744,BIN_000497,stored_in
SKU_00783,BIN_001217,stored_in
SKU_00015,BIN_000128,stored_in
SKU_00658,BIN_000011,stored_in
SKU_00342,BIN_000150,stored_in
SKU_00198,BIN_000595,stored_in
SKU_00920,BIN_000773,stored_in
SKU_00269,BIN_001329,stored_in
SKU_00397,BIN_000652,stored_in
SKU_00495,BIN_001499,stored_in
SKU_00689,BIN_000034,stored_in
SKU_00293,BIN_000365,stored_in
SKU_00142,BIN_001165,stored_in
SKU_00016,BIN_000102,stored_in
SKU_00893,BIN_000290,stored_in
SKU_00406,BIN_000846,stored_in
SKU_00477,BIN_000797,stored_in
SKU_00643,BIN_001102,stored_in
SKU_00404,BIN_000707,stored_in
SKU_00143,BIN_000610,stored_in
SKU_00777,BIN_001342,stored_in
SKU_00796,BIN_000631,stored_in
SKU_00469,BIN_000709,stored_in
SKU_00225,BIN_000600,stored_in
SKU_00505,BIN_000727,stored_in
SKU_00105,BIN_000440,stored_in
SKU_00386,BIN_000813,stored_in
SKU_00092,BIN_000013,stored_in
SKU_00761,BIN_001007,stored_in
SKU_00852,BIN_000907,stored_in
SKU_00340,BIN_000695,stored_in
SKU_00979,BIN_000731,stored_in
SKU_00585,BIN_000461,stored_in
SKU_00250,BIN_000889,stored_in
SKU_00663,BIN_000781,stored_in
SKU_00963,BIN_000653,stored_in
SKU_00175,BIN_000122,stored_in
SKU_00632,BIN_000801,stored_in
SKU_00842,BIN_000947,stored_in
SKU_00881,BIN_000076,stored_in
SKU_00819,BIN_001347,stored_in
SKU_00801,BIN_000655,stored_in
SKU_00605,BIN_001370,stored_in
SKU_00064,BIN_000883,stored_in
SKU_00984,BIN_000789,stored_in
SKU_00000,BIN_001067,stored_in
SKU_00757,BIN_000810,stored_in
SKU_00912,BIN_001411,stored_in
SKU_00670,BIN_000587,stored_in
SKU_00046,BIN_000133,stored_in
SKU_00033,BIN_001305,stored_in
SKU_00309,BIN_000311,stored_in
SKU_00693,BIN_000900,stored_in
SKU_00855,BIN_000952,stored_in
SKU_00597,BIN_001148,stored_in
SKU_00698,BIN_001227,stored_in
SKU_00124,BIN_001401,stored_in
SKU_00266,BIN_000071,stored_in
SKU_00298,BIN_000614,stored_in
SKU_00110,BIN_000815,stored_in
SKU_00779,BIN_000417,stored_in
SKU_00642,BIN_000820,stored_in
SKU_00212,BIN_000979,stored_in
SKU_00507,BIN_001006,stored_in
SKU_00583,BIN_000085,stored_in
SKU_00075,BIN_000571,stored_in
SKU_00816,BIN_000562,stored_in
SKU_00934,BIN_000144,stored_in
SKU_00023,BIN_000458,stored_in
SKU_00167,BIN_001288,stored_in
SKU_00589,BIN_000000,stored_in
SKU_00987,BIN_001020,stored_in
SKU_00637,BIN_001474,stored_in
SKU_00389,BIN_000850,stored_in
SKU_00213,BIN_000361,stored_in
SKU_00430,BIN_001491,stored_in
SKU_00951,BIN_001452,stored_in
SKU_00579,BIN_001008,stored_in
SKU_00478,BIN_000604,stored_in
SKU_00286,BIN_000061,stored_in
SKU_00659,BIN_001475,stored_in
SKU_00282,BIN_000152,stored_in
SKU_00980,BIN_000592,stored_in
SKU_00511,BIN_000271,stored_in
SKU_00177,BIN_000919,stored_in
SKU_00582,BIN_000114,stored_in
SKU_00944,BIN_001287,stored_in
SKU_00600,BIN_001450,stored_in
SKU_00223,BIN_000270,stored_in
SKU_00806,BIN_001369,stored_in
SKU_00747,BIN_000748,stored_in
SKU_00022,BIN_000549,stored_in
SKU_00622,BIN_001149,stored_in
SKU_00629,BIN_000292,stored_in
SKU_00556,BIN_000357,stored_in
SKU_00531,BIN_001471,stored_in
SKU_00235,BIN_001392,stored_in
SKU_00317,BIN_000246,stored_in
SKU_00946,BIN_000449,stored_in
SKU_00715,BIN_000352,stored_in
SKU_00215,BIN_000020,stored_in
SKU_00942,BIN_001419,stored_in
SKU_00703,BIN_000793,stored_in
SKU_00885,BIN_000635,stored_in
SKU_00482,BIN_001489,stored_in
SKU_00158,BIN_000252,stored_in
SKU_00892,BIN_001403,stored_in
SKU_00997,BIN_001082,stored_in
SKU_00130,BIN_001254,stored_in
SKU_00902,BIN_000245,stored_in
SKU_00870,BIN_000005,stored_in
SKU_00319,BIN_001415,stored_in
SKU_00625,BIN_000675,stored_in
SKU_00418,BIN_000190,stored_in
SKU_00049,BIN_000353,stored_in
SKU_00927,BIN_001465,stored_in
SKU_00866,BIN_000608,stored_in
SKU_00811,BIN_001190,stored_in
SKU_00445,BIN_000147,stored_in
SKU_00326,BIN_000200,stored_in
SKU_00350,BIN_001421,stored_in
SKU_00887,BIN_000185,stored_in
SKU_00958,BIN_000792,stored_in
SKU_00730,BIN_001009,stored_in
SKU_00973,BIN_000940,stored_in
SKU_00636,BIN_000997,stored_in
SKU_00767,BIN_000037,stored_in
SKU_00380,BIN_000887,stored_in
SKU_00413,BIN_000582,stored_in
SKU_00366,BIN_001337,stored_in
SKU_00604,BIN_000893,stored_in
SKU_00405,BIN_001024,stored_in
SKU_00262,BIN_000607,stored_in
SKU_00519,BIN_000681,stored_in
SKU_00097,BIN_000006,stored_in
SKU_00479,BIN_000858,stored_in
SKU_00087,BIN_001300,stored_in
SKU_00316,BIN_001284,stored_in
SKU_00787,BIN_001188,stored_in
SKU_00790,BIN_001298,stored_in
SKU_00588,BIN_001022,stored_in
SKU_00729,BIN_000494,stored_in
SKU_00028,BIN_001477,stored_in
SKU_00644,BIN_000051,stored_in
SKU_00493,BIN_000594,stored_in
SKU_00135,BIN_000776,stored_in
SKU_00555,BIN_000965,stored_in
SKU_00011,BIN_001349,stored_in
SKU_00156,BIN_000331,stored_in
SKU_00206,BIN_000590,stored_in
SKU_00084,BIN_000416,stored_in
SKU_00520,BIN_001462,stored_in
SKU_00546,BIN_001066,stored_in
SKU_00133,BIN_000459,stored_in
SKU_00784,BIN_000860,stored_in
SKU_00294,BIN_001229,stored_in
SKU_00425,BIN_001340,stored_in
SKU_00975,BIN_000882,stored_in
SKU_00653,BIN_000613,stored_in
SKU_00900,BIN_000842,stored_in
SKU_00123,BIN_000052,stored_in
SKU_00587,BIN_000618,stored_in
SKU_00047,BIN_000557,stored_in
SKU_00590,BIN_000680,stored_in
SKU_00985,BIN_001225,stored_in
SKU_00422,BIN_000118,stored_in
SKU_00967,BIN_000651,stored_in
SKU_00372,BIN_000413,stored_in
SKU_00218,BIN_000404,stored_in
SKU_00330,BIN_000046,stored_in
SKU_00750,BIN_000111,stored_in
SKU_00562,BIN_000403,stored_in
SKU_00346,BIN_001308,stored_in
SKU_00014,BIN_000954,stored_in
SKU_00297,BIN_000187,stored_in
SKU_00283,BIN_000763,stored_in
SKU_00038,BIN_001178,stored_in
SKU_00919,BIN_000556,stored_in
SKU_00353,BIN_001083,stored_in
SKU_00676,BIN_001058,stored_in
SKU_00805,BIN_001360,stored_in
SKU_00837,BIN_001042,stored_in
SKU_00708,BIN_000960,stored_in
SKU_00214,BIN_000666,stored_in
SKU_00287,BIN_001336,stored_in
SKU_00867,BIN_000001,stored_in
SKU_00460,BIN_000725,stored_in
SKU_00809,BIN_000180,stored_in
SKU_00694,BIN_000687,stored_in
SKU_00243,BIN_000229,stored_in
SKU_00933,BIN_001379,stored_in
SKU_00284,BIN_000874,stored_in
SKU_00454,BIN_001238,stored_in
SKU_00434,BIN_000824,stored_in
SKU_00260,BIN_000790,stored_in
SKU_00830,BIN_000058,stored_in
SKU_00602,BIN_000266,stored_in
SKU_00650,BIN_000767,stored_in
SKU_00163,BIN_000148,stored_in
SKU_00066,BIN_001417,stored_in
SKU_00147,BIN_000319,stored_in
SKU_00339,BIN_000368,stored_in
SKU_00111,BIN_000054,stored_in
SKU_00754,BIN_000969,stored_in
SKU_00681,BIN_000762,stored_in
SKU_00306,BIN_001204,stored_in
SKU_00265,BIN_001351,stored_in
SKU_00696,BIN_001399,stored_in
SKU_00682,BIN_000477,stored_in
SKU_00617,BIN_000751,stored_in
SKU_00601,BIN_000392,stored_in
SKU_00897,BIN_001268,stored_in
SKU_00965,BIN_001089,stored_in
SKU_00530,BIN_000692,stored_in
SKU_00776,BIN_000369,stored_in
SKU_00391,BIN_001250,stored_in
SKU_00254,BIN_000214,stored_in
SKU_00099,BIN_000986,stored_in
SKU_00672,BIN_001103,stored_in
SKU_00468,BIN_000242,stored_in
SKU_00895,BIN_000972,stored_in
SKU_00712,BIN_000496,stored_in
SKU_00841,BIN_001272,stored_in
