sku_id,cluster,confidence
SKU_00820,1,1.0
SKU_00052,1,1.0
SKU_00709,1,1.0
SKU_00398,1,1.0
SKU_00541,1,1.0
SKU_00414,1,1.0
SKU_00697,1,1.0
SKU_00872,1,1.0
SKU_00508,1,1.0
SKU_00947,1,1.0
SKU_00221,1,1.0
SKU_00463,1,1.0
SKU_00182,1,1.0
SKU_00355,1,1.0
SKU_00200,1,1.0
SKU_00839,1,1.0
SKU_00771,1,1.0
SKU_00860,1,1.0
SKU_00886,1,1.0
SKU_00065,1,1.0
SKU_00473,1,1.0
SKU_00325,1,1.0
SKU_00568,1,1.0
SKU_00295,1,1.0
SKU_00401,1,1.0
SKU_00774,1,1.0
SKU_00807,1,1.0
SKU_00914,1,1.0
SKU_00647,1,1.0
SKU_00388,1,1.0
SKU_00903,1,1.0
SKU_00247,1,1.0
SKU_00154,1,1.0
SKU_00549,1,1.0
SKU_00532,1,1.0
SKU_00949,1,1.0
SKU_00396,1,1.0
SKU_00020,1,1.0
SKU_00548,1,1.0
SKU_00489,1,1.0
SKU_00107,1,1.0
SKU_00609,1,1.0
SKU_00462,1,1.0
SKU_00966,1,1.0
SKU_00358,1,1.0
SKU_00970,1,1.0
SKU_00791,1,1.0
SKU_00755,1,1.0
SKU_00631,1,1.0
SKU_00421,1,1.0
SKU_00534,1,1.0
SKU_00720,1,1.0
SKU_00467,1,1.0
SKU_00233,1,1.0
SKU_00688,1,1.0
SKU_00336,1,1.0
SKU_00510,1,1.0
SKU_00781,1,1.0
SKU_00824,1,1.0
SKU_00420,1,1.0
SKU_00847,1,1.0
SKU_00551,1,1.0
SKU_00662,1,1.0
SKU_00119,1,1.0
SKU_00953,1,1.0
SKU_00789,1,1.0
SKU_00438,1,1.0
SKU_00204,1,1.0
SKU_00494,1,1.0
SKU_00321,1,1.0
SKU_00453,1,1.0
SKU_00337,1,1.0
SKU_00700,1,1.0
SKU_00104,1,1.0
SKU_00716,1,1.0
SKU_00661,1,1.0
SKU_00894,1,1.0
SKU_00176,1,1.0
SKU_00187,1,1.0
SKU_00815,1,1.0
SKU_00831,1,1.0
SKU_00725,1,1.0
SKU_00359,1,1.0
SKU_00595,1,1.0
SKU_00523,1,1.0
SKU_00802,1,1.0
SKU_00766,1,1.0
SKU_00086,1,1.0
SKU_00884,1,1.0
SKU_00723,1,1.0
SKU_00972,1,1.0
SKU_00076,1,1.0
SKU_00851,1,1.0
SKU_00196,1,1.0
SKU_00876,1,1.0
SKU_00797,1,1.0
SKU_00686,1,1.0
SKU_00093,1,1.0
SKU_00242,1,1.0
SKU_00186,1,1.0
SKU_00633,1,1.0
SKU_00862,1,1.0
SKU_00074,1,1.0
SKU_00535,1,1.0
SKU_00276,1,1.0
SKU_00861,1,1.0
SKU_00490,1,1.0
SKU_00554,1,1.0
SKU_00444,1,1.0
SKU_00981,1,1.0
SKU_00364,1,1.0
SKU_00501,1,1.0
SKU_00838,1,1.0
SKU_00399,1,1.0
SKU_00915,1,1.0
SKU_00258,1,1.0
SKU_00136,1,1.0
SKU_00778,1,1.0
SKU_00804,1,1.0
SKU_00017,1,1.0
SKU_00543,1,1.0
SKU_00890,1,1.0
SKU_00749,1,1.0
SKU_00474,1,1.0
SKU_00695,1,1.0
SKU_00823,1,1.0
SKU_00191,1,1.0
SKU_00048,1,1.0
SKU_00159,1,1.0
SKU_00976,1,1.0
SKU_00027,1,1.0
SKU_00437,1,1.0
SKU_00116,1,1.0
SKU_00683,1,1.0
SKU_00296,1,1.0
SKU_00302,1,1.0
SKU_00081,1,1.0
SKU_00055,1,1.0
SKU_00054,1,1.0
SKU_00692,1,1.0
SKU_00913,1,1.0
SKU_00739,1,1.0
SKU_00717,1,1.0
SKU_00939,1,1.0
SKU_00363,1,1.0
SKU_00968,1,1.0
SKU_00921,1,1.0
SKU_00408,1,1.0
SKU_00525,1,1.0
SKU_00989,1,1.0
SKU_00738,1,1.0
SKU_00956,1,1.0
SKU_00521,1,1.0
SKU_00691,1,1.0
SKU_00162,1,1.0
SKU_00788,1,1.0
SKU_00993,1,1.0
SKU_00677,1,1.0
SKU_00315,1,1.0
SKU_00817,1,1.0
SKU_00248,1,1.0
SKU_00188,1,1.0
SKU_00865,1,1.0
SKU_00415,1,1.0
SKU_00516,1,1.0
SKU_00578,1,1.0
SKU_00129,1,1.0
SKU_00533,1,1.0
SKU_00275,1,1.0
SKU_00742,1,1.0
SKU_00423,1,1.0
SKU_00078,1,1.0
SKU_00160,1,1.0
SKU_00504,1,1.0
SKU_00270,1,1.0
SKU_00994,1,1.0
SKU_00488,1,1.0
SKU_00277,1,1.0
SKU_00103,1,1.0
SKU_00461,1,1.0
SKU_00303,1,1.0
SKU_00034,1,1.0
SKU_00848,1,1.0
SKU_00998,1,1.0
SKU_00274,1,1.0
SKU_00348,1,1.0
SKU_00793,1,1.0
SKU_00732,1,1.0
SKU_00570,1,1.0
SKU_00623,1,1.0
SKU_00255,1,1.0
SKU_00612,1,1.0
SKU_00751,1,1.0
SKU_00674,1,1.0
SKU_00219,1,1.0
SKU_00263,1,1.0
SKU_00978,1,1.0
SKU_00545,1,1.0
SKU_00043,1,1.0
SKU_00417,1,1.0
SKU_00999,1,1.0
SKU_00863,1,1.0
SKU_00268,1,1.0
SKU_00125,1,1.0
SKU_00714,1,1.0
SKU_00560,1,1.0
SKU_00338,1,1.0
SKU_00194,1,1.0
SKU_00039,1,1.0
SKU_00564,1,1.0
SKU_00246,1,1.0
SKU_00499,1,1.0
SKU_00786,1,1.0
SKU_00395,1,1.0
SKU_00089,1,1.0
SKU_00484,1,1.0
SKU_00304,1,1.0
SKU_00607,1,1.0
SKU_00161,1,1.0
SKU_00217,1,1.0
SKU_00174,1,1.0
SKU_00365,1,1.0
SKU_00910,1,1.0
SKU_00502,1,1.0
SKU_00639,1,1.0
SKU_00343,1,1.0
SKU_00553,1,1.0
SKU_00990,1,1.0
SKU_00069,1,1.0
SKU_00153,1,1.0
SKU_00857,1,1.0
SKU_00003,1,1.0
SKU_00085,1,1.0
SKU_00657,1,1.0
SKU_00195,1,1.0
SKU_00853,1,1.0
SKU_00785,1,1.0
SKU_00376,1,1.0
SKU_00451,1,1.0
SKU_00122,1,1.0
SKU_00045,1,1.0
SKU_00106,1,1.0
SKU_00906,1,1.0
SKU_00684,1,1.0
SKU_00157,1,1.0
SKU_00618,1,1.0
SKU_00452,1,1.0
SKU_00547,1,1.0
SKU_00102,1,1.0
SKU_00526,1,1.0
SKU_00660,1,1.0
SKU_00572,1,1.0
SKU_00743,1,1.0
SKU_00896,1,1.0
SKU_00756,1,1.0
SKU_00566,1,1.0
SKU_00849,1,1.0
SKU_00734,1,1.0
SKU_00373,1,1.0
SKU_00341,1,1.0
SKU_00917,1,1.0
SKU_00685,1,1.0
SKU_00567,1,1.0
SKU_00675,1,1.0
SKU_00082,1,1.0
SKU_00138,1,1.0
SKU_00584,1,1.0
SKU_00024,1,1.0
SKU_00279,1,1.0
SKU_00596,1,1.0
SKU_00012,1,1.0
SKU_00986,1,1.0
SKU_00529,1,1.0
SKU_00115,1,1.0
SKU_00025,1,1.0
SKU_00843,1,1.0
SKU_00229,1,1.0
SKU_00232,1,1.0
SKU_00455,1,1.0
SKU_00050,1,1.0
SKU_00091,1,1.0
SKU_00344,1,1.0
SKU_00018,1,1.0
SKU_00765,1,1.0
SKU_00651,1,1.0
SKU_00261,1,1.0
SKU_00051,1,1.0
SKU_00506,1,1.0
SKU_00062,1,1.0
SKU_00375,1,1.0
SKU_00144,1,1.0
SKU_00624,1,1.0
SKU_00918,1,1.0
SKU_00349,1,1.0
SKU_00904,1,1.0
SKU_00611,1,1.0
SKU_00289,1,1.0
SKU_00522,1,1.0
SKU_00768,1,1.0
SKU_00061,1,1.0
SKU_00808,1,1.0
SKU_00954,1,1.0
SKU_00538,1,1.0
SKU_00673,1,1.0
SKU_00740,1,1.0
SKU_00095,1,1.0
SKU_00394,1,1.0
SKU_00569,1,1.0
SKU_00457,1,1.0
SKU_00931,1,1.0
SKU_00280,1,1.0
SKU_00361,1,1.0
SKU_00310,1,1.0
SKU_00909,1,1.0
SKU_00329,1,1.0
SKU_00496,1,1.0
SKU_00907,1,1.0
SKU_00964,1,1.0
SKU_00088,1,1.0
SKU_00272,1,1.0
SKU_00822,1,1.0
SKU_00416,1,1.0
SKU_00301,1,1.0
SKU_00432,1,1.0
SKU_00216,1,1.0
SKU_00877,1,1.0
SKU_00184,1,1.0
SKU_00879,1,1.0
SKU_00140,1,1.0
SKU_00483,1,1.0
SKU_00552,1,1.0
SKU_00108,1,1.0
SKU_00537,1,1.0
SKU_00067,1,1.0
SKU_00131,1,1.0
SKU_00544,1,1.0
SKU_00666,1,1.0
SKU_00527,1,1.0
SKU_00322,1,1.0
SKU_00911,1,1.0
SKU_00873,1,1.0
SKU_00561,1,1.0
SKU_00962,1,1.0
SKU_00224,1,1.0
SKU_00327,1,1.0
SKU_00173,1,1.0
SKU_00591,1,1.0
SKU_00829,1,1.0
SKU_00410,1,1.0
SKU_00941,1,1.0
SKU_00540,1,1.0
SKU_00381,1,1.0
SKU_00155,1,1.0
SKU_00210,1,1.0
SKU_00169,1,1.0
SKU_00227,1,1.0
SKU_00826,1,1.0
SKU_00638,1,1.0
SKU_00835,1,1.0
SKU_00307,1,1.0
SKU_00141,1,1.0
SKU_00185,1,1.0
SKU_00536,1,1.0
SKU_00251,1,1.0
SKU_00550,1,1.0
SKU_00234,1,1.0
SKU_00426,1,1.0
SKU_00594,1,1.0
SKU_00608,1,1.0
SKU_00328,1,1.0
SKU_00992,1,1.0
SKU_00880,1,1.0
SKU_00007,1,1.0
SKU_00314,1,1.0
SKU_00935,1,1.0
SKU_00146,1,1.0
SKU_00041,1,1.0
SKU_00690,1,1.0
SKU_00929,1,1.0
SKU_00845,1,1.0
SKU_00699,1,1.0
SKU_00059,1,1.0
SKU_00733,1,1.0
SKU_00635,1,1.0
SKU_00385,1,1.0
SKU_00172,1,1.0
SKU_00800,1,1.0
SKU_00256,1,1.0
SKU_00026,1,1.0
SKU_00362,1,1.0
SKU_00702,1,1.0
SKU_00721,1,1.0
SKU_00036,1,1.0
SKU_00762,1,1.0
SKU_00615,1,1.0
SKU_00652,1,1.0
SKU_00402,1,1.0
SKU_00360,1,1.0
SKU_00763,1,1.0
SKU_00713,1,1.0
SKU_00180,1,1.0
SKU_00744,1,1.0
SKU_00783,1,1.0
SKU_00015,1,1.0
SKU_00658,1,1.0
SKU_00342,1,1.0
SKU_00198,1,1.0
SKU_00920,1,1.0
SKU_00269,1,1.0
SKU_00397,1,1.0
SKU_00495,1,1.0
SKU_00689,1,1.0
SKU_00293,1,1.0
SKU_00142,1,1.0
SKU_00016,1,1.0
SKU_00893,1,1.0
SKU_00406,1,1.0
SKU_00477,1,1.0
SKU_00643,1,1.0
SKU_00404,1,1.0
SKU_00143,1,1.0
SKU_00777,1,1.0
SKU_00796,1,1.0
SKU_00469,1,1.0
SKU_00225,1,1.0
SKU_00505,1,1.0
SKU_00105,1,1.0
SKU_00386,1,1.0
SKU_00092,1,1.0
SKU_00761,1,1.0
SKU_00852,1,1.0
SKU_00340,1,1.0
SKU_00979,1,1.0
SKU_00585,1,1.0
SKU_00250,1,1.0
SKU_00663,1,1.0
SKU_00963,1,1.0
SKU_00175,1,1.0
SKU_00632,1,1.0
SKU_00842,1,1.0
SKU_00881,1,1.0
SKU_00819,1,1.0
SKU_00801,1,1.0
SKU_00605,1,1.0
SKU_00064,1,1.0
SKU_00984,1,1.0
SKU_00000,1,1.0
SKU_00757,1,1.0
SKU_00912,1,1.0
SKU_00670,1,1.0
SKU_00046,1,1.0
SKU_00033,1,1.0
SKU_00309,1,1.0
SKU_00693,1,1.0
SKU_00855,1,1.0
SKU_00597,1,1.0
SKU_00698,1,1.0
SKU_00124,1,1.0
SKU_00266,1,1.0
SKU_00298,1,1.0
SKU_00110,1,1.0
SKU_00779,1,1.0
SKU_00642,1,1.0
SKU_00212,1,1.0
SKU_00507,1,1.0
SKU_00583,1,1.0
SKU_00075,1,1.0
SKU_00816,1,1.0
SKU_00934,1,1.0
SKU_00023,1,1.0
SKU_00167,1,1.0
SKU_00589,1,1.0
SKU_00987,1,1.0
SKU_00637,1,1.0
SKU_00389,1,1.0
SKU_00213,1,1.0
SKU_00430,1,1.0
SKU_00951,1,1.0
SKU_00579,1,1.0
SKU_00478,1,1.0
SKU_00286,1,1.0
SKU_00659,1,1.0
SKU_00282,1,1.0
SKU_00980,1,1.0
SKU_00511,1,1.0
SKU_00177,1,1.0
SKU_00582,1,1.0
SKU_00944,1,1.0
SKU_00600,1,1.0
SKU_00223,1,1.0
SKU_00806,1,1.0
SKU_00747,1,1.0
SKU_00022,1,1.0
SKU_00622,1,1.0
SKU_00629,1,1.0
SKU_00556,1,1.0
SKU_00531,1,1.0
SKU_00235,1,1.0
SKU_00317,1,1.0
SKU_00946,1,1.0
SKU_00715,1,1.0
SKU_00215,1,1.0
SKU_00942,1,1.0
SKU_00703,1,1.0
SKU_00885,1,1.0
SKU_00482,1,1.0
SKU_00158,1,1.0
SKU_00892,1,1.0
SKU_00997,1,1.0
SKU_00130,1,1.0
SKU_00902,1,1.0
SKU_00870,1,1.0
SKU_00319,1,1.0
SKU_00625,1,1.0
SKU_00418,1,1.0
SKU_00049,1,1.0
SKU_00927,1,1.0
SKU_00866,1,1.0
SKU_00811,1,1.0
SKU_00445,1,1.0
SKU_00326,1,1.0
SKU_00350,1,1.0
SKU_00887,1,1.0
SKU_00958,1,1.0
SKU_00730,1,1.0
SKU_00973,1,1.0
SKU_00636,1,1.0
SKU_00767,1,1.0
SKU_00380,1,1.0
SKU_00413,1,1.0
SKU_00366,1,1.0
SKU_00604,1,1.0
SKU_00405,1,1.0
SKU_00262,1,1.0
SKU_00519,1,1.0
SKU_00097,1,1.0
SKU_00479,1,1.0
SKU_00087,1,1.0
SKU_00316,1,1.0
SKU_00787,1,1.0
SKU_00790,1,1.0
SKU_00588,1,1.0
SKU_00729,1,1.0
SKU_00028,1,1.0
SKU_00644,1,1.0
SKU_00493,1,1.0
SKU_00135,1,1.0
SKU_00555,1,1.0
SKU_00011,1,1.0
SKU_00156,1,1.0
SKU_00206,1,1.0
SKU_00084,1,1.0
SKU_00520,1,1.0
SKU_00546,1,1.0
SKU_00133,1,1.0
SKU_00784,1,1.0
SKU_00294,1,1.0
SKU_00425,1,1.0
SKU_00975,1,1.0
SKU_00653,1,1.0
SKU_00900,1,1.0
SKU_00123,1,1.0
SKU_00587,1,1.0
SKU_00047,1,1.0
SKU_00590,1,1.0
SKU_00985,1,1.0
SKU_00422,1,1.0
SKU_00967,1,1.0
SKU_00372,1,1.0
SKU_00218,1,1.0
SKU_00330,1,1.0
SKU_00750,1,1.0
SKU_00562,1,1.0
SKU_00346,1,1.0
SKU_00014,1,1.0
SKU_00297,1,1.0
SKU_00283,1,1.0
SKU_00038,1,1.0
SKU_00919,1,1.0
SKU_00353,1,1.0
SKU_00676,1,1.0
SKU_00805,1,1.0
SKU_00837,1,1.0
SKU_00708,1,1.0
SKU_00214,1,1.0
SKU_00287,1,1.0
SKU_00867,1,1.0
SKU_00460,1,1.0
SKU_00809,1,1.0
SKU_00694,1,1.0
SKU_00243,1,1.0
SKU_00933,1,1.0
SKU_00284,1,1.0
SKU_00454,1,1.0
SKU_00434,1,1.0
SKU_00260,1,1.0
SKU_00830,1,1.0
SKU_00602,1,1.0
SKU_00650,1,1.0
SKU_00163,1,1.0
SKU_00066,1,1.0
SKU_00147,1,1.0
SKU_00339,1,1.0
SKU_00111,1,1.0
SKU_00754,1,1.0
SKU_00681,1,1.0
SKU_00306,1,1.0
SKU_00265,1,1.0
SKU_00696,1,1.0
SKU_00682,1,1.0
SKU_00617,1,1.0
SKU_00601,1,1.0
SKU_00897,1,1.0
SKU_00965,1,1.0
SKU_00530,1,1.0
SKU_00776,1,1.0
SKU_00391,1,1.0
SKU_00254,1,1.0
SKU_00099,1,1.0
SKU_00672,1,1.0
SKU_00468,1,1.0
SKU_00895,1,1.0
SKU_00712,1,1.0
SKU_00841,1,1.0
SKU_00571,1,1.0
SKU_00320,1,1.0
SKU_00832,1,1.0
SKU_00411,1,1.0
SKU_00192,1,1.0
SKU_00037,1,1.0
SKU_00202,1,1.0
SKU_00278,1,1.0
SKU_00858,1,1.0
SKU_00969,1,1.0
SKU_00539,1,1.0
SKU_00746,1,1.0
SKU_00345,1,1.0
SKU_00620,1,1.0
SKU_00181,1,1.0
SKU_00109,1,1.0
SKU_00711,1,1.0
SKU_00429,1,1.0
SKU_00443,1,1.0
SKU_00775,1,1.0
SKU_00466,1,1.0
SKU_00193,1,1.0
SKU_00179,1,1.0
SKU_00259,1,1.0
SKU_00166,1,1.0
SKU_00080,1,1.0
SKU_00400,1,1.0
SKU_00040,1,1.0
SKU_00735,1,1.0
SKU_00253,1,1.0
SKU_00834,1,1.0
SKU_00222,1,1.0
SKU_00528,1,1.0
SKU_00770,1,1.0
SKU_00459,1,1.0
SKU_00209,1,1.0
SKU_00132,1,1.0
SKU_00441,1,1.0
SKU_00753,1,1.0
SKU_00641,1,1.0
SKU_00230,1,1.0
SKU_00083,1,1.0
SKU_00899,1,1.0
SKU_00409,1,1.0
SKU_00669,1,1.0
SKU_00864,1,1.0
SKU_00667,1,1.0
SKU_00924,1,1.0
SKU_00114,1,1.0
SKU_00383,1,1.0
SKU_00875,1,1.0
SKU_00654,1,1.0
SKU_00542,1,1.0
SKU_00908,1,1.0
SKU_00888,1,1.0
SKU_00151,1,1.0
SKU_00152,1,1.0
SKU_00565,1,1.0
SKU_00818,1,1.0
SKU_00063,1,1.0
SKU_00828,1,1.0
SKU_00333,1,1.0
SKU_00053,1,1.0
SKU_00722,1,1.0
SKU_00859,1,1.0
SKU_00960,1,1.0
SKU_00288,1,1.0
SKU_00241,1,1.0
SKU_00656,1,1.0
SKU_00060,1,1.0
SKU_00030,1,1.0
SKU_00013,1,1.0
SKU_00057,1,1.0
SKU_00311,1,1.0
SKU_00090,1,1.0
SKU_00433,1,1.0
SKU_00387,1,1.0
SKU_00827,1,1.0
SKU_00077,1,1.0
SKU_00374,1,1.0
SKU_00334,1,1.0
SKU_00281,1,1.0
SKU_00503,1,1.0
SKU_00613,1,1.0
SKU_00599,1,1.0
SKU_00199,1,1.0
SKU_00331,1,1.0
SKU_00335,1,1.0
SKU_00299,1,1.0
SKU_00916,1,1.0
SKU_00239,1,1.0
SKU_00318,1,1.0
SKU_00959,1,1.0
SKU_00889,1,1.0
SKU_00792,1,1.0
SKU_00291,1,1.0
SKU_00428,1,1.0
SKU_00056,1,1.0
SKU_00922,1,1.0
SKU_00854,1,1.0
SKU_00603,1,1.0
SKU_00058,1,1.0
SKU_00782,1,1.0
SKU_00285,1,1.0
SKU_00592,1,1.0
SKU_00593,1,1.0
SKU_00292,1,1.0
SKU_00031,1,1.0
SKU_00392,1,1.0
SKU_00773,1,1.0
SKU_00201,1,1.0
SKU_00995,1,1.0
SKU_00096,1,1.0
SKU_00616,1,1.0
SKU_00883,1,1.0
SKU_00021,1,1.0
SKU_00764,1,1.0
SKU_00760,1,1.0
SKU_00812,1,1.0
SKU_00117,1,1.0
SKU_00009,1,1.0
SKU_00351,1,1.0
SKU_00071,1,1.0
SKU_00844,1,1.0
SKU_00168,1,1.0
SKU_00079,1,1.0
SKU_00874,1,1.0
SKU_00121,1,1.0
SKU_00449,1,1.0
SKU_00974,1,1.0
SKU_00237,1,1.0
SKU_00379,1,1.0
SKU_00514,1,1.0
SKU_00728,1,1.0
SKU_00042,1,1.0
SKU_00928,1,1.0
SKU_00833,1,1.0
SKU_00354,1,1.0
SKU_00440,1,1.0
SKU_00491,1,1.0
SKU_00190,1,1.0
SKU_00940,1,1.0
SKU_00988,1,1.0
SKU_00220,1,1.0
SKU_00019,1,1.0
SKU_00846,1,1.0
SKU_00926,1,1.0
SKU_00487,1,1.0
SKU_00664,1,1.0
SKU_00273,1,1.0
SKU_00492,1,1.0
SKU_00619,1,1.0
SKU_00101,1,1.0
SKU_00001,1,1.0
SKU_00706,1,1.0
SKU_00029,1,1.0
SKU_00300,1,1.0
SKU_00606,1,1.0
SKU_00957,1,1.0
SKU_00231,1,1.0
SKU_00377,1,1.0
SKU_00436,1,1.0
SKU_00476,1,1.0
SKU_00598,1,1.0
SKU_00936,1,1.0
SKU_00010,1,1.0
SKU_00628,1,1.0
SKU_00741,1,1.0
SKU_00211,1,1.0
SKU_00901,1,1.0
SKU_00481,1,1.0
SKU_00472,1,1.0
SKU_00032,1,1.0
SKU_00008,1,1.0
SKU_00486,1,1.0
SKU_00938,1,1.0
SKU_00312,1,1.0
SKU_00586,1,1.0
SKU_00189,1,1.0
SKU_00518,1,1.0
SKU_00580,1,1.0
SKU_00724,1,1.0
SKU_00977,1,1.0
SKU_00323,1,1.0
SKU_00005,1,1.0
SKU_00370,1,1.0
SKU_00264,1,1.0
SKU_00439,1,1.0
SKU_00983,1,1.0
SKU_00244,1,1.0
SKU_00458,1,1.0
SKU_00640,1,1.0
SKU_00497,1,1.0
SKU_00668,1,1.0
SKU_00871,1,1.0
SKU_00407,1,1.0
SKU_00257,1,1.0
SKU_00236,1,1.0
SKU_00006,1,1.0
SKU_00100,1,1.0
SKU_00701,1,1.0
SKU_00646,1,1.0
SKU_00068,1,1.0
SKU_00448,1,1.0
SKU_00470,1,1.0
SKU_00126,1,1.0
SKU_00164,1,1.0
SKU_00850,1,1.0
SKU_00347,1,1.0
SKU_00368,1,1.0
SKU_00369,1,1.0
SKU_00145,1,1.0
SKU_00563,1,1.0
SKU_00898,1,1.0
SKU_00930,1,1.0
SKU_00952,1,1.0
SKU_00356,1,1.0
SKU_00726,1,1.0
SKU_00576,1,1.0
SKU_00794,1,1.0
SKU_00424,1,1.0
SKU_00704,1,1.0
SKU_00736,1,1.0
SKU_00982,1,1.0
SKU_00878,1,1.0
SKU_00500,1,1.0
SKU_00128,1,1.0
SKU_00840,1,1.0
SKU_00626,1,1.0
SKU_00371,1,1.0
SKU_00171,1,1.0
SKU_00290,1,1.0
SKU_00856,1,1.0
SKU_00655,1,1.0
SKU_00557,1,1.0
SKU_00148,1,1.0
SKU_00382,1,1.0
SKU_00559,1,1.0
SKU_00098,1,1.0
SKU_00465,1,1.0
SKU_00665,1,1.0
SKU_00821,1,1.0
SKU_00610,1,1.0
SKU_00332,1,1.0
SKU_00630,1,1.0
SKU_00515,1,1.0
SKU_00149,1,1.0
SKU_00868,1,1.0
SKU_00044,1,1.0
SKU_00205,1,1.0
SKU_00772,1,1.0
SKU_00621,1,1.0
SKU_00634,1,1.0
SKU_00925,1,1.0
SKU_00955,1,1.0
SKU_00687,1,1.0
SKU_00649,1,1.0
SKU_00882,1,1.0
SKU_00718,1,1.0
SKU_00442,1,1.0
SKU_00456,1,1.0
SKU_00004,1,1.0
SKU_00208,1,1.0
SKU_00945,1,1.0
SKU_00072,1,1.0
