sku_id,avg_daily_demand,demand_std,pick_frequency,volume_cu_m
SKU_00574,98.36712328767123,29.68362507294253,111,0.054
SKU_00450,108.28219178082192,32.80042608300774,140,0.134
SKU_00238,129.56712328767122,37.71340761525721,135,0.186
SKU_00094,109.1041095890411,30.77202792870666,135,0.068
SKU_00707,103.74246575342465,29.429921968808735,120,0.165
SKU_00524,98.4958904109589,29.570238780341604,134,0.111
SKU_00435,119.11232876712329,32.78603606370762,123,0.044
SKU_00170,122.82739726027397,35.438157169804285,139,0.179
SKU_00073,102.71232876712328,29.465047020759506,136,0.198
SKU_00137,114.62739726027397,32.96798838748018,124,0.004
SKU_00573,128.41095890410958,38.040693803701714,146,0.05
SKU_00950,133.1917808219178,38.20852902823244,137,0.075
SKU_00719,108.81643835616438,31.220093442086153,145,0.15
SKU_00727,98.97534246575343,29.163934998923015,141,0.126
SKU_00485,88.3945205479452,25.78595265854074,146,0.183
SKU_00513,90.32054794520548,26.28152193658744,135,0.104
SKU_00357,132.15068493150685,37.47463289737893,129,0.121
SKU_00113,97.83835616438355,28.758632866034308,146,0.11
SKU_00752,124.31506849315069,33.385805330880444,142,0.178
SKU_00803,127.52054794520548,36.416964705755596,148,0.083
SKU_00813,84.94520547945206,24.672854244387807,148,0.091
SKU_00118,87.01643835616439,26.223987706599626,134,0.097
SKU_00961,125.76986301369863,36.46376601674651,132,0.051
SKU_00252,90.36164383561643,26.084091769586827,129,0.039
SKU_00480,119.21095890410959,37.43722790777437,121,0.086
SKU_00165,92.52054794520548,26.458400683561692,122,0.103
SKU_00820,96.28493150684932,26.818189616279984,135,0.117
SKU_00052,82.26027397260275,24.399168715156396,148,0.129
SKU_00709,112.05205479452054,32.38657345254339,131,0.056
SKU_00398,99.78082191780823,27.787185052983485,130,0.185
SKU_00541,123.30958904109589,36.15823042652807,119,0.07
SKU_00414,120.53424657534246,34.78169050347747,146,0.001
SKU_00697,125.2027397260274,39.24909872487569,129,0.089
SKU_00872,116.25479452054795,34.06697121514615,138,0.126
SKU_00508,78.59726027397261,22.584991932811224,139,0.143
SKU_00947,82.43561643835616,22.819389828831287,141,0.121
SKU_00221,129.1917808219178,38.812474463988565,139,0.008
SKU_00463,126.95616438356164,37.19658566653168,134,0.086
SKU_00182,78.58082191780822,22.909453022369018,116,0.012
SKU_00355,115.46849315068494,34.19332913506012,151,0.087
SKU_00200,114.48493150684932,32.54106311724064,132,0.136
SKU_00839,115.47945205479452,31.350863418119257,139,0.16
SKU_00771,85.61643835616438,24.833417608879085,138,0.128
SKU_00860,92.43287671232876,26.21747621357716,142,0.096
SKU_00886,111.43561643835616,34.53401480473705,114,0.021
SKU_00065,131.3041095890411,38.254542351692116,125,0.18
SKU_00473,80.28493150684932,24.524173268726617,124,0.158
SKU_00325,98.36438356164383,27.025249538158388,141,0.109
SKU_00568,79.98904109589041,24.417047062754968,154,0.117
SKU_00295,136.93424657534246,40.84083356871384,116,0.026
SKU_00401,77.3917808219178,23.42717118736145,127,0.139
SKU_00774,91.22465753424657,25.25374404198098,136,0.029
SKU_00807,77.4958904109589,21.718557153345227,140,0.091
SKU_00914,127.7068493150685,38.77327846968413,153,0.188
SKU_00647,105.14520547945206,31.560307876636756,131,0.142
SKU_00388,94.6,28.02969383107382,129,0.016
SKU_00903,122.04931506849314,35.15652255025063,119,0.073
SKU_00247,73.2958904109589,21.478972840284314,132,0.042
SKU_00154,70.72328767123288,19.999248066551353,149,0.153
SKU_00549,91.98904109589041,26.48397588115467,123,0.06
SKU_00532,69.9041095890411,20.921073806540775,128,0.157
SKU_00949,116.59726027397261,35.071974553290886,141,0.112
SKU_00396,80.93424657534247,24.52047932581266,144,0.119
SKU_00020,114.02191780821917,34.917556930950916,146,0.021
SKU_00548,133.44931506849315,39.899816585299845,131,0.004
SKU_00489,76.89041095890411,21.76697370011318,152,0.083
SKU_00107,91.21369863013699,27.57653343782332,146,0.071
SKU_00609,96.98082191780821,27.316162031182284,133,0.143
SKU_00462,91.06575342465753,27.478184249769996,133,0.072
SKU_00966,95.09041095890412,26.514562473899087,133,0.125
SKU_00358,71.42465753424658,22.525637291553746,125,0.05
SKU_00970,102.94794520547946,30.72574586040683,132,0.047
SKU_00791,114.78630136986301,34.13609363642942,120,0.073
SKU_00755,82.76986301369863,25.36040591489019,118,0.004
SKU_00631,75.06575342465753,21.884086616236587,128,0.096
SKU_00421,85.36438356164383,24.623569127073598,126,0.002
SKU_00534,86.08767123287672,25.243495219177248,121,0.075
SKU_00720,70.5095890410959,20.69514571461942,116,0.031
SKU_00467,78.2986301369863,22.37311286873158,131,0.075
SKU_00233,133.26027397260273,42.24946433019559,146,0.165
SKU_00688,86.92328767123287,26.28760268825571,131,0.038
SKU_00336,76.91232876712328,22.401137782656253,127,0.136
SKU_00510,105.63013698630137,30.93786170809312,114,0.082
SKU_00781,121.04109589041096,33.26493647665243,126,0.127
SKU_00824,120.59726027397261,35.68666283867398,113,0.148
SKU_00420,81.3945205479452,23.82636301009294,156,0.188
SKU_00847,63.87123287671233,18.355385767197923,158,0.188
SKU_00551,76.46849315068494,21.57626950355878,135,0.083
SKU_00662,107.2986301369863,31.78552997357033,134,0.086
SKU_00119,118.27397260273973,35.460882438976306,141,0.18
SKU_00953,70.58356164383562,21.8565943835968,133,0.188
SKU_00789,67.41643835616438,19.63126440718729,136,0.19
SKU_00438,89.3013698630137,27.104136241817844,136,0.149
SKU_00204,103.18082191780822,31.58261735674886,149,0.113
SKU_00494,136.16164383561645,40.141147362477,157,0.107
SKU_00321,88.83013698630137,26.8120989425755,125,0.112
SKU_00453,68.2986301369863,20.581281458402167,144,0.131
SKU_00337,90.4,28.226789550915033,138,0.125
SKU_00700,114.96712328767123,35.343821657245186,123,0.087
SKU_00104,67.5068493150685,21.06265071532552,118,0.084
SKU_00716,72.88767123287671,21.345045653676856,141,0.197
SKU_00661,61.97808219178082,18.08343184522557,141,0.117
SKU_00894,90.57534246575342,27.457118318928664,130,0.063
SKU_00176,87.81095890410958,24.96249693437854,141,0.099
SKU_00187,109.24931506849315,31.00603948297317,127,0.078
SKU_00815,116.09041095890412,35.04095000179718,118,0.137
SKU_00831,132.77534246575343,36.007919538020694,118,0.124
SKU_00725,71.86027397260274,21.391168068932174,126,0.178
SKU_00359,104.84383561643835,30.07555041059724,119,0.072
SKU_00595,126.69315068493151,37.188029537340235,121,0.196
SKU_00523,69.8027397260274,21.23273683142143,151,0.089
SKU_00802,102.18082191780822,29.029166166694914,122,0.162
SKU_00766,78.58904109589041,21.454293107890887,119,0.188
SKU_00086,80.04657534246576,23.09275421653801,125,0.056
SKU_00884,74.67671232876712,22.247968919199256,126,0.197
SKU_00723,79.58082191780822,22.41411359687427,153,0.054
SKU_00972,79.41095890410959,24.21800915609229,115,0.111
SKU_00076,76.24657534246575,23.163288511523408,147,0.131
SKU_00851,77.18356164383562,23.264526442129593,124,0.088
SKU_00196,80.0986301369863,23.89321765201731,149,0.151
SKU_00876,79.36438356164383,24.388935125498467,124,0.074
SKU_00797,100.83835616438355,30.367233236388813,128,0.129
SKU_00686,100.4876712328767,29.310163753078466,144,0.078
SKU_00093,101.12054794520547,30.24182279315813,138,0.19
SKU_00242,62.28493150684932,19.668290925271574,130,0.118
SKU_00186,70.36986301369863,19.09080876696391,155,0.198
SKU_00633,108.52602739726028,31.94814663577197,152,0.149
SKU_00862,108.9013698630137,30.7228147192305,127,0.189
SKU_00074,79.28219178082192,23.330634382232397,120,0.049
SKU_00535,60.67123287671233,18.89419266158209,134,0.055
SKU_00276,70.78630136986301,20.280812367692327,130,0.104
SKU_00861,122.10958904109589,35.483381671292946,124,0.012
SKU_00490,122.83013698630137,36.22030684199728,132,0.175
SKU_00554,62.68219178082192,18.021136418668565,167,0.098
SKU_00444,67.67123287671232,19.74720372089479,120,0.164
SKU_00981,71.74794520547945,20.27332539112839,126,0.118
SKU_00364,58.42739726027397,17.01319187799472,159,0.042
SKU_00501,101.01643835616439,31.3586967348169,126,0.041
SKU_00838,94.87123287671233,26.90116974994582,136,0.076
SKU_00399,73.02191780821917,21.653225063545783,146,0.015
SKU_00915,124.75890410958904,36.14708899416063,137,0.004
SKU_00258,94.91780821917808,29.40404090523145,133,0.122
SKU_00136,105.05479452054794,31.836416709053413,125,0.044
SKU_00778,76.40547945205479,21.534153108792097,132,0.076
SKU_00804,127.76712328767124,37.96054941326233,136,0.042
SKU_00017,101.98356164383561,29.0685010108211,133,0.165
SKU_00543,81.1041095890411,23.53767402377505,136,0.159
SKU_00890,74.31506849315069,21.074225646567385,142,0.032
SKU_00749,86.0986301369863,26.429693659017854,126,0.062
SKU_00474,100.35890410958905,30.120088563273846,127,0.08
SKU_00695,86.37260273972603,24.63231405450293,133,0.117
SKU_00823,133.7013698630137,38.34174156803473,140,0.017
SKU_00191,59.608219178082194,17.013809464058962,124,0.181
SKU_00048,97.52054794520548,27.223590685448176,137,0.067
SKU_00159,71.45479452054795,21.588974095562556,139,0.076
SKU_00976,88.40547945205479,25.704469457915298,125,0.19
SKU_00027,101.97260273972603,29.71040286729219,123,0.007
SKU_00437,63.794520547945204,18.40550480850114,140,0.1
SKU_00116,66.14794520547945,19.011275641982856,164,0.113
SKU_00683,78.15616438356165,22.94080405613838,135,0.062
SKU_00296,66.46849315068494,19.623019090284576,141,0.17
SKU_00302,96.79178082191781,28.326402826597754,131,0.133
SKU_00081,81.35068493150685,25.335068446935317,141,0.145
SKU_00055,55.47945205479452,17.304250247323857,139,0.133
SKU_00054,87.04657534246576,26.485544897438423,156,0.114
SKU_00692,102.65205479452055,30.46484241734191,146,0.145
SKU_00913,123.68219178082192,37.97841833093052,147,0.153
SKU_00739,134.4986301369863,38.91153849166915,135,0.142
SKU_00717,53.12876712328767,15.827794785173127,124,0.158
SKU_00939,88.93972602739726,27.033590926591145,131,0.057
SKU_00363,94.0986301369863,26.813173801829425,133,0.015
SKU_00968,90.82465753424657,25.711350920553897,165,0.012
SKU_00921,102.67397260273972,29.7935295514163,124,0.132
SKU_00408,55.45479452054794,15.438152407319274,143,0.113
SKU_00525,107.13150684931507,33.065689185235456,147,0.052
SKU_00989,62.07123287671233,18.520566823233587,145,0.187
SKU_00738,112.44931506849315,33.72995181222252,128,0.163
SKU_00956,98.52602739726028,28.898600803600154,152,0.146
SKU_00521,130.93698630136987,36.968190613908824,136,0.003
SKU_00691,116.79178082191781,34.76918299450932,119,0.174
SKU_00162,80.5095890410959,23.81909938914084,127,0.01
SKU_00788,107.1917808219178,30.43848847448196,130,0.101
SKU_00993,83.74794520547945,23.684905644346667,139,0.135
SKU_00677,123.52328767123288,39.01208083017347,132,0.121
SKU_00315,71.73424657534247,19.709234038074765,135,0.157
SKU_00817,123.33698630136986,36.42354444303531,141,0.128
SKU_00248,51.02191780821918,14.797704070647455,145,0.003
SKU_00188,91.8958904109589,27.71668100876804,148,0.115
SKU_00865,89.22739726027397,25.799636147627993,128,0.106
SKU_00415,108.01917808219179,32.61896509605997,124,0.036
SKU_00516,130.13150684931506,36.58880840087165,136,0.15
SKU_00578,98.73424657534247,26.825403221870797,144,0.197
SKU_00129,96.11232876712329,25.529685076620016,140,0.082
SKU_00533,86.98082191780821,25.910924429998655,134,0.127
SKU_00275,96.11780821917809,26.735576076642378,138,0.055
SKU_00742,63.73698630136986,20.297563235774174,141,0.181
SKU_00423,96.03561643835616,28.358601278022938,145,0.125
SKU_00078,132.22465753424657,38.98074961933314,148,0.113
SKU_00160,128.96438356164384,38.146210078708485,158,0.111
SKU_00504,69.18904109589042,20.874688664150884,134,0.094
SKU_00270,59.51780821917808,16.91487529282763,130,0.031
SKU_00994,130.23835616438356,37.91018387249559,137,0.153
SKU_00488,49.56164383561644,15.070335373819391,115,0.158
SKU_00277,71.7068493150685,21.909380854819183,131,0.055
SKU_00103,91.26849315068493,27.54375578263208,117,0.01
SKU_00461,73.33698630136986,21.219389762235863,124,0.182
SKU_00303,74.03835616438356,21.5661175426132,147,0.032
SKU_00034,49.25205479452055,14.351437780606371,127,0.009
SKU_00848,93.43835616438356,28.79111312701504,140,0.155
SKU_00998,49.43013698630137,14.718929698340814,112,0.134
SKU_00274,92.57534246575342,26.46442657327333,137,0.005
SKU_00348,122.64931506849315,35.96858795650067,129,0.033
SKU_00793,76.21917808219177,22.19175087763249,132,0.023
SKU_00732,68.61369863013698,20.58822689201958,150,0.103
SKU_00570,89.88493150684931,25.944740893079523,131,0.043
SKU_00623,94.67945205479452,28.59856178136702,130,0.097
SKU_00255,83.89315068493151,25.212003991465913,133,0.128
SKU_00612,73.22191780821917,22.44143933905779,135,0.14
SKU_00751,48.18356164383562,14.179452453999334,162,0.192
SKU_00674,110.53972602739726,33.197406308912456,118,0.079
SKU_00219,53.33150684931507,16.529434923100485,137,0.06
SKU_00263,86.27397260273973,26.063458206473037,149,0.026
SKU_00978,91.02191780821917,25.319921393812237,148,0.122
SKU_00545,122.61917808219178,35.39650079532386,132,0.07
SKU_00043,48.52876712328767,14.388730704201699,125,0.016
SKU_00417,132.73424657534247,37.90746475813946,134,0.09
SKU_00999,98.67397260273972,29.07720883201801,152,0.094
SKU_00863,100.4876712328767,30.574948200676204,136,0.016
SKU_00268,117.66849315068494,35.076011952350136,132,0.153
SKU_00125,103.38356164383562,30.700981718645973,138,0.132
SKU_00714,124.4,37.141162260569224,134,0.165
SKU_00560,62.87123287671233,18.187284830886526,115,0.06
SKU_00338,91.8958904109589,27.574576393566954,142,0.064
SKU_00194,127.0986301369863,38.009847238963076,155,0.006
SKU_00039,99.43561643835616,29.685889319466934,135,0.045
SKU_00564,122.5095890410959,35.188316634614694,127,0.147
SKU_00246,101.11780821917809,29.840783281128033,122,0.041
SKU_00499,44.29041095890411,13.314580997475705,135,0.157
SKU_00786,73.20821917808219,21.40582334129805,124,0.093
SKU_00395,45.35068493150685,13.86642640059026,138,0.03
SKU_00089,90.26849315068493,26.099960405386206,130,0.181
SKU_00484,73.62465753424658,21.96485567540077,123,0.173
SKU_00304,58.19178082191781,16.56394330990684,150,0.025
SKU_00607,116.53150684931506,33.587956030481884,112,0.177
SKU_00161,67.34246575342466,19.787899495166965,143,0.161
SKU_00217,57.136986301369866,16.28161765029051,146,0.042
SKU_00174,65.12328767123287,19.20332589488758,123,0.198
SKU_00365,109.15890410958905,31.07818850888075,111,0.077
SKU_00910,68.25479452054795,20.635860717542563,151,0.01
SKU_00502,130.813698630137,41.2292349168888,149,0.118
SKU_00639,109.72602739726027,31.516723396961314,120,0.198
SKU_00343,94.30958904109589,27.80416288493051,152,0.187
SKU_00553,74.44109589041096,21.72910032637169,123,0.078
SKU_00990,51.69041095890411,14.916619579040464,137,0.076
SKU_00069,41.11780821917808,12.538066679596996,116,0.095
SKU_00153,85.53150684931506,22.38995602865098,153,0.192
SKU_00857,85.63835616438357,24.847129480972765,131,0.158
SKU_00003,67.85479452054794,20.228862534061275,138,0.151
SKU_00085,124.0027397260274,35.22287738635759,132,0.064
SKU_00657,110.6054794520548,33.92668197912819,116,0.127
SKU_00195,115.75342465753425,33.98083688385869,130,0.168
SKU_00853,44.345205479452055,13.520284324419984,138,0.134
SKU_00785,43.8986301369863,12.646422561848295,121,0.172
SKU_00376,47.87123287671233,13.638075734485989,141,0.183
SKU_00451,69.8082191780822,20.490454447579047,135,0.14
SKU_00122,124.78356164383561,36.90401499084724,142,0.199
SKU_00045,59.26849315068493,17.100839230678027,153,0.074
SKU_00106,96.65205479452055,27.854350921744974,125,0.152
SKU_00906,48.68767123287671,13.730370055815579,126,0.11
SKU_00684,41.72054794520548,12.014814103459498,128,0.084
SKU_00157,51.57808219178082,15.438554622741728,136,0.167
SKU_00618,48.25479452054795,13.634082224457444,139,0.058
SKU_00452,92.59726027397261,26.924181156254654,125,0.042
SKU_00547,57.49041095890411,17.034484774537372,161,0.083
SKU_00102,123.85753424657534,35.80950023513549,134,0.047
SKU_00526,91.93698630136986,27.389415552349096,116,0.149
SKU_00660,108.04657534246576,30.45074424013247,132,0.011
SKU_00572,96.47671232876712,27.81152480966201,125,0.034
SKU_00743,76.16712328767123,21.77070856258881,142,0.187
SKU_00896,126.37260273972603,35.61968394989844,120,0.036
SKU_00756,61.553424657534244,17.90268322169064,145,0.017
SKU_00566,95.84109589041095,27.836491957680483,127,0.025
SKU_00849,63.41917808219178,18.51349862102586,139,0.026
SKU_00734,104.54246575342465,31.589946228105035,116,0.088
SKU_00373,54.47397260273973,16.55236468778672,118,0.198
SKU_00341,77.35342465753425,20.958449751514387,161,0.015
SKU_00917,38.75068493150685,11.193393892706178,125,0.095
SKU_00685,65.77808219178083,19.603418675946166,136,0.143
SKU_00567,83.75616438356164,24.355612810141285,111,0.127
SKU_00675,36.84931506849315,11.325444503899114,146,0.033
SKU_00082,110.72876712328767,29.967388316081703,120,0.124
SKU_00138,99.27945205479452,29.32310981000653,127,0.004
SKU_00584,56.12876712328767,16.30571159498096,129,0.151
SKU_00024,78.1917808219178,22.55058875370311,134,0.168
SKU_00279,45.16986301369863,13.861904124982045,136,0.097
SKU_00596,53.41095890410959,15.604341830660047,137,0.103
SKU_00012,43.827397260273976,12.801326986009682,124,0.094
SKU_00986,52.032876712328765,15.877761547420228,122,0.152
SKU_00529,42.010958904109586,12.93304356430531,144,0.166
SKU_00115,41.06849315068493,12.182595186183445,152,0.092
SKU_00025,45.38356164383562,14.001403125317326,156,0.142
SKU_00843,36.93698630136986,11.272785312196229,144,0.044
SKU_00229,56.85479452054795,17.21066179500217,126,0.01
SKU_00232,62.12602739726027,17.426943483441722,105,0.071
SKU_00455,72.15616438356165,19.994374114651357,130,0.011
SKU_00050,36.92328767123288,11.147099861191233,134,0.148
SKU_00091,49.78082191780822,14.754256766411126,141,0.129
SKU_00344,86.78356164383561,24.810263593673024,134,0.17
SKU_00018,80.98630136986301,22.466515469171227,121,0.157
SKU_00765,61.03013698630137,18.040908070054915,134,0.002
SKU_00651,65.5068493150685,19.613941055464405,149,0.071
SKU_00261,35.74794520547945,9.945291414316147,128,0.051
SKU_00051,44.87671232876713,13.465406639782927,144,0.045
SKU_00506,38.21369863013699,10.972159011355302,136,0.043
SKU_00062,42.20821917808219,12.275027734628337,135,0.059
SKU_00375,107.5041095890411,31.28437642561546,127,0.188
SKU_00144,119.01095890410959,34.91433614696797,133,0.191
SKU_00624,55.16986301369863,16.371164385370754,140,0.004
SKU_00918,44.12876712328767,13.642909435726805,143,0.132
SKU_00349,54.441095890410956,15.792088675339647,161,0.038
SKU_00904,80.73150684931507,23.080466484946303,135,0.039
SKU_00611,41.83561643835616,12.140900923617314,140,0.147
SKU_00289,56.43561643835616,15.917518943071036,141,0.09
SKU_00522,35.41917808219178,10.40378018701558,123,0.185
SKU_00768,97.43561643835616,28.52643544491909,123,0.081
SKU_00061,123.36712328767123,35.65373789720304,138,0.122
SKU_00808,74.44383561643835,21.144070079654576,150,0.19
SKU_00954,78.86575342465754,22.900550758637305,119,0.179
SKU_00538,72.28493150684932,21.787457774434504,142,0.181
SKU_00673,63.14794520547945,18.269804169519542,145,0.07
SKU_00740,72.12328767123287,22.034903135582194,142,0.193
SKU_00095,66.45205479452055,20.159965424847712,142,0.145
SKU_00394,96.77260273972603,28.310393289517116,129,0.138
SKU_00569,94.2958904109589,26.7819873366829,123,0.025
SKU_00457,69.69589041095891,19.721219385572766,140,0.007
SKU_00931,40.26027397260274,11.454193767777264,130,0.103
SKU_00280,36.61917808219178,11.157226228986888,124,0.073
SKU_00361,51.11780821917808,14.995597728228605,136,0.067
SKU_00310,74.61917808219178,22.17005118740741,123,0.097
SKU_00909,84.36438356164383,23.843845070889092,116,0.041
SKU_00329,127.3972602739726,37.31523704266399,138,0.025
SKU_00496,55.99178082191781,16.865741281153884,133,0.157
SKU_00907,92.07397260273973,28.03858226513618,130,0.198
SKU_00964,109.26301369863013,32.05672987772007,133,0.118
SKU_00088,35.26575342465753,10.54206929634423,131,0.106
SKU_00272,36.51780821917808,10.781436815113459,140,0.083
SKU_00822,92.13424657534246,27.42494362330087,133,0.129
SKU_00416,104.65753424657534,30.607412724429643,160,0.024
SKU_00301,57.14794520547945,17.223323931510347,147,0.043
SKU_00432,49.52876712328767,14.037718806843777,128,0.145
SKU_00216,94.18356164383562,28.69423408452342,137,0.109
SKU_00877,46.728767123287675,13.716532491330643,140,0.071
SKU_00184,118.13424657534246,32.71490326103064,147,0.056
SKU_00879,133.42465753424656,41.01725642216488,128,0.195
SKU_00140,31.457534246575342,9.078805135840621,118,0.147
SKU_00483,48.57534246575342,13.864649696794098,125,0.067
SKU_00552,53.49589041095891,16.401826137576826,151,0.145
SKU_00108,127.16986301369863,35.78689475938984,122,0.19
SKU_00537,117.37260273972603,35.460600564329944,140,0.064
SKU_00067,36.69315068493151,10.928040462160451,140,0.188
SKU_00131,131.46575342465752,37.46444548633245,131,0.105
SKU_00544,48.28493150684932,15.553025846312506,159,0.177
SKU_00666,119.76712328767124,34.73451926024384,157,0.136
SKU_00527,104.57534246575342,30.3808779001536,159,0.016
SKU_00322,45.71780821917808,12.902629241233953,130,0.101
SKU_00911,110.8054794520548,30.829787447677077,109,0.026
SKU_00873,71.16438356164383,22.54568847127284,157,0.045
SKU_00561,133.0109589041096,40.83987615025405,129,0.109
SKU_00962,118.75068493150685,31.949578765936657,139,0.104
SKU_00224,108.61917808219178,32.66311836797579,129,0.06
SKU_00327,48.156164383561645,13.866524104552457,144,0.062
SKU_00173,126.71506849315068,37.0302952570219,125,0.032
SKU_00591,45.178082191780824,13.53743534250734,148,0.14
SKU_00829,64.7095890410959,18.747982780745566,134,0.047
SKU_00410,88.66575342465754,26.164380089894784,152,0.135
SKU_00941,51.99452054794521,14.681227177303066,138,0.171
SKU_00540,30.068493150684933,8.928791507147672,118,0.166
SKU_00381,41.24383561643835,13.169155044583853,125,0.11
SKU_00155,116.76712328767124,36.42240002861765,148,0.171
SKU_00210,51.846575342465755,16.75726906557879,149,0.181
SKU_00169,48.24383561643835,13.858517695632411,124,0.081
SKU_00227,72.13150684931507,20.388916919805407,130,0.02
SKU_00826,80.88219178082191,23.491168216882865,122,0.119
SKU_00638,102.88767123287671,29.007975150106553,142,0.103
SKU_00835,67.72602739726027,20.059978932677552,133,0.101
SKU_00307,86.21095890410959,24.636966115021167,148,0.088
SKU_00141,112.05753424657534,31.83291681270279,135,0.072
SKU_00185,42.602739726027394,12.696088051598391,144,0.125
SKU_00536,33.054794520547944,9.65630581844374,147,0.047
SKU_00251,70.88767123287671,20.924274412075434,149,0.011
SKU_00550,52.40821917808219,16.096734989259975,149,0.092
SKU_00234,134.46575342465752,39.17223246736767,137,0.104
SKU_00426,60.84931506849315,18.88475112568421,128,0.126
SKU_00594,30.073972602739726,9.179378875376516,127,0.088
SKU_00608,53.797260273972604,16.1635695774253,134,0.045
SKU_00328,63.37260273972603,18.951305880618378,132,0.097
